Date,Adj Close_SHIVALIK.NS,Close_SHIVALIK.NS,High_SHIVALIK.NS,Low_SHIVALIK.NS,Open_SHIVALIK.NS,Volume_SHIVALIK.NS,Date
2021-12-06,913.6575927734375,915.6500244140625,1008.0,899.9500122070312,984.0,16501,2021-12-06
2021-12-13,871.2500610351562,873.1500244140625,970.5499877929688,860.0,944.9500122070312,59356,2021-12-13
2021-12-20,960.8047485351562,962.9000244140625,1002.5,852.0999755859375,900.0,92456,2021-12-20
2021-12-27,1046.61767578125,1048.9000244140625,1119.9000244140625,971.0,980.0,147736,2021-12-27
2022-01-03,1123.400146484375,1125.8499755859375,1195.0,1032.550048828125,1032.550048828125,118605,2022-01-03
2022-01-10,1124.1983642578125,1126.6500244140625,1175.0,1051.0,1148.0,46365,2022-01-10
2022-01-17,1004.3597412109375,1006.5499877929688,1153.949951171875,927.5499877929688,1135.0,45902,2022-01-17
2022-01-24,985.25146484375,987.4000244140625,1044.0,950.1500244140625,1006.0,31797,2022-01-24
2022-01-31,972.8285522460938,974.9500122070312,1039.0,939.2000122070312,1039.0,29425,2022-01-31
2022-02-07,932.167236328125,934.2000122070312,1009.0,921.0499877929688,965.0,29178,2022-02-07
2022-02-14,874.5428466796875,876.4500122070312,943.4000244140625,853.0999755859375,920.0,27869,2022-02-14
2022-02-21,871.7988891601562,873.7000122070312,918.2000122070312,795.0499877929688,899.0,42614,2022-02-21
2022-02-28,852.39111328125,854.25,909.0,838.25,900.0,25541,2022-02-28
2022-03-07,874.8422241210938,876.75,927.7999877929688,802.5,834.8499755859375,36935,2022-03-07
2022-03-14,915.9026489257812,917.9000244140625,950.0,871.0,871.0,14867,2022-03-14
2022-03-21,874.4430541992188,876.3499755859375,955.0,871.0,944.9000244140625,32188,2022-03-21
2022-03-28,940.2994384765625,942.3499755859375,948.75,843.9500122070312,920.5,38500,2022-03-28
2022-04-04,988.1949462890625,990.3499755859375,1049.4000244140625,941.4500122070312,969.0,80735,2022-04-04
2022-04-11,947.1843872070312,949.25,985.5499877929688,942.0,983.7999877929688,15031,2022-04-11
2022-04-18,971.0823364257812,973.2000122070312,1012.5499877929688,933.9500122070312,957.9000244140625,26518,2022-04-18
2022-04-25,907.0220336914062,909.0,973.25,882.0,973.25,27219,2022-04-25
2022-05-02,886.5665893554688,888.5,1024.0,870.0,891.4000244140625,45361,2022-05-02
2022-05-09,762.7367553710938,764.4000244140625,901.75,741.0,901.75,69078,2022-05-09
2022-05-16,783.9404296875,785.6500244140625,803.7000122070312,746.0,746.8499755859375,33635,2022-05-16
2022-05-23,734.64794921875,736.25,803.5,700.0,783.5999755859375,29782,2022-05-23
2022-05-30,790.3764038085938,792.0999755859375,799.0,734.0,747.25,38362,2022-05-30
2022-06-06,780.0988159179688,781.7999877929688,810.0,763.0,792.1500244140625,10589,2022-06-06
2022-06-13,698.8259887695312,700.3499755859375,797.7999877929688,695.0,762.5,26333,2022-06-13
2022-06-20,724.2206420898438,725.7999877929688,732.0,664.3499755859375,724.0,16833,2022-06-20
2022-06-27,706.6589965820312,708.2000122070312,779.0,689.9500122070312,735.9000244140625,33892,2022-06-27
2022-07-04,743.7780151367188,745.4000244140625,759.0,703.5499877929688,711.0,12230,2022-07-04
2022-07-11,714.4419555664062,716.0,765.0,708.0499877929688,743.9000244140625,14817,2022-07-11
2022-07-18,771.3179931640625,773.0,779.75,716.3499755859375,716.4500122070312,17830,2022-07-18
2022-07-25,799.7559814453125,801.5,810.0,717.6500244140625,760.0,44560,2022-07-25
2022-08-01,857.3303833007812,859.2000122070312,894.0999755859375,798.0,813.0,42798,2022-08-01
2022-08-08,799.7559814453125,801.5,872.0499877929688,800.0,872.0499877929688,14986,2022-08-08
2022-08-15,885.468994140625,887.4000244140625,918.0,788.7999877929688,801.5,62473,2022-08-15
2022-08-22,1060.2877197265625,1062.5999755859375,1105.0,878.5,895.8499755859375,369707,2022-08-22
2022-08-29,971.5313720703125,973.6500244140625,1059.75,962.5,1032.0999755859375,68779,2022-08-29
2022-09-05,940.5988159179688,942.6500244140625,1004.75,932.9000244140625,973.6500244140625,35750,2022-09-05
2022-09-12,863.06787109375,864.9500122070312,980.0,855.0,933.5,54010,2022-09-12
2022-09-19,886.017822265625,887.9500122070312,925.0499877929688,866.0,876.9000244140625,57869,2022-09-19
2022-09-26,827.1492919921875,828.5,894.7000122070312,810.0,876.7999877929688,46346,2022-09-26
2022-10-03,844.8703002929688,846.25,943.4500122070312,820.2000122070312,838.7000122070312,44258,2022-10-03
2022-10-10,812.4732055664062,813.7999877929688,861.5,811.0,822.2999877929688,26345,2022-10-10
2022-10-17,819.2621459960938,820.5999755859375,871.0,800.25,800.25,19624,2022-10-17
2022-10-24,814.669677734375,816.0,869.9500122070312,814.0499877929688,859.0,11723,2022-10-24
2022-10-31,814.669677734375,816.0,837.9500122070312,792.0999755859375,817.0999755859375,34719,2022-10-31
2022-11-07,803.9371948242188,805.25,828.0999755859375,768.25,828.0999755859375,26902,2022-11-07
2022-11-14,801.8905639648438,803.2000122070312,817.4000244140625,735.0,785.1500244140625,55350,2022-11-14
2022-11-21,750.4745483398438,751.7000122070312,835.1500244140625,742.0999755859375,795.9000244140625,40505,2022-11-21
2022-11-28,720.1739501953125,721.3499755859375,759.25,718.0499877929688,754.0999755859375,51586,2022-11-28
2022-12-05,738.643798828125,739.8499755859375,780.0,727.25,780.0,31504,2022-12-05
2022-12-12,777.9296875,779.2000122070312,789.8499755859375,723.0,738.0,70690,2022-12-12
2022-12-19,689.7236938476562,690.8499755859375,789.6500244140625,687.9000244140625,766.0,52096,2022-12-19
2022-12-26,762.7544555664062,764.0,774.4000244140625,684.6500244140625,684.6500244140625,48566,2022-12-26
2023-01-02,721.7214965820312,722.9000244140625,806.9000244140625,720.6500244140625,783.7999877929688,41744,2023-01-02
2023-01-09,744.1847534179688,745.4000244140625,762.6500244140625,715.0,762.6500244140625,29359,2023-01-09
2023-01-16,713.784423828125,714.9500122070312,774.2999877929688,706.5999755859375,745.4000244140625,32738,2023-01-16
2023-01-23,689.0747680664062,690.2000122070312,727.9500122070312,677.0,717.0,23736,2023-01-23
2023-01-30,668.358642578125,669.4500122070312,716.0499877929688,656.2000122070312,690.0499877929688,32118,2023-01-30
2023-02-06,728.4104614257812,729.5999755859375,754.0,658.4000244140625,662.5,48158,2023-02-06
2023-02-13,678.4920043945312,679.5999755859375,729.5999755859375,677.0,729.5999755859375,25746,2023-02-13
2023-02-20,667.110595703125,668.2000122070312,687.9000244140625,658.4500122070312,672.0,28240,2023-02-20
2023-02-27,678.0927124023438,679.2000122070312,700.0,632.8499755859375,661.0499877929688,35851,2023-02-27
2023-03-06,641.0032958984375,642.0499877929688,715.0,637.0499877929688,678.0,74561,2023-03-06
2023-03-13,640.104736328125,641.1500244140625,654.0,620.0499877929688,643.0499877929688,33406,2023-03-13
2023-03-20,662.1187744140625,663.2000122070312,680.0499877929688,619.9500122070312,632.6500244140625,59389,2023-03-20
2023-03-27,666.9608764648438,668.0499877929688,687.8499755859375,651.2999877929688,670.0,73855,2023-03-27
2023-04-03,754.268310546875,755.5,759.9500122070312,681.8499755859375,698.0,62097,2023-04-03
2023-04-10,796.798828125,798.0999755859375,823.9500122070312,756.0999755859375,759.5999755859375,137114,2023-04-10
2023-04-17,781.8233032226562,783.0999755859375,830.9500122070312,776.6500244140625,799.0,65423,2023-04-17
2023-04-24,763.6530151367188,764.9000244140625,801.2999877929688,756.75,784.5,39844,2023-04-24
2023-05-01,726.2640991210938,727.4500122070312,780.0499877929688,724.0499877929688,764.9000244140625,26231,2023-05-01
2023-05-08,717.1289672851562,718.2999877929688,738.3499755859375,693.0499877929688,738.3499755859375,30291,2023-05-08
2023-05-15,678.2923583984375,679.4000244140625,720.0,675.0,720.0,31958,2023-05-15
2023-05-22,726.6633911132812,727.8499755859375,744.9000244140625,666.5,674.0999755859375,68354,2023-05-22
2023-05-29,770.8911743164062,772.1500244140625,792.0,723.25,740.0499877929688,87077,2023-05-29
2023-06-05,741.9883422851562,743.2000122070312,779.9500122070312,727.0999755859375,779.9500122070312,57695,2023-06-05
2023-06-12,776.8814086914062,778.1500244140625,817.7999877929688,728.0999755859375,750.6500244140625,95850,2023-06-12
2023-06-19,764.351806640625,765.5999755859375,804.9500122070312,760.0,778.1500244140625,52445,2023-06-19
2023-06-26,786.0663452148438,787.3499755859375,815.0499877929688,755.0,776.5999755859375,68229,2023-06-26
2023-07-03,766.248779296875,767.5,805.0,764.0,796.5499877929688,47324,2023-07-03
2023-07-10,745.7821655273438,747.0,799.7999877929688,745.2000122070312,770.1500244140625,44836,2023-07-10
2023-07-17,759.9091186523438,761.1500244140625,783.9500122070312,730.0,748.0999755859375,60661,2023-07-17
2023-07-24,787.4141845703125,788.7000122070312,801.5999755859375,743.5499877929688,770.0,94992,2023-07-24
2023-07-31,862.6412963867188,864.0499877929688,885.0,790.0,801.8499755859375,209689,2023-07-31
2023-08-07,784.369140625,785.6500244140625,893.0,771.0,882.9000244140625,169748,2023-08-07
2023-08-14,748.1782836914062,749.4000244140625,807.9000244140625,723.0499877929688,785.6500244140625,59892,2023-08-14
2023-08-21,756.3648681640625,757.5999755859375,795.9500122070312,738.0999755859375,750.0,60158,2023-08-21
2023-08-28,765.7994384765625,767.0499877929688,825.9000244140625,731.0,756.1500244140625,109099,2023-08-28
2023-09-04,725.5152587890625,726.7000122070312,778.5499877929688,717.0999755859375,778.5499877929688,82828,2023-09-04
2023-09-11,727.462158203125,728.6500244140625,746.3499755859375,716.6500244140625,731.7000122070312,51968,2023-09-11
2023-09-18,696.11328125,697.25,732.9500122070312,696.0,731.25,34593,2023-09-18
2023-09-25,739.0222778320312,739.7000122070312,750.0,681.0499877929688,699.0,57822,2023-09-25
2023-10-02,714.0950927734375,714.75,742.0,708.0999755859375,739.7000122070312,16705,2023-10-02
2023-10-09,694.1633911132812,694.7999877929688,717.5,683.5999755859375,704.0499877929688,45329,2023-10-09
2023-10-16,696.7610473632812,697.4000244140625,725.0,692.0,701.6500244140625,24267,2023-10-16
2023-10-23,691.1661376953125,691.7999877929688,715.0,680.0,704.3499755859375,35925,2023-10-23
2023-10-30,694.962646484375,695.5999755859375,724.9500122070312,676.4000244140625,679.4000244140625,96226,2023-10-30
2023-11-06,670.73486328125,671.3499755859375,697.0,651.2000122070312,686.0,56188,2023-11-06
2023-11-13,658.64599609375,659.25,686.75,651.0,659.9500122070312,71525,2023-11-13
2023-11-20,673.2825927734375,673.9000244140625,686.0,648.0,665.0,54501,2023-11-20
2023-11-27,689.6175537109375,690.25,748.9000244140625,654.0,673.9000244140625,177044,2023-11-27
2023-12-04,646.3572387695312,646.9500122070312,703.0,640.1500244140625,700.6500244140625,102055,2023-12-04
2023-12-11,619.9314575195312,620.5,656.1500244140625,614.0,653.3499755859375,96392,2023-12-11
2023-12-18,616.9841918945312,617.5499877929688,640.0,603.5999755859375,623.5999755859375,78523,2023-12-18
2023-12-25,743.16845703125,743.8499755859375,754.0,617.5499877929688,617.5499877929688,310148,2023-12-25
2024-01-01,706.7518920898438,707.4000244140625,759.9000244140625,696.0999755859375,743.0,131763,2024-01-01
2024-01-08,680.67578125,681.2999877929688,721.4500122070312,675.0,710.9000244140625,129159,2024-01-08
2024-01-15,699.75830078125,700.4000244140625,729.4000244140625,680.0,681.2999877929688,92410,2024-01-15
2024-01-22,674.731201171875,675.3499755859375,705.4000244140625,645.0499877929688,700.4000244140625,75133,2024-01-22
2024-01-29,682.8737182617188,683.5,729.0,651.5499877929688,665.2000122070312,133597,2024-01-29
2024-02-05,666.8384399414062,667.4500122070312,722.0,663.4500122070312,683.5,79698,2024-02-05
2024-02-12,672.5831909179688,673.2000122070312,681.4000244140625,635.0999755859375,670.7999877929688,77480,2024-02-12
2024-02-19,625.8760375976562,626.4500122070312,686.7000122070312,623.7000122070312,679.8499755859375,54343,2024-02-19
2024-02-26,597.3021850585938,597.8499755859375,635.8499755859375,594.9500122070312,626.4500122070312,54842,2024-02-26
2024-03-04,600.3994140625,600.9500122070312,618.9500122070312,547.0499877929688,601.0,144826,2024-03-04
2024-03-11,539.5052490234375,540.0,613.7999877929688,492.8999938964844,606.9500122070312,175081,2024-03-11
2024-03-18,580.2178955078125,580.75,595.0,525.5499877929688,542.0,141973,2024-03-18
2024-03-25,577.3705444335938,577.9000244140625,591.0499877929688,554.0,580.75,152934,2024-03-25
2024-04-01,579.0689086914062,579.5999755859375,595.0,555.6500244140625,580.0,125686,2024-04-01
2024-04-08,597.15234375,597.7000122070312,618.4000244140625,555.9500122070312,589.4000244140625,332875,2024-04-08
2024-04-15,561.7847900390625,562.2999877929688,590.0,555.25,588.6500244140625,61343,2024-04-15
2024-04-22,577.7701416015625,578.2999877929688,584.4000244140625,549.5499877929688,565.2999877929688,80677,2024-04-22
2024-04-29,631.8206176757812,632.4000244140625,725.0,576.0499877929688,576.0499877929688,1368236,2024-04-29
2024-05-06,611.1895141601562,611.75,678.2000122070312,602.0499877929688,637.0,177871,2024-05-06
2024-05-13,605.3948364257812,605.9500122070312,624.0,588.0999755859375,615.0,66605,2024-05-13
2024-05-20,578.71923828125,579.25,621.5,576.0,613.5999755859375,54243,2024-05-20
2024-05-27,599.9497680664062,600.5,652.7999877929688,581.5499877929688,584.0,176307,2024-05-27
2024-06-03,587.0615844726562,587.5999755859375,611.4000244140625,535.0499877929688,601.0,61742,2024-06-03
2024-06-10,578.06982421875,578.5999755859375,599.0,566.0,592.2999877929688,75236,2024-06-10
2024-06-17,599.9497680664062,600.5,613.7000122070312,568.0,578.5999755859375,108023,2024-06-17
2024-06-24,632.5198974609375,633.0999755859375,649.4500122070312,594.5,594.5,282560,2024-06-24
2024-07-01,728.5318603515625,729.2000122070312,777.7999877929688,621.0,633.2000122070312,982166,2024-07-01
2024-07-08,687.2697143554688,687.9000244140625,752.0,665.5,734.9500122070312,243205,2024-07-08
2024-07-15,627.1248779296875,627.7000122070312,693.5999755859375,625.0,681.5999755859375,76777,2024-07-15
2024-07-22,647.006591796875,647.5999755859375,666.25,602.5999755859375,620.0,95581,2024-07-22
2024-07-29,639.813232421875,640.4000244140625,673.2999877929688,631.0499877929688,647.5999755859375,130708,2024-07-29
2024-08-05,589.1097412109375,589.6500244140625,634.5999755859375,566.75,634.5999755859375,138652,2024-08-05
2024-08-12,533.7105712890625,534.2000122070312,601.9500122070312,527.0,592.7999877929688,139313,2024-08-12
2024-08-19,578.319580078125,578.8499755859375,585.75,532.0,540.75,147004,2024-08-19
