Date,Adj Close_SHIVALIK.NS,Close_SHIVALIK.NS,High_SHIVALIK.NS,Low_SHIVALIK.NS,Open_SHIVALIK.NS,Volume_SHIVALIK.NS,Date
2024-08-26,556.18994140625,556.7000122070312,580.5999755859375,541.0499877929688,580.2999877929688,76001,2024-08-26
2024-09-02,551.8939208984375,552.4000244140625,588.0,539.0499877929688,562.9000244140625,107030,2024-09-02
2024-09-09,551.5941162109375,552.0999755859375,575.0,537.5499877929688,547.5,69813,2024-09-09
2024-09-16,537.9566650390625,538.4500122070312,565.0,531.0999755859375,552.0499877929688,60250,2024-09-16
2024-09-23,595.0,595.0,604.7999877929688,526.5499877929688,540.0499877929688,299834,2024-09-23
2024-09-30,633.0999755859375,633.0999755859375,649.0,537.5999755859375,604.0,612518,2024-09-30
2024-10-07,599.5999755859375,599.5999755859375,633.5,561.0,620.0999755859375,139652,2024-10-07
2024-10-14,568.7000122070312,568.7000122070312,602.9000244140625,560.1500244140625,601.0,59255,2024-10-14
2024-10-21,533.4500122070312,533.4500122070312,569.9500122070312,500.20001220703125,565.7000122070312,96860,2024-10-21
2024-10-28,588.8499755859375,588.8499755859375,594.9000244140625,512.0999755859375,554.9000244140625,97603,2024-10-28
2024-11-04,549.2000122070312,549.2000122070312,594.9500122070312,545.0999755859375,587.0,100240,2024-11-04
2024-11-11,523.9500122070312,523.9500122070312,549.0999755859375,500.0,546.1500244140625,48800,2024-11-11
2024-11-18,545.8499755859375,545.8499755859375,573.2000122070312,523.0,526.0499877929688,75652,2024-11-18
2024-11-25,583.7999877929688,583.7999877929688,599.0,523.7999877929688,548.2999877929688,119889,2024-11-25
2024-12-02,787.5499877929688,787.5499877929688,852.0999755859375,573.0,573.0,3041015,2024-12-02
2024-12-09,798.6500244140625,798.6500244140625,817.5,716.25,789.9500122070312,668856,2024-12-09
2024-12-16,784.0999755859375,784.0999755859375,872.5,775.3499755859375,807.9500122070312,491653,2024-12-16
2024-12-23,764.7000122070312,764.7000122070312,806.4500122070312,745.2000122070312,786.0499877929688,143796,2024-12-23
2024-12-30,757.9000244140625,757.9000244140625,782.9500122070312,739.9000244140625,770.0,203833,2024-12-30
2025-01-06,699.5999755859375,699.5999755859375,770.0,679.2000122070312,760.0,145774,2025-01-06
2025-01-13,775.1500244140625,775.1500244140625,799.0,691.0999755859375,700.0,341779,2025-01-13
2025-01-20,771.9500122070312,771.9500122070312,827.0,742.0499877929688,776.7999877929688,464376,2025-01-20
2025-01-27,800.5999755859375,800.5999755859375,822.0,710.0,760.3499755859375,471029,2025-01-27
2025-02-03,752.8499755859375,752.8499755859375,879.0499877929688,725.25,776.0,1204497,2025-02-03
2025-02-10,643.75,643.75,752.25,631.9500122070312,750.0,469344,2025-02-10
2025-02-17,719.0,719.0,735.0,630.0999755859375,643.75,191358,2025-02-17
2025-02-24,722.9500122070312,722.9500122070312,744.5999755859375,698.4500122070312,708.2000122070312,92868,2025-02-24
2025-03-03,677.0,677.0,730.1500244140625,649.9500122070312,730.1500244140625,133476,2025-03-03
2025-03-10,609.75,609.75,687.1500244140625,583.0,687.1500244140625,306882,2025-03-10
2025-03-17,621.7999877929688,621.7999877929688,634.7999877929688,576.0499877929688,607.7999877929688,341289,2025-03-17
2025-03-24,629.4500122070312,629.4500122070312,659.9500122070312,614.5999755859375,627.9500122070312,215717,2025-03-24
2025-03-31,631.5499877929688,631.5499877929688,698.0499877929688,622.4500122070312,629.4500122070312,160338,2025-03-31
2025-04-07,594.0999755859375,594.0999755859375,620.7000122070312,551.0,551.0,143041,2025-04-07
2025-04-14,609.0,609.0,629.0,595.0,605.0,61930,2025-04-14
2025-04-21,585.0499877929688,585.0499877929688,629.0499877929688,570.5999755859375,610.0,117127,2025-04-21
2025-04-28,574.3499755859375,574.3499755859375,592.4000244140625,560.0,580.0,45922,2025-04-28
2025-05-05,551.0999755859375,551.0999755859375,586.0999755859375,539.9500122070312,570.0499877929688,57493,2025-05-05
2025-05-12,583.6500244140625,583.6500244140625,605.0,564.0,564.0,118739,2025-05-12
2025-05-19,584.9500122070312,584.9500122070312,615.0,575.0999755859375,586.0,114235,2025-05-19
2025-05-26,589.9500122070312,589.9500122070312,602.0,575.0,584.0499877929688,104444,2025-05-26
2025-06-02,550.4500122070312,550.4500122070312,580.0,545.0,580.0,160816,2025-06-02
2025-06-09,547.2999877929688,547.2999877929688,571.0,543.0,555.9500122070312,148966,2025-06-09
2025-06-16,526.4500122070312,526.4500122070312,550.3499755859375,514.5,550.0499877929688,125426,2025-06-16
2025-06-23,543.4000244140625,543.4000244140625,567.0499877929688,515.0,517.0,186270,2025-06-23
2025-06-30,536.0,536.0,550.0,527.0,540.2000122070312,123313,2025-06-30
2025-07-07,527.5499877929688,527.5499877929688,554.7999877929688,521.4000244140625,544.0499877929688,160862,2025-07-07
2025-07-14,534.4000244140625,534.4000244140625,559.4000244140625,518.0999755859375,530.2000122070312,86451,2025-07-14
