Date,Adj Close_SWIGGY.NS,Close_SWIGGY.NS,High_SWIGGY.NS,Low_SWIGGY.NS,Open_SWIGGY.NS,Volume_SWIGGY.NS,Date
2024-11-11,430.70001220703125,430.70001220703125,489.3999938964844,391.0,420.0,169101498,2024-11-11
2024-11-18,416.6000061035156,416.6000061035156,438.70001220703125,402.0,416.1000061035156,56428528,2024-11-18
2024-11-25,470.75,470.75,517.0,417.20001220703125,418.79998779296875,98948256,2024-11-25
2024-12-02,544.7000122070312,544.7000122070312,576.7000122070312,464.3500061035156,472.0,117644217,2024-12-02
2024-12-09,532.3499755859375,532.3499755859375,567.9000244140625,501.0,545.6500244140625,60574456,2024-12-09
2024-12-16,597.4500122070312,597.4500122070312,613.4000244140625,533.0,538.0,147692443,2024-12-16
2024-12-23,545.9500122070312,545.9500122070312,617.2999877929688,541.25,605.2999877929688,46528572,2024-12-23
2024-12-30,541.4500122070312,541.4500122070312,568.0,535.2000122070312,548.0,30077610,2024-12-30
2025-01-06,492.29998779296875,492.29998779296875,546.5499877929688,486.20001220703125,544.4000244140625,49168698,2025-01-06
2025-01-13,473.1000061035156,473.1000061035156,514.7999877929688,458.29998779296875,481.1499938964844,44567638,2025-01-13
2025-01-20,449.04998779296875,449.04998779296875,483.75,413.6000061035156,475.70001220703125,69764263,2025-01-20
2025-01-27,435.45001220703125,435.45001220703125,458.20001220703125,389.04998779296875,442.0,72410914,2025-01-27
2025-02-03,380.6499938964844,380.6499938964844,463.0,375.0,431.0,107916624,2025-02-03
2025-02-10,340.75,340.75,378.25,325.29998779296875,378.0,147398331,2025-02-10
2025-02-17,360.54998779296875,360.54998779296875,386.75,328.3999938964844,337.5,90041346,2025-02-17
2025-02-24,334.6499938964844,334.6499938964844,368.0,331.04998779296875,354.0,39628935,2025-02-24
2025-03-03,360.95001220703125,360.95001220703125,377.29998779296875,317.0,342.25,63159335,2025-03-03
2025-03-10,353.20001220703125,353.20001220703125,368.79998779296875,343.70001220703125,368.79998779296875,22597951,2025-03-10
2025-03-17,350.6499938964844,350.6499938964844,369.70001220703125,348.1499938964844,356.0,26153276,2025-03-17
2025-03-24,330.20001220703125,330.20001220703125,357.25,312.6499938964844,353.1000061035156,46500620,2025-03-24
2025-03-31,337.3500061035156,337.3500061035156,351.3999938964844,325.5,330.20001220703125,23096763,2025-03-31
2025-04-07,333.0,333.0,347.1000061035156,306.95001220703125,310.0,27433237,2025-04-07
2025-04-14,340.79998779296875,340.79998779296875,350.70001220703125,329.45001220703125,333.0,18665838,2025-04-14
2025-04-21,321.3999938964844,321.3999938964844,351.45001220703125,320.0,342.45001220703125,27928815,2025-04-21
2025-04-28,304.0,304.0,328.70001220703125,303.0,322.1000061035156,21068712,2025-04-28
2025-05-05,313.1000061035156,313.1000061035156,356.6499938964844,303.6000061035156,310.0,90970114,2025-05-05
2025-05-12,321.20001220703125,321.20001220703125,327.20001220703125,297.0,319.3999938964844,192915120,2025-05-12
2025-05-19,323.6499938964844,323.6499938964844,328.79998779296875,308.70001220703125,321.79998779296875,74093480,2025-05-19
2025-05-26,333.04998779296875,333.04998779296875,338.20001220703125,317.8999938964844,324.8999938964844,69112225,2025-05-26
2025-06-02,374.45001220703125,374.45001220703125,376.5,327.95001220703125,330.8500061035156,158776911,2025-06-02
2025-06-09,354.20001220703125,354.20001220703125,376.25,345.75,376.0,74996671,2025-06-09
2025-06-16,389.5,389.5,398.8999938964844,351.8999938964844,355.0,129901827,2025-06-16
2025-06-23,406.95001220703125,406.95001220703125,412.0,378.04998779296875,385.8500061035156,82805898,2025-06-23
2025-06-30,383.5,383.5,406.95001220703125,380.0,405.5,45171770,2025-06-30
2025-07-07,385.1000061035156,385.1000061035156,390.3999938964844,374.54998779296875,386.0,41347858,2025-07-07
2025-07-14,388.45001220703125,388.45001220703125,399.20001220703125,380.3999938964844,384.5,25028522,2025-07-14
