Date,Adj Close_GOKULAGRO.NS,Close_GOKULAGRO.NS,High_GOKULAGRO.NS,Low_GOKULAGRO.NS,Open_GOKULAGRO.NS,Volume_GOKULAGRO.NS,Date
2020-07-13,13.969500541687012,13.969500541687012,14.615777015686035,13.571792602539062,13.969500541687012,107626,2020-07-13
2020-07-20,15.759188652038574,15.759188652038574,15.759188652038574,13.671219825744629,13.969500541687012,199808,2020-07-20
2020-07-27,15.0134859085083,15.0134859085083,17.300308227539062,14.416922569274902,16.504892349243164,269139,2020-07-27
2020-08-03,15.510621070861816,15.510621070861816,16.20660972595215,14.715204238891602,15.709474563598633,111112,2020-08-03
2020-08-10,14.615777015686035,14.615777015686035,15.709474563598633,14.267783164978027,15.460906982421875,180308,2020-08-10
2020-08-17,14.864344596862793,14.864344596862793,15.361479759216309,14.615777015686035,15.063199043273926,107048,2020-08-17
2020-08-24,15.709474563598633,15.709474563598633,16.803173065185547,14.218069076538086,15.41119384765625,332898,2020-08-24
2020-08-31,14.665491104125977,14.665491104125977,16.30603790283203,14.317496299743652,15.908329010009766,91460,2020-08-31
2020-09-07,15.112913131713867,15.112913131713867,15.162626266479492,13.969500541687012,14.615777015686035,94960,2020-09-07
2020-09-14,14.416922569274902,14.416922569274902,15.8089017868042,14.317496299743652,15.41119384765625,128052,2020-09-14
2020-09-21,13.919788360595703,13.919788360595703,14.764918327331543,13.323225975036621,14.218069076538086,89361,2020-09-21
2020-09-28,13.522080421447754,13.522080421447754,14.068928718566895,13.223798751831055,13.770647048950195,145782,2020-09-28
2020-10-05,13.919788360595703,13.919788360595703,14.715204238891602,13.074658393859863,13.770647048950195,127285,2020-10-05
2020-10-12,13.372939109802246,13.372939109802246,14.367210388183594,12.975231170654297,14.317496299743652,50601,2020-10-12
2020-10-19,13.372939109802246,13.372939109802246,14.814631462097168,13.27351188659668,13.372939109802246,64527,2020-10-19
2020-10-26,12.87580394744873,12.87580394744873,14.168355941772461,12.627236366271973,14.168355941772461,55199,2020-10-26
2020-11-02,13.571792602539062,13.571792602539062,14.715204238891602,12.42838191986084,13.124370574951172,147459,2020-11-02
2020-11-09,13.323225975036621,13.323225975036621,14.665491104125977,12.478096008300781,13.969500541687012,189876,2020-11-09
2020-11-16,13.472366333007812,13.472366333007812,14.317496299743652,13.323225975036621,13.372939109802246,208863,2020-11-16
2020-11-23,13.472366333007812,13.472366333007812,14.516349792480469,13.074658393859863,14.317496299743652,104340,2020-11-23
2020-11-30,14.11864185333252,14.11864185333252,14.416922569274902,12.577523231506348,13.472366333007812,375493,2020-11-30
2020-12-07,17.499162673950195,17.499162673950195,18.34429168701172,14.267783164978027,14.416922569274902,687443,2020-12-07
2020-12-14,19.189422607421875,19.189422607421875,22.669368743896484,16.504892349243164,18.294578552246094,1584481,2020-12-14
2020-12-21,18.145437240600586,18.145437240600586,19.68655776977539,15.460906982421875,19.288848876953125,309312,2020-12-21
2020-12-28,19.785985946655273,19.785985946655273,20.680828094482422,17.499162673950195,17.499162673950195,576030,2020-12-28
2021-01-04,25.90074920654297,25.90074920654297,27.34244155883789,19.288848876953125,19.288848876953125,5020899,2021-01-04
2021-01-11,23.116790771484375,23.116790771484375,26.44759750366211,21.37681770324707,25.85103416442871,658724,2021-01-11
2021-01-18,21.327104568481445,21.327104568481445,23.86249351501465,20.531686782836914,23.06707763671875,314177,2021-01-18
2021-01-25,23.017364501953125,23.017364501953125,27.044160842895508,19.13970947265625,22.221946716308594,2016391,2021-01-25
2021-02-01,24.16077423095703,24.16077423095703,26.149316787719727,23.06707763671875,23.86249351501465,852235,2021-02-01
2021-02-08,23.017364501953125,23.017364501953125,25.65218162536621,22.02309226989746,23.812780380249023,661407,2021-02-08
2021-02-15,22.868223190307617,22.868223190307617,23.96192169189453,22.122520446777344,22.917936325073242,296761,2021-02-15
2021-02-22,22.420801162719727,22.420801162719727,24.459056854248047,21.973379135131836,23.116790771484375,490373,2021-02-22
2021-03-01,23.415071487426758,23.415071487426758,24.06134796142578,20.23340606689453,23.265932083129883,662771,2021-03-01
2021-03-08,23.166505813598633,23.166505813598633,24.75733757019043,22.719083786010742,23.7630672454834,506670,2021-03-08
2021-03-15,21.327104568481445,21.327104568481445,23.51449966430664,20.48197364807129,23.464786529541016,1094650,2021-03-15
2021-03-22,19.636844635009766,19.636844635009766,22.27166175842285,18.79171371459961,21.028823852539062,2308106,2021-03-22
2021-03-29,20.183692932128906,20.183692932128906,20.48197364807129,19.437990188598633,19.636844635009766,108634,2021-03-29
2021-04-05,21.774526596069336,21.774526596069336,22.321374893188477,19.288848876953125,20.183692932128906,474216,2021-04-05
2021-04-12,22.122520446777344,22.122520446777344,23.71335220336914,19.338563919067383,21.476245880126953,1012411,2021-04-12
2021-04-19,21.277389526367188,21.277389526367188,22.47051429748535,20.084266662597656,22.47051429748535,325295,2021-04-19
2021-04-26,22.02309226989746,22.02309226989746,22.868223190307617,20.084266662597656,21.724811553955078,746073,2021-04-26
2021-05-03,22.719083786010742,22.719083786010742,23.71335220336914,21.476245880126953,22.02309226989746,730431,2021-05-03
2021-05-10,24.807050704956055,24.807050704956055,27.193300247192383,22.61965560913086,23.315645217895508,1968328,2021-05-10
2021-05-17,27.839576721191406,27.839576721191406,31.51837730407715,25.254472732543945,25.30418586730957,4582399,2021-05-17
2021-05-24,30.12639808654785,30.12639808654785,31.31952476501465,26.845306396484375,27.88928985595703,2045754,2021-05-24
2021-05-31,44.84160232543945,44.84160232543945,45.637020111083984,24.111061096191406,31.26980972290039,10675094,2021-05-31
2021-06-07,43.49933624267578,43.49933624267578,49.464962005615234,40.96394729614258,48.22212219238281,3675387,2021-06-07
2021-06-14,40.11881637573242,40.11881637573242,45.885589599609375,38.37884521484375,43.69819259643555,1713861,2021-06-14
2021-06-21,40.8148078918457,40.8148078918457,43.94675827026367,37.48400115966797,38.478271484375,1177602,2021-06-21
2021-06-28,40.31767272949219,40.31767272949219,44.44389343261719,37.13600540161133,41.162803649902344,1632276,2021-06-28
2021-07-05,40.66566848754883,40.66566848754883,41.75936508178711,39.6713981628418,40.6159553527832,1004175,2021-07-05
2021-07-12,40.91423416137695,40.91423416137695,44.69246292114258,40.56623840332031,41.262229919433594,2496440,2021-07-12
2021-07-19,41.51079559326172,41.51079559326172,42.75363540649414,38.2794189453125,39.82053756713867,981810,2021-07-19
2021-07-26,40.76509475708008,40.76509475708008,43.250770568847656,39.77082443237305,41.31194305419922,1021627,2021-07-26
2021-08-02,43.30048370361328,43.30048370361328,46.730716705322266,40.26795959472656,42.256500244140625,5215811,2021-08-02
2021-08-09,42.157073974609375,42.157073974609375,45.637020111083984,38.03084945678711,43.5987663269043,3089143,2021-08-09
2021-08-16,39.6713981628418,39.6713981628418,42.455352783203125,39.124549865722656,41.65993881225586,1273102,2021-08-16
2021-08-23,37.38457489013672,37.38457489013672,40.36738586425781,35.64459991455078,40.36738586425781,630768,2021-08-23
2021-08-30,38.428558349609375,38.428558349609375,39.621681213378906,37.0862922668457,37.633140563964844,447525,2021-08-30
2021-09-06,38.527984619140625,38.527984619140625,38.975406646728516,37.782283782958984,38.677127838134766,243840,2021-09-06
