Date,Adj Close_SIEMENS.NS,Close_SIEMENS.NS,High_SIEMENS.NS,Low_SIEMENS.NS,Open_SIEMENS.NS,Volume_SIEMENS.NS,Date
2020-11-09,1348.3453369140625,1369.25,1414.0,1326.949951171875,1328.0,2587808,2020-11-09
2020-11-16,1403.539794921875,1425.300048828125,1444.0,1365.550048828125,1370.1500244140625,2007795,2020-11-16
2020-11-23,1490.3438720703125,1513.449951171875,1534.800048828125,1358.0,1432.300048828125,13914427,2020-11-23
2020-11-30,1505.41015625,1528.75,1555.0,1490.1500244140625,1513.449951171875,2872439,2020-11-30
2020-12-07,1512.3033447265625,1535.75,1588.949951171875,1518.550048828125,1528.5,2687886,2020-12-07
2020-12-14,1515.5037841796875,1539.0,1563.0,1518.1500244140625,1541.0,2061969,2020-12-14
2020-12-21,1527.074462890625,1550.75,1569.0,1441.1500244140625,1542.800048828125,2141651,2020-12-21
2020-12-28,1577.0989990234375,1601.550048828125,1620.199951171875,1540.199951171875,1552.5,2008159,2020-12-28
2021-01-04,1629.63427734375,1654.9000244140625,1665.0,1585.0,1604.9000244140625,1946576,2021-01-04
2021-01-11,1598.467529296875,1623.25,1673.0,1608.5,1654.9000244140625,1336410,2021-01-11
2021-01-18,1638.44775390625,1663.8499755859375,1732.8499755859375,1587.699951171875,1625.0,2751375,2021-01-18
2021-01-25,1562.229248046875,1586.449951171875,1709.0,1572.8499755859375,1665.5,1297349,2021-01-25
2021-02-01,1819.4296875,1839.9000244140625,1878.0,1565.0,1592.5,3480771,2021-02-01
2021-02-08,1825.6102294921875,1846.1500244140625,1900.0,1820.050048828125,1837.550048828125,1536448,2021-02-08
2021-02-15,1818.2430419921875,1838.699951171875,1910.0,1815.0,1858.5,2635018,2021-02-15
2021-02-22,1829.417236328125,1850.0,1949.0,1797.75,1836.0,3191615,2021-02-22
2021-03-01,1880.443115234375,1901.5999755859375,1962.0,1848.1500244140625,1864.3499755859375,1652179,2021-03-01
2021-03-08,1897.8472900390625,1919.199951171875,1967.75,1885.0,1909.0,1198459,2021-03-08
2021-03-15,1822.297607421875,1842.800048828125,1924.5,1758.050048828125,1924.5,1971732,2021-03-15
2021-03-22,1789.6151123046875,1809.75,1877.0,1777.550048828125,1850.0,1865746,2021-03-22
2021-03-29,1837.5755615234375,1858.25,1866.75,1809.75,1809.75,522490,2021-03-29
2021-04-05,1828.428466796875,1849.0,1912.0,1777.5999755859375,1854.800048828125,2200538,2021-04-05
2021-04-12,1827.1923828125,1847.75,1873.199951171875,1717.800048828125,1809.0999755859375,1810784,2021-04-12
2021-04-19,1779.924072265625,1799.949951171875,1829.800048828125,1770.25,1791.1500244140625,990492,2021-04-19
2021-04-26,1860.517333984375,1881.449951171875,1918.0,1800.949951171875,1806.0,1501567,2021-04-26
2021-05-03,1842.322265625,1863.050048828125,1910.0,1829.550048828125,1861.0,1011269,2021-05-03
2021-05-10,1970.8262939453125,1993.0,2143.5,1855.0,1865.0,6718794,2021-05-10
2021-05-17,1964.250244140625,1986.3499755859375,2082.0,1965.1500244140625,2002.0,1985972,2021-05-17
2021-05-24,2014.534423828125,2037.199951171875,2074.949951171875,1975.0,1990.0,2116733,2021-05-24
2021-05-31,2096.166015625,2119.75,2178.0,2030.0,2040.0,3092997,2021-05-31
2021-06-07,2076.240234375,2099.60009765625,2150.0,2071.10009765625,2133.0,1775890,2021-06-07
2021-06-14,2001.5308837890625,2024.050048828125,2112.35009765625,1960.699951171875,2100.0,1218374,2021-06-14
2021-06-21,1992.8287353515625,2015.25,2098.0,1970.1500244140625,2010.0,2258801,2021-06-21
2021-06-28,1997.3282470703125,2019.800048828125,2045.0,1981.0999755859375,2016.5,1582076,2021-06-28
2021-07-05,1979.87451171875,2002.1500244140625,2055.0,1993.0,2030.9000244140625,1104627,2021-07-05
2021-07-12,1990.900390625,2013.300048828125,2059.800048828125,1994.5,2013.1500244140625,2197175,2021-07-12
2021-07-19,1953.12548828125,1975.0999755859375,2008.5999755859375,1924.0,2008.5999755859375,1408297,2021-07-19
2021-07-26,1931.468994140625,1953.199951171875,1989.9000244140625,1920.0,1976.0,1455595,2021-07-26
2021-08-02,2062.346923828125,2085.550048828125,2095.0,1947.4000244140625,1961.800048828125,2060313,2021-08-02
2021-08-09,2219.775390625,2244.75,2274.89990234375,1970.0,2098.800048828125,7869364,2021-08-09
2021-08-16,2193.22412109375,2217.89990234375,2297.800048828125,2184.199951171875,2244.75,1495183,2021-08-16
2021-08-23,2197.476318359375,2222.199951171875,2250.0,2149.64990234375,2225.550048828125,1686701,2021-08-23
2021-08-30,2242.17333984375,2267.39990234375,2318.0,2226.85009765625,2240.0,1292769,2021-08-30
2021-09-06,2205.733642578125,2230.550048828125,2284.0,2173.0,2274.0,1112487,2021-09-06
2021-09-13,2156.289794921875,2180.550048828125,2250.85009765625,2160.25,2230.0,744859,2021-09-13
2021-09-20,2096.66064453125,2120.25,2201.800048828125,2106.800048828125,2180.0,933441,2021-09-20
2021-09-27,2124.547119140625,2148.449951171875,2157.0,2072.0,2120.5,1183652,2021-09-27
2021-10-04,2198.71240234375,2223.449951171875,2274.800048828125,2140.050048828125,2155.0,1556472,2021-10-04
2021-10-11,2244.101806640625,2269.35009765625,2307.949951171875,2215.0,2224.0,943853,2021-10-11
2021-10-18,2148.724609375,2172.89990234375,2407.0,2146.0,2288.0,2391781,2021-10-18
2021-10-25,2162.322021484375,2186.64990234375,2219.10009765625,2102.699951171875,2195.0,879128,2021-10-25
2021-11-01,2280.195556640625,2305.85009765625,2335.0,2189.64990234375,2197.0,885217,2021-11-01
2021-11-08,2358.118896484375,2384.64990234375,2440.0,2302.699951171875,2305.85009765625,1521072,2021-11-08
2021-11-15,2287.95849609375,2313.699951171875,2424.5,2300.0,2400.0,876060,2021-11-15
2021-11-22,2072.68017578125,2096.0,2340.0,2084.39990234375,2310.0,3456857,2021-11-22
2021-11-29,2161.530517578125,2185.85009765625,2219.0,2021.0,2099.0,1917230,2021-11-29
2021-12-06,2418.1435546875,2445.35009765625,2469.949951171875,2168.0,2180.0,5022946,2021-12-06
2021-12-13,2394.262451171875,2421.199951171875,2576.85009765625,2402.39990234375,2465.0,4211301,2021-12-13
2021-12-20,2347.93359375,2374.35009765625,2441.0,2320.0,2397.0,1719256,2021-12-20
2021-12-27,2335.078125,2361.35009765625,2470.0,2339.800048828125,2374.699951171875,2759053,2021-12-27
2022-01-03,2249.738525390625,2275.050048828125,2399.39990234375,2262.89990234375,2366.050048828125,1459905,2022-01-03
2022-01-10,2367.90869140625,2394.550048828125,2401.10009765625,2244.050048828125,2270.0,2570298,2022-01-10
2022-01-17,2317.87158203125,2343.949951171875,2454.0,2301.14990234375,2414.800048828125,2356942,2022-01-17
2022-01-24,2261.194580078125,2278.949951171875,2357.5,2176.25,2338.89990234375,1123100,2022-01-24
2022-01-31,2403.923828125,2422.800048828125,2468.5,2294.0,2302.800048828125,1388849,2022-01-31
2022-02-07,2383.087158203125,2401.800048828125,2498.0,2350.0,2385.0,2073796,2022-02-07
2022-02-14,2438.25390625,2457.39990234375,2505.0,2315.449951171875,2380.0,1757730,2022-02-14
2022-02-21,2372.421142578125,2391.050048828125,2475.60009765625,2271.699951171875,2453.949951171875,1283668,2022-02-21
2022-02-28,2271.860595703125,2289.699951171875,2437.949951171875,2285.0,2370.0,1166776,2022-02-28
2022-03-07,2341.71240234375,2360.10009765625,2365.550048828125,2178.0,2250.0,906150,2022-03-07
2022-03-14,2362.39990234375,2380.949951171875,2434.10009765625,2301.050048828125,2360.0,1090009,2022-03-14
2022-03-21,2256.08447265625,2273.800048828125,2410.300048828125,2251.0,2400.0,1493005,2022-03-21
2022-03-28,2348.7568359375,2367.199951171875,2401.949951171875,2240.0,2271.0,1195080,2022-03-28
2022-04-04,2498.977294921875,2518.60009765625,2529.0,2375.050048828125,2379.800048828125,1442129,2022-04-04
2022-04-11,2447.779541015625,2467.0,2526.550048828125,2427.050048828125,2518.050048828125,542588,2022-04-11
2022-04-18,2321.47119140625,2339.699951171875,2479.64990234375,2330.0,2462.800048828125,930340,2022-04-18
2022-04-25,2253.65380859375,2271.35009765625,2329.64990234375,2224.449951171875,2325.0,1365900,2022-04-25
2022-05-02,2198.73486328125,2216.0,2341.949951171875,2192.25,2260.0,1939604,2022-05-02
2022-05-09,2282.57666015625,2300.5,2346.199951171875,2150.10009765625,2210.0,2975143,2022-05-09
2022-05-16,2353.817138671875,2372.300048828125,2380.0,2273.0,2315.0,1263408,2022-05-16
2022-05-23,2356.942626953125,2375.449951171875,2420.949951171875,2291.35009765625,2380.0,1166362,2022-05-23
2022-05-30,2330.35107421875,2348.64990234375,2476.449951171875,2342.64990234375,2393.0,1006239,2022-05-30
2022-06-06,2353.12255859375,2371.60009765625,2395.39990234375,2313.0,2344.10009765625,737895,2022-06-06
2022-06-13,2305.447021484375,2323.550048828125,2425.0,2297.949951171875,2351.800048828125,1696560,2022-06-13
2022-06-20,2325.589111328125,2343.85009765625,2381.449951171875,2250.800048828125,2324.0,819247,2022-06-20
2022-06-27,2388.34619140625,2407.10009765625,2426.949951171875,2340.35009765625,2359.0,1230842,2022-06-27
2022-07-04,2660.45947265625,2681.35009765625,2692.699951171875,2411.39990234375,2419.89990234375,2769364,2022-07-04
2022-07-11,2660.112060546875,2681.0,2712.0,2623.050048828125,2670.0,987770,2022-07-11
2022-07-18,2731.74951171875,2753.199951171875,2813.0,2662.699951171875,2698.800048828125,2452718,2022-07-18
2022-07-25,2673.208984375,2694.199951171875,2768.949951171875,2655.300048828125,2753.199951171875,1902517,2022-07-25
2022-08-01,2669.587890625,2690.550048828125,2815.0,2573.050048828125,2719.39990234375,4038222,2022-08-01
2022-08-08,2823.13232421875,2845.300048828125,2874.89990234375,2685.199951171875,2700.0,2331834,2022-08-08
2022-08-15,2828.04345703125,2850.25,2936.39990234375,2821.0,2845.300048828125,1258296,2022-08-15
2022-08-22,2897.299560546875,2920.050048828125,2968.0,2825.10009765625,2844.89990234375,2812501,2022-08-22
2022-08-29,2891.197265625,2913.89990234375,2975.0,2834.0,2876.0,2297042,2022-08-29
2022-09-05,2902.359619140625,2925.14990234375,2985.0,2889.39990234375,2923.85009765625,854089,2022-09-05
2022-09-12,2936.0947265625,2959.14990234375,3138.5,2902.25,2902.25,2160381,2022-09-12
2022-09-19,2832.210693359375,2854.449951171875,3018.5,2847.949951171875,2959.14990234375,973628,2022-09-19
2022-09-26,2749.21240234375,2770.800048828125,2851.39990234375,2672.0,2822.0,1358353,2022-09-26
2022-10-03,2797.632568359375,2819.60009765625,2826.89990234375,2693.550048828125,2770.800048828125,855517,2022-10-03
2022-10-10,2725.002197265625,2746.39990234375,2804.5,2701.60009765625,2775.0,694354,2022-10-10
2022-10-17,2792.026123046875,2813.949951171875,2929.0,2720.050048828125,2744.89990234375,1754623,2022-10-17
2022-10-24,2895.61279296875,2918.35009765625,2927.0,2800.25,2838.0,778185,2022-10-24
2022-10-31,2950.035400390625,2973.199951171875,2986.39990234375,2884.800048828125,2941.0,1276849,2022-10-31
2022-11-07,2894.4716796875,2917.199951171875,3013.39990234375,2886.89990234375,2988.10009765625,912862,2022-11-07
2022-11-14,2816.1865234375,2838.300048828125,2941.949951171875,2827.75,2922.949951171875,1329691,2022-11-14
2022-11-21,2756.902099609375,2778.550048828125,2847.35009765625,2691.5,2839.949951171875,3400018,2022-11-21
2022-11-28,2745.194091796875,2766.75,2811.5,2725.85009765625,2780.0,1651864,2022-11-28
2022-12-05,2943.8837890625,2967.0,2995.0,2741.0,2777.0,4464461,2022-12-05
2022-12-12,2872.494384765625,2895.050048828125,3057.300048828125,2884.699951171875,2959.5,2547218,2022-12-12
2022-12-19,2765.484619140625,2787.199951171875,2987.89990234375,2773.60009765625,2895.050048828125,1188094,2022-12-19
2022-12-26,2804.379150390625,2826.39990234375,2881.64990234375,2795.800048828125,2816.0,1263032,2022-12-26
2023-01-02,2869.17041015625,2891.699951171875,2920.75,2810.0,2846.0,802258,2023-01-02
2023-01-09,2943.487060546875,2966.60009765625,2991.300048828125,2854.5,2895.949951171875,1185046,2023-01-09
2023-01-16,3037.052001953125,3060.89990234375,3107.5,2905.199951171875,2969.0,3957831,2023-01-16
2023-01-23,2934.854736328125,2957.89990234375,3097.550048828125,2900.5,3085.0,995427,2023-01-23
2023-01-30,3004.111083984375,3027.699951171875,3071.050048828125,2891.39990234375,2957.050048828125,2560388,2023-01-30
2023-02-06,3117.04345703125,3130.75,3174.0,3019.39990234375,3043.0,1679724,2023-02-06
2023-02-13,3180.96240234375,3194.949951171875,3250.0,3078.300048828125,3165.0,3201902,2023-02-13
2023-02-20,3232.286865234375,3246.5,3313.800048828125,3193.0,3209.89990234375,2661276,2023-02-20
2023-02-27,3149.749755859375,3163.60009765625,3266.699951171875,3120.0,3246.5,1788317,2023-02-27
2023-03-06,3294.56298828125,3309.050048828125,3322.64990234375,3169.550048828125,3176.0,1086017,2023-03-06
2023-03-13,3275.994384765625,3290.39990234375,3319.949951171875,3203.89990234375,3318.800048828125,1373030,2023-03-13
2023-03-20,3318.856201171875,3333.449951171875,3350.0,3260.0,3260.0,1313285,2023-03-20
2023-03-27,3312.58349609375,3327.14990234375,3355.550048828125,3255.050048828125,3333.449951171875,996153,2023-03-27
2023-04-03,3345.140625,3359.85009765625,3377.60009765625,3310.199951171875,3347.0,674412,2023-04-03
2023-04-10,3311.936767578125,3326.5,3400.0,3310.0,3365.0,861373,2023-04-10
2023-04-17,3235.223876953125,3249.449951171875,3375.0,3240.0,3330.0,1069122,2023-04-17
2023-04-24,3434.497802734375,3449.60009765625,3482.0,3246.050048828125,3250.0,2202273,2023-04-24
2023-05-01,3618.538330078125,3634.449951171875,3644.10009765625,3449.60009765625,3449.60009765625,1441685,2023-05-01
2023-05-08,3874.01513671875,3891.050048828125,3938.39990234375,3620.64990234375,3649.949951171875,3105644,2023-05-08
2023-05-15,3706.40185546875,3722.699951171875,3925.300048828125,3619.050048828125,3914.0,2349461,2023-05-15
2023-05-22,3503.991943359375,3519.39990234375,3606.0,3314.050048828125,3600.10009765625,8007840,2023-05-22
2023-05-29,3537.096435546875,3552.64990234375,3605.0,3491.0,3550.0,3652762,2023-05-29
2023-06-05,3642.532958984375,3658.550048828125,3695.449951171875,3512.050048828125,3552.64990234375,1772418,2023-06-05
2023-06-12,3776.493896484375,3793.10009765625,3799.0,3638.0,3679.0,1226705,2023-06-12
2023-06-19,3659.607666015625,3675.699951171875,3859.89990234375,3640.10009765625,3802.0,1426216,2023-06-19
2023-06-26,3749.96044921875,3766.449951171875,3781.60009765625,3645.10009765625,3679.949951171875,1050289,2023-06-26
2023-07-03,3674.29296875,3690.449951171875,3788.0,3670.0,3770.0,1016524,2023-07-03
2023-07-10,3673.646240234375,3689.800048828125,3876.14990234375,3638.14990234375,3700.0,2473434,2023-07-10
2023-07-17,3598.128173828125,3613.949951171875,3750.0,3510.550048828125,3724.0,1938357,2023-07-17
2023-07-24,3840.81103515625,3857.699951171875,3864.300048828125,3605.050048828125,3620.0,1401013,2023-07-24
2023-07-31,3759.468505859375,3776.0,4068.85009765625,3725.0,3939.39990234375,2968121,2023-07-31
2023-08-07,3636.758056640625,3652.75,3866.0,3643.14990234375,3810.0,2095361,2023-08-07
2023-08-14,3590.3125,3606.10009765625,3674.75,3565.5,3666.199951171875,1116969,2023-08-14
2023-08-21,3770.37060546875,3786.949951171875,3865.0,3613.300048828125,3632.800048828125,1931076,2023-08-21
2023-08-28,3870.032470703125,3887.050048828125,3992.949951171875,3783.25,3795.949951171875,1805752,2023-08-28
2023-09-04,3928.326171875,3945.60009765625,3981.39990234375,3825.25,3890.0,1032173,2023-09-04
2023-09-11,3794.166015625,3810.85009765625,3999.89990234375,3800.199951171875,3945.60009765625,1356664,2023-09-11
2023-09-18,3672.8994140625,3689.050048828125,3830.89990234375,3680.10009765625,3810.85009765625,857648,2023-09-18
2023-09-25,3656.421875,3672.5,3740.949951171875,3615.0,3710.0,1003835,2023-09-25
2023-10-02,3517.532470703125,3533.0,3672.5,3495.85009765625,3672.5,2190184,2023-10-02
2023-10-09,3576.47314453125,3592.199951171875,3633.949951171875,3468.64990234375,3520.0,1361037,2023-10-09
2023-10-16,3426.73193359375,3441.800048828125,3624.800048828125,3416.050048828125,3600.0,1710231,2023-10-16
2023-10-23,3411.99658203125,3427.0,3474.5,3350.0,3441.800048828125,990811,2023-10-23
2023-10-30,3352.806884765625,3367.550048828125,3463.949951171875,3246.0,3400.14990234375,2024642,2023-10-30
2023-11-06,3392.4326171875,3407.35009765625,3445.0,3299.949951171875,3375.550048828125,1718012,2023-11-06
2023-11-13,3555.1171875,3570.75,3581.199951171875,3398.25,3421.0,1986256,2023-11-13
2023-11-20,3612.714111328125,3628.60009765625,3641.85009765625,3520.0,3580.0,994018,2023-11-20
2023-11-27,3736.669189453125,3753.10009765625,3779.949951171875,3575.550048828125,3628.60009765625,1972704,2023-11-27
2023-12-04,3810.4443359375,3827.199951171875,3924.5,3740.60009765625,3799.949951171875,1670155,2023-12-04
2023-12-11,3890.19384765625,3907.300048828125,3955.0,3830.0,3830.0,1162804,2023-12-11
2023-12-18,3938.232666015625,3955.550048828125,4245.0,3809.14990234375,3915.300048828125,3562543,2023-12-18
2023-12-25,4007.079833984375,4024.699951171875,4052.85009765625,3945.25,3955.550048828125,1551671,2023-12-25
2024-01-01,4059.35009765625,4077.199951171875,4127.10009765625,3966.699951171875,4029.0,1047030,2024-01-01
2024-01-08,4135.9130859375,4154.10009765625,4229.25,4002.050048828125,4094.0,1380275,2024-01-08
2024-01-15,4123.36865234375,4141.5,4200.0,3965.0,4163.10009765625,818928,2024-01-15
2024-01-22,4186.98876953125,4205.39990234375,4221.10009765625,4020.0,4141.5,862825,2024-01-22
2024-01-29,4144.0771484375,4162.2998046875,4335.0,4029.449951171875,4204.0,2617670,2024-01-29
2024-02-05,4266.99072265625,4275.7998046875,4335.0,4123.9501953125,4175.0,1159832,2024-02-05
2024-02-12,4389.587890625,4398.64990234375,4499.7998046875,4118.0,4275.7998046875,1819949,2024-02-12
2024-02-19,4527.15380859375,4536.5,4592.25,4375.0,4400.9501953125,849187,2024-02-19
2024-02-26,4691.0654296875,4700.75,4720.0,4495.0,4550.0,1052619,2024-02-26
2024-03-04,4659.03125,4668.64990234375,4759.64990234375,4630.10009765625,4730.0498046875,535522,2024-03-04
2024-03-11,4761.4697265625,4771.2998046875,4972.39990234375,4579.75,4670.0,2386206,2024-03-11
2024-03-18,4981.26611328125,4991.5498046875,4997.2001953125,4562.35009765625,4774.9501953125,1465803,2024-03-18
2024-03-25,5362.97802734375,5374.0498046875,5405.0,4970.0,4991.5498046875,1617147,2024-03-25
2024-04-01,5622.64208984375,5634.25,5770.0,5378.85009765625,5378.85009765625,1584750,2024-04-01
2024-04-08,5565.95947265625,5577.4501953125,5737.4501953125,5550.0,5678.0,763904,2024-04-08
2024-04-15,5577.984375,5589.5,5645.75,5415.25,5516.2001953125,1465969,2024-04-15
2024-04-22,5736.65673828125,5748.5,5835.0,5599.0,5601.9501953125,1304394,2024-04-22
2024-04-29,5915.83642578125,5928.0498046875,5975.4501953125,5734.4501953125,5754.2001953125,909542,2024-04-29
2024-05-06,6155.44189453125,6168.14990234375,6337.0,5958.9501953125,5960.0,2539299,2024-05-06
2024-05-13,7187.31201171875,7202.14990234375,7249.0498046875,6218.5498046875,6232.60009765625,6734229,2024-05-13
2024-05-20,7268.29443359375,7283.2998046875,7387.2001953125,7134.10009765625,7185.35009765625,1680435,2024-05-20
2024-05-27,6953.5947265625,6967.9501953125,7321.9501953125,6922.0498046875,7283.35009765625,2371602,2024-05-27
2024-06-03,6860.935546875,6875.10009765625,7344.89990234375,5819.2001953125,7250.0,3322609,2024-06-03
2024-06-10,7774.150390625,7790.2001953125,7913.0498046875,6825.0,6889.9501953125,3372527,2024-06-10
2024-06-17,7420.9794921875,7436.2998046875,7841.0,7400.75,7790.2001953125,1242270,2024-06-17
2024-06-24,7688.626953125,7704.5,7934.2998046875,7351.7001953125,7424.10009765625,2710596,2024-06-24
2024-07-01,7869.3037109375,7885.5498046875,7968.7001953125,7651.10009765625,7725.60009765625,1520034,2024-07-01
2024-07-08,7597.8642578125,7613.5498046875,7934.7998046875,7600.0,7934.25,1384435,2024-07-08
2024-07-15,6836.08740234375,6850.2001953125,7687.89990234375,6825.0,7613.5498046875,2138030,2024-07-15
2024-07-22,6903.04833984375,6917.2998046875,7104.75,6635.0,6690.0498046875,2159469,2024-07-22
2024-07-29,6862.3330078125,6876.5,7180.0,6800.0498046875,6967.5,2215056,2024-07-29
2024-08-05,6875.30615234375,6889.5,6915.25,6565.7001953125,6677.39990234375,2314347,2024-08-05
2024-08-12,7173.8896484375,7188.7001953125,7256.75,6765.0,6800.0,2285231,2024-08-12
2024-08-19,7007.6826171875,7022.14990234375,7244.0,7004.39990234375,7244.0,848523,2024-08-19
2024-08-26,6878.89892578125,6893.10009765625,7098.60009765625,6805.25,7065.60009765625,1604541,2024-08-26
2024-09-02,6600.72314453125,6614.35009765625,6945.0,6601.0,6927.75,1318445,2024-09-02
2024-09-09,6696.42529296875,6710.25,6750.0,6502.75,6610.0,1095472,2024-09-09
2024-09-16,6818.6728515625,6832.75,6861.7001953125,6505.0,6730.0,1233872,2024-09-16
2024-09-23,7280.17041015625,7295.2001953125,7324.0,6841.0,6872.0,1943223,2024-09-23
2024-09-30,7231.919921875,7246.85009765625,7550.0,7179.10009765625,7294.5,1368564,2024-09-30
2024-10-07,7733.93310546875,7749.89990234375,7779.9501953125,6955.25,7305.85009765625,1560426,2024-10-07
2024-10-14,7786.923828125,7803.0,8129.89990234375,7565.0,7780.0,2148543,2024-10-14
2024-10-21,6762.4892578125,6776.4501953125,7873.4501953125,6656.14990234375,7840.0,1945683,2024-10-21
2024-10-28,6934.783203125,6949.10009765625,7012.7998046875,6670.0,6796.4501953125,910181,2024-10-28
2024-11-04,7159.5693359375,7174.35009765625,7227.39990234375,6783.2001953125,7006.89990234375,1325226,2024-11-04
2024-11-11,6722.970703125,6736.85009765625,7180.0,6586.25,7165.0498046875,909609,2024-11-11
2024-11-18,6835.28857421875,6849.39990234375,6975.0,6551.4501953125,6825.0,928821,2024-11-18
2024-11-25,7545.27294921875,7560.85009765625,7633.0,6971.39990234375,6982.0,4411307,2024-11-25
2024-12-02,7771.5556640625,7787.60009765625,7946.60009765625,7485.0498046875,7575.0,1960486,2024-12-02
2024-12-09,7868.60546875,7884.85009765625,7960.0,7737.0,7787.60009765625,1057027,2024-12-09
2024-12-16,6854.74853515625,6868.89990234375,8035.9501953125,6821.7998046875,7905.25,2572570,2024-12-16
2024-12-23,6532.513671875,6546.0,6909.7998046875,6522.25,6860.0498046875,2248577,2024-12-23
2024-12-30,6596.08251953125,6609.7001953125,6740.0,6390.25,6580.0,2560792,2024-12-30
2025-01-06,6092.22265625,6104.7998046875,6633.4501953125,6067.0,6628.7998046875,1854388,2025-01-06
2025-01-13,6170.51123046875,6183.25,6210.0,5768.85009765625,6079.0498046875,1669459,2025-01-13
2025-01-20,5867.58642578125,5879.7001953125,6216.25,5780.0,6190.0,1021098,2025-01-20
2025-01-27,5736.4072265625,5748.25,6146.0,5600.0,5860.0,1926325,2025-01-27
2025-02-03,5505.5,5505.5,5770.0,5182.35009765625,5752.0,4205416,2025-02-03
2025-02-10,4990.85009765625,4990.85009765625,5548.5,4946.64990234375,5505.0498046875,3059471,2025-02-10
2025-02-17,4921.35009765625,4921.35009765625,5059.4501953125,4752.64990234375,4946.9501953125,2872418,2025-02-17
2025-02-24,4623.5,4623.5,4932.60009765625,4581.0,4896.89990234375,1766245,2025-02-24
2025-03-03,5106.10009765625,5106.10009765625,5268.25,4566.0,4629.9501953125,3227326,2025-03-03
2025-03-10,4927.89990234375,4927.89990234375,5142.2998046875,4810.5498046875,5106.10009765625,1508129,2025-03-10
2025-03-17,5200.64990234375,5200.64990234375,5310.0,4888.5498046875,4975.0,1816549,2025-03-17
2025-03-24,5275.35009765625,5275.35009765625,5520.0,5108.0,5265.0,4705859,2025-03-24
2025-03-31,4928.14990234375,4928.14990234375,5355.0,4851.0498046875,5275.35009765625,2197354,2025-03-31
2025-04-07,2727.800048828125,2727.800048828125,3087.0,2450.0,2450.0,6970108,2025-04-07
2025-04-14,2810.0,2810.0,2904.5,2727.800048828125,2727.800048828125,2275471,2025-04-14
2025-04-21,2833.5,2833.5,2923.5,2744.0,2846.0,3066902,2025-04-21
2025-04-28,2912.5,2912.5,2988.0,2833.0,2833.5,2015392,2025-04-28
2025-05-05,2857.199951171875,2857.199951171875,3009.60009765625,2788.300048828125,2938.0,2360326,2025-05-05
2025-05-12,3069.5,3069.5,3114.89990234375,2865.89990234375,2929.0,4416057,2025-05-12
2025-05-19,3277.300048828125,3277.300048828125,3348.0,3025.800048828125,3080.0,5070161,2025-05-19
2025-05-26,3265.60009765625,3265.60009765625,3376.0,3240.0,3290.0,3090620,2025-05-26
2025-06-02,3297.5,3297.5,3364.800048828125,3258.10009765625,3270.0,1518488,2025-06-02
2025-06-09,3260.0,3260.0,3409.0,3169.89990234375,3320.0,2075416,2025-06-09
2025-06-16,3214.199951171875,3214.199951171875,3385.0,3195.10009765625,3248.0,3128344,2025-06-16
2025-06-23,3178.39990234375,3178.39990234375,3271.89990234375,3082.0,3200.0,5887107,2025-06-23
2025-06-30,3292.39990234375,3292.39990234375,3378.800048828125,3196.199951171875,3204.800048828125,3919484,2025-06-30
2025-07-07,3117.699951171875,3117.699951171875,3354.89990234375,3105.10009765625,3290.0,2173436,2025-07-07
2025-07-14,3146.800048828125,3146.800048828125,3164.0,3065.0,3139.0,950167,2025-07-14
