Date,Adj Close_INOXWIND.NS,Close_INOXWIND.NS,High_INOXWIND.NS,Low_INOXWIND.NS,Open_INOXWIND.NS,Volume_INOXWIND.NS,Date
2020-07-13,8.949999809265137,8.949999809265137,9.524999618530273,8.800000190734863,9.274999618530273,899268,2020-07-13
2020-07-20,9.0625,9.0625,9.524999618530273,8.912500381469727,8.962499618530273,1067764,2020-07-20
2020-07-27,8.649999618530273,8.649999618530273,9.225000381469727,8.512499809265137,9.074999809265137,1019868,2020-07-27
2020-08-03,10.125,10.125,10.125,8.524999618530273,8.649999618530273,2895272,2020-08-03
2020-08-10,10.25,10.25,11.375,10.0,10.574999809265137,3884968,2020-08-10
2020-08-17,10.699999809265137,10.699999809265137,11.149999618530273,10.0,10.262499809265137,2321220,2020-08-17
2020-08-24,11.262499809265137,11.262499809265137,12.362500190734863,10.550000190734863,10.6875,8296156,2020-08-24
2020-08-31,12.037500381469727,12.037500381469727,13.0,10.137499809265137,11.25,4524996,2020-08-31
2020-09-07,10.712499618530273,10.712499618530273,12.625,10.262499809265137,12.125,3227040,2020-09-07
2020-09-14,10.712499618530273,10.712499618530273,11.212499618530273,10.5,10.962499618530273,1615796,2020-09-14
2020-09-21,9.662500381469727,9.662500381469727,10.875,8.787500381469727,10.725000381469727,2894248,2020-09-21
2020-09-28,10.0,10.0,10.449999809265137,9.675000190734863,9.675000190734863,1730792,2020-09-28
2020-10-05,10.087499618530273,10.087499618530273,10.649999618530273,9.8125,10.0,2304188,2020-10-05
2020-10-12,10.0625,10.0625,10.487500190734863,9.5,10.225000381469727,2499868,2020-10-12
2020-10-19,9.987500190734863,9.987500190734863,10.75,9.4375,10.75,1350868,2020-10-19
2020-10-26,9.5625,9.5625,10.225000381469727,9.512499809265137,9.987500190734863,1939584,2020-10-26
2020-11-02,9.387499809265137,9.387499809265137,9.875,8.662500381469727,9.625,2573484,2020-11-02
2020-11-09,10.074999809265137,10.074999809265137,10.5,8.875,9.612500190734863,3048652,2020-11-09
2020-11-16,14.399999618530273,14.399999618530273,14.399999618530273,9.625,9.625,13065436,2020-11-16
2020-11-23,12.637499809265137,12.637499809265137,15.837499618530273,11.5,15.475000381469727,13931076,2020-11-23
2020-11-30,12.899999618530273,12.899999618530273,13.949999809265137,12.637499809265137,12.637499809265137,4810844,2020-11-30
2020-12-07,13.875,13.875,13.975000381469727,12.4375,13.162500381469727,6883600,2020-12-07
2020-12-14,15.8125,15.8125,17.075000762939453,13.800000190734863,14.475000381469727,10140524,2020-12-14
2020-12-21,14.887499809265137,14.887499809265137,16.237499237060547,13.912500381469727,15.412500381469727,3327804,2020-12-21
2020-12-28,16.0625,16.0625,16.125,14.1875,15.112500190734863,3032308,2020-12-28
2021-01-04,16.637500762939453,16.637500762939453,17.137500762939453,15.487500190734863,15.487500190734863,5129276,2021-01-04
2021-01-11,17.125,17.125,18.012500762939453,16.149999618530273,16.350000381469727,5716040,2021-01-11
2021-01-18,16.049999237060547,16.049999237060547,17.262500762939453,15.875,17.125,2122236,2021-01-18
2021-01-25,16.387500762939453,16.387500762939453,16.725000381469727,15.399999618530273,16.100000381469727,1723344,2021-01-25
2021-02-01,16.625,16.625,17.112499237060547,15.787500381469727,16.0,3132924,2021-02-01
2021-02-08,18.0625,18.0625,18.450000762939453,16.337499618530273,16.625,5664136,2021-02-08
2021-02-15,16.4375,16.4375,18.75,15.462499618530273,17.024999618530273,4822760,2021-02-15
2021-02-22,17.112499237060547,17.112499237060547,18.4375,15.5,16.725000381469727,4343844,2021-02-22
2021-03-01,16.962499618530273,16.962499618530273,18.712499618530273,16.762500762939453,17.25,3350372,2021-03-01
2021-03-08,17.5,17.5,18.100000381469727,16.850000381469727,17.037500381469727,2920996,2021-03-08
2021-03-15,16.787500381469727,16.787500381469727,17.950000762939453,16.600000381469727,17.950000762939453,1929756,2021-03-15
2021-03-22,18.5,18.5,20.725000381469727,16.649999618530273,16.649999618530273,11563756,2021-03-22
2021-03-29,18.024999618530273,18.024999618530273,19.25,17.0625,18.5,1859500,2021-03-29
2021-04-05,17.5625,17.5625,18.412500381469727,17.024999618530273,18.0,3346792,2021-04-05
2021-04-12,17.299999237060547,17.299999237060547,17.725000381469727,15.75,17.475000381469727,2153068,2021-04-12
2021-04-19,21.887500762939453,21.887500762939453,24.174999237060547,16.5,17.200000762939453,37274008,2021-04-19
2021-04-26,19.299999237060547,19.299999237060547,23.0,18.799999237060547,22.225000381469727,16759208,2021-04-26
2021-05-03,18.125,18.125,20.0,18.024999618530273,19.299999237060547,3431172,2021-05-03
2021-05-10,18.875,18.875,19.924999237060547,18.200000762939453,18.25,3613968,2021-05-10
2021-05-17,18.762500762939453,18.762500762939453,19.75,18.637500762939453,19.0,2072096,2021-05-17
