Date,Adj Close_EVERESTIND.NS,Close_EVERESTIND.NS,High_EVERESTIND.NS,Low_EVERESTIND.NS,Open_EVERESTIND.NS,Volume_EVERESTIND.NS,Date
2021-02-01,284.4209899902344,294.25,309.95001220703125,272.45001220703125,275.1000061035156,271094,2021-02-01
2021-02-08,303.3179626464844,313.79998779296875,319.5,287.5,296.3999938964844,402276,2021-02-08
2021-02-15,303.8979187011719,314.3999938964844,330.0,306.54998779296875,317.3999938964844,675693,2021-02-15
2021-02-22,301.09478759765625,311.5,323.5,300.0,312.04998779296875,252114,2021-02-22
2021-03-01,301.8680114746094,312.29998779296875,320.8999938964844,306.75,312.79998779296875,208860,2021-03-01
2021-03-08,308.5859069824219,319.25,329.0,308.04998779296875,314.3999938964844,247245,2021-03-08
2021-03-15,292.7337341308594,302.8500061035156,327.1000061035156,294.04998779296875,321.8999938964844,247456,2021-03-15
2021-03-22,277.9931335449219,287.6000061035156,309.79998779296875,276.0,304.8999938964844,186602,2021-03-22
2021-03-29,282.6811218261719,292.45001220703125,299.5,283.8999938964844,287.6000061035156,60431,2021-03-29
2021-04-05,301.23974609375,311.6499938964844,318.70001220703125,287.5,292.79998779296875,231370,2021-04-05
2021-04-12,277.1231994628906,286.70001220703125,309.5,281.70001220703125,309.5,114334,2021-04-12
2021-04-19,287.6107482910156,297.54998779296875,307.75,275.5,284.8999938964844,150150,2021-04-19
2021-04-26,307.3776550292969,318.0,344.0,302.0,302.0,817902,2021-04-26
2021-05-03,341.6435241699219,353.45001220703125,371.70001220703125,313.3500061035156,318.95001220703125,1839701,2021-05-03
2021-05-10,328.15948486328125,339.5,368.0,335.04998779296875,354.5,618992,2021-05-10
2021-05-17,358.2689514160156,370.6499938964844,376.8999938964844,341.04998779296875,343.0,765318,2021-05-17
2021-05-24,389.20001220703125,402.6499938964844,429.0,373.0,375.0,1587681,2021-05-24
2021-05-31,372.76788330078125,385.6499938964844,406.6499938964844,370.3999938964844,405.5,669393,2021-05-31
2021-06-07,365.9533996582031,378.6000061035156,402.6000061035156,372.75,387.8999938964844,782182,2021-06-07
2021-06-14,341.54681396484375,353.3500061035156,385.04998779296875,347.70001220703125,382.95001220703125,555983,2021-06-14
2021-06-21,345.26824951171875,357.20001220703125,372.45001220703125,345.1499938964844,347.29998779296875,278221,2021-06-21
2021-06-28,361.6036682128906,374.1000061035156,388.0,357.95001220703125,360.0,394998,2021-06-28
2021-07-05,382.337158203125,395.54998779296875,407.0,376.54998779296875,378.0,769904,2021-07-05
2021-07-12,402.9256896972656,416.8500061035156,423.79998779296875,397.79998779296875,399.0,961030,2021-07-12
2021-07-19,429.555419921875,444.3999938964844,466.0,406.0,406.0,1737175,2021-07-19
2021-07-26,463.57965087890625,479.6000061035156,500.0,445.1499938964844,449.04998779296875,1830164,2021-07-26
2021-08-02,454.2036437988281,469.8999938964844,534.2999877929688,465.0,487.3500061035156,1747389,2021-08-02
2021-08-09,454.4452819824219,470.1499938964844,475.6499938964844,416.3500061035156,472.79998779296875,638589,2021-08-09
2021-08-16,413.1716613769531,427.45001220703125,493.75,425.0,476.0,587474,2021-08-16
2021-08-23,440.75653076171875,448.8500061035156,456.04998779296875,406.95001220703125,440.0,497149,2021-08-23
2021-08-30,438.1051940917969,446.1499938964844,458.70001220703125,438.20001220703125,447.0,205676,2021-08-30
2021-09-06,433.19537353515625,441.1499938964844,458.20001220703125,432.29998779296875,448.70001220703125,143116,2021-09-06
2021-09-13,421.608154296875,429.3500061035156,453.1000061035156,424.0,435.20001220703125,224272,2021-09-13
2021-09-20,434.1773681640625,442.1499938964844,459.0,412.1000061035156,426.0,409131,2021-09-20
2021-09-27,434.12823486328125,442.1000061035156,454.0,423.0,440.6000061035156,479692,2021-09-27
2021-10-04,436.779541015625,444.79998779296875,451.5,426.0,443.0,387310,2021-10-04
2021-10-11,435.6502685546875,443.6499938964844,451.0,438.0,447.3999938964844,282073,2021-10-11
2021-10-18,431.37872314453125,439.29998779296875,465.70001220703125,437.04998779296875,444.0,689646,2021-10-18
2021-10-25,417.0910949707031,424.75,450.45001220703125,393.5,438.1000061035156,315868,2021-10-25
2021-11-01,416.7965087890625,424.45001220703125,430.75,420.0,424.75,105149,2021-11-01
2021-11-08,406.7313232421875,414.20001220703125,457.70001220703125,413.0,427.5,629667,2021-11-08
2021-11-15,403.8345031738281,411.25,425.0,408.1000061035156,414.20001220703125,242744,2021-11-15
2021-11-22,376.58489990234375,383.5,412.3500061035156,380.1000061035156,405.1499938964844,211515,2021-11-22
2021-11-29,386.1099853515625,393.20001220703125,398.95001220703125,365.5,381.1000061035156,178302,2021-11-29
2021-12-06,432.3116149902344,440.25,446.79998779296875,394.04998779296875,400.0,464367,2021-12-06
2021-12-13,448.3668212890625,456.6000061035156,478.5,436.75,440.0,736446,2021-12-13
2021-12-20,468.64447021484375,477.25,485.5,428.1000061035156,454.0,463278,2021-12-20
2021-12-27,537.7750244140625,547.6500244140625,565.5499877929688,474.6000061035156,478.0,1530120,2021-12-27
2022-01-03,583.4856567382812,594.2000122070312,642.0,547.7000122070312,549.7000122070312,1462838,2022-01-03
2022-01-10,582.1599731445312,592.8499755859375,612.7000122070312,565.0,598.6500244140625,296679,2022-01-10
2022-01-17,599.9827270507812,611.0,638.8499755859375,577.5999755859375,593.5,589071,2022-01-17
2022-01-24,606.4146118164062,617.5499877929688,624.0,535.25,611.0,474058,2022-01-24
2022-01-31,662.9268798828125,675.0999755859375,713.0499877929688,592.0499877929688,623.7999877929688,1104555,2022-01-31
2022-02-07,580.6869506835938,591.3499755859375,679.9000244140625,582.5499877929688,679.7999877929688,399557,2022-02-07
2022-02-14,713.5964965820312,726.7000122070312,774.9000244140625,566.5999755859375,566.5999755859375,2204641,2022-02-14
2022-02-21,624.2864379882812,635.75,761.0,583.5999755859375,740.0,1367054,2022-02-21
2022-02-28,628.4107055664062,639.9500122070312,675.4000244140625,625.5,629.9000244140625,427899,2022-02-28
2022-03-07,616.1851806640625,627.5,636.0999755859375,562.3499755859375,620.0,555947,2022-03-07
2022-03-14,646.528076171875,658.4000244140625,671.7999877929688,617.75,625.0,415617,2022-03-14
2022-03-21,712.1234741210938,725.2000122070312,783.7000122070312,661.0,666.0,1187045,2022-03-21
2022-03-28,725.478271484375,738.7999877929688,776.0999755859375,701.4000244140625,730.0,512841,2022-03-28
2022-04-04,643.5820922851562,655.4000244140625,757.8499755859375,646.2999877929688,739.4000244140625,512406,2022-04-04
2022-04-11,647.21533203125,659.0999755859375,688.4500122070312,652.0999755859375,656.0,235969,2022-04-11
2022-04-18,628.3124389648438,639.8499755859375,665.2000122070312,620.0499877929688,660.75,208364,2022-04-18
2022-04-25,572.4876098632812,583.0,643.4500122070312,580.0,626.0,240590,2022-04-25
2022-05-02,541.6046752929688,551.5499877929688,634.9000244140625,541.0,575.5999755859375,395850,2022-05-02
2022-05-09,536.203857421875,546.0499877929688,585.0,510.0,550.0,344729,2022-05-09
2022-05-16,560.3112182617188,570.5999755859375,601.0,535.5499877929688,550.0,164961,2022-05-16
2022-05-23,574.5006103515625,585.0499877929688,598.9500122070312,531.6500244140625,577.5,186143,2022-05-23
2022-05-30,573.0276489257812,583.5499877929688,614.0,557.6500244140625,570.0,202816,2022-05-30
2022-06-06,573.9605712890625,584.5,666.0,580.0999755859375,594.0,455711,2022-06-06
2022-06-13,524.6166381835938,534.25,584.0,525.0499877929688,575.0,115870,2022-06-13
2022-06-20,506.69573974609375,516.0,546.7999877929688,504.0,538.2999877929688,128509,2022-06-20
2022-06-27,519.2158203125,528.75,545.0,516.4000244140625,528.4000244140625,101193,2022-06-27
2022-07-04,528.2008056640625,537.9000244140625,562.5999755859375,516.4000244140625,530.2999877929688,72360,2022-07-04
2022-07-11,576.7100219726562,587.2999877929688,598.0,530.0,530.0,124757,2022-07-11
2022-07-18,571.8984375,582.4000244140625,625.75,575.1500244140625,592.7999877929688,146940,2022-07-18
2022-07-25,572.0947875976562,582.5999755859375,601.4000244140625,568.5499877929688,585.25,105392,2022-07-25
2022-08-01,576.906494140625,587.5,600.0,578.0,587.1500244140625,103041,2022-08-01
2022-08-08,575.4826049804688,586.0499877929688,616.0,582.6500244140625,587.5,115653,2022-08-08
2022-08-15,607.593017578125,618.75,652.5999755859375,574.9500122070312,586.0499877929688,279601,2022-08-15
2022-08-22,654.5105590820312,659.6500244140625,724.9000244140625,609.75,627.7999877929688,478013,2022-08-22
2022-08-29,676.53759765625,681.8499755859375,736.1500244140625,632.5999755859375,655.0,182094,2022-08-29
2022-09-05,687.9976196289062,693.4000244140625,727.0,676.6500244140625,681.5,156464,2022-09-05
2022-09-12,677.2321166992188,682.5499877929688,717.9500122070312,663.25,697.0,182088,2022-09-12
2022-09-19,642.9016723632812,647.9500122070312,710.9500122070312,645.0999755859375,683.0999755859375,120017,2022-09-19
2022-09-26,701.5908203125,707.0999755859375,724.0,630.0999755859375,641.9000244140625,294910,2022-09-26
2022-10-03,789.5005493164062,795.7000122070312,819.0,685.0,714.9500122070312,1009008,2022-10-03
2022-10-10,818.770751953125,825.2000122070312,903.7999877929688,771.0,795.5999755859375,1257960,2022-10-10
2022-10-17,867.8850708007812,874.7000122070312,929.9000244140625,829.9500122070312,831.0,414264,2022-10-17
2022-10-24,866.0494384765625,872.8499755859375,909.5,857.0499877929688,882.0,141547,2022-10-24
2022-10-31,866.7935791015625,873.5999755859375,925.0,865.0999755859375,865.0999755859375,182014,2022-10-31
2022-11-07,733.6392211914062,739.4000244140625,974.9500122070312,726.6500244140625,879.7000122070312,680064,2022-11-07
2022-11-14,747.3317260742188,753.2000122070312,802.0,707.4500122070312,743.9000244140625,533553,2022-11-14
2022-11-21,743.9581909179688,749.7999877929688,801.7000122070312,707.0499877929688,759.0,527811,2022-11-21
2022-11-28,757.9979858398438,763.9500122070312,784.5,736.5999755859375,749.0,198210,2022-11-28
2022-12-05,816.1909790039062,822.5999755859375,883.0,759.0,759.0,444749,2022-12-05
2022-12-12,805.0286254882812,811.3499755859375,853.0,805.0999755859375,819.7000122070312,139024,2022-12-12
2022-12-19,722.7249145507812,728.4000244140625,821.0,725.0,804.0,122053,2022-12-19
2022-12-26,780.223388671875,786.3499755859375,804.8499755859375,712.0499877929688,727.9500122070312,100756,2022-12-26
2023-01-02,764.0007934570312,770.0,824.4000244140625,765.0,786.2999877929688,131305,2023-01-02
2023-01-09,762.958984375,768.9500122070312,798.0,753.0499877929688,771.0,74352,2023-01-09
2023-01-16,757.402587890625,763.3499755859375,786.7999877929688,752.0,774.9500122070312,33264,2023-01-16
2023-01-23,738.6002807617188,744.4000244140625,771.0,731.0499877929688,771.0,38224,2023-01-23
2023-01-30,709.0820922851562,714.6500244140625,770.2999877929688,700.4500122070312,734.0,48284,2023-01-30
2023-02-06,760.7265014648438,766.7000122070312,825.0,699.25,715.0,292224,2023-02-06
2023-02-13,751.3997192382812,757.2999877929688,787.9500122070312,707.0499877929688,774.8499755859375,154255,2023-02-13
2023-02-20,728.033203125,733.75,764.7000122070312,722.0,751.7999877929688,46657,2023-02-20
2023-02-27,731.0098876953125,736.75,753.0,697.0,735.9500122070312,95005,2023-02-27
2023-03-06,776.3538208007812,782.4500122070312,814.0,722.0,737.0,172050,2023-03-06
2023-03-13,733.0438842773438,738.7999877929688,819.0,711.0,782.4500122070312,89904,2023-03-13
2023-03-20,736.715087890625,742.5,774.2999877929688,721.0,738.5499877929688,58616,2023-03-20
2023-03-27,750.2090454101562,756.0999755859375,786.9500122070312,727.5,742.5,58154,2023-03-27
2023-04-03,754.3267822265625,760.25,775.4000244140625,747.0499877929688,756.0999755859375,23683,2023-04-03
2023-04-10,750.4075317382812,756.2999877929688,788.7999877929688,750.1500244140625,765.0,24768,2023-04-10
2023-04-17,828.990478515625,835.5,860.0,751.2000122070312,751.2000122070312,213392,2023-04-17
2023-04-24,869.4229736328125,876.25,893.75,805.0499877929688,825.0,288236,2023-04-24
2023-05-01,860.0465698242188,866.7999877929688,918.4000244140625,864.4000244140625,876.25,102479,2023-05-01
2023-05-08,849.3803100585938,856.0499877929688,894.0,848.7000122070312,867.5499877929688,92030,2023-05-08
2023-05-15,807.5587768554688,813.9000244140625,865.0,807.0,865.0,66776,2023-05-15
2023-05-22,798.8272705078125,805.0999755859375,830.0,799.8499755859375,820.0,47462,2023-05-22
2023-05-29,806.0208129882812,812.3499755859375,837.8499755859375,803.5,817.2000122070312,40459,2023-05-29
2023-06-05,849.13232421875,855.7999877929688,880.0,803.5,821.9000244140625,121889,2023-06-05
2023-06-12,917.7435913085938,924.9500122070312,977.6500244140625,855.7999877929688,855.7999877929688,405379,2023-06-12
2023-06-19,911.7903442382812,918.9500122070312,954.0,915.0,929.25,76402,2023-06-19
2023-06-26,929.6004638671875,936.9000244140625,996.7000122070312,905.0999755859375,928.0499877929688,219970,2023-06-26
2023-07-03,868.9268798828125,875.75,963.6500244140625,872.0,948.9500122070312,126608,2023-07-03
2023-07-10,848.3881225585938,855.0499877929688,899.9000244140625,832.5999755859375,882.0,86581,2023-07-10
2023-07-17,849.4796142578125,856.1500244140625,878.6500244140625,840.0,864.75,54733,2023-07-17
2023-07-24,868.4803466796875,875.2999877929688,901.8499755859375,850.0,855.0499877929688,82700,2023-07-24
2023-07-31,962.541748046875,970.0999755859375,977.9000244140625,875.2999877929688,875.2999877929688,327781,2023-07-31
2023-08-07,1040.28125,1048.449951171875,1098.0,933.0499877929688,970.9000244140625,448478,2023-08-07
2023-08-14,1050.848388671875,1059.0999755859375,1075.0999755859375,1011.9000244140625,1044.1500244140625,81101,2023-08-14
2023-08-21,1165.7198486328125,1168.1500244140625,1192.4000244140625,1029.050048828125,1072.75,438877,2023-08-21
2023-08-28,1207.53271484375,1210.050048828125,1228.6500244140625,1148.199951171875,1184.9000244140625,196641,2023-08-28
2023-09-04,1169.3623046875,1171.800048828125,1244.0,1162.0,1221.9000244140625,113838,2023-09-04
2023-09-11,1109.736572265625,1112.050048828125,1205.0,1109.449951171875,1175.0,106856,2023-09-11
2023-09-18,1088.7303466796875,1091.0,1128.75,1070.0,1117.0,45249,2023-09-18
2023-09-25,1096.9632568359375,1099.25,1112.699951171875,1056.050048828125,1089.949951171875,51329,2023-09-25
2023-10-02,1136.1815185546875,1138.550048828125,1163.9000244140625,1088.050048828125,1099.25,83997,2023-10-02
2023-10-09,1229.1375732421875,1231.699951171875,1249.949951171875,1086.050048828125,1092.949951171875,218076,2023-10-09
2023-10-16,1325.7862548828125,1328.550048828125,1374.949951171875,1194.050048828125,1234.949951171875,247588,2023-10-16
2023-10-23,1187.923583984375,1190.4000244140625,1347.949951171875,1153.5,1344.9000244140625,78318,2023-10-23
2023-10-30,1201.89453125,1204.4000244140625,1244.050048828125,1155.0,1210.949951171875,60812,2023-10-30
2023-11-06,1193.2125244140625,1195.699951171875,1254.4000244140625,1191.300048828125,1216.0,42187,2023-11-06
2023-11-13,1181.9859619140625,1184.449951171875,1198.800048828125,1116.4000244140625,1160.0,102615,2023-11-13
2023-11-20,1197.1043701171875,1199.5999755859375,1260.0,1182.1500244140625,1185.0,108031,2023-11-20
2023-11-27,1137.8779296875,1140.25,1212.0,1132.199951171875,1199.5999755859375,54138,2023-11-27
2023-12-04,1192.7135009765625,1195.199951171875,1209.9000244140625,1128.5,1155.0,102305,2023-12-04
2023-12-11,1275.6905517578125,1278.3499755859375,1312.0,1174.050048828125,1191.0,175799,2023-12-11
2023-12-18,1247.7489013671875,1250.3499755859375,1305.1500244140625,1180.0,1289.949951171875,133653,2023-12-18
2023-12-25,1372.93798828125,1375.800048828125,1450.949951171875,1235.0,1250.3499755859375,262957,2023-12-25
2024-01-01,1374.1353759765625,1377.0,1424.0,1336.0,1372.0,105471,2024-01-01
2024-01-08,1301.836181640625,1304.550048828125,1399.4000244140625,1288.5999755859375,1395.0,74319,2024-01-08
2024-01-15,1274.29345703125,1276.949951171875,1375.0,1255.5999755859375,1320.0,76182,2024-01-15
2024-01-22,1272.896484375,1275.550048828125,1332.449951171875,1251.0,1276.949951171875,27146,2024-01-22
2024-01-29,1249.6448974609375,1252.25,1320.0,1243.25,1294.199951171875,51986,2024-01-29
2024-02-05,1218.21044921875,1220.75,1270.9000244140625,1191.199951171875,1245.0,100710,2024-02-05
2024-02-12,1236.37255859375,1238.949951171875,1259.0,1152.25,1235.0,64648,2024-02-12
2024-02-19,1209.578369140625,1212.0999755859375,1257.1500244140625,1200.0,1256.9000244140625,33694,2024-02-19
2024-02-26,1215.366455078125,1217.9000244140625,1244.949951171875,1181.0,1212.1500244140625,51089,2024-02-26
2024-03-04,1237.2208251953125,1239.800048828125,1274.699951171875,1201.0999755859375,1215.550048828125,54417,2024-03-04
2024-03-11,1113.179443359375,1115.5,1248.0,1051.5999755859375,1241.9000244140625,62925,2024-03-11
2024-03-18,1092.0733642578125,1094.3499755859375,1131.6500244140625,1027.9000244140625,1119.949951171875,76429,2024-03-18
2024-03-25,1039.38330078125,1041.550048828125,1105.0,1031.800048828125,1094.3499755859375,37178,2024-03-25
2024-04-01,1141.6700439453125,1144.050048828125,1153.0,1048.199951171875,1051.0,38998,2024-04-01
2024-04-08,1169.8114013671875,1172.25,1212.300048828125,1133.300048828125,1150.0,49531,2024-04-08
2024-04-15,1212.1729736328125,1214.699951171875,1225.0,1109.0,1145.0,94626,2024-04-15
2024-04-22,1245.802978515625,1248.4000244140625,1276.1500244140625,1165.0,1201.0,130057,2024-04-22
2024-04-29,1247.2998046875,1249.9000244140625,1294.949951171875,1225.0,1248.4000244140625,81472,2024-04-29
2024-05-06,1169.9111328125,1172.3499755859375,1260.0,1155.0,1260.0,46672,2024-05-06
2024-05-13,1174.052490234375,1176.5,1197.9000244140625,1140.550048828125,1161.0,47810,2024-05-13
2024-05-20,1204.988037109375,1207.5,1267.300048828125,1140.550048828125,1179.0,138467,2024-05-20
2024-05-27,1108.090087890625,1110.4000244140625,1216.5999755859375,1068.1500244140625,1207.5,89338,2024-05-27
2024-06-03,1088.3311767578125,1090.5999755859375,1138.050048828125,935.7999877929688,1130.0,69153,2024-06-03
2024-06-10,1093.3707275390625,1095.6500244140625,1125.0,1035.050048828125,1090.550048828125,109948,2024-06-10
2024-06-17,1107.4913330078125,1109.800048828125,1174.6500244140625,1089.3499755859375,1095.6500244140625,75896,2024-06-17
2024-06-24,1174.052490234375,1176.5,1221.0,1105.449951171875,1113.5,107974,2024-06-24
2024-07-01,1212.2728271484375,1214.800048828125,1234.0,1161.0,1179.0,63701,2024-07-01
2024-07-08,1186.17724609375,1188.6500244140625,1225.0,1142.949951171875,1220.0,72698,2024-07-08
2024-07-15,1183.931884765625,1186.4000244140625,1255.050048828125,1160.0,1190.0,89313,2024-07-15
2024-07-22,1181.8861083984375,1184.3499755859375,1220.0,1128.5,1165.550048828125,43664,2024-07-22
2024-07-29,1157.93603515625,1160.3499755859375,1265.199951171875,1132.550048828125,1201.5,168493,2024-07-29
2024-08-05,1048.449951171875,1048.449951171875,1148.0,1016.0,1145.9000244140625,152552,2024-08-05
2024-08-12,1067.3499755859375,1067.3499755859375,1079.800048828125,1023.5999755859375,1048.449951171875,66619,2024-08-12
2024-08-19,1129.8499755859375,1129.8499755859375,1149.0,1072.9000244140625,1072.9000244140625,76702,2024-08-19
2024-08-26,1131.3499755859375,1131.3499755859375,1184.300048828125,1101.0,1121.0,99077,2024-08-26
2024-09-02,1128.6500244140625,1128.6500244140625,1167.5999755859375,1117.0999755859375,1117.0999755859375,95482,2024-09-02
2024-09-09,1139.75,1139.75,1172.1500244140625,1103.050048828125,1128.0,65471,2024-09-09
2024-09-16,1099.6500244140625,1099.6500244140625,1159.949951171875,1090.0,1134.199951171875,79414,2024-09-16
2024-09-23,1069.199951171875,1069.199951171875,1112.300048828125,1040.5999755859375,1101.0,70358,2024-09-23
2024-09-30,1033.3499755859375,1033.3499755859375,1084.699951171875,1001.5,1069.199951171875,60189,2024-09-30
2024-10-07,1023.75,1023.75,1043.25,980.5,1036.949951171875,67428,2024-10-07
2024-10-14,989.2000122070312,989.2000122070312,1055.0,984.9000244140625,1027.5999755859375,45091,2024-10-14
2024-10-21,993.25,993.25,1010.0,929.4500122070312,989.2000122070312,67132,2024-10-21
2024-10-28,1140.550048828125,1140.550048828125,1189.949951171875,965.0,999.9500122070312,174120,2024-10-28
2024-11-04,1006.0499877929688,1006.0499877929688,1149.9000244140625,992.3499755859375,1123.449951171875,168494,2024-11-04
2024-11-11,862.8499755859375,862.8499755859375,1004.2999877929688,828.1500244140625,1000.0,165780,2024-11-11
2024-11-18,768.9000244140625,768.9000244140625,894.0,765.0,862.8499755859375,142406,2024-11-18
2024-11-25,814.5,814.5,888.0,752.5,790.0,464344,2024-11-25
2024-12-02,820.4500122070312,820.4500122070312,834.3499755859375,790.0499877929688,813.0999755859375,114144,2024-12-02
2024-12-09,792.4500122070312,792.4500122070312,822.4500122070312,785.7000122070312,815.0999755859375,88635,2024-12-09
2024-12-16,768.2000122070312,768.2000122070312,800.9500122070312,747.8499755859375,788.2000122070312,81314,2024-12-16
2024-12-23,747.7999877929688,747.7999877929688,795.0,745.0,761.2000122070312,61205,2024-12-23
2024-12-30,780.9000244140625,780.9000244140625,816.0,737.5499877929688,747.75,74723,2024-12-30
2025-01-06,688.5999755859375,688.5999755859375,785.0,681.5999755859375,774.0,103854,2025-01-06
2025-01-13,687.7999877929688,687.7999877929688,704.9000244140625,660.0,677.25,119580,2025-01-13
2025-01-20,631.4500122070312,631.4500122070312,711.8499755859375,621.0,690.0,91068,2025-01-20
2025-01-27,644.4000244140625,644.4000244140625,654.0,575.0,625.75,78475,2025-01-27
2025-02-03,670.9000244140625,670.9000244140625,684.5,603.0,638.0,105197,2025-02-03
2025-02-10,586.3499755859375,586.3499755859375,685.0,575.0,647.0,53595,2025-02-10
2025-02-17,581.6500244140625,581.6500244140625,605.0,531.0,558.0,62954,2025-02-17
2025-02-24,535.7000122070312,535.7000122070312,592.0,535.7000122070312,576.0,26835,2025-02-24
2025-03-03,531.5499877929688,531.5499877929688,559.0,483.8500061035156,551.0,126460,2025-03-03
2025-03-10,475.1000061035156,475.1000061035156,555.4000244140625,472.0,550.0,38801,2025-03-10
2025-03-17,477.04998779296875,477.04998779296875,498.8500061035156,455.29998779296875,481.8500061035156,115248,2025-03-17
2025-03-24,436.0,436.0,500.0,430.0,490.0,114718,2025-03-24
2025-03-31,443.70001220703125,443.70001220703125,472.5,424.0,436.0,70263,2025-03-31
2025-04-07,448.54998779296875,448.54998779296875,453.29998779296875,420.0,433.75,23187,2025-04-07
2025-04-14,477.5,477.5,486.0,448.54998779296875,454.25,34671,2025-04-14
2025-04-21,516.0,516.0,538.9000244140625,461.5,482.8999938964844,57561,2025-04-21
2025-04-28,485.1499938964844,485.1499938964844,516.0,485.1499938964844,515.0,4440,2025-04-28
2025-05-05,444.3500061035156,444.3500061035156,475.45001220703125,444.3500061035156,475.45001220703125,10813,2025-05-05
2025-05-12,488.54998779296875,488.54998779296875,488.54998779296875,444.5,452.95001220703125,12271,2025-05-12
2025-05-19,529.9500122070312,529.9500122070312,532.4000244140625,488.54998779296875,492.0,19702,2025-05-19
2025-05-26,490.0,490.0,529.9500122070312,487.04998779296875,519.3499755859375,12089,2025-05-26
2025-06-02,459.8500061035156,459.8500061035156,497.8500061035156,440.70001220703125,497.79998779296875,88434,2025-06-02
2025-06-09,547.6500244140625,547.6500244140625,558.7999877929688,463.04998779296875,482.79998779296875,50618,2025-06-09
2025-06-16,515.2999877929688,515.2999877929688,536.7000122070312,495.1000061035156,536.7000122070312,40276,2025-06-16
2025-06-23,549.2999877929688,549.2999877929688,549.2999877929688,505.0,525.5999755859375,33537,2025-06-23
2025-06-30,565.0,565.0,575.0,540.0999755859375,560.25,42682,2025-06-30
2025-07-07,548.0,548.0,564.9500122070312,545.0,558.0,14108,2025-07-07
2025-07-14,567.0499877929688,567.0499877929688,567.0499877929688,550.0,555.9500122070312,10130,2025-07-14
