Date,Adj Close_EMAMILTD.NS,Close_EMAMILTD.NS,High_EMAMILTD.NS,Low_EMAMILTD.NS,Open_EMAMILTD.NS,Volume_EMAMILTD.NS,Date
2020-07-13,224.32069396972656,243.60000610351562,250.39999389648438,231.14999389648438,250.0,4493766,2020-07-13
2020-07-20,224.7811279296875,244.10000610351562,253.85000610351562,240.14999389648438,243.0,3840229,2020-07-20
2020-07-27,220.8674774169922,239.85000610351562,246.39999389648438,235.5500030517578,243.0,1188957,2020-07-27
2020-08-03,236.9364013671875,257.29998779296875,263.5,236.0,239.85000610351562,6238918,2020-08-03
2020-08-10,301.5345153808594,327.45001220703125,344.8999938964844,265.0,265.0,20369771,2020-08-10
2020-08-17,328.9300231933594,357.20001220703125,362.95001220703125,322.0,329.8999938964844,5412219,2020-08-17
2020-08-24,325.799072265625,353.79998779296875,383.0,347.0,359.95001220703125,4044004,2020-08-24
2020-08-31,340.99322509765625,370.29998779296875,374.75,338.1499938964844,356.0,1732163,2020-08-31
2020-09-07,353.1485290527344,383.5,392.8999938964844,343.0,372.5,1950817,2020-09-07
2020-09-14,340.8551330566406,370.1499938964844,407.54998779296875,363.0,383.5,2966535,2020-09-14
2020-09-21,324.0494689941406,351.8999938964844,374.1000061035156,346.70001220703125,372.8500061035156,1301727,2020-09-21
2020-09-28,322.6221008300781,350.3500061035156,364.3500061035156,346.70001220703125,352.5,1581790,2020-09-28
2020-10-05,316.1761474609375,343.3500061035156,359.95001220703125,341.6000061035156,351.04998779296875,1426505,2020-10-05
2020-10-12,319.9516906738281,347.45001220703125,354.0,334.3999938964844,346.1000061035156,814252,2020-10-12
2020-10-19,332.15301513671875,360.70001220703125,368.3500061035156,346.75,352.0,2815084,2020-10-19
2020-10-26,333.3040771484375,361.95001220703125,379.6000061035156,353.1000061035156,360.70001220703125,1668074,2020-10-26
2020-11-02,341.5917663574219,370.95001220703125,389.0,344.6000061035156,361.0,3980809,2020-11-02
2020-11-09,351.9514465332031,382.20001220703125,388.04998779296875,366.70001220703125,375.0,3994861,2020-11-09
2020-11-16,368.73663330078125,396.20001220703125,399.79998779296875,377.3500061035156,379.79998779296875,2377803,2020-11-16
2020-11-23,409.8262939453125,440.3500061035156,448.0,391.54998779296875,398.0,6107972,2020-11-23
2020-11-30,389.1186218261719,418.1000061035156,461.3999938964844,413.70001220703125,440.3500061035156,2873063,2020-11-30
2020-12-07,397.6808776855469,427.29998779296875,436.8500061035156,411.54998779296875,420.8999938964844,2416195,2020-12-07
2020-12-14,391.5383605957031,420.70001220703125,433.3500061035156,411.1000061035156,430.0,4867277,2020-12-14
2020-12-21,398.5650329589844,428.25,433.8500061035156,393.79998779296875,416.0,2303940,2020-12-21
2020-12-28,394.3304138183594,423.70001220703125,433.0,418.79998779296875,430.0,2984037,2020-12-28
2021-01-04,425.0429992675781,456.70001220703125,462.3999938964844,420.6000061035156,425.6499938964844,6672347,2021-01-04
2021-01-11,442.86553955078125,475.8500061035156,501.0,455.0,459.0,7695526,2021-01-11
2021-01-18,447.5189514160156,480.8500061035156,501.1000061035156,449.3500061035156,472.8500061035156,3219656,2021-01-18
2021-01-25,449.5664367675781,483.04998779296875,504.0,451.79998779296875,482.25,4712077,2021-01-25
2021-02-01,467.8543701171875,502.70001220703125,514.9500122070312,467.0,496.0,6188666,2021-02-01
2021-02-08,449.7305603027344,479.25,519.9500122070312,473.29998779296875,505.04998779296875,2563167,2021-02-08
2021-02-15,444.7100830078125,473.8999938964844,485.0,457.54998779296875,479.8500061035156,1848735,2021-02-15
2021-02-22,427.1619567871094,455.20001220703125,483.45001220703125,446.04998779296875,476.29998779296875,2309100,2021-02-22
2021-03-01,442.9271545410156,472.0,481.0,442.5,456.0,4319601,2021-03-01
2021-03-08,457.3316345214844,487.3500061035156,489.45001220703125,463.0,480.0,2650966,2021-03-08
2021-03-15,442.69256591796875,471.75,495.0,462.54998779296875,487.3500061035156,3478697,2021-03-15
2021-03-22,441.84796142578125,470.8500061035156,489.0,455.29998779296875,481.8999938964844,3285323,2021-03-22
2021-03-29,457.988525390625,488.04998779296875,501.1000061035156,470.8500061035156,470.8500061035156,1945408,2021-03-29
2021-04-05,484.9676513671875,516.7999877929688,526.0,477.3500061035156,487.5,2206160,2021-04-05
2021-04-12,510.0699768066406,543.5499877929688,547.0,494.3500061035156,519.7999877929688,4740776,2021-04-12
2021-04-19,474.1291198730469,505.25,543.0,503.0,538.0,1127692,2021-04-19
2021-04-26,461.36676025390625,491.6499938964844,513.5499877929688,489.6499938964844,505.1000061035156,986033,2021-04-26
2021-05-03,453.95343017578125,483.75,497.5,480.20001220703125,490.29998779296875,1089736,2021-05-03
2021-05-10,468.9679260253906,499.75,505.70001220703125,478.20001220703125,483.8999938964844,1624756,2021-05-10
2021-05-17,472.8622741699219,503.8999938964844,520.7000122070312,499.0,506.70001220703125,1774403,2021-05-17
2021-05-24,472.34619140625,503.3500061035156,520.0,495.6499938964844,506.25,3572021,2021-05-24
2021-05-31,505.4248352050781,538.5999755859375,566.5999755859375,499.95001220703125,506.5,3222867,2021-05-31
2021-06-07,509.647705078125,543.0999755859375,566.2999877929688,530.5999755859375,544.4000244140625,3028801,2021-06-07
2021-06-14,509.27227783203125,542.7000122070312,555.5,527.0999755859375,544.7999877929688,3470048,2021-06-14
2021-06-21,506.6918640136719,539.9500122070312,561.5,524.0499877929688,529.9000244140625,3062146,2021-06-21
2021-06-28,528.8849487304688,563.5999755859375,574.0,534.5499877929688,542.9000244140625,3071328,2021-06-28
2021-07-05,530.66796875,565.5,571.1500244140625,542.0499877929688,558.0,4215660,2021-07-05
2021-07-12,524.2399291992188,558.6500244140625,578.5,553.7000122070312,572.5499877929688,2715766,2021-07-12
2021-07-19,516.075927734375,549.9500122070312,559.4500122070312,531.0,550.0,1425546,2021-07-19
2021-07-26,524.4276123046875,558.8499755859375,568.0,541.25,552.0,5877750,2021-07-26
2021-08-02,531.1841430664062,566.0499877929688,582.5999755859375,556.2000122070312,565.0,6882707,2021-08-02
2021-08-09,528.2750854492188,562.9500122070312,577.7999877929688,544.6500244140625,565.5999755859375,1946558,2021-08-09
2021-08-16,550.0929565429688,586.2000122070312,608.0,552.5,564.7999877929688,2843443,2021-08-16
2021-08-23,559.8054809570312,596.5499877929688,621.7999877929688,575.4500122070312,596.0,2770074,2021-08-23
2021-08-30,568.344970703125,605.6500244140625,614.5,591.3499755859375,600.5,2752310,2021-08-30
2021-09-06,559.1485595703125,595.8499755859375,611.0499877929688,573.4000244140625,602.6500244140625,1513276,2021-09-06
2021-09-13,544.650146484375,580.4000244140625,607.9500122070312,576.0499877929688,605.0,2562591,2021-09-13
2021-09-20,549.2484130859375,585.2999877929688,598.1500244140625,566.4000244140625,574.9000244140625,2010204,2021-09-20
2021-09-27,534.843994140625,569.9500122070312,598.8499755859375,568.6500244140625,592.0,3395863,2021-09-27
2021-10-04,517.8118286132812,551.7999877929688,576.0,541.8499755859375,569.8499755859375,5168307,2021-10-04
2021-10-11,516.3572998046875,550.25,558.7999877929688,532.0999755859375,551.7000122070312,4288867,2021-10-11
2021-10-18,509.3661804199219,542.7999877929688,557.6500244140625,527.2999877929688,551.5999755859375,3469842,2021-10-18
2021-10-25,498.5277099609375,531.25,541.8499755859375,507.95001220703125,537.5,2475773,2021-10-25
2021-11-01,531.418701171875,566.2999877929688,571.0,535.0999755859375,537.0,1341002,2021-11-01
2021-11-08,522.2693481445312,556.5499877929688,578.5,538.0999755859375,557.0,2630074,2021-11-08
2021-11-15,487.75604248046875,516.0999755859375,552.0,512.0,552.0,4606226,2021-11-15
2021-11-22,501.6486511230469,530.7999877929688,545.5499877929688,503.0,512.9000244140625,3650344,2021-11-22
2021-11-29,520.9283447265625,551.2000122070312,555.0,506.25,535.0,3367170,2021-11-29
2021-12-06,503.9169006347656,533.2000122070312,552.4500122070312,523.9000244140625,546.0,1316729,2021-12-06
