Date,Adj Close_OPTIEMUS.NS,Close_OPTIEMUS.NS,High_OPTIEMUS.NS,Low_OPTIEMUS.NS,Open_OPTIEMUS.NS,Volume_OPTIEMUS.NS,Date
2020-07-13,18.92570686340332,19.049999237060547,22.75,18.799999237060547,22.049999237060547,12778,2020-07-13
2020-07-20,21.21070098876953,21.350000381469727,22.049999237060547,18.5,19.399999618530273,144646,2020-07-20
2020-07-27,19.869508743286133,20.0,22.0,18.100000381469727,22.0,444133,2020-07-27
2020-08-03,25.3336238861084,25.5,25.5,21.0,21.0,69861,2020-08-03
2020-08-10,32.18860626220703,32.400001525878906,32.400001525878906,26.75,26.75,527548,2020-08-10
2020-08-17,40.98086166381836,41.25,41.25,34.0,34.0,279332,2020-08-17
2020-08-24,52.20713424682617,52.54999923706055,52.54999923706055,43.29999923706055,43.29999923706055,311332,2020-08-24
2020-08-31,44.70639419555664,45.0,57.900001525878906,45.0,55.150001525878906,193452,2020-08-31
2020-09-07,54.64114761352539,55.0,55.0,42.75,42.75,353484,2020-09-07
2020-09-14,56.62810134887695,57.0,63.5,57.0,57.099998474121094,294430,2020-09-14
2020-09-21,48.48160171508789,48.79999923706055,55.900001525878906,44.20000076293945,54.150001525878906,142735,2020-09-21
2020-09-28,58.81374740600586,59.20000076293945,59.20000076293945,51.099998474121094,51.20000076293945,125697,2020-09-28
2020-10-05,74.95771789550781,75.44999694824219,75.44999694824219,62.0,62.150001525878906,306457,2020-10-05
2020-10-12,84.69377899169922,85.25,85.25,70.0999984741211,79.19999694824219,344320,2020-10-12
2020-10-19,107.69274139404297,108.4000015258789,108.4000015258789,89.5,89.5,834107,2020-10-19
2020-10-26,101.433837890625,102.0999984741211,113.80000305175781,92.4000015258789,111.0,687251,2020-10-26
2020-11-02,96.6651611328125,97.30000305175781,112.55000305175781,92.0,103.55000305175781,787536,2020-11-02
2020-11-09,103.91752624511719,104.5999984741211,104.69999694824219,93.44999694824219,100.0,314255,2020-11-09
2020-11-16,108.68621063232422,109.4000015258789,118.94999694824219,99.75,99.75,438522,2020-11-16
2020-11-23,90.70430755615234,91.30000305175781,110.69999694824219,91.30000305175781,108.0999984741211,393322,2020-11-23
2020-11-30,95.62200927734375,96.25,96.25,82.44999694824219,91.30000305175781,399162,2020-11-30
2020-12-07,94.87690734863281,95.5,101.0,92.05000305175781,100.80000305175781,244740,2020-12-07
2020-12-14,89.01539611816406,89.5999984741211,98.0,89.30000305175781,97.0,150007,2020-12-14
2020-12-21,88.81670379638672,89.4000015258789,96.0,81.0999984741211,90.0,292439,2020-12-21
2020-12-28,91.25071716308594,91.8499984741211,96.30000305175781,84.94999694824219,84.94999694824219,937368,2020-12-28
2021-01-04,89.51213836669922,90.0999984741211,93.94999694824219,86.0,92.0999984741211,870143,2021-01-04
2021-01-11,86.18399047851562,86.75,91.9000015258789,85.0,91.8499984741211,474723,2021-01-11
2021-01-18,86.18399047851562,86.75,91.0,84.1500015258789,88.55000305175781,310259,2021-01-18
2021-01-25,83.65062713623047,84.19999694824219,89.0,83.0,88.94999694824219,166681,2021-01-25
2021-02-01,87.27681732177734,87.8499984741211,96.0,82.5,86.19999694824219,267870,2021-02-01
2021-02-08,95.52266693115234,96.1500015258789,96.1500015258789,82.75,92.0,360379,2021-02-08
2021-02-15,133.7218017578125,134.60000610351562,134.60000610351562,96.94999694824219,98.0,562083,2021-02-15
2021-02-22,170.53005981445312,171.64999389648438,171.64999389648438,137.5,140.0,379319,2021-02-22
2021-03-01,178.17982482910156,179.35000610351562,208.5500030517578,176.4499969482422,180.1999969482422,324382,2021-03-01
2021-03-08,178.27915954589844,179.4499969482422,197.14999389648438,161.89999389648438,170.39999389648438,773573,2021-03-08
2021-03-15,138.0434112548828,138.9499969482422,184.0,138.9499969482422,184.0,181374,2021-03-15
2021-03-22,129.74789428710938,130.60000610351562,153.10000610351562,124.0,132.5500030517578,762683,2021-03-22
2021-03-29,126.2707290649414,127.0999984741211,134.89999389648438,117.55000305175781,130.60000610351562,172683,2021-03-29
2021-04-05,124.92953491210938,125.75,133.4499969482422,118.25,133.4499969482422,363801,2021-04-05
2021-04-12,125.12822723388672,125.94999694824219,129.6999969482422,114.1500015258789,128.6999969482422,343397,2021-04-12
2021-04-19,118.12422943115234,118.9000015258789,124.80000305175781,116.5999984741211,124.0,174864,2021-04-19
2021-04-26,132.43028259277344,133.3000030517578,136.9499969482422,114.25,120.0,323592,2021-04-26
2021-05-03,158.40965270996094,159.4499969482422,159.4499969482422,130.10000610351562,138.6999969482422,346317,2021-05-03
2021-05-10,131.8341827392578,132.6999969482422,167.39999389648438,132.6999969482422,167.39999389648438,762822,2021-05-10
2021-05-17,128.10865783691406,128.9499969482422,142.0500030517578,126.5,127.05000305175781,343118,2021-05-17
2021-05-24,127.01583099365234,127.8499984741211,143.64999389648438,124.0999984741211,130.0,536290,2021-05-24
2021-05-31,135.90744018554688,136.8000030517578,140.39999389648438,125.0,129.89999389648438,444734,2021-05-31
2021-06-07,128.5060577392578,129.35000610351562,140.0,123.25,140.0,213335,2021-06-07
2021-06-14,132.7283172607422,133.60000610351562,133.60000610351562,120.9000015258789,130.25,181542,2021-06-14
2021-06-21,155.42922973632812,156.4499969482422,165.0,136.0,136.0,298467,2021-06-21
2021-06-28,163.77442932128906,164.85000610351562,169.0,149.60000610351562,160.0,523821,2021-06-28
2021-07-05,174.3549346923828,175.5,190.75,164.0500030517578,173.0500030517578,314878,2021-07-05
2021-07-12,166.8045196533203,167.89999389648438,184.14999389648438,164.5500030517578,179.0,333589,2021-07-12
2021-07-19,162.13519287109375,163.1999969482422,173.0,160.10000610351562,168.0,188407,2021-07-19
2021-07-26,148.57424926757812,149.5500030517578,166.89999389648438,142.64999389648438,165.0,304021,2021-07-26
2021-08-02,143.85523986816406,144.8000030517578,158.8000030517578,141.10000610351562,154.75,406025,2021-08-02
2021-08-09,147.1337127685547,148.10000610351562,154.0500030517578,136.75,149.8000030517578,266770,2021-08-09
2021-08-16,139.98068237304688,140.89999389648438,148.0,136.35000610351562,148.0,179254,2021-08-16
2021-08-23,169.38755798339844,170.5,170.5,136.0,142.9499969482422,154988,2021-08-23
2021-08-30,216.08090209960938,217.5,217.5,179.0,179.0,416272,2021-08-30
2021-09-06,262.52587890625,264.25,264.25,228.35000610351562,228.35000610351562,97893,2021-09-06
2021-09-13,334.9502258300781,337.1499938964844,337.1499938964844,277.45001220703125,277.45001220703125,536823,2021-09-13
2021-09-20,335.3973083496094,337.6000061035156,379.8999938964844,316.8999938964844,344.79998779296875,829675,2021-09-20
2021-09-27,319.40234375,321.5,335.0,289.6000061035156,335.0,397318,2021-09-27
2021-10-04,359.7374572753906,362.1000061035156,372.1000061035156,331.0,337.54998779296875,500250,2021-10-04
2021-10-11,366.0460510253906,368.45001220703125,373.3500061035156,344.0,361.0,556542,2021-10-11
2021-10-18,313.1434631347656,315.20001220703125,399.8999938964844,315.20001220703125,386.8500061035156,676496,2021-10-18
2021-10-25,294.3171081542969,296.25,314.79998779296875,285.20001220703125,305.29998779296875,426068,2021-10-25
2021-11-01,335.64569091796875,337.8500061035156,339.29998779296875,286.8999938964844,300.0,582933,2021-11-01
2021-11-08,304.64923095703125,306.6499938964844,345.0,300.0,344.0,465471,2021-11-08
2021-11-15,349.703369140625,352.0,352.0,301.29998779296875,314.8999938964844,1059500,2021-11-15
2021-11-22,380.10369873046875,382.6000061035156,407.6499938964844,332.3999938964844,365.6499938964844,1050388,2021-11-22
2021-11-29,364.4067687988281,366.79998779296875,384.75,324.5,381.0,632830,2021-11-29
2021-12-06,356.16094970703125,358.5,376.79998779296875,341.0,374.0,493316,2021-12-06
2021-12-13,310.11334228515625,312.1499938964844,369.0,312.1499938964844,368.8999938964844,576523,2021-12-13
2021-12-20,298.9864501953125,300.95001220703125,317.95001220703125,296.0,310.0,414572,2021-12-20
2021-12-27,313.7892150878906,315.8500061035156,324.54998779296875,295.5,302.0,339049,2021-12-27
2022-01-03,301.5694580078125,303.54998779296875,323.8999938964844,301.8500061035156,318.0,288788,2022-01-03
2022-01-10,297.89361572265625,299.8500061035156,313.70001220703125,297.1000061035156,310.0,480326,2022-01-10
2022-01-17,302.3642578125,304.3500061035156,319.0,285.5,299.8500061035156,702087,2022-01-17
2022-01-24,289.59808349609375,291.5,311.3999938964844,288.0,307.70001220703125,365149,2022-01-24
2022-01-31,284.6803894042969,286.54998779296875,306.6000061035156,273.3999938964844,304.8500061035156,701790,2022-01-31
2022-02-07,325.611572265625,327.75,347.8999938964844,263.04998779296875,305.0,1568607,2022-02-07
2022-02-14,283.6868896484375,285.54998779296875,324.3500061035156,280.0,324.3500061035156,987195,2022-02-14
2022-02-21,239.07986450195312,240.64999389648438,308.8999938964844,215.5,280.0,812193,2022-02-21
2022-02-28,240.8184356689453,242.39999389648438,253.39999389648438,231.0500030517578,234.0,371565,2022-02-28
2022-03-07,315.2794494628906,317.3500061035156,333.0,231.0,236.0,1772615,2022-03-07
2022-03-14,320.5448303222656,322.6499938964844,359.3999938964844,305.1000061035156,321.0,897282,2022-03-14
2022-03-21,312.6963806152344,314.75,337.45001220703125,305.5,326.1000061035156,1091367,2022-03-21
2022-03-28,323.0285339355469,325.1499938964844,329.29998779296875,307.95001220703125,319.8999938964844,797873,2022-03-28
2022-04-04,317.11737060546875,319.20001220703125,342.04998779296875,314.0,329.5,889065,2022-04-04
2022-04-11,364.0093994140625,366.3999938964844,372.29998779296875,317.1000061035156,320.04998779296875,2162278,2022-04-11
2022-04-18,405.18896484375,407.8500061035156,437.0,358.20001220703125,364.8999938964844,5357252,2022-04-18
2022-04-25,380.74945068359375,383.25,417.0,376.0,409.0,1301535,2022-04-25
2022-05-02,346.6235656738281,348.8999938964844,392.04998779296875,343.5,382.0,1149708,2022-05-02
2022-05-09,279.2659606933594,281.1000061035156,348.79998779296875,256.95001220703125,347.0,2442670,2022-05-09
2022-05-16,302.2152404785156,304.20001220703125,308.79998779296875,268.0,282.5,1512553,2022-05-16
2022-05-23,284.13397216796875,286.0,315.8999938964844,268.20001220703125,306.20001220703125,1172388,2022-05-23
2022-05-30,309.51727294921875,311.54998779296875,319.70001220703125,280.5,292.0,1172374,2022-05-30
2022-06-06,283.38885498046875,285.25,311.3999938964844,282.0,311.3999938964844,946878,2022-06-06
2022-06-13,258.2042541503906,259.8999938964844,281.54998779296875,253.0500030517578,281.0,905990,2022-06-13
2022-06-20,295.5589294433594,297.5,309.0,237.0,263.79998779296875,1523104,2022-06-20
2022-06-27,268.4867248535156,270.25,309.70001220703125,262.6499938964844,304.95001220703125,909020,2022-06-27
2022-07-04,277.0306396484375,278.8500061035156,286.0,269.1499938964844,273.25,1293462,2022-07-04
2022-07-11,268.33770751953125,270.1000061035156,285.70001220703125,267.0,278.95001220703125,610973,2022-07-11
2022-07-18,268.43707275390625,270.20001220703125,279.95001220703125,262.6000061035156,272.5,725069,2022-07-18
2022-07-25,267.9403381347656,269.70001220703125,279.3999938964844,239.1999969482422,271.54998779296875,1713927,2022-07-25
2022-08-01,240.8681182861328,242.4499969482422,272.8999938964844,238.5,269.79998779296875,1365585,2022-08-01
2022-08-08,252.83949279785156,254.5,261.1000061035156,236.5,243.85000610351562,1100822,2022-08-08
2022-08-15,257.1611328125,258.8500061035156,278.5,254.5,254.5,1084756,2022-08-15
2022-08-22,253.73362731933594,255.39999389648438,267.70001220703125,244.0,259.79998779296875,788121,2022-08-22
2022-08-29,247.0276641845703,248.64999389648438,255.60000610351562,244.25,250.0,602682,2022-08-29
2022-09-05,243.0041046142578,244.60000610351562,251.1999969482422,224.5,250.25,1071537,2022-09-05
2022-09-12,250.80287170410156,252.4499969482422,287.0,245.0,245.0,2399498,2022-09-12
2022-09-19,240.52041625976562,242.10000610351562,255.0,239.0,253.4499969482422,511356,2022-09-19
2022-09-26,242.10995483398438,243.6999969482422,255.60000610351562,231.0,242.0,1171746,2022-09-26
2022-10-03,242.20932006835938,243.8000030517578,255.89999389648438,242.0,245.10000610351562,822925,2022-10-03
2022-10-10,245.09039306640625,246.6999969482422,253.0,230.0,241.89999389648438,907749,2022-10-10
2022-10-17,227.65489196777344,229.14999389648438,248.14999389648438,197.0,248.0,579001,2022-10-17
2022-10-24,227.65489196777344,229.14999389648438,241.85000610351562,226.75,230.89999389648438,451152,2022-10-24
2022-10-31,224.52545166015625,226.0,245.89999389648438,222.10000610351562,229.5,345450,2022-10-31
2022-11-07,236.496826171875,238.0500030517578,249.5,222.0,227.75,812860,2022-11-07
2022-11-14,212.80242919921875,214.1999969482422,241.85000610351562,212.60000610351562,241.85000610351562,268555,2022-11-14
2022-11-21,246.82896423339844,248.4499969482422,263.0,207.4499969482422,214.0,1250580,2022-11-21
