Date,Adj Close_SANGHVIMOV.NS,Close_SANGHVIMOV.NS,High_SANGHVIMOV.NS,Low_SANGHVIMOV.NS,Open_SANGHVIMOV.NS,Volume_SANGHVIMOV.NS,Date
2020-07-13,37.249122619628906,37.5,38.349998474121094,29.649999618530273,32.95000076293945,391076,2020-07-13
2020-07-20,36.106815338134766,36.349998474121094,37.900001525878906,33.95000076293945,37.900001525878906,448288,2020-07-20
2020-07-27,31.81075096130371,32.025001525878906,36.650001525878906,31.174999237060547,36.375,352218,2020-07-27
2020-08-03,34.61684799194336,34.849998474121094,35.849998474121094,30.649999618530273,33.5,164710,2020-08-03
2020-08-10,35.68465805053711,35.92499923706055,39.0,34.125,36.20000076293945,419926,2020-08-10
2020-08-17,42.16600799560547,42.45000076293945,44.349998474121094,34.20000076293945,36.70000076293945,983698,2020-08-17
2020-08-24,37.596778869628906,37.849998474121094,42.724998474121094,37.0,42.5,333550,2020-08-24
2020-08-31,34.939674377441406,35.17499923706055,39.900001525878906,33.474998474121094,37.849998474121094,191544,2020-08-31
2020-09-07,37.547115325927734,37.79999923706055,41.875,34.25,34.25,449226,2020-09-07
2020-09-14,38.04376983642578,38.29999923706055,40.5,37.29999923706055,38.82500076293945,154594,2020-09-14
2020-09-21,37.91960525512695,38.17499923706055,39.900001525878906,34.0,39.900001525878906,205436,2020-09-21
2020-09-28,39.757232666015625,40.025001525878906,41.25,37.57500076293945,38.375,322758,2020-09-28
2020-10-05,38.56525802612305,38.82500076293945,41.29999923706055,37.5,41.29999923706055,219780,2020-10-05
2020-10-12,39.01224899291992,39.275001525878906,40.0,37.25,38.82500076293945,136220,2020-10-12
2020-10-19,39.757232666015625,40.025001525878906,41.45000076293945,38.25,39.125,198910,2020-10-19
2020-10-26,38.068603515625,38.32500076293945,41.275001525878906,37.599998474121094,40.974998474121094,279394,2020-10-26
2020-11-02,39.50890350341797,39.775001525878906,41.099998474121094,37.525001525878906,37.625,189194,2020-11-02
2020-11-09,41.02369689941406,41.29999923706055,42.45000076293945,39.25,40.25,190654,2020-11-09
2020-11-16,42.141170501708984,42.42499923706055,43.900001525878906,40.275001525878906,41.17499923706055,181874,2020-11-16
2020-11-23,48.00170135498047,48.32500076293945,54.349998474121094,40.474998474121094,43.32500076293945,1137794,2020-11-23
2020-11-30,54.65687942504883,55.025001525878906,57.0,47.5,48.32500076293945,707606,2020-11-30
2020-12-07,52.397098541259766,52.75,57.400001525878906,48.849998474121094,53.04999923706055,270964,2020-12-07
2020-12-14,54.085723876953125,54.45000076293945,60.0,51.25,52.775001525878906,402372,2020-12-14
2020-12-21,52.223270416259766,52.57500076293945,57.0,45.974998474121094,57.0,175274,2020-12-21
2020-12-28,57.06565475463867,57.45000076293945,58.92499923706055,52.525001525878906,53.0,456642,2020-12-28
2021-01-04,57.31398391723633,57.70000076293945,63.5,57.125,58.400001525878906,1026356,2021-01-04
2021-01-11,56.569000244140625,56.95000076293945,60.900001525878906,56.0,57.650001525878906,441372,2021-01-11
2021-01-18,53.837398529052734,54.20000076293945,57.25,52.0,56.974998474121094,212226,2021-01-18
2021-01-25,52.27293395996094,52.625,55.375,50.625,55.099998474121094,285292,2021-01-25
2021-02-01,54.45821762084961,54.82500076293945,58.92499923706055,51.17499923706055,52.525001525878906,335074,2021-02-01
2021-02-08,56.22134017944336,56.599998474121094,61.5,54.5,55.974998474121094,711854,2021-02-08
2021-02-15,56.46966552734375,56.849998474121094,59.974998474121094,52.099998474121094,59.0,506088,2021-02-15
2021-02-22,51.7017822265625,52.04999923706055,57.75,51.75,57.75,355740,2021-02-22
2021-03-01,51.20512390136719,51.54999923706055,54.900001525878906,51.150001525878906,54.45000076293945,507808,2021-03-01
2021-03-08,57.611976623535156,58.0,59.900001525878906,50.775001525878906,52.0,797394,2021-03-08
2021-03-15,52.67026138305664,53.025001525878906,58.849998474121094,51.20000076293945,58.0,439102,2021-03-15
2021-03-22,51.00646209716797,51.349998474121094,56.349998474121094,50.79999923706055,53.0,304578,2021-03-22
2021-03-29,52.19843673706055,52.54999923706055,54.224998474121094,48.724998474121094,51.349998474121094,116528,2021-03-29
2021-04-05,56.81732940673828,57.20000076293945,59.0,48.474998474121094,51.25,635592,2021-04-05
2021-04-12,60.59190368652344,61.0,63.95000076293945,52.5,57.0,889312,2021-04-12
2021-04-19,63.00067901611328,63.42499923706055,72.2750015258789,56.82500076293945,59.474998474121094,1668264,2021-04-19
2021-04-26,62.255699157714844,62.67499923706055,66.2249984741211,61.0,63.724998474121094,537628,2021-04-26
2021-05-03,67.32157897949219,67.7750015258789,69.9749984741211,61.625,62.67499923706055,758896,2021-05-03
2021-05-10,80.48294067382812,81.0250015258789,83.69999694824219,68.42500305175781,68.42500305175781,4902522,2021-05-10
2021-05-17,83.76085662841797,84.32499694824219,87.19999694824219,81.0,83.25,1531592,2021-05-17
2021-05-24,82.24606323242188,82.80000305175781,88.8499984741211,82.5,83.9000015258789,1844298,2021-05-24
