Date,Adj Close_KAKATCEM.NS,Close_KAKATCEM.NS,High_KAKATCEM.NS,Low_KAKATCEM.NS,Open_KAKATCEM.NS,Volume_KAKATCEM.NS,Date
2020-07-13,130.96372985839844,140.75,143.9499969482422,135.25,143.39999389648438,32015,2020-07-13
2020-07-20,129.94020080566406,139.64999389648438,145.25,137.3000030517578,139.35000610351562,43999,2020-07-20
2020-07-27,128.77711486816406,138.39999389648438,144.0,133.5,142.9499969482422,78200,2020-07-27
2020-08-03,139.6636199951172,150.10000610351562,157.8000030517578,138.0,139.64999389648438,139808,2020-08-03
2020-08-10,143.24594116210938,153.9499969482422,156.89999389648438,148.64999389648438,148.64999389648438,77306,2020-08-10
2020-08-17,153.06239318847656,164.5,169.75,153.0500030517578,154.9499969482422,106415,2020-08-17
2020-08-24,156.36558532714844,168.0500030517578,183.8000030517578,163.6999969482422,166.89999389648438,234842,2020-08-24
2020-08-31,140.03582763671875,150.5,168.6999969482422,147.0500030517578,168.0,45582,2020-08-31
2020-09-07,137.46954345703125,144.9499969482422,155.0,142.9499969482422,152.8000030517578,27913,2020-09-07
2020-09-14,147.19056701660156,155.1999969482422,165.0,145.14999389648438,147.89999389648438,69237,2020-09-14
2020-09-21,136.80567932128906,144.25,154.6999969482422,136.4499969482422,153.75,28621,2020-09-21
2020-09-28,142.9228057861328,150.6999969482422,153.6999969482422,140.85000610351562,145.0,38738,2020-09-28
2020-10-05,142.11668395996094,149.85000610351562,157.0,148.0500030517578,150.0,60064,2020-10-05
2020-10-12,135.38308715820312,142.75,150.64999389648438,140.64999389648438,149.0,32394,2020-10-12
2020-10-19,154.87257385253906,163.3000030517578,168.8000030517578,141.25,142.9499969482422,175758,2020-10-19
2020-10-26,153.7344970703125,162.10000610351562,170.85000610351562,153.35000610351562,161.0,133572,2020-10-26
2020-11-02,147.38026428222656,155.39999389648438,163.9499969482422,147.3000030517578,162.0500030517578,45689,2020-11-02
2020-11-09,155.4416046142578,163.89999389648438,168.8000030517578,153.1999969482422,157.0,77467,2020-11-09
2020-11-16,160.9897003173828,169.75,176.5,162.25,162.60000610351562,191741,2020-11-16
2020-11-23,161.36904907226562,170.14999389648438,173.89999389648438,165.0500030517578,168.5,134067,2020-11-23
2020-11-30,171.9436492919922,181.3000030517578,187.0,165.10000610351562,170.14999389648438,244177,2020-11-30
2020-12-07,178.0133514404297,187.6999969482422,213.0,185.9499969482422,185.9499969482422,440862,2020-12-07
2020-12-14,183.3717803955078,193.35000610351562,203.0,183.0,188.5,137897,2020-12-14
2020-12-21,175.45269775390625,185.0,196.25,162.3000030517578,194.39999389648438,88246,2020-12-21
2020-12-28,183.5614471435547,193.5500030517578,203.5500030517578,181.75,183.5,194566,2020-12-28
2021-01-04,187.117919921875,197.3000030517578,210.0,190.10000610351562,194.10000610351562,190296,2021-01-04
2021-01-11,173.4610595703125,182.89999389648438,198.6999969482422,182.60000610351562,198.6999969482422,94151,2021-01-11
2021-01-18,174.64654541015625,184.14999389648438,196.0,177.14999389648438,183.25,92373,2021-01-18
2021-01-25,149.51414489746094,157.64999389648438,188.75,155.75,188.75,157107,2021-01-25
2021-02-01,157.528076171875,166.10000610351562,173.8000030517578,153.60000610351562,159.5500030517578,136501,2021-02-01
2021-02-08,153.97158813476562,162.35000610351562,174.0,161.5,174.0,70416,2021-02-08
2021-02-15,159.56710815429688,168.25,176.14999389648438,160.0,164.1999969482422,120895,2021-02-15
2021-02-22,164.11940002441406,173.0500030517578,180.8000030517578,166.0500030517578,168.25,108166,2021-02-22
2021-03-01,178.0133514404297,187.6999969482422,209.8000030517578,173.3000030517578,174.14999389648438,510578,2021-03-01
2021-03-08,177.06494140625,186.6999969482422,194.4499969482422,183.1999969482422,189.85000610351562,104677,2021-03-08
2021-03-15,160.80001831054688,169.5500030517578,187.3000030517578,163.0500030517578,185.6999969482422,92086,2021-03-15
2021-03-22,156.62709045410156,165.14999389648438,177.5,164.0,167.5,77122,2021-03-22
2021-03-29,165.3048858642578,174.3000030517578,174.75,161.1999969482422,165.14999389648438,54667,2021-03-29
2021-04-05,178.62982177734375,188.35000610351562,195.0,167.0,170.3000030517578,173934,2021-04-05
2021-04-12,171.84878540039062,181.1999969482422,186.0,172.3000030517578,182.0500030517578,103967,2021-04-12
2021-04-19,175.7846221923828,185.35000610351562,191.0,172.0,175.0500030517578,184367,2021-04-19
2021-04-26,178.86691284179688,188.60000610351562,196.0,178.5,187.85000610351562,171408,2021-04-26
2021-05-03,228.04107666015625,240.4499969482422,259.0,187.39999389648438,191.9499969482422,1567407,2021-05-03
2021-05-10,223.0146026611328,235.14999389648438,280.0,232.10000610351562,237.85000610351562,557567,2021-05-10
2021-05-17,247.62539672851562,261.1000061035156,282.0,236.0500030517578,236.1999969482422,415477,2021-05-17
2021-05-24,229.9378662109375,242.4499969482422,265.75,240.0,264.0,114647,2021-05-24
2021-05-31,231.1707763671875,243.75,264.70001220703125,238.0,240.0500030517578,109630,2021-05-31
2021-06-07,278.8275146484375,294.0,319.8999938964844,244.10000610351562,249.64999389648438,1796481,2021-06-07
2021-06-14,241.60308837890625,254.75,303.25,246.64999389648438,296.8999938964844,535707,2021-06-14
2021-06-21,253.9322052001953,267.75,278.1000061035156,250.0,250.0,354294,2021-06-21
2021-06-28,252.17767333984375,265.8999938964844,295.0,255.0,265.0,561423,2021-06-28
2021-07-05,248.336669921875,261.8500061035156,278.0,257.45001220703125,271.0,251480,2021-07-05
2021-07-12,239.37435913085938,252.39999389648438,265.3999938964844,251.35000610351562,265.3999938964844,142277,2021-07-12
2021-07-19,243.405029296875,256.6499938964844,263.04998779296875,249.0,249.0,204840,2021-07-19
2021-07-26,262.6099853515625,276.8999938964844,288.8999938964844,253.75,256.3999938964844,636380,2021-07-26
2021-08-02,257.91546630859375,271.95001220703125,304.79998779296875,267.5,279.1000061035156,1195944,2021-08-02
2021-08-09,254.16929626464844,268.0,277.3999938964844,244.0,274.3999938964844,186673,2021-08-09
2021-08-16,242.45663452148438,255.64999389648438,277.75,255.0500030517578,269.70001220703125,117165,2021-08-16
2021-08-23,231.59754943847656,244.1999969482422,264.3999938964844,232.9499969482422,261.8500061035156,118312,2021-08-23
2021-08-30,243.42640686035156,253.5500030517578,259.0,245.85000610351562,246.6999969482422,99852,2021-08-30
2021-09-06,240.1621551513672,250.14999389648438,255.0,243.1999969482422,252.39999389648438,56010,2021-09-06
2021-09-13,235.36178588867188,245.14999389648438,257.45001220703125,242.60000610351562,252.25,73719,2021-09-13
2021-09-20,230.8014373779297,240.39999389648438,251.8000030517578,229.0,242.89999389648438,129176,2021-09-20
2021-09-27,232.0015411376953,241.64999389648438,244.0500030517578,236.25,240.5,75779,2021-09-27
2021-10-04,240.97824096679688,251.0,254.0,239.0500030517578,239.0500030517578,232077,2021-10-04
2021-10-11,244.43447875976562,254.60000610351562,256.8500061035156,245.25,252.9499969482422,151467,2021-10-11
2021-10-18,225.71307373046875,235.10000610351562,261.8999938964844,233.3000030517578,254.60000610351562,130495,2021-10-18
2021-10-25,217.74447631835938,226.8000030517578,237.0,223.1999969482422,236.39999389648438,77357,2021-10-25
