Date,Adj Close_CONCOR.NS,Close_CONCOR.NS,High_CONCOR.NS,Low_CONCOR.NS,Open_CONCOR.NS,Volume_CONCOR.NS,Date
2020-07-13,418.4851989746094,448.6499938964844,460.8999938964844,417.29998779296875,424.45001220703125,9795412,2020-07-13
2020-07-20,418.2520446777344,448.3999938964844,473.8999938964844,442.5,472.0,14764335,2020-07-20
2020-07-27,420.7705078125,451.1000061035156,464.5,436.54998779296875,445.6000061035156,7663202,2020-07-27
2020-08-03,425.24774169921875,455.8999938964844,467.0,443.70001220703125,448.20001220703125,5868845,2020-08-03
2020-08-10,354.0777893066406,379.6000061035156,438.8999938964844,361.20001220703125,433.0,43113522,2020-08-10
2020-08-17,367.6495361328125,394.1499938964844,398.5,376.5,383.0,14612942,2020-08-17
2020-08-24,381.5943298339844,409.1000061035156,412.8999938964844,386.6000061035156,397.0,12215475,2020-08-24
2020-08-31,365.3642272949219,391.70001220703125,421.95001220703125,388.25,412.95001220703125,12442510,2020-08-31
2020-09-07,357.9953308105469,383.79998779296875,396.45001220703125,364.0,391.70001220703125,14402716,2020-09-07
2020-09-14,363.1256103515625,389.29998779296875,396.29998779296875,377.04998779296875,386.3500061035156,10031836,2020-09-14
2020-09-21,350.0202331542969,375.25,388.0,363.6499938964844,388.0,8950870,2020-09-21
2020-09-28,334.2552795410156,356.25,389.5,355.29998779296875,376.29998779296875,7333790,2020-09-28
2020-10-05,347.0625915527344,369.8999938964844,383.0,351.0,355.79998779296875,9967678,2020-10-05
2020-10-12,347.95391845703125,370.8500061035156,378.0,356.0,372.95001220703125,7319237,2020-10-12
2020-10-19,361.7463684082031,385.54998779296875,397.29998779296875,370.95001220703125,372.95001220703125,7536576,2020-10-19
2020-10-26,366.76611328125,390.8999938964844,401.0,378.6499938964844,385.54998779296875,7761510,2020-10-26
2020-11-02,354.70941162109375,378.04998779296875,409.3999938964844,371.8999938964844,392.0,19246070,2020-11-02
2020-11-09,387.22015380859375,412.70001220703125,415.79998779296875,375.25,381.0,13898802,2020-11-09
2020-11-16,384.6868591308594,410.0,418.29998779296875,396.0,399.8500061035156,9681819,2020-11-16
2020-11-23,383.79547119140625,406.04998779296875,418.8500061035156,393.29998779296875,414.0,12970603,2020-11-23
2020-11-30,390.0337829589844,412.6499938964844,422.8999938964844,397.3999938964844,406.04998779296875,13654046,2020-11-30
2020-12-07,378.8804626464844,400.8500061035156,415.5,391.04998779296875,412.0,13882032,2020-12-07
2020-12-14,383.039306640625,405.25,417.6499938964844,398.3500061035156,402.70001220703125,14639371,2020-12-14
2020-12-21,370.70452880859375,392.20001220703125,407.6000061035156,365.04998779296875,406.0,10152366,2020-12-21
2020-12-28,381.29071044921875,403.3999938964844,405.5,390.25,394.75,8041106,2020-12-28
2021-01-04,418.2950134277344,442.54998779296875,446.95001220703125,403.70001220703125,405.8999938964844,27604740,2021-01-04
2021-01-11,409.0793151855469,432.79998779296875,450.95001220703125,430.1499938964844,445.0,15957757,2021-01-11
2021-01-18,405.15679931640625,428.6499938964844,444.0,421.20001220703125,432.79998779296875,10341577,2021-01-18
2021-01-25,409.7410583496094,433.5,457.45001220703125,403.0,428.79998779296875,14143163,2021-01-25
2021-02-01,441.26318359375,466.8500061035156,491.5,426.20001220703125,437.0,17194767,2021-02-01
2021-02-08,519.3833618164062,549.5,573.0499877929688,470.20001220703125,470.20001220703125,28280915,2021-02-08
2021-02-15,537.7672729492188,568.9500122070312,587.5,528.5999755859375,543.0,25461826,2021-02-15
2021-02-22,527.275634765625,557.8499755859375,597.0,544.25,568.9000244140625,18162709,2021-02-22
2021-03-01,558.9869384765625,591.4000244140625,643.9500122070312,556.25,562.9000244140625,27593553,2021-03-01
2021-03-08,545.51806640625,577.1500244140625,621.9500122070312,567.5999755859375,604.7999877929688,19615007,2021-03-08
2021-03-15,529.8276977539062,560.5499877929688,572.5,527.9000244140625,562.5499877929688,14571277,2021-03-15
2021-03-22,557.0965576171875,589.4000244140625,592.3499755859375,545.4000244140625,560.0,18003751,2021-03-22
2021-03-29,565.7922973632812,598.5999755859375,615.3499755859375,587.5,589.4000244140625,12951037,2021-03-29
2021-04-05,555.158935546875,587.3499755859375,608.25,571.2000122070312,596.5,13169060,2021-04-05
2021-04-12,536.8694458007812,568.0,585.6500244140625,552.0,575.0,6678313,2021-04-12
2021-04-19,519.3360595703125,549.4500122070312,573.0,542.0,561.7999877929688,4684063,2021-04-19
2021-04-26,557.5691528320312,589.9000244140625,605.0,550.0,554.9000244140625,11266417,2021-04-26
2021-05-03,542.5405883789062,574.0,596.8499755859375,565.0,590.0,8044622,2021-05-03
2021-05-10,541.359130859375,572.75,631.9500122070312,565.6500244140625,583.0,16465946,2021-05-10
2021-05-17,554.4500732421875,586.5999755859375,613.9500122070312,563.8499755859375,576.0,18452613,2021-05-17
2021-05-24,631.0579223632812,667.6500244140625,680.9500122070312,555.0499877929688,569.0,62224550,2021-05-24
2021-05-31,674.442138671875,713.5499877929688,716.5,666.25,668.9000244140625,20998693,2021-05-31
2021-06-07,648.4494018554688,686.0499877929688,748.0,681.4500122070312,727.7999877929688,16375964,2021-06-07
2021-06-14,650.623291015625,688.3499755859375,697.5999755859375,669.0,684.9000244140625,14440608,2021-06-14
2021-06-21,660.5479736328125,698.8499755859375,716.5,676.5499877929688,680.0,10572102,2021-06-21
2021-06-28,642.3529052734375,679.5999755859375,710.0,677.5,704.0,4593012,2021-06-28
2021-07-05,637.0126342773438,673.9500122070312,704.5499877929688,666.0999755859375,685.0,7620117,2021-07-05
2021-07-12,625.1504516601562,661.4000244140625,702.0,658.25,682.3499755859375,10284042,2021-07-12
2021-07-19,627.1353759765625,663.5,690.7999877929688,652.0,658.7000122070312,5374319,2021-07-19
2021-07-26,608.609619140625,643.9000244140625,668.7000122070312,628.0499877929688,663.9000244140625,11266365,2021-07-26
2021-08-02,652.5137329101562,690.3499755859375,716.0,654.5,660.0,14153715,2021-08-02
2021-08-09,629.5927734375,666.0999755859375,694.7999877929688,651.7000122070312,694.7999877929688,9473612,2021-08-09
2021-08-16,614.28076171875,649.9000244140625,682.2999877929688,648.0,671.7999877929688,6083418,2021-08-16
2021-08-23,617.5416259765625,653.3499755859375,664.5999755859375,638.0,655.0,7851171,2021-08-23
2021-08-30,687.3912963867188,727.25,745.0,655.0,655.0,15036993,2021-08-30
2021-09-06,702.2308349609375,742.9500122070312,753.0,718.0,732.7000122070312,9364754,2021-09-06
2021-09-13,683.9887084960938,723.6500244140625,754.4000244140625,693.1500244140625,743.0,9051469,2021-09-13
2021-09-20,661.2567749023438,699.5999755859375,731.3499755859375,686.0,712.0,6791119,2021-09-20
2021-09-27,666.4491577148438,703.5,730.0,692.1500244140625,700.5,8645521,2021-09-27
2021-10-04,648.9708251953125,685.0499877929688,722.0,680.0499877929688,707.0,8470929,2021-10-04
2021-10-11,641.6763916015625,677.3499755859375,705.6500244140625,675.0,693.0,7911087,2021-10-11
2021-10-18,644.3289184570312,680.1500244140625,694.9500122070312,657.5999755859375,684.5999755859375,11446746,2021-10-18
