Date,Adj Close_ZAGGLE.NS,Close_ZAGGLE.NS,High_ZAGGLE.NS,Low_ZAGGLE.NS,Open_ZAGGLE.NS,Volume_ZAGGLE.NS,Date
2025-03-03,367.8500061035156,367.8500061035156,378.3500061035156,330.75,350.95001220703125,5577927,2025-03-03
2025-03-10,322.8999938964844,322.8999938964844,369.8500061035156,319.20001220703125,366.5,4561971,2025-03-10
2025-03-17,362.75,362.75,364.3999938964844,317.75,329.0,6733296,2025-03-17
2025-03-24,361.1499938964844,361.1499938964844,372.5,325.54998779296875,364.6000061035156,4551810,2025-03-24
2025-03-31,339.95001220703125,339.95001220703125,368.0,339.95001220703125,355.0,3701813,2025-03-31
2025-04-07,320.8999938964844,320.8999938964844,331.8999938964844,298.6499938964844,308.8500061035156,5667853,2025-04-07
2025-04-14,331.20001220703125,331.20001220703125,341.0,323.0,330.0,2604434,2025-04-14
2025-04-21,337.3500061035156,337.3500061035156,366.29998779296875,331.79998779296875,332.0,5191404,2025-04-21
2025-04-28,318.1499938964844,318.1499938964844,346.1000061035156,315.3500061035156,338.0,1949525,2025-04-28
2025-05-05,337.75,337.75,355.0,314.95001220703125,321.70001220703125,4011963,2025-05-05
2025-05-12,439.6499938964844,439.6499938964844,445.0,350.0,350.70001220703125,15584088,2025-05-12
2025-05-19,426.95001220703125,426.95001220703125,445.45001220703125,415.5,442.0,3363140,2025-05-19
2025-05-26,433.25,433.25,452.29998779296875,420.45001220703125,431.0,2960889,2025-05-26
2025-06-02,434.04998779296875,434.04998779296875,454.70001220703125,430.0,435.0,3284639,2025-06-02
2025-06-09,436.6499938964844,436.6499938964844,469.79998779296875,418.0,434.04998779296875,4606578,2025-06-09
2025-06-16,402.6000061035156,402.6000061035156,437.54998779296875,399.0,432.0,2599630,2025-06-16
2025-06-23,410.79998779296875,410.79998779296875,428.54998779296875,399.6499938964844,400.0,1797826,2025-06-23
2025-06-30,420.5,420.5,430.0,408.1000061035156,413.0,2255576,2025-06-30
2025-07-07,413.45001220703125,413.45001220703125,428.25,410.0,420.0,1790876,2025-07-07
2025-07-14,416.3999938964844,416.3999938964844,418.5,406.0,414.79998779296875,416881,2025-07-14
