Date,Adj Close_ASHIMASYN.NS,Close_ASHIMASYN.NS,High_ASHIMASYN.NS,Low_ASHIMASYN.NS,Open_ASHIMASYN.NS,Volume_ASHIMASYN.NS,Date
2020-07-13,5.800000190734863,5.800000190734863,5.800000190734863,4.949999809265137,5.050000190734863,116434,2020-07-13
2020-07-20,5.5,5.5,6.050000190734863,5.25,6.050000190734863,88918,2020-07-20
2020-07-27,5.050000190734863,5.050000190734863,5.75,5.0,5.5,132201,2020-07-27
2020-08-03,5.5,5.5,5.900000095367432,5.150000095367432,5.199999809265137,84326,2020-08-03
2020-08-10,5.849999904632568,5.849999904632568,5.849999904632568,5.199999809265137,5.599999904632568,155285,2020-08-10
2020-08-17,6.5,6.5,7.0,5.849999904632568,5.849999904632568,410635,2020-08-17
2020-08-24,6.449999809265137,6.449999809265137,6.949999809265137,6.400000095367432,6.699999809265137,222884,2020-08-24
2020-08-31,6.550000190734863,6.550000190734863,6.75,5.849999904632568,6.75,333404,2020-08-31
2020-09-07,8.149999618530273,8.149999618530273,8.149999618530273,6.800000190734863,6.849999904632568,508783,2020-09-07
2020-09-14,9.449999809265137,9.449999809265137,9.600000381469727,8.350000381469727,8.5,424403,2020-09-14
2020-09-21,7.599999904632568,7.599999904632568,9.350000381469727,7.550000190734863,9.100000381469727,138556,2020-09-21
2020-09-28,7.5,7.5,7.949999809265137,6.849999904632568,7.949999809265137,43636,2020-09-28
2020-10-05,7.449999809265137,7.449999809265137,8.199999809265137,7.449999809265137,7.5,59636,2020-10-05
2020-10-12,7.199999809265137,7.199999809265137,7.800000190734863,6.599999904632568,7.699999809265137,120201,2020-10-12
2020-10-19,7.099999904632568,7.099999904632568,7.349999904632568,6.5,7.199999809265137,104238,2020-10-19
2020-10-26,7.199999809265137,7.199999809265137,7.849999904632568,7.0,7.099999904632568,182899,2020-10-26
2020-11-02,7.949999809265137,7.949999809265137,8.149999618530273,6.900000095367432,7.050000190734863,171801,2020-11-02
2020-11-09,8.100000381469727,8.100000381469727,8.699999809265137,7.550000190734863,7.949999809265137,299474,2020-11-09
2020-11-16,9.0,9.0,9.25,7.800000190734863,7.849999904632568,225698,2020-11-16
2020-11-23,11.050000190734863,11.050000190734863,11.050000190734863,9.199999809265137,9.449999809265137,1050341,2020-11-23
2020-11-30,12.449999809265137,12.449999809265137,13.199999809265137,11.050000190734863,11.050000190734863,667312,2020-11-30
2020-12-07,13.5,13.5,13.649999618530273,12.100000381469727,12.449999809265137,3761506,2020-12-07
2020-12-14,12.0,12.0,14.850000381469727,11.899999618530273,14.149999618530273,1057053,2020-12-14
2020-12-21,12.199999809265137,12.199999809265137,12.25,10.850000381469727,11.899999618530273,126192,2020-12-21
2020-12-28,12.550000190734863,12.550000190734863,13.399999618530273,12.0,12.800000190734863,303419,2020-12-28
2021-01-04,13.649999618530273,13.649999618530273,13.649999618530273,12.149999618530273,12.800000190734863,688466,2021-01-04
2021-01-11,12.899999618530273,12.899999618530273,14.300000190734863,12.850000381469727,14.300000190734863,628701,2021-01-11
2021-01-18,13.100000381469727,13.100000381469727,14.300000190734863,12.899999618530273,13.0,519166,2021-01-18
2021-01-25,13.100000381469727,13.100000381469727,13.75,12.5,13.100000381469727,316321,2021-01-25
2021-02-01,13.5,13.5,14.399999618530273,12.550000190734863,12.649999618530273,492262,2021-02-01
2021-02-08,13.100000381469727,13.100000381469727,13.649999618530273,12.649999618530273,13.600000381469727,351290,2021-02-08
2021-02-15,13.0,13.0,13.5,12.5,12.600000381469727,433584,2021-02-15
2021-02-22,14.25,14.25,15.0,13.050000190734863,13.5,674889,2021-02-22
2021-03-01,14.199999809265137,14.199999809265137,17.649999618530273,13.75,14.300000190734863,2278289,2021-03-01
2021-03-08,16.049999237060547,16.049999237060547,17.350000381469727,14.0,14.699999809265137,3870766,2021-03-08
2021-03-15,15.550000190734863,15.550000190734863,18.450000762939453,15.449999809265137,16.399999618530273,1530574,2021-03-15
2021-03-22,15.199999809265137,15.199999809265137,16.399999618530273,14.0,15.449999809265137,756357,2021-03-22
2021-03-29,16.100000381469727,16.100000381469727,16.5,14.600000381469727,15.199999809265137,607164,2021-03-29
2021-04-05,16.75,16.75,16.799999237060547,15.199999809265137,16.600000381469727,519746,2021-04-05
2021-04-12,15.800000190734863,15.800000190734863,16.5,14.75,16.5,357167,2021-04-12
2021-04-19,15.699999809265137,15.699999809265137,16.799999237060547,15.0,15.75,334828,2021-04-19
2021-04-26,15.75,15.75,16.25,15.100000381469727,16.049999237060547,344630,2021-04-26
2021-05-03,17.549999237060547,17.549999237060547,17.600000381469727,15.300000190734863,15.300000190734863,975336,2021-05-03
2021-05-10,19.649999618530273,19.649999618530273,20.0,17.350000381469727,18.200000762939453,1125627,2021-05-10
2021-05-17,19.200000762939453,19.200000762939453,20.600000381469727,18.5,19.799999237060547,531622,2021-05-17
2021-05-24,18.850000381469727,18.850000381469727,19.5,17.5,18.25,345251,2021-05-24
2021-05-31,20.25,20.25,21.100000381469727,18.850000381469727,19.0,748549,2021-05-31
2021-06-07,20.0,20.0,21.0,19.25,20.700000762939453,970429,2021-06-07
2021-06-14,19.75,19.75,21.399999618530273,19.0,20.0,640626,2021-06-14
2021-06-21,19.350000381469727,19.350000381469727,20.200000762939453,19.0,19.649999618530273,256756,2021-06-21
2021-06-28,18.700000762939453,18.700000762939453,20.0,18.600000381469727,19.100000381469727,250207,2021-06-28
2021-07-05,19.5,19.5,20.25,18.5,19.0,358175,2021-07-05
2021-07-12,19.600000381469727,19.600000381469727,20.450000762939453,19.0,19.5,314343,2021-07-12
2021-07-19,19.799999237060547,19.799999237060547,20.5,19.5,19.899999618530273,298213,2021-07-19
2021-07-26,19.75,19.75,20.5,18.75,20.200000762939453,372304,2021-07-26
2021-08-02,19.950000762939453,19.950000762939453,20.25,18.600000381469727,20.0,579554,2021-08-02
2021-08-09,18.149999618530273,18.149999618530273,19.799999237060547,16.600000381469727,19.5,350584,2021-08-09
2021-08-16,17.799999237060547,17.799999237060547,19.25,17.0,18.149999618530273,136771,2021-08-16
2021-08-23,17.149999618530273,17.149999618530273,17.950000762939453,16.100000381469727,17.299999237060547,228346,2021-08-23
2021-08-30,18.700000762939453,18.700000762939453,19.899999618530273,17.100000381469727,17.200000762939453,514983,2021-08-30
2021-09-06,18.75,18.75,18.899999618530273,17.549999237060547,18.600000381469727,168194,2021-09-06
2021-09-13,17.350000381469727,17.350000381469727,19.149999618530273,17.0,19.149999618530273,223739,2021-09-13
2021-09-20,16.75,16.75,17.75,16.5,17.600000381469727,193350,2021-09-20
2021-09-27,17.75,17.75,19.0,16.5,17.0,601254,2021-09-27
2021-10-04,21.0,21.0,21.299999237060547,17.0,18.5,2465133,2021-10-04
2021-10-11,19.549999237060547,19.549999237060547,21.399999618530273,18.600000381469727,21.149999618530273,797463,2021-10-11
2021-10-18,18.100000381469727,18.100000381469727,19.950000762939453,17.799999237060547,19.950000762939453,360901,2021-10-18
2021-10-25,16.75,16.75,18.5,15.149999618530273,18.5,452939,2021-10-25
2021-11-01,17.299999237060547,17.299999237060547,17.950000762939453,16.049999237060547,16.75,178922,2021-11-01
2021-11-08,17.75,17.75,19.299999237060547,16.649999618530273,17.5,257608,2021-11-08
2021-11-15,17.100000381469727,17.100000381469727,18.450000762939453,16.899999618530273,17.399999618530273,101957,2021-11-15
2021-11-22,17.0,17.0,17.799999237060547,16.549999237060547,17.100000381469727,181905,2021-11-22
