Date,Adj Close_KHAICHEM.NS,Close_KHAICHEM.NS,High_KHAICHEM.NS,Low_KHAICHEM.NS,Open_KHAICHEM.NS,Volume_KHAICHEM.NS,Date
2020-10-26,23.46415138244629,23.850000381469727,24.299999237060547,22.5,23.299999237060547,194552,2020-10-26
2020-11-02,20.020774841308594,20.350000381469727,26.200000762939453,20.200000762939453,24.399999618530273,2050680,2020-11-02
2020-11-09,20.315919876098633,20.649999618530273,21.5,18.0,21.200000762939453,2974441,2020-11-09
2020-11-16,19.37813377380371,19.600000381469727,21.149999618530273,19.200000762939453,20.850000381469727,1199127,2020-11-16
2020-11-23,20.416244506835938,20.649999618530273,22.549999237060547,18.649999618530273,19.850000381469727,2176395,2020-11-23
2020-11-30,20.960020065307617,21.200000762939453,22.850000381469727,20.200000762939453,20.649999618530273,1663709,2020-11-30
2020-12-07,21.55323028564453,21.799999237060547,23.799999237060547,21.600000381469727,23.0,1453846,2020-12-07
2020-12-14,25.409082412719727,25.700000762939453,26.5,21.850000381469727,22.299999237060547,2576825,2020-12-14
2020-12-21,24.61813735961914,24.899999618530273,28.200000762939453,22.0,26.450000762939453,3740876,2020-12-21
2020-12-28,28.3256893157959,28.649999618530273,30.0,24.399999618530273,25.149999618530273,4771872,2020-12-28
2021-01-04,26.9415340423584,27.25,29.100000381469727,26.850000381469727,29.0,1335067,2021-01-04
2021-01-11,27.287574768066406,27.600000381469727,30.899999618530273,27.25,30.5,2492567,2021-01-11
2021-01-18,26.546064376831055,26.850000381469727,29.200000762939453,26.549999237060547,28.950000762939453,1152472,2021-01-18
2021-01-25,26.743799209594727,27.049999237060547,27.899999618530273,25.200000762939453,27.0,933278,2021-01-25
2021-02-01,26.89210319519043,27.200000762939453,29.399999618530273,23.0,27.799999237060547,3611199,2021-02-01
2021-02-08,25.557382583618164,25.850000381469727,27.75,25.25,27.75,1141750,2021-02-08
2021-02-15,24.3709659576416,24.649999618530273,26.5,22.700000762939453,25.850000381469727,1236360,2021-02-15
