Date,Adj Close_WANBURY.NS,Close_WANBURY.NS,High_WANBURY.NS,Low_WANBURY.NS,Open_WANBURY.NS,Volume_WANBURY.NS,Date
2020-07-13,28.649999618530273,28.649999618530273,30.100000381469727,27.100000381469727,30.100000381469727,101739,2020-07-13
2020-07-20,30.299999237060547,30.299999237060547,33.0,27.299999237060547,27.299999237060547,297449,2020-07-20
2020-07-27,29.75,29.75,31.75,28.0,31.75,76356,2020-07-27
2020-08-03,37.849998474121094,37.849998474121094,37.849998474121094,30.200000762939453,31.0,404361,2020-08-03
2020-08-10,40.04999923706055,40.04999923706055,43.900001525878906,38.099998474121094,39.0,291124,2020-08-10
2020-08-17,42.099998474121094,42.099998474121094,44.75,37.849998474121094,41.5,124012,2020-08-17
2020-08-24,39.099998474121094,39.099998474121094,43.900001525878906,38.70000076293945,43.0,114949,2020-08-24
2020-08-31,37.25,37.25,39.900001525878906,33.54999923706055,39.099998474121094,102395,2020-08-31
2020-09-07,36.150001525878906,36.150001525878906,40.20000076293945,35.5,38.849998474121094,121243,2020-09-07
2020-09-14,36.349998474121094,36.349998474121094,36.70000076293945,33.0,34.5,129538,2020-09-14
2020-09-21,33.54999923706055,33.54999923706055,36.75,31.5,34.75,61128,2020-09-21
2020-09-28,33.599998474121094,33.599998474121094,34.900001525878906,32.150001525878906,32.150001525878906,16164,2020-09-28
2020-10-05,33.75,33.75,36.400001525878906,33.0,33.599998474121094,41324,2020-10-05
2020-10-12,34.04999923706055,34.04999923706055,35.099998474121094,32.54999923706055,33.75,44862,2020-10-12
2020-10-19,36.0,36.0,36.20000076293945,32.54999923706055,34.0,56477,2020-10-19
2020-10-26,35.099998474121094,35.099998474121094,37.79999923706055,34.150001525878906,37.29999923706055,43734,2020-10-26
2020-11-02,34.95000076293945,34.95000076293945,35.95000076293945,33.0,34.75,39028,2020-11-02
2020-11-09,36.20000076293945,36.20000076293945,36.5,33.29999923706055,33.650001525878906,52656,2020-11-09
2020-11-16,34.45000076293945,34.45000076293945,37.45000076293945,33.5,35.099998474121094,64645,2020-11-16
2020-11-23,37.0,37.0,37.54999923706055,34.04999923706055,34.29999923706055,147432,2020-11-23
2020-11-30,36.150001525878906,36.150001525878906,37.95000076293945,36.0,37.0,50061,2020-11-30
2020-12-07,38.0,38.0,39.70000076293945,36.150001525878906,36.150001525878906,106282,2020-12-07
2020-12-14,41.20000076293945,41.20000076293945,43.70000076293945,38.29999923706055,39.0,225520,2020-12-14
2020-12-21,40.0,40.0,42.650001525878906,37.599998474121094,39.5,98182,2020-12-21
2020-12-28,48.95000076293945,48.95000076293945,48.95000076293945,38.099998474121094,40.0,83528,2020-12-28
2021-01-04,58.75,58.75,60.5,48.0,51.29999923706055,330711,2021-01-04
2021-01-11,54.0,54.0,59.95000076293945,51.79999923706055,59.95000076293945,162505,2021-01-11
2021-01-18,58.650001525878906,58.650001525878906,58.650001525878906,51.70000076293945,55.0,107312,2021-01-18
2021-01-25,59.20000076293945,59.20000076293945,63.0,55.04999923706055,61.5,118435,2021-01-25
2021-02-01,56.150001525878906,56.150001525878906,59.900001525878906,55.099998474121094,58.04999923706055,60530,2021-02-01
2021-02-08,64.30000305175781,64.30000305175781,64.30000305175781,53.599998474121094,57.400001525878906,145351,2021-02-08
2021-02-15,77.44999694824219,77.44999694824219,78.5999984741211,67.3499984741211,67.5,434852,2021-02-15
2021-02-22,98.44999694824219,98.44999694824219,98.44999694824219,73.5999984741211,80.9000015258789,196755,2021-02-22
2021-03-01,93.0999984741211,93.0999984741211,113.9000015258789,93.0999984741211,103.3499984741211,96307,2021-03-01
2021-03-08,89.9000015258789,89.9000015258789,97.75,83.1500015258789,88.44999694824219,277058,2021-03-08
2021-03-15,79.94999694824219,79.94999694824219,93.5,73.1500015258789,89.9000015258789,195618,2021-03-15
2021-03-22,87.30000305175781,87.30000305175781,91.1500015258789,74.0999984741211,78.1500015258789,226540,2021-03-22
2021-03-29,86.4000015258789,86.4000015258789,89.3499984741211,79.25,87.30000305175781,64911,2021-03-29
2021-04-05,102.05000305175781,102.05000305175781,102.05000305175781,82.4000015258789,86.4000015258789,371374,2021-04-05
2021-04-12,97.5,97.5,103.0,94.25,97.0,91707,2021-04-12
2021-04-19,94.8499984741211,94.8499984741211,100.80000305175781,90.55000305175781,93.19999694824219,230348,2021-04-19
2021-04-26,105.4000015258789,105.4000015258789,114.0,97.0,97.69999694824219,354221,2021-04-26
2021-05-03,104.69999694824219,104.69999694824219,110.6500015258789,97.8499984741211,105.0,207361,2021-05-03
2021-05-10,99.0999984741211,99.0999984741211,108.9000015258789,96.30000305175781,101.5,169177,2021-05-10
2021-05-17,102.8499984741211,102.8499984741211,111.0,96.5999984741211,96.5999984741211,212214,2021-05-17
2021-05-24,100.05000305175781,100.05000305175781,106.9000015258789,99.5,105.0999984741211,126149,2021-05-24
2021-05-31,105.80000305175781,105.80000305175781,106.94999694824219,95.4000015258789,100.0,160346,2021-05-31
2021-06-07,104.5,104.5,108.4000015258789,100.5999984741211,106.5,151287,2021-06-07
2021-06-14,97.75,97.75,105.80000305175781,95.8499984741211,104.5,114264,2021-06-14
2021-06-21,92.1500015258789,92.1500015258789,100.5,92.1500015258789,99.75,227897,2021-06-21
2021-06-28,85.3499984741211,85.3499984741211,96.75,77.4000015258789,92.1500015258789,263380,2021-06-28
2021-07-05,83.30000305175781,83.30000305175781,89.80000305175781,80.0,84.3499984741211,160125,2021-07-05
2021-07-12,86.94999694824219,86.94999694824219,91.0,83.0,84.80000305175781,97306,2021-07-12
2021-07-19,89.30000305175781,89.30000305175781,91.94999694824219,82.05000305175781,87.69999694824219,76670,2021-07-19
2021-07-26,85.6500015258789,85.6500015258789,89.30000305175781,85.0,89.30000305175781,31483,2021-07-26
2021-08-02,86.69999694824219,86.69999694824219,89.30000305175781,82.6500015258789,85.6500015258789,78447,2021-08-02
2021-08-09,83.5999984741211,83.5999984741211,88.0,77.25,88.0,116953,2021-08-09
2021-08-16,77.6500015258789,77.6500015258789,85.4000015258789,76.0999984741211,83.5999984741211,28185,2021-08-16
2021-08-23,82.94999694824219,82.94999694824219,84.5999984741211,73.75,79.9000015258789,89988,2021-08-23
2021-08-30,80.05000305175781,80.05000305175781,83.0,77.0,80.1500015258789,36013,2021-08-30
2021-09-06,80.55000305175781,80.55000305175781,83.0,77.0,81.80000305175781,42997,2021-09-06
2021-09-13,82.0,82.0,84.0,78.8499984741211,78.8499984741211,131649,2021-09-13
2021-09-20,78.3499984741211,78.3499984741211,84.4000015258789,76.94999694824219,83.0,128865,2021-09-20
2021-09-27,78.1500015258789,78.1500015258789,81.0,77.0,79.94999694824219,57697,2021-09-27
2021-10-04,86.80000305175781,86.80000305175781,89.55000305175781,78.0,78.0,121542,2021-10-04
2021-10-11,82.30000305175781,82.30000305175781,88.19999694824219,81.5,83.55000305175781,62839,2021-10-11
2021-10-18,76.80000305175781,76.80000305175781,86.0,75.19999694824219,83.8499984741211,99356,2021-10-18
2021-10-25,64.8499984741211,64.8499984741211,76.80000305175781,63.29999923706055,76.80000305175781,266106,2021-10-25
2021-11-01,75.69999694824219,75.69999694824219,75.69999694824219,64.0,66.1500015258789,75056,2021-11-01
2021-11-08,79.94999694824219,79.94999694824219,87.30000305175781,78.9000015258789,79.0,90330,2021-11-08
2021-11-15,73.6500015258789,73.6500015258789,80.0,73.19999694824219,79.94999694824219,97828,2021-11-15
2021-11-22,68.8499984741211,68.8499984741211,74.94999694824219,68.19999694824219,74.0,58098,2021-11-22
2021-11-29,76.25,76.25,76.25,65.05000305175781,68.05000305175781,45779,2021-11-29
2021-12-06,79.3499984741211,79.3499984741211,88.25,77.69999694824219,80.05000305175781,175016,2021-12-06
2021-12-13,82.30000305175781,82.30000305175781,90.19999694824219,76.0,82.8499984741211,136687,2021-12-13
2021-12-20,79.0,79.0,85.8499984741211,77.0,85.8499984741211,64802,2021-12-20
2021-12-27,83.75,83.75,88.75,78.0,78.0,97474,2021-12-27
2022-01-03,81.5999984741211,81.5999984741211,84.0,77.0,82.0999984741211,87845,2022-01-03
2022-01-10,80.9000015258789,80.9000015258789,85.55000305175781,79.0,82.9000015258789,126248,2022-01-10
2022-01-17,79.30000305175781,79.30000305175781,82.75,78.4000015258789,81.80000305175781,66899,2022-01-17
2022-01-24,82.1500015258789,82.1500015258789,82.1500015258789,73.44999694824219,78.5,1815265,2022-01-24
2022-01-31,101.44999694824219,101.44999694824219,101.44999694824219,86.25,86.25,777371,2022-01-31
2022-02-07,95.94999694824219,95.94999694824219,112.0,95.94999694824219,106.5,442877,2022-02-07
2022-02-14,95.0999984741211,95.0999984741211,100.9000015258789,89.3499984741211,91.19999694824219,162185,2022-02-14
2022-02-21,87.30000305175781,87.30000305175781,96.9000015258789,82.1500015258789,96.9000015258789,106132,2022-02-21
2022-02-28,81.1500015258789,81.1500015258789,91.0,81.0,87.30000305175781,46638,2022-02-28
2022-03-07,81.05000305175781,81.05000305175781,83.80000305175781,76.25,78.0,187691,2022-03-07
2022-03-14,84.1500015258789,84.1500015258789,86.0,80.05000305175781,82.69999694824219,21825,2022-03-14
2022-03-21,88.5,88.5,95.9000015258789,84.5,88.0,105386,2022-03-21
2022-03-28,85.69999694824219,85.69999694824219,90.30000305175781,82.25,90.30000305175781,164200,2022-03-28
2022-04-04,83.6500015258789,83.6500015258789,86.69999694824219,80.75,85.69999694824219,116582,2022-04-04
2022-04-11,84.94999694824219,84.94999694824219,88.25,81.69999694824219,84.0999984741211,35050,2022-04-11
2022-04-18,82.75,82.75,88.55000305175781,80.4000015258789,84.0,122914,2022-04-18
2022-04-25,78.1500015258789,78.1500015258789,82.80000305175781,78.0,80.05000305175781,45924,2022-04-25
2022-05-02,76.94999694824219,76.94999694824219,82.75,75.1500015258789,78.0,46580,2022-05-02
2022-05-09,70.30000305175781,70.30000305175781,78.8499984741211,66.4000015258789,78.5,38280,2022-05-09
2022-05-16,64.6500015258789,64.6500015258789,73.5,64.0,73.25,84985,2022-05-16
2022-05-23,67.55000305175781,67.55000305175781,70.0,63.5,66.8499984741211,62139,2022-05-23
2022-05-30,66.69999694824219,66.69999694824219,69.5999984741211,64.25,65.19999694824219,22846,2022-05-30
2022-06-06,63.54999923706055,63.54999923706055,68.5,61.099998474121094,67.94999694824219,48409,2022-06-06
2022-06-13,59.650001525878906,59.650001525878906,64.0,58.29999923706055,62.29999923706055,21051,2022-06-13
2022-06-20,62.650001525878906,62.650001525878906,62.650001525878906,55.04999923706055,59.849998474121094,15651,2022-06-20
2022-06-27,65.0,65.0,68.80000305175781,63.04999923706055,65.75,333149,2022-06-27
2022-07-04,65.5,65.5,68.25,64.25,66.05000305175781,204840,2022-07-04
2022-07-11,65.5999984741211,65.5999984741211,66.5,63.0,65.6500015258789,82494,2022-07-11
2022-07-18,64.0999984741211,64.0999984741211,66.75,64.0,65.80000305175781,123090,2022-07-18
2022-07-25,62.400001525878906,62.400001525878906,65.5999984741211,62.0,65.5999984741211,60811,2022-07-25
2022-08-01,72.5,72.5,72.5,61.29999923706055,63.650001525878906,151197,2022-08-01
2022-08-08,64.55000305175781,64.55000305175781,73.1500015258789,64.44999694824219,72.4000015258789,89323,2022-08-08
2022-08-15,61.099998474121094,61.099998474121094,66.4000015258789,60.599998474121094,64.55000305175781,102368,2022-08-15
2022-08-22,59.400001525878906,59.400001525878906,63.45000076293945,59.20000076293945,63.45000076293945,42604,2022-08-22
2022-08-29,61.5,61.5,63.400001525878906,59.29999923706055,60.650001525878906,85984,2022-08-29
2022-09-05,70.44999694824219,70.44999694824219,71.55000305175781,61.5,61.5,179836,2022-09-05
2022-09-12,67.69999694824219,67.69999694824219,74.30000305175781,67.5,73.69999694824219,121722,2022-09-12
2022-09-19,65.75,65.75,70.75,63.150001525878906,70.5,116579,2022-09-19
2022-09-26,65.6500015258789,65.6500015258789,67.9000015258789,60.79999923706055,66.4000015258789,57433,2022-09-26
2022-10-03,68.8499984741211,68.8499984741211,69.0,64.75,68.0,34927,2022-10-03
2022-10-10,66.8499984741211,66.8499984741211,69.9000015258789,66.0,66.0,46767,2022-10-10
2022-10-17,66.0,66.0,70.94999694824219,64.0999984741211,68.8499984741211,21051,2022-10-17
2022-10-24,67.94999694824219,67.94999694824219,70.69999694824219,66.0,66.0,37805,2022-10-24
2022-10-31,66.9000015258789,66.9000015258789,68.0,65.0,68.0,97464,2022-10-31
2022-11-07,61.75,61.75,67.9000015258789,61.29999923706055,66.8499984741211,42329,2022-11-07
2022-11-14,54.29999923706055,54.29999923706055,62.849998474121094,53.20000076293945,62.849998474121094,97148,2022-11-14
2022-11-21,51.0,51.0,55.349998474121094,49.04999923706055,54.900001525878906,116784,2022-11-21
2022-11-28,50.45000076293945,50.45000076293945,55.95000076293945,50.150001525878906,50.25,130059,2022-11-28
2022-12-05,49.20000076293945,49.20000076293945,51.79999923706055,48.150001525878906,51.54999923706055,235090,2022-12-05
2022-12-12,47.150001525878906,47.150001525878906,50.20000076293945,46.900001525878906,49.20000076293945,141112,2022-12-12
2022-12-19,43.70000076293945,43.70000076293945,48.150001525878906,41.099998474121094,47.099998474121094,185942,2022-12-19
2022-12-26,49.0,49.0,49.5,44.04999923706055,45.79999923706055,70470,2022-12-26
2023-01-02,44.95000076293945,44.95000076293945,49.70000076293945,43.599998474121094,49.70000076293945,52102,2023-01-02
2023-01-09,42.599998474121094,42.599998474121094,45.849998474121094,41.5,45.849998474121094,60885,2023-01-09
2023-01-16,45.400001525878906,45.400001525878906,46.70000076293945,39.5,43.45000076293945,327051,2023-01-16
2023-01-23,43.54999923706055,43.54999923706055,46.349998474121094,41.70000076293945,46.349998474121094,79122,2023-01-23
2023-01-30,38.95000076293945,38.95000076293945,43.70000076293945,38.599998474121094,42.20000076293945,66784,2023-01-30
2023-02-06,43.599998474121094,43.599998474121094,44.900001525878906,38.650001525878906,38.900001525878906,76831,2023-02-06
2023-02-13,40.29999923706055,40.29999923706055,44.5,38.79999923706055,44.0,53795,2023-02-13
2023-02-20,38.20000076293945,38.20000076293945,40.95000076293945,38.0,40.599998474121094,58285,2023-02-20
2023-02-27,38.75,38.75,39.849998474121094,36.5,38.20000076293945,76701,2023-02-27
2023-03-06,37.599998474121094,37.599998474121094,38.95000076293945,36.650001525878906,38.79999923706055,66860,2023-03-06
2023-03-13,35.70000076293945,35.70000076293945,38.900001525878906,33.29999923706055,38.900001525878906,215572,2023-03-13
2023-03-20,39.95000076293945,39.95000076293945,41.25,34.5,36.900001525878906,351145,2023-03-20
2023-03-27,37.29999923706055,37.29999923706055,41.29999923706055,35.95000076293945,40.0,142709,2023-03-27
2023-04-03,40.650001525878906,40.650001525878906,41.45000076293945,37.54999923706055,38.95000076293945,145175,2023-04-03
2023-04-10,36.95000076293945,36.95000076293945,40.849998474121094,36.79999923706055,40.849998474121094,104958,2023-04-10
2023-04-17,39.95000076293945,39.95000076293945,39.95000076293945,33.599998474121094,37.79999923706055,506895,2023-04-17
2023-04-24,49.45000076293945,49.45000076293945,49.45000076293945,39.400001525878906,40.849998474121094,160407,2023-04-24
2023-05-01,50.70000076293945,50.70000076293945,54.400001525878906,47.45000076293945,49.45000076293945,127195,2023-05-01
2023-05-08,48.20000076293945,48.20000076293945,50.79999923706055,47.04999923706055,50.75,76786,2023-05-08
