Date,Adj Close_WANBURY.NS,Close_WANBURY.NS,High_WANBURY.NS,Low_WANBURY.NS,Open_WANBURY.NS,Volume_WANBURY.NS,Date
2023-05-15,48.150001525878906,48.150001525878906,50.400001525878906,47.599998474121094,50.400001525878906,64728,2023-05-15
2023-05-22,47.099998474121094,47.099998474121094,47.650001525878906,42.650001525878906,47.599998474121094,100315,2023-05-22
2023-05-29,50.95000076293945,50.95000076293945,50.95000076293945,42.70000076293945,47.099998474121094,105526,2023-05-29
2023-06-05,57.04999923706055,57.04999923706055,58.20000076293945,52.849998474121094,53.45000076293945,355535,2023-06-05
2023-06-12,56.349998474121094,56.349998474121094,58.650001525878906,54.0,58.650001525878906,93641,2023-06-12
2023-06-19,53.0,53.0,59.0,51.29999923706055,56.349998474121094,79015,2023-06-19
2023-06-26,55.599998474121094,55.599998474121094,56.900001525878906,53.0,53.150001525878906,68683,2023-06-26
2023-07-03,55.349998474121094,55.349998474121094,57.75,54.0,56.75,103567,2023-07-03
2023-07-10,49.349998474121094,49.349998474121094,56.5,49.150001525878906,56.400001525878906,119519,2023-07-10
2023-07-17,52.20000076293945,52.20000076293945,52.20000076293945,46.599998474121094,49.29999923706055,179165,2023-07-17
2023-07-24,52.400001525878906,52.400001525878906,57.70000076293945,52.400001525878906,54.79999923706055,148493,2023-07-24
2023-07-31,50.0,50.0,52.099998474121094,50.0,51.400001525878906,44281,2023-07-31
2023-08-07,51.0,51.0,51.0,49.0,49.0,58529,2023-08-07
2023-08-14,55.099998474121094,55.099998474121094,55.099998474121094,52.0,52.0,98402,2023-08-14
2023-08-21,51.900001525878906,51.900001525878906,57.29999923706055,51.900001525878906,56.20000076293945,129355,2023-08-21
2023-08-28,52.0,52.0,53.0,50.04999923706055,52.0,177801,2023-08-28
2023-09-04,66.19999694824219,66.19999694824219,66.30000305175781,54.599998474121094,54.599998474121094,111690,2023-09-04
2023-09-11,60.849998474121094,60.849998474121094,68.0999984741211,58.0,68.0999984741211,82305,2023-09-11
2023-09-18,62.599998474121094,62.599998474121094,62.650001525878906,60.0,61.20000076293945,39619,2023-09-18
2023-09-25,69.05000305175781,69.05000305175781,69.05000305175781,63.849998474121094,63.849998474121094,46081,2023-09-25
2023-10-02,74.5999984741211,74.5999984741211,74.6500015258789,69.05000305175781,69.05000305175781,20287,2023-10-02
2023-10-09,80.5999984741211,80.5999984741211,80.5999984741211,73.69999694824219,76.05000305175781,378205,2023-10-09
2023-10-16,88.8499984741211,88.8499984741211,88.8499984741211,82.19999694824219,82.19999694824219,684564,2023-10-16
2023-10-23,88.75,88.75,92.4000015258789,87.05000305175781,90.5999984741211,404831,2023-10-23
2023-10-30,90.30000305175781,90.30000305175781,95.8499984741211,90.30000305175781,90.5,259088,2023-10-30
2023-11-06,87.9000015258789,87.9000015258789,92.0999984741211,87.9000015258789,91.0,175730,2023-11-06
2023-11-13,91.05000305175781,91.05000305175781,93.19999694824219,87.9000015258789,87.9000015258789,197175,2023-11-13
2023-11-20,98.44999694824219,98.44999694824219,98.44999694824219,91.0,91.05000305175781,161008,2023-11-20
2023-11-27,106.44999694824219,106.44999694824219,106.44999694824219,98.44999694824219,98.44999694824219,15572,2023-11-27
2023-12-04,117.44999694824219,117.44999694824219,117.44999694824219,108.55000305175781,108.55000305175781,148704,2023-12-04
2023-12-11,129.4499969482422,129.4499969482422,129.4499969482422,119.75,119.75,49155,2023-12-11
2023-12-18,131.0,131.0,135.60000610351562,128.64999389648438,132.0,361007,2023-12-18
2023-12-25,126.05000305175781,126.05000305175781,136.25,125.80000305175781,131.0,114104,2023-12-25
2024-01-01,128.0,128.0,130.0,124.4000015258789,128.3000030517578,137941,2024-01-01
2024-01-08,134.60000610351562,134.60000610351562,135.64999389648438,128.39999389648438,130.4499969482422,618624,2024-01-08
2024-01-15,148.14999389648438,148.14999389648438,148.14999389648438,137.1999969482422,137.25,794067,2024-01-15
2024-01-22,143.5,143.5,148.14999389648438,143.14999389648438,148.14999389648438,428496,2024-01-22
2024-01-29,151.6999969482422,151.6999969482422,151.6999969482422,140.64999389648438,140.64999389648438,400183,2024-01-29
2024-02-05,163.0,163.0,164.10000610351562,154.6999969482422,154.6999969482422,487169,2024-02-05
2024-02-12,159.75,159.75,159.75,153.60000610351562,159.75,370181,2024-02-12
2024-02-19,159.60000610351562,159.60000610351562,163.9499969482422,156.5,162.89999389648438,190798,2024-02-19
2024-02-26,161.0500030517578,161.0500030517578,179.35000610351562,152.25,167.5500030517578,369446,2024-02-26
2024-03-04,153.64999389648438,153.64999389648438,171.1999969482422,139.75,171.1999969482422,407758,2024-03-04
2024-03-11,126.8499984741211,126.8499984741211,154.89999389648438,125.25,154.89999389648438,783940,2024-03-11
2024-03-18,140.39999389648438,140.39999389648438,140.39999389648438,123.0,123.0,225367,2024-03-18
2024-03-25,146.25,146.25,148.85000610351562,140.60000610351562,146.0,321595,2024-03-25
2024-04-01,167.5500030517578,167.5500030517578,167.8000030517578,146.35000610351562,146.35000610351562,666866,2024-04-01
2024-04-08,153.64999389648438,153.64999389648438,175.0,151.0,175.0,654911,2024-04-08
2024-04-15,152.0,152.0,155.0,142.60000610351562,151.64999389648438,495332,2024-04-15
2024-04-22,157.75,157.75,163.10000610351562,152.0,152.5,537834,2024-04-22
2024-04-29,149.1999969482422,149.1999969482422,161.0,145.0,159.5,296001,2024-04-29
2024-05-06,137.39999389648438,137.39999389648438,152.14999389648438,132.5,149.60000610351562,355384,2024-05-06
2024-05-13,157.5,157.5,157.5,133.14999389648438,142.0,352409,2024-05-13
2024-05-20,147.5,147.5,173.60000610351562,144.85000610351562,173.60000610351562,731029,2024-05-20
2024-05-27,149.3000030517578,149.3000030517578,157.0,144.10000610351562,150.0,1070906,2024-05-27
2024-06-03,147.14999389648438,147.14999389648438,154.89999389648438,131.1999969482422,154.8000030517578,277893,2024-06-03
2024-06-10,157.77000427246094,157.77000427246094,160.0,144.10000610351562,147.0,408319,2024-06-10
2024-06-17,164.0800018310547,164.0800018310547,168.5,157.77000427246094,157.77000427246094,540213,2024-06-17
2024-06-24,155.22000122070312,155.22000122070312,165.25,153.3699951171875,164.0800018310547,460467,2024-06-24
2024-07-01,160.4499969482422,160.4499969482422,169.22999572753906,154.99000549316406,157.89999389648438,1319902,2024-07-01
2024-07-08,183.49000549316406,183.49000549316406,183.49000549316406,157.94000244140625,162.8000030517578,1002562,2024-07-08
2024-07-15,186.8800048828125,186.8800048828125,202.2899932861328,184.35000610351562,189.89999389648438,1293519,2024-07-15
2024-07-22,211.86000061035156,211.86000061035156,211.86000061035156,180.72000122070312,186.8800048828125,1246642,2024-07-22
2024-07-29,214.92999267578125,214.92999267578125,223.4499969482422,199.0,222.4499969482422,1523704,2024-07-29
2024-08-05,200.89999389648438,200.89999389648438,209.9499969482422,189.0500030517578,204.17999267578125,836757,2024-08-05
2024-08-12,186.52000427246094,186.52000427246094,204.67999267578125,174.9199981689453,202.3000030517578,1246440,2024-08-12
2024-08-19,218.72000122070312,218.72000122070312,219.6300048828125,188.1999969482422,191.97999572753906,1273150,2024-08-19
2024-08-26,230.57000732421875,230.57000732421875,253.17999267578125,221.10000610351562,221.10000610351562,1411583,2024-08-26
2024-09-02,230.3000030517578,230.3000030517578,245.14999389648438,220.00999450683594,232.1999969482422,443058,2024-09-02
2024-09-09,260.2900085449219,260.2900085449219,260.2900085449219,225.0,230.0,432831,2024-09-09
2024-09-16,278.7900085449219,278.7900085449219,278.7900085449219,243.0,268.29998779296875,606314,2024-09-16
2024-09-23,281.3699951171875,281.3699951171875,290.20001220703125,260.25,289.79998779296875,835009,2024-09-23
2024-09-30,253.64999389648438,253.64999389648438,285.0,241.10000610351562,281.0,394152,2024-09-30
2024-10-07,252.9499969482422,252.9499969482422,259.79998779296875,232.0500030517578,258.0,312933,2024-10-07
2024-10-14,249.5,249.5,254.89999389648438,240.0,250.64999389648438,216291,2024-10-14
2024-10-21,221.5,221.5,254.5,211.8000030517578,251.9499969482422,327233,2024-10-21
2024-10-28,241.30999755859375,241.30999755859375,247.39999389648438,211.60000610351562,216.0,245818,2024-10-28
2024-11-04,259.95001220703125,259.95001220703125,263.8999938964844,222.3000030517578,240.0,425558,2024-11-04
2024-11-11,229.25999450683594,229.25999450683594,265.0,228.38999938964844,259.9800109863281,299453,2024-11-11
2024-11-18,221.33999633789062,221.33999633789062,227.5,202.75999450683594,224.0,323543,2024-11-18
2024-11-25,246.8699951171875,246.8699951171875,247.97000122070312,220.0500030517578,220.97000122070312,252925,2024-11-25
2024-12-02,278.0400085449219,278.0400085449219,283.44000244140625,241.39999389648438,248.0,1342029,2024-12-02
2024-12-09,293.4599914550781,293.4599914550781,321.8500061035156,279.6499938964844,280.0,1169759,2024-12-09
2024-12-16,284.489990234375,284.489990234375,323.5299987792969,281.45001220703125,307.0,1731552,2024-12-16
2024-12-23,280.55999755859375,280.55999755859375,293.95001220703125,265.0,293.95001220703125,376444,2024-12-23
2024-12-30,290.1499938964844,290.1499938964844,305.75,274.82000732421875,281.0,804242,2024-12-30
2025-01-06,240.10000610351562,240.10000610351562,290.0,239.0,290.0,244058,2025-01-06
2025-01-13,239.9499969482422,239.9499969482422,255.0,223.1999969482422,239.0,254728,2025-01-13
2025-01-20,233.75,233.75,249.0,231.10000610351562,234.0,122417,2025-01-20
2025-01-27,211.63999938964844,211.63999938964844,235.0,207.64999389648438,225.60000610351562,784886,2025-01-27
2025-02-03,242.07000732421875,242.07000732421875,261.260009765625,203.8699951171875,211.99000549316406,1107514,2025-02-03
2025-02-10,216.22999572753906,216.22999572753906,248.0,201.50999450683594,248.0,822669,2025-02-10
2025-02-17,203.19000244140625,203.19000244140625,223.0,192.47000122070312,210.0,462005,2025-02-17
2025-02-24,171.44000244140625,171.44000244140625,212.89999389648438,166.72999572753906,200.13999938964844,652338,2025-02-24
2025-03-03,200.22000122070312,200.22000122070312,211.39999389648438,154.00999450683594,172.75,1052117,2025-03-03
2025-03-10,210.42999267578125,210.42999267578125,217.35000610351562,198.1999969482422,203.1999969482422,396030,2025-03-10
2025-03-17,240.9199981689453,240.9199981689453,253.9499969482422,205.0,212.0,570221,2025-03-17
2025-03-24,234.4199981689453,234.4199981689453,271.8900146484375,229.5,242.02000427246094,1150684,2025-03-24
2025-03-31,246.88999938964844,246.88999938964844,274.0,234.4199981689453,234.4199981689453,701106,2025-03-31
2025-04-07,238.55999755859375,238.55999755859375,254.69000244140625,211.0,211.0,428800,2025-04-07
2025-04-14,263.4700012207031,263.4700012207031,267.8999938964844,240.0,244.0,327976,2025-04-14
2025-04-21,255.8800048828125,255.8800048828125,292.5,244.55999755859375,265.0,1085696,2025-04-21
2025-04-28,238.82000732421875,238.82000732421875,261.0,234.99000549316406,260.0,273988,2025-04-28
2025-05-05,240.16000366210938,240.16000366210938,250.5,223.5500030517578,239.66000366210938,536715,2025-05-05
2025-05-12,304.8500061035156,304.8500061035156,329.70001220703125,245.1999969482422,245.1999969482422,3344830,2025-05-12
2025-05-19,287.4800109863281,287.4800109863281,314.0,278.54998779296875,305.0,552151,2025-05-19
2025-05-26,297.2900085449219,297.2900085449219,297.2900085449219,275.04998779296875,291.8999938964844,243784,2025-05-26
2025-06-02,295.6000061035156,295.6000061035156,310.0,286.0,297.0,221601,2025-06-02
2025-06-09,312.20001220703125,312.20001220703125,315.0,285.54998779296875,302.3999938964844,401349,2025-06-09
2025-06-16,277.3500061035156,277.3500061035156,320.95001220703125,270.6000061035156,313.0,325579,2025-06-16
2025-06-23,283.70001220703125,283.70001220703125,286.20001220703125,265.0,277.3500061035156,319701,2025-06-23
2025-06-30,276.79998779296875,276.79998779296875,289.0,273.1000061035156,278.75,155534,2025-06-30
2025-07-07,272.45001220703125,272.45001220703125,279.45001220703125,260.0,279.45001220703125,184218,2025-07-07
2025-07-14,270.79998779296875,270.79998779296875,286.0,266.5,267.1000061035156,48332,2025-07-14
