Date,Adj Close_STARCEMENT.NS,Close_STARCEMENT.NS,High_STARCEMENT.NS,Low_STARCEMENT.NS,Open_STARCEMENT.NS,Volume_STARCEMENT.NS,Date
2020-07-13,88.05000305175781,88.05000305175781,88.5999984741211,85.0,88.5999984741211,190825,2020-07-13
2020-07-20,85.5999984741211,85.5999984741211,89.0999984741211,85.30000305175781,88.30000305175781,336609,2020-07-20
2020-07-27,88.9000015258789,88.9000015258789,100.3499984741211,83.30000305175781,85.6500015258789,4341393,2020-07-27
2020-08-03,88.3499984741211,88.3499984741211,96.0,87.0,89.0,1262144,2020-08-03
2020-08-10,87.44999694824219,87.44999694824219,92.9000015258789,87.0,89.75,1078153,2020-08-10
2020-08-17,91.05000305175781,91.05000305175781,94.5,87.3499984741211,87.55000305175781,1713065,2020-08-17
2020-08-24,89.94999694824219,89.94999694824219,93.4000015258789,89.5999984741211,92.0999984741211,670458,2020-08-24
2020-08-31,85.25,85.25,95.0,83.94999694824219,89.94999694824219,704475,2020-08-31
2020-09-07,87.69999694824219,87.69999694824219,87.9000015258789,82.5,86.0,600655,2020-09-07
2020-09-14,88.6500015258789,88.6500015258789,92.30000305175781,87.0999984741211,91.0,589333,2020-09-14
2020-09-21,83.0,83.0,91.4000015258789,82.0,91.0,393148,2020-09-21
2020-09-28,83.94999694824219,83.94999694824219,86.69999694824219,83.05000305175781,83.5,174826,2020-09-28
2020-10-05,83.9000015258789,83.9000015258789,86.44999694824219,83.0,84.05000305175781,401331,2020-10-05
2020-10-12,83.0,83.0,85.94999694824219,81.5999984741211,84.69999694824219,283018,2020-10-12
2020-10-19,85.6500015258789,85.6500015258789,89.30000305175781,81.4000015258789,83.5,4671391,2020-10-19
2020-10-26,82.8499984741211,82.8499984741211,86.75,81.69999694824219,86.19999694824219,853881,2020-10-26
2020-11-02,86.44999694824219,86.44999694824219,87.3499984741211,82.05000305175781,83.0999984741211,768588,2020-11-02
2020-11-09,86.55000305175781,86.55000305175781,104.5,76.1500015258789,87.3499984741211,2012706,2020-11-09
2020-11-16,85.6500015258789,85.6500015258789,89.69999694824219,85.0999984741211,85.80000305175781,966969,2020-11-16
