Date,Adj Close_AKG.NS,Close_AKG.NS,High_AKG.NS,Low_AKG.NS,Open_AKG.NS,Volume_AKG.NS,Date
2020-07-13,10.434591293334961,10.434591293334961,10.434591293334961,10.2408447265625,10.2408447265625,14451,2020-07-13
2020-07-20,10.656014442443848,10.656014442443848,10.656014442443848,10.434591293334961,10.434591293334961,14451,2020-07-20
2020-07-27,10.517623901367188,10.517623901367188,10.794404029846191,10.517623901367188,10.656014442443848,28902,2020-07-27
2020-08-03,11.347963333129883,11.347963333129883,11.347963333129883,10.517623901367188,10.517623901367188,43353,2020-08-03
2020-08-10,11.264928817749023,11.264928817749023,11.264928817749023,11.209572792053223,11.264928817749023,43353,2020-08-10
2020-08-17,11.347963333129883,11.347963333129883,11.347963333129883,11.347963333129883,11.347963333129883,28902,2020-08-17
2020-08-24,11.638582229614258,11.638582229614258,15.167522430419922,11.071184158325195,11.209572792053223,664786,2020-08-24
2020-08-31,11.140378952026367,11.140378952026367,12.455081939697266,10.517623901367188,10.656014442443848,187872,2020-08-31
2020-09-07,13.077836036682129,13.077836036682129,13.077836036682129,11.071184158325195,11.126540184020996,361295,2020-09-07
2020-09-14,12.897929191589355,12.897929191589355,12.897929191589355,11.209572792053223,12.759538650512695,101161,2020-09-14
2020-09-21,12.731861114501953,12.731861114501953,12.994802474975586,12.731861114501953,12.773378372192383,202324,2020-09-21
2020-09-28,12.980962753295898,12.980962753295898,13.0363187789917,12.731861114501953,12.731861114501953,115613,2020-09-28
2020-10-05,13.97736930847168,13.97736930847168,14.392539024353027,12.870250701904297,12.870250701904297,260131,2020-10-05
2020-10-12,16.648292541503906,16.648292541503906,16.662132263183594,13.838979721069336,14.669318199157715,231228,2020-10-12
2020-10-19,18.959402084350586,18.959402084350586,18.959402084350586,16.648292541503906,16.648292541503906,130064,2020-10-19
2020-10-26,17.049623489379883,17.049623489379883,21.17363929748535,17.02194595336914,19.153148651123047,303487,2020-10-26
2020-11-02,12.731861114501953,12.731861114501953,16.219284057617188,12.731861114501953,16.219284057617188,260131,2020-11-02
2020-11-09,14.309505462646484,14.309505462646484,14.793869018554688,12.814894676208496,12.814894676208496,57806,2020-11-09
2020-11-16,14.42021656036377,14.42021656036377,15.222878456115723,13.645234107971191,14.309505462646484,303489,2020-11-16
2020-11-23,14.157276153564453,14.157276153564453,14.157276153564453,14.157276153564453,14.157276153564453,14451,2020-11-23
2020-11-30,16.772842407226562,16.772842407226562,16.800521850585938,14.046564102172852,14.157276153564453,1575258,2020-11-30
2020-12-07,22.89520835876465,22.89520835876465,22.89520835876465,16.78391456604004,16.78391456604004,72256,2020-12-07
2020-12-14,26.836549758911133,26.836549758911133,29.18364143371582,24.090896606445312,24.090896606445312,144516,2020-12-14
2020-12-21,28.785078048706055,28.785078048706055,28.785078048706055,26.792264938354492,27.45653533935547,144516,2020-12-21
2020-12-28,35.870635986328125,35.870635986328125,35.870635986328125,29.22792625427246,29.22792625427246,390199,2020-12-28
2021-01-04,37.50917053222656,37.50917053222656,37.642024993896484,35.42778778076172,37.642024993896484,346843,2021-01-04
2021-01-11,37.50917053222656,37.50917053222656,37.86344909667969,35.914920806884766,37.42060089111328,361295,2021-01-11
