Date,Adj Close_SUPRAJIT.NS,Close_SUPRAJIT.NS,High_SUPRAJIT.NS,Low_SUPRAJIT.NS,Open_SUPRAJIT.NS,Volume_SUPRAJIT.NS,Date
2021-05-10,239.5382537841797,245.1999969482422,258.8500061035156,243.0,247.0,499994,2021-05-10
2021-05-17,265.6217346191406,271.8999938964844,273.0,245.1999969482422,245.1999969482422,781527,2021-05-17
2021-05-24,258.24603271484375,264.3500061035156,283.0,263.0,275.0,767266,2021-05-24
2021-05-31,272.0205078125,278.45001220703125,285.29998779296875,264.3500061035156,265.0,1194119,2021-05-31
2021-06-07,289.7025451660156,296.54998779296875,302.0,280.8999938964844,281.0,1382762,2021-06-07
2021-06-14,272.2158203125,278.6499938964844,318.29998779296875,267.95001220703125,297.04998779296875,20538566,2021-06-14
2021-06-21,274.65814208984375,281.1499938964844,292.6000061035156,273.54998779296875,276.70001220703125,1110960,2021-06-21
2021-06-28,277.9796142578125,284.54998779296875,288.0,280.04998779296875,284.0,588643,2021-06-28
2021-07-05,278.85888671875,285.45001220703125,297.5,279.5,286.04998779296875,1178418,2021-07-05
2021-07-12,309.3384094238281,316.6499938964844,324.8999938964844,286.25,288.5,4599282,2021-07-12
2021-07-19,305.0888671875,312.29998779296875,318.70001220703125,303.3500061035156,309.8999938964844,661276,2021-07-19
2021-07-26,329.70703125,337.5,358.0,308.29998779296875,314.0,5464415,2021-07-26
2021-08-02,321.01251220703125,328.6000061035156,350.0,325.6000061035156,339.3999938964844,1189540,2021-08-02
2021-08-09,329.8047180175781,337.6000061035156,346.0,299.70001220703125,329.0,2766017,2021-08-09
2021-08-16,324.82244873046875,332.5,356.3999938964844,324.04998779296875,337.0,2559772,2021-08-16
2021-08-23,314.7602844238281,322.20001220703125,341.70001220703125,301.0,333.0,1513970,2021-08-23
2021-08-30,314.31854248046875,320.75,330.0,318.79998779296875,323.29998779296875,730152,2021-08-30
2021-09-06,303.7840881347656,310.0,329.70001220703125,307.79998779296875,321.0,1463569,2021-09-06
2021-09-13,319.8552551269531,326.3999938964844,330.25,306.45001220703125,311.6000061035156,1160933,2021-09-13
2021-09-20,306.7729797363281,313.04998779296875,329.0,310.54998779296875,328.0,687454,2021-09-20
2021-09-27,317.45440673828125,323.95001220703125,337.5,312.5,313.1000061035156,1111681,2021-09-27
2021-10-04,342.7370300292969,349.75,365.3999938964844,321.0,327.0,1829926,2021-10-04
2021-10-11,372.62548828125,380.25,386.29998779296875,352.8999938964844,352.8999938964844,1852305,2021-10-11
2021-10-18,337.4942626953125,344.3999938964844,398.8999938964844,339.20001220703125,383.5,1179924,2021-10-18
2021-10-25,337.3963317871094,344.29998779296875,370.75,330.0,345.0,1160715,2021-10-25
2021-11-01,362.3850402832031,369.79998779296875,377.0,345.8999938964844,345.8999938964844,933144,2021-11-01
2021-11-08,373.0174560546875,380.6499938964844,384.6499938964844,358.0,372.0,1389803,2021-11-08
2021-11-15,439.6539611816406,448.6499938964844,474.8999938964844,375.5,383.8999938964844,10203046,2021-11-15
2021-11-22,436.76318359375,445.70001220703125,470.0,412.0,454.0,1527821,2021-11-22
2021-11-29,407.5606689453125,415.8999938964844,450.0,402.0,441.0,1990146,2021-11-29
2021-12-06,408.14862060546875,416.5,425.1499938964844,400.1499938964844,418.0,771006,2021-12-06
2021-12-13,406.9236755371094,415.25,442.0,370.5,419.20001220703125,1697880,2021-12-13
2021-12-20,404.0328063964844,412.29998779296875,419.45001220703125,398.04998779296875,406.0,711403,2021-12-20
2021-12-27,421.4269104003906,430.04998779296875,440.0,406.8999938964844,412.29998779296875,915157,2021-12-27
2022-01-03,437.3511047363281,446.29998779296875,470.0,429.0,434.0,2286912,2022-01-03
2022-01-10,430.4424743652344,439.25,452.6499938964844,433.8999938964844,449.8999938964844,792773,2022-01-10
2022-01-17,426.1796875,434.8999938964844,457.45001220703125,416.0,440.70001220703125,885663,2022-01-17
2022-01-24,388.6966552734375,396.6499938964844,438.20001220703125,380.54998779296875,436.0,1226291,2022-01-24
2022-01-31,404.0328063964844,412.29998779296875,417.3999938964844,400.79998779296875,401.8999938964844,424190,2022-01-31
2022-02-07,381.1020202636719,388.8999938964844,410.0,388.0,408.0,422622,2022-02-07
2022-02-14,321.9132080078125,328.5,378.0,325.0,378.0,1321916,2022-02-14
2022-02-21,293.004638671875,299.0,331.25,289.1000061035156,328.5,1755866,2022-02-21
2022-02-28,283.6563415527344,288.6499938964844,320.0,286.0,295.0,1153737,2022-02-28
2022-03-07,312.400390625,317.8999938964844,323.0,272.04998779296875,286.79998779296875,1211281,2022-03-07
2022-03-14,312.1055603027344,317.6000061035156,322.3999938964844,301.20001220703125,320.3500061035156,502941,2022-03-14
2022-03-21,323.2591857910156,328.95001220703125,336.6499938964844,314.0,320.1499938964844,614130,2022-03-21
2022-03-28,361.9284362792969,368.29998779296875,379.79998779296875,319.8500061035156,329.95001220703125,1455013,2022-03-28
2022-04-04,376.9637451171875,383.6000061035156,398.3999938964844,369.1000061035156,372.0,1248619,2022-04-04
2022-04-11,378.4869384765625,385.1499938964844,392.5,375.0,383.6000061035156,373349,2022-04-11
2022-04-18,360.994873046875,367.3500061035156,394.0,365.29998779296875,382.0,581516,2022-04-18
2022-04-25,348.5145568847656,354.6499938964844,371.0,342.8500061035156,366.3500061035156,834090,2022-04-25
2022-05-02,336.86956787109375,342.79998779296875,360.8500061035156,308.04998779296875,352.3999938964844,1695726,2022-05-02
2022-05-09,302.7207336425781,308.04998779296875,365.0,302.79998779296875,337.0,930911,2022-05-09
2022-05-16,326.6495056152344,332.3999938964844,339.29998779296875,306.1499938964844,306.1499938964844,562005,2022-05-16
2022-05-23,330.4820251464844,336.29998779296875,352.79998779296875,325.0,334.5,634745,2022-05-23
2022-05-30,323.0135192871094,328.70001220703125,351.8999938964844,327.0,342.8500061035156,346956,2022-05-30
2022-06-06,304.34222412109375,309.70001220703125,334.8999938964844,299.45001220703125,333.0,969771,2022-06-06
2022-06-13,301.49237060546875,306.79998779296875,322.0,299.0,307.3999938964844,688800,2022-06-13
2022-06-20,327.09173583984375,332.8500061035156,353.95001220703125,304.04998779296875,306.8999938964844,1744165,2022-06-20
2022-06-27,330.4328918457031,336.25,349.0,316.1000061035156,336.3999938964844,1008048,2022-06-27
2022-07-04,323.0135192871094,328.70001220703125,342.0,324.1000061035156,338.54998779296875,487391,2022-07-04
2022-07-11,323.2591857910156,328.95001220703125,360.0,326.8500061035156,333.6499938964844,1784919,2022-07-11
2022-07-18,352.1996765136719,358.3999938964844,362.8999938964844,327.45001220703125,331.79998779296875,1208684,2022-07-18
2022-07-25,333.3319091796875,339.20001220703125,361.95001220703125,330.20001220703125,359.0,1046450,2022-07-25
2022-08-01,336.1325378417969,342.04998779296875,350.79998779296875,338.0,340.79998779296875,874298,2022-08-01
2022-08-08,322.9643859863281,328.6499938964844,350.70001220703125,320.3500061035156,343.6000061035156,851917,2022-08-08
2022-08-15,325.028076171875,330.75,339.0,327.0,328.6499938964844,580054,2022-08-15
2022-08-22,332.8896789550781,338.75,345.3999938964844,327.45001220703125,331.70001220703125,900508,2022-08-22
2022-08-29,333.97064208984375,339.8500061035156,346.70001220703125,330.5,334.0,511929,2022-08-29
2022-09-05,337.9013977050781,343.8500061035156,347.20001220703125,337.8500061035156,339.8500061035156,1099045,2022-09-05
2022-09-12,330.3346252441406,336.1499938964844,352.5,332.0,345.8999938964844,1105832,2022-09-12
2022-09-19,332.32080078125,337.1000061035156,364.54998779296875,329.79998779296875,337.75,2180980,2022-09-19
2022-09-26,336.90484619140625,341.75,344.20001220703125,324.3999938964844,336.79998779296875,1084891,2022-09-26
2022-10-03,328.6239318847656,333.3500061035156,344.45001220703125,331.0,343.0,664822,2022-10-03
2022-10-10,319.99798583984375,324.6000061035156,334.20001220703125,320.1000061035156,327.0,535557,2022-10-10
2022-10-17,319.89935302734375,324.5,334.6499938964844,321.25,325.8999938964844,335859,2022-10-17
2022-10-24,315.7588806152344,320.29998779296875,332.5,318.04998779296875,327.8999938964844,223179,2022-10-24
2022-10-31,326.89874267578125,331.6000061035156,339.04998779296875,318.95001220703125,321.95001220703125,544862,2022-10-31
2022-11-07,327.4409484863281,332.1499938964844,335.6000061035156,323.1000061035156,331.6000061035156,265569,2022-11-07
2022-11-14,324.63128662109375,329.29998779296875,340.0,325.0,333.8500061035156,825276,2022-11-14
2022-11-21,330.743408203125,335.5,339.8500061035156,325.1499938964844,329.8999938964844,764380,2022-11-21
2022-11-28,339.763671875,344.6499938964844,350.1499938964844,331.3500061035156,335.0,1193695,2022-11-28
2022-12-05,345.8265075683594,350.79998779296875,357.0,331.1000061035156,344.95001220703125,1643647,2022-12-05
2022-12-12,336.4612121582031,341.29998779296875,356.70001220703125,335.6499938964844,352.79998779296875,1421352,2022-12-12
2022-12-19,320.9837951660156,325.6000061035156,358.8500061035156,321.3500061035156,342.75,2309824,2022-12-19
2022-12-26,325.3213806152344,330.0,339.0,323.6000061035156,326.04998779296875,1648127,2022-12-26
2023-01-02,327.5395202636719,332.25,337.3999938964844,326.04998779296875,332.95001220703125,799126,2023-01-02
2023-01-09,330.0533447265625,334.79998779296875,341.0,332.45001220703125,332.45001220703125,407760,2023-01-09
2023-01-16,323.3497314453125,328.0,339.3999938964844,320.1499938964844,335.5,561015,2023-01-16
2023-01-23,317.0897521972656,321.6499938964844,332.6000061035156,318.0,328.0,436407,2023-01-23
2023-01-30,320.3923034667969,325.0,329.20001220703125,317.25,317.25,726706,2023-01-30
2023-02-06,328.9196472167969,333.6499938964844,342.6499938964844,322.0,324.8500061035156,457996,2023-02-06
2023-02-13,354.0581359863281,359.1499938964844,366.0,326.04998779296875,334.70001220703125,1499587,2023-02-13
2023-02-20,347.84747314453125,352.8500061035156,364.5,348.04998779296875,364.5,561194,2023-02-20
2023-02-27,376.57989501953125,380.8500061035156,386.0,349.79998779296875,350.1000061035156,2110955,2023-02-27
2023-03-06,370.0538635253906,374.25,398.25,366.0,394.5,1791907,2023-03-06
2023-03-13,361.748046875,365.8500061035156,377.45001220703125,350.0,376.0,840279,2023-03-13
2023-03-20,347.80615234375,351.75,366.0,349.0,361.3999938964844,517087,2023-03-20
2023-03-27,340.93408203125,344.79998779296875,353.8999938964844,327.6499938964844,353.8999938964844,613075,2023-03-27
2023-04-03,349.8331604003906,353.79998779296875,355.20001220703125,342.79998779296875,343.0,205760,2023-04-03
2023-04-10,347.8555908203125,351.79998779296875,363.79998779296875,350.0,353.8999938964844,265661,2023-04-10
2023-04-17,353.1456298828125,357.1499938964844,360.3500061035156,347.54998779296875,353.8999938964844,435905,2023-04-17
2023-04-24,353.5905456542969,357.6000061035156,360.0,349.29998779296875,357.5,612989,2023-04-24
2023-05-01,367.8785400390625,372.04998779296875,381.0,357.6000061035156,357.6000061035156,735486,2023-05-01
2023-05-08,390.5712585449219,395.0,409.29998779296875,366.45001220703125,374.6499938964844,2182014,2023-05-08
2023-05-15,391.4117126464844,395.8500061035156,405.8999938964844,387.95001220703125,393.3999938964844,666895,2023-05-15
2023-05-22,391.658935546875,396.1000061035156,414.8999938964844,390.6499938964844,396.70001220703125,1396431,2023-05-22
2023-05-29,382.1170959472656,386.45001220703125,407.0,374.79998779296875,400.0,1251750,2023-05-29
2023-06-05,371.5865173339844,375.79998779296875,400.70001220703125,373.0,387.75,713986,2023-06-05
2023-06-12,391.1150817871094,395.54998779296875,400.20001220703125,375.3500061035156,377.70001220703125,703967,2023-06-12
2023-06-19,381.474365234375,385.79998779296875,405.0,381.75,397.8500061035156,1557945,2023-06-19
2023-06-26,403.8704528808594,408.45001220703125,413.0,384.25,384.5,736905,2023-06-26
2023-07-03,424.33837890625,429.1499938964844,440.0,406.0,413.45001220703125,2019762,2023-07-03
2023-07-10,423.00347900390625,427.79998779296875,440.0,421.1000061035156,430.04998779296875,788728,2023-07-10
2023-07-17,423.8934020996094,428.70001220703125,436.20001220703125,421.20001220703125,430.3500061035156,642459,2023-07-17
2023-07-24,412.7695617675781,417.45001220703125,446.3999938964844,410.04998779296875,429.70001220703125,1130924,2023-07-24
2023-07-31,405.798583984375,410.3999938964844,429.0,407.79998779296875,419.3999938964844,664346,2023-07-31
2023-08-07,400.1130676269531,404.6499938964844,426.54998779296875,385.79998779296875,412.5,1963957,2023-08-07
2023-08-14,405.2052917480469,409.79998779296875,417.45001220703125,385.75,404.6499938964844,840871,2023-08-14
2023-08-21,378.4091796875,382.70001220703125,411.04998779296875,380.5,410.0,1570543,2023-08-21
2023-08-28,421.7180480957031,426.5,428.0,381.29998779296875,389.0,1665372,2023-08-28
2023-09-04,420.33380126953125,425.1000061035156,429.20001220703125,413.20001220703125,426.5,715555,2023-09-04
2023-09-11,409.2593078613281,413.8999938964844,429.20001220703125,400.6000061035156,426.0,701141,2023-09-11
2023-09-18,401.7445373535156,406.29998779296875,421.0,403.79998779296875,412.3500061035156,416233,2023-09-18
2023-09-25,383.1258239746094,386.29998779296875,414.3999938964844,383.5,408.75,782841,2023-09-25
2023-10-02,387.09295654296875,390.29998779296875,397.0,384.5,386.29998779296875,403822,2023-10-02
2023-10-09,387.3905029296875,390.6000061035156,397.70001220703125,384.25,389.5,704687,2023-10-09
2023-10-16,372.9104919433594,376.0,394.04998779296875,370.3500061035156,390.6000061035156,643471,2023-10-16
2023-10-23,366.8110046386719,369.8500061035156,378.79998779296875,353.75,378.45001220703125,1045495,2023-10-23
2023-10-30,369.9847106933594,373.04998779296875,381.54998779296875,362.29998779296875,369.95001220703125,937315,2023-10-30
2023-11-06,364.9761962890625,368.0,393.29998779296875,366.3999938964844,371.1499938964844,978077,2023-11-06
2023-11-13,371.07568359375,374.1499938964844,378.6000061035156,358.0,371.8999938964844,813948,2023-11-13
2023-11-20,372.811279296875,375.8999938964844,380.0,368.0,375.0,895020,2023-11-20
2023-11-27,375.8858337402344,379.0,390.0,365.95001220703125,375.8999938964844,824304,2023-11-27
2023-12-04,369.2408752441406,372.29998779296875,386.3500061035156,365.0,384.0,874972,2023-12-04
2023-12-11,378.761962890625,381.8999938964844,386.0,368.95001220703125,370.1499938964844,601184,2023-12-11
2023-12-18,367.654052734375,370.70001220703125,385.0,357.6000061035156,381.6499938964844,859810,2023-12-18
2023-12-25,403.20941162109375,406.54998779296875,411.25,363.20001220703125,370.70001220703125,7830064,2023-12-25
2024-01-01,395.275146484375,398.54998779296875,420.25,392.04998779296875,410.1000061035156,1338206,2024-01-01
2024-01-08,402.6144104003906,405.95001220703125,417.75,385.0,398.0,1515856,2024-01-08
2024-01-15,386.2499694824219,389.45001220703125,409.79998779296875,382.25,408.0,1295283,2024-01-15
2024-01-22,388.03515625,391.25,396.79998779296875,382.5,389.45001220703125,770537,2024-01-22
2024-01-29,386.299560546875,389.5,398.0,384.5,391.45001220703125,853397,2024-01-29
2024-02-05,400.38287353515625,403.70001220703125,409.0,385.5,391.8500061035156,1333394,2024-02-05
2024-02-12,380.74554443359375,383.8999938964844,413.6000061035156,374.5,408.3999938964844,1586685,2024-02-12
2024-02-19,418.2349548339844,421.70001220703125,424.6000061035156,382.54998779296875,385.0,3038188,2024-02-19
2024-02-26,428.69830322265625,432.25,449.0,419.6000061035156,427.0,4949059,2024-02-26
2024-03-04,430.1675109863281,432.6000061035156,453.8500061035156,426.04998779296875,434.79998779296875,2172923,2024-03-04
2024-03-11,407.0979309082031,409.3999938964844,435.0,386.95001220703125,435.0,1069010,2024-03-11
2024-03-18,405.80523681640625,408.1000061035156,420.95001220703125,389.6499938964844,408.0,670797,2024-03-18
2024-03-25,409.83245849609375,412.1499938964844,414.8999938964844,400.54998779296875,408.1000061035156,861978,2024-03-25
2024-04-01,428.22845458984375,430.6499938964844,434.5,408.6499938964844,413.1499938964844,814746,2024-04-01
2024-04-08,426.4385681152344,428.8500061035156,439.0,422.54998779296875,434.3999938964844,412045,2024-04-08
2024-04-15,419.577392578125,421.95001220703125,431.04998779296875,407.70001220703125,418.79998779296875,493053,2024-04-15
2024-04-22,416.2462158203125,418.6000061035156,427.8500061035156,415.0,421.0,451023,2024-04-22
2024-04-29,415.6495666503906,418.0,429.54998779296875,413.0,419.95001220703125,489208,2024-04-29
2024-05-06,405.95440673828125,408.25,439.0,402.5,422.1499938964844,760740,2024-05-06
2024-05-13,410.7771301269531,413.1000061035156,419.0,398.04998779296875,406.5,537643,2024-05-13
2024-05-20,412.7658996582031,415.1000061035156,419.0,405.79998779296875,414.8500061035156,341387,2024-05-20
2024-05-27,440.5090026855469,443.0,457.0,406.1000061035156,418.8500061035156,3481285,2024-05-27
2024-06-03,473.9200744628906,476.6000061035156,496.79998779296875,399.0,459.0,4850858,2024-06-03
2024-06-10,512.1538696289062,515.0499877929688,518.4000244140625,475.8500061035156,484.0,5111593,2024-06-10
2024-06-17,511.10980224609375,514.0,527.0,507.0,515.0499877929688,1136117,2024-06-17
2024-06-24,507.9775085449219,510.8500061035156,530.0,501.29998779296875,513.4000244140625,1476762,2024-06-24
2024-07-01,521.948486328125,524.9000244140625,542.0,510.75,510.79998779296875,2173224,2024-07-01
2024-07-08,528.760009765625,531.75,553.7000122070312,515.25,525.25,1599405,2024-07-08
2024-07-15,514.9878540039062,517.9000244140625,541.0999755859375,513.4500122070312,534.3499755859375,1071960,2024-07-15
2024-07-22,538.5048828125,541.5499877929688,547.8499755859375,500.54998779296875,516.0,678751,2024-07-22
2024-07-29,514.0431518554688,516.9500122070312,565.9500122070312,504.3999938964844,549.8499755859375,776899,2024-07-29
2024-08-05,491.6697082519531,494.45001220703125,514.5,480.0,513.0,912060,2024-08-05
2024-08-12,617.0109252929688,620.5,639.5999755859375,502.5,517.0,9948030,2024-08-12
2024-08-19,562.0218505859375,565.2000122070312,629.0,552.0499877929688,629.0,3254716,2024-08-19
2024-08-26,521.2027587890625,524.1500244140625,574.5,515.0999755859375,573.9500122070312,1469502,2024-08-26
2024-09-02,518.4682006835938,521.4000244140625,541.4000244140625,517.0,528.0499877929688,1167046,2024-09-02
2024-09-09,529.9531860351562,532.9500122070312,559.7000122070312,504.45001220703125,520.5499877929688,3160496,2024-09-09
2024-09-16,527.1690063476562,530.1500244140625,544.0,505.1499938964844,527.0,3078734,2024-09-16
2024-09-23,527.2742919921875,528.8499755859375,542.0,523.7999877929688,538.0,610720,2024-09-23
2024-09-30,503.0467224121094,504.54998779296875,532.9500122070312,501.0,529.4000244140625,517279,2024-09-30
2024-10-07,503.8941955566406,505.3999938964844,512.9500122070312,486.0,506.0,470831,2024-10-07
2024-10-14,501.7506103515625,503.25,534.9000244140625,501.04998779296875,506.8999938964844,896371,2024-10-14
2024-10-21,481.31170654296875,482.75,508.3999938964844,477.0,503.5,442808,2024-10-21
2024-10-28,520.9432373046875,522.5,525.0,474.1000061035156,485.0,349767,2024-10-28
2024-11-04,512.8175048828125,514.3499755859375,535.5,511.3500061035156,522.0,522274,2024-11-04
2024-11-11,453.49481201171875,454.8500061035156,515.0,425.0,512.4000244140625,1297692,2024-11-11
2024-11-18,449.0580749511719,450.3999938964844,465.70001220703125,440.29998779296875,454.8500061035156,363624,2024-11-18
2024-11-25,462.2685852050781,463.6499938964844,472.95001220703125,440.04998779296875,452.1499938964844,661781,2024-11-25
2024-12-02,498.26104736328125,499.75,502.1499938964844,457.6000061035156,463.20001220703125,421380,2024-12-02
2024-12-09,499.756591796875,501.25,513.75,490.45001220703125,503.25,458145,2024-12-09
2024-12-16,469.6964111328125,471.1000061035156,511.95001220703125,468.0,504.3999938964844,298236,2024-12-16
2024-12-23,463.31549072265625,464.70001220703125,474.29998779296875,458.1000061035156,462.3500061035156,144006,2024-12-23
2024-12-30,455.139892578125,456.5,478.25,446.6000061035156,467.8999938964844,259694,2024-12-30
2025-01-06,427.22332763671875,428.5,460.1499938964844,414.25,460.0,410332,2025-01-06
2025-01-13,398.21002197265625,399.3999938964844,425.0,397.75,425.0,488270,2025-01-13
2025-01-20,392.0783386230469,393.25,407.6000061035156,392.04998779296875,399.3999938964844,246187,2025-01-20
2025-01-27,400.4034729003906,401.6000061035156,410.6499938964844,372.20001220703125,387.1000061035156,375003,2025-01-27
2025-02-03,419.6459655761719,420.8999938964844,424.8999938964844,395.0,395.0,358587,2025-02-03
2025-02-10,402.2978210449219,403.5,426.1499938964844,388.25,423.8500061035156,312039,2025-02-10
2025-02-17,415.45849609375,416.70001220703125,433.70001220703125,386.0,404.45001220703125,359417,2025-02-17
2025-02-24,400.75,400.75,419.8500061035156,373.5,417.0,296857,2025-02-24
2025-03-03,412.1499938964844,412.1499938964844,419.0,380.0,402.5,295816,2025-03-03
2025-03-10,391.45001220703125,391.45001220703125,415.6499938964844,390.0,414.0,212895,2025-03-10
2025-03-17,406.3500061035156,406.3500061035156,408.54998779296875,382.6499938964844,394.54998779296875,378843,2025-03-17
2025-03-24,376.1499938964844,376.1499938964844,423.0,375.0,410.20001220703125,500167,2025-03-24
2025-03-31,374.1499938964844,374.1499938964844,393.6000061035156,369.8500061035156,376.1499938964844,253900,2025-03-31
2025-04-07,381.79998779296875,381.79998779296875,384.29998779296875,350.0,372.0,206291,2025-04-07
2025-04-14,389.6000061035156,389.6000061035156,401.8999938964844,381.79998779296875,381.79998779296875,183326,2025-04-14
2025-04-21,395.45001220703125,395.45001220703125,407.20001220703125,388.8999938964844,389.6000061035156,245427,2025-04-21
2025-04-28,382.75,382.75,403.79998779296875,379.1499938964844,394.0,221995,2025-04-28
2025-05-05,384.45001220703125,384.45001220703125,403.6000061035156,374.0,387.95001220703125,824337,2025-05-05
2025-05-12,418.8999938964844,418.8999938964844,427.0,387.70001220703125,387.70001220703125,998756,2025-05-12
2025-05-19,423.04998779296875,423.04998779296875,425.5,406.0,419.3999938964844,369300,2025-05-19
2025-05-26,418.6499938964844,418.6499938964844,450.75,413.3999938964844,424.70001220703125,2023093,2025-05-26
2025-06-02,477.70001220703125,477.70001220703125,479.95001220703125,409.04998779296875,418.6499938964844,2280624,2025-06-02
2025-06-09,457.25,457.25,484.8999938964844,449.95001220703125,477.6499938964844,581143,2025-06-09
2025-06-16,444.25,444.25,490.0,442.1000061035156,453.0,1134302,2025-06-16
2025-06-23,473.95001220703125,473.95001220703125,479.0,435.5,443.0,1051167,2025-06-23
2025-06-30,474.8500061035156,474.8500061035156,489.0,466.25,476.6000061035156,557564,2025-06-30
2025-07-07,447.95001220703125,447.95001220703125,474.5,444.5,474.5,486145,2025-07-07
2025-07-14,467.04998779296875,467.04998779296875,476.5,444.0,447.95001220703125,617221,2025-07-14
