Date,Adj Close_AWHCL.NS,Close_AWHCL.NS,High_AWHCL.NS,Low_AWHCL.NS,Open_AWHCL.NS,Volume_AWHCL.NS,Date
2022-02-04,303.8500061035156,303.8500061035156,339.6000061035156,299.04998779296875,337.95001220703125,862765,2022-02-04
2022-02-11,294.70001220703125,294.70001220703125,303.25,284.5,301.0,588704,2022-02-11
2022-02-18,258.54998779296875,258.54998779296875,310.5,257.0,295.0,528626,2022-02-18
2022-02-25,281.29998779296875,281.29998779296875,292.0,256.6499938964844,271.8999938964844,516792,2022-02-25
2022-03-04,281.8999938964844,281.8999938964844,289.8999938964844,267.0,280.0,511448,2022-03-04
2022-03-11,282.3999938964844,282.3999938964844,287.95001220703125,270.04998779296875,282.6000061035156,475028,2022-03-11
2022-03-18,282.20001220703125,282.20001220703125,287.8999938964844,270.20001220703125,282.3999938964844,491592,2022-03-18
2022-03-25,260.1000061035156,260.1000061035156,285.6000061035156,258.79998779296875,284.0,902551,2022-03-25
2022-04-01,280.1000061035156,280.1000061035156,286.20001220703125,258.75,260.1000061035156,777310,2022-04-01
2022-04-08,277.04998779296875,277.04998779296875,291.75,275.0,280.1000061035156,533489,2022-04-08
2022-04-15,289.25,289.25,296.0,271.20001220703125,277.04998779296875,608591,2022-04-15
2022-04-22,276.95001220703125,276.95001220703125,287.95001220703125,272.45001220703125,285.75,307766,2022-04-22
2022-04-29,262.45001220703125,262.45001220703125,286.5,259.0,283.0,211741,2022-04-29
2022-05-06,244.3000030517578,244.3000030517578,265.45001220703125,242.0,262.0,356857,2022-05-06
2022-05-13,245.64999389648438,245.64999389648438,260.20001220703125,240.10000610351562,248.0,283448,2022-05-13
2022-05-20,242.35000610351562,242.35000610351562,257.0,234.0,249.89999389648438,226494,2022-05-20
2022-05-27,309.04998779296875,309.04998779296875,324.6499938964844,258.0,258.0,3229521,2022-05-27
2022-06-03,291.6000061035156,291.6000061035156,314.95001220703125,286.6499938964844,311.0,374223,2022-06-03
2022-06-10,272.8500061035156,272.8500061035156,295.0,270.0,293.0,310816,2022-06-10
2022-06-17,267.3500061035156,267.3500061035156,277.0,254.4499969482422,270.04998779296875,223015,2022-06-17
2022-06-24,279.75,279.75,292.25,266.3999938964844,271.8999938964844,212003,2022-06-24
2022-07-01,278.8999938964844,278.8999938964844,285.8500061035156,271.29998779296875,280.79998779296875,158833,2022-07-01
2022-07-08,294.70001220703125,294.70001220703125,305.0,279.0,279.0,265917,2022-07-08
2022-07-15,312.79998779296875,312.79998779296875,317.45001220703125,288.3500061035156,294.1000061035156,729359,2022-07-15
2022-07-22,310.54998779296875,310.54998779296875,314.75,299.0,313.0,266141,2022-07-22
2022-07-29,321.75,321.75,328.95001220703125,305.5,311.0,638487,2022-07-29
2022-08-05,326.20001220703125,326.20001220703125,344.6499938964844,316.0,320.0,557814,2022-08-05
2022-08-12,330.95001220703125,330.95001220703125,341.29998779296875,316.20001220703125,329.95001220703125,492072,2022-08-12
2022-08-19,331.3500061035156,331.3500061035156,341.95001220703125,318.6000061035156,334.8500061035156,426816,2022-08-19
2022-08-26,342.70001220703125,342.70001220703125,346.5,312.29998779296875,331.0,757723,2022-08-26
2022-09-02,361.1000061035156,361.1000061035156,368.95001220703125,340.95001220703125,342.0,1100406,2022-09-02
2022-09-09,336.8500061035156,336.8500061035156,364.70001220703125,335.0,364.70001220703125,500582,2022-09-09
2022-09-16,311.8999938964844,311.8999938964844,344.3999938964844,306.45001220703125,339.0,482608,2022-09-16
2022-09-23,295.6499938964844,295.6499938964844,318.95001220703125,295.0,311.0,361340,2022-09-23
2022-09-30,309.8999938964844,309.8999938964844,314.3999938964844,290.0,290.0,262580,2022-09-30
2022-10-07,313.45001220703125,313.45001220703125,322.75,295.0,312.0,282235,2022-10-07
2022-10-14,313.0,313.0,319.6499938964844,301.29998779296875,316.0,300978,2022-10-14
2022-10-21,310.04998779296875,310.04998779296875,315.29998779296875,300.0,314.0,209922,2022-10-21
2022-10-28,306.20001220703125,306.20001220703125,314.8500061035156,300.0,314.8500061035156,233311,2022-10-28
2022-11-04,308.75,308.75,332.0,304.3500061035156,305.5,592627,2022-11-04
2022-11-11,326.5,326.5,336.04998779296875,312.0,312.0,444888,2022-11-11
2022-11-18,335.79998779296875,335.79998779296875,345.5,318.3999938964844,327.5,508781,2022-11-18
2022-11-25,322.79998779296875,322.79998779296875,339.0,321.04998779296875,335.79998779296875,224368,2022-11-25
2022-12-02,316.04998779296875,316.04998779296875,331.5,314.5,327.6000061035156,256062,2022-12-02
2022-12-09,314.75,314.75,319.79998779296875,307.5,318.5,243294,2022-12-09
2022-12-16,304.8500061035156,304.8500061035156,322.0,290.6499938964844,314.75,343431,2022-12-16
2022-12-23,305.6000061035156,305.6000061035156,314.3999938964844,285.6000061035156,309.0,271380,2022-12-23
2022-12-30,313.6000061035156,313.6000061035156,322.95001220703125,306.0,310.0,301759,2022-12-30
2023-01-06,300.3500061035156,300.3500061035156,316.8999938964844,298.20001220703125,312.95001220703125,180658,2023-01-06
2023-01-13,297.20001220703125,297.20001220703125,307.6000061035156,294.0,304.1000061035156,188401,2023-01-13
2023-01-20,286.29998779296875,286.29998779296875,300.0,283.3999938964844,299.8999938964844,273086,2023-01-20
2023-01-27,290.20001220703125,290.20001220703125,305.0,275.0,290.6000061035156,316030,2023-01-27
2023-02-03,284.04998779296875,284.04998779296875,298.25,275.0,291.0,260446,2023-02-03
2023-02-10,269.6499938964844,269.6499938964844,290.0,267.20001220703125,289.95001220703125,311543,2023-02-10
2023-02-17,258.79998779296875,258.79998779296875,272.3500061035156,252.9499969482422,272.3500061035156,487716,2023-02-17
2023-02-24,256.20001220703125,256.20001220703125,263.0,253.0,258.75,144476,2023-02-24
2023-03-03,258.6499938964844,258.6499938964844,261.6499938964844,256.54998779296875,259.8999938964844,148507,2023-03-03
2023-03-10,252.6999969482422,252.6999969482422,265.95001220703125,244.5500030517578,258.8999938964844,392330,2023-03-10
2023-03-17,256.54998779296875,256.54998779296875,263.8500061035156,252.5,255.0,253275,2023-03-17
2023-03-24,247.4499969482422,247.4499969482422,259.1000061035156,241.8000030517578,259.1000061035156,393795,2023-03-24
2023-03-31,271.04998779296875,271.04998779296875,272.6499938964844,245.0,248.4499969482422,197938,2023-03-31
2023-04-07,262.29998779296875,262.29998779296875,273.70001220703125,254.0,271.04998779296875,223910,2023-04-07
2023-04-14,255.89999389648438,255.89999389648438,266.04998779296875,254.5500030517578,262.29998779296875,172510,2023-04-14
2023-04-21,258.20001220703125,258.20001220703125,261.0,248.85000610351562,258.45001220703125,235258,2023-04-21
2023-04-28,274.54998779296875,274.54998779296875,278.70001220703125,259.04998779296875,261.0,213851,2023-04-28
2023-05-05,270.70001220703125,270.70001220703125,279.8500061035156,266.04998779296875,275.54998779296875,156651,2023-05-05
2023-05-12,285.79998779296875,285.79998779296875,293.0,269.95001220703125,270.70001220703125,316250,2023-05-12
2023-05-19,250.8000030517578,250.8000030517578,290.20001220703125,248.64999389648438,288.6499938964844,1028369,2023-05-19
2023-05-26,250.9499969482422,250.9499969482422,254.64999389648438,247.5,253.0,334322,2023-05-26
2023-06-02,254.4499969482422,254.4499969482422,256.70001220703125,248.0,253.75,495247,2023-06-02
2023-06-09,252.39999389648438,252.39999389648438,256.79998779296875,250.10000610351562,254.89999389648438,265631,2023-06-09
2023-06-16,281.20001220703125,281.20001220703125,288.0,251.0500030517578,252.89999389648438,1877878,2023-06-16
2023-06-23,310.8999938964844,310.8999938964844,353.0,283.6499938964844,283.6499938964844,7311973,2023-06-23
2023-06-30,322.1000061035156,322.1000061035156,332.79998779296875,301.29998779296875,319.0,1030579,2023-06-30
2023-07-07,311.70001220703125,311.70001220703125,328.1000061035156,307.0,318.04998779296875,747368,2023-07-07
2023-07-14,318.04998779296875,318.04998779296875,325.8999938964844,312.29998779296875,313.3999938964844,417316,2023-07-14
2023-07-21,312.29998779296875,312.29998779296875,322.6499938964844,309.79998779296875,318.79998779296875,365438,2023-07-21
2023-07-28,327.20001220703125,327.20001220703125,337.6000061035156,312.70001220703125,315.20001220703125,1074991,2023-07-28
2023-08-04,334.6499938964844,334.6499938964844,348.0,319.54998779296875,335.0,1012584,2023-08-04
2023-08-11,319.6000061035156,319.6000061035156,345.0,313.0,339.6499938964844,759978,2023-08-11
2023-08-18,335.3500061035156,335.3500061035156,369.0,318.04998779296875,319.25,1946523,2023-08-18
2023-08-25,342.95001220703125,342.95001220703125,346.5,330.54998779296875,333.5,512545,2023-08-25
2023-09-01,334.95001220703125,334.95001220703125,355.0,330.25,345.0,763646,2023-09-01
2023-09-08,322.3500061035156,322.3500061035156,338.0,312.3500061035156,338.0,506862,2023-09-08
2023-09-15,319.3999938964844,319.3999938964844,338.45001220703125,313.8500061035156,322.95001220703125,345095,2023-09-15
2023-09-22,352.04998779296875,352.04998779296875,368.5,316.0,319.3999938964844,1641002,2023-09-22
2023-09-29,374.29998779296875,374.29998779296875,396.5,348.70001220703125,357.3999938964844,3883022,2023-09-29
2023-10-06,388.95001220703125,388.95001220703125,404.0,369.29998779296875,377.3999938964844,2435598,2023-10-06
2023-10-13,408.20001220703125,408.20001220703125,439.70001220703125,387.0,387.0,2515082,2023-10-13
2023-10-20,388.20001220703125,388.20001220703125,414.0,354.95001220703125,408.70001220703125,1759932,2023-10-20
2023-10-27,406.1000061035156,406.1000061035156,418.79998779296875,390.8999938964844,391.20001220703125,1230808,2023-10-27
2023-11-03,402.45001220703125,402.45001220703125,417.70001220703125,377.3999938964844,409.70001220703125,1081328,2023-11-03
2023-11-10,481.6000061035156,481.6000061035156,532.9000244140625,396.20001220703125,410.0,7369909,2023-11-10
2023-11-17,495.1499938964844,495.1499938964844,508.3999938964844,466.54998779296875,484.0,1473693,2023-11-17
2023-11-24,503.54998779296875,503.54998779296875,525.0,476.45001220703125,495.1499938964844,2390995,2023-11-24
2023-12-01,469.75,469.75,508.8999938964844,454.04998779296875,505.04998779296875,2286568,2023-12-01
2023-12-08,450.6000061035156,450.6000061035156,473.6000061035156,441.04998779296875,471.0,920698,2023-12-08
2023-12-15,445.79998779296875,445.79998779296875,469.45001220703125,423.6000061035156,455.0,969173,2023-12-15
2023-12-22,488.3999938964844,488.3999938964844,524.75,449.6000061035156,450.0,4431737,2023-12-22
2023-12-29,480.04998779296875,480.04998779296875,503.0,478.0,488.0,907636,2023-12-29
2024-01-05,527.5999755859375,527.5999755859375,557.0,473.20001220703125,482.95001220703125,4239035,2024-01-05
2024-01-12,501.3999938964844,501.3999938964844,547.0,487.1000061035156,528.9000244140625,1191803,2024-01-12
2024-01-19,531.9000244140625,531.9000244140625,538.0,497.29998779296875,505.95001220703125,1134265,2024-01-19
2024-01-26,551.25,551.25,579.0999755859375,525.5499877929688,531.9000244140625,2421616,2024-01-26
2024-02-02,514.5999755859375,514.5999755859375,566.6500244140625,492.6000061035156,557.4000244140625,2066321,2024-02-02
2024-02-09,500.8500061035156,500.8500061035156,540.0,468.70001220703125,513.7000122070312,2809706,2024-02-09
2024-02-16,532.8499755859375,532.8499755859375,579.25,498.0,505.45001220703125,3508638,2024-02-16
2024-02-23,502.1000061035156,502.1000061035156,553.0999755859375,480.0,538.9000244140625,1078338,2024-02-23
2024-03-01,489.0,489.0,518.9500122070312,484.5,505.25,724199,2024-03-01
2024-03-08,461.8999938964844,461.8999938964844,493.3999938964844,438.1499938964844,489.0,917350,2024-03-08
2024-03-15,472.54998779296875,472.54998779296875,481.6499938964844,453.6499938964844,464.8999938964844,528138,2024-03-15
2024-03-22,461.70001220703125,461.70001220703125,481.0,446.1000061035156,476.0,460684,2024-03-22
2024-03-29,505.3999938964844,505.3999938964844,519.7000122070312,461.70001220703125,461.70001220703125,735137,2024-03-29
2024-04-05,519.2000122070312,519.2000122070312,532.0,505.29998779296875,508.04998779296875,611298,2024-04-05
2024-04-12,501.0,501.0,533.0499877929688,482.20001220703125,517.5,916919,2024-04-12
2024-04-19,506.6499938964844,506.6499938964844,522.2999877929688,492.3500061035156,498.1000061035156,546922,2024-04-19
2024-04-26,507.0,507.0,530.9000244140625,505.0,511.5,415230,2024-04-26
2024-05-03,470.20001220703125,470.20001220703125,512.0499877929688,466.04998779296875,511.0,367009,2024-05-03
2024-05-10,483.1000061035156,483.1000061035156,485.1499938964844,460.3500061035156,476.79998779296875,339765,2024-05-10
2024-05-17,474.04998779296875,474.04998779296875,495.8999938964844,469.8999938964844,487.8999938964844,337277,2024-05-17
2024-05-24,445.1499938964844,445.1499938964844,478.70001220703125,434.70001220703125,473.0,754308,2024-05-24
2024-05-31,441.20001220703125,441.20001220703125,454.6499938964844,407.95001220703125,448.0,849449,2024-05-31
2024-06-07,460.20001220703125,460.20001220703125,463.5,432.3999938964844,441.5,832184,2024-06-07
2024-06-14,480.25,480.25,499.0,453.0,461.20001220703125,1152659,2024-06-14
2024-06-21,512.0499877929688,512.0499877929688,524.0,464.1000061035156,483.20001220703125,3248967,2024-06-21
2024-06-28,536.0,536.0,549.0,508.3500061035156,518.0,2278951,2024-06-28
2024-07-05,584.0999755859375,584.0999755859375,613.5,537.5499877929688,540.0,4828308,2024-07-05
2024-07-12,619.4500122070312,619.4500122070312,636.7999877929688,564.5499877929688,586.8499755859375,2622534,2024-07-12
2024-07-19,814.0999755859375,814.0999755859375,834.7999877929688,579.2000122070312,619.4500122070312,15484298,2024-07-19
2024-07-26,803.0,803.0,902.0,781.4000244140625,822.2000122070312,4815293,2024-07-26
2024-08-02,777.6500244140625,777.6500244140625,818.4500122070312,752.8499755859375,795.0499877929688,1284060,2024-08-02
2024-08-09,752.25,752.25,794.5,722.2999877929688,750.0,1602871,2024-08-09
2024-08-16,739.5999755859375,739.5999755859375,777.4000244140625,727.0,759.7000122070312,842123,2024-08-16
2024-08-23,693.4500122070312,693.4500122070312,765.5,688.4000244140625,746.0,786547,2024-08-23
2024-08-30,716.0499877929688,716.0499877929688,729.9000244140625,690.2999877929688,693.5499877929688,567071,2024-08-30
2024-09-06,686.75,686.75,719.7999877929688,673.9500122070312,718.0,648505,2024-09-06
2024-09-13,684.4500122070312,684.4500122070312,770.0,667.0999755859375,690.0,1029976,2024-09-13
2024-09-20,713.7999877929688,713.7999877929688,755.0,687.9500122070312,688.0,823292,2024-09-20
2024-09-27,719.9000244140625,719.9000244140625,758.4500122070312,706.5499877929688,715.4000244140625,555615,2024-09-27
2024-10-04,812.7000122070312,812.7000122070312,822.0,684.9000244140625,719.0499877929688,2025902,2024-10-04
2024-10-11,810.9000244140625,810.9000244140625,846.2000122070312,771.0999755859375,821.0,1361983,2024-10-11
2024-10-18,724.2999877929688,724.2999877929688,824.0,705.0499877929688,803.9500122070312,1178486,2024-10-18
2024-10-25,808.7999877929688,808.7999877929688,813.7000122070312,689.0,731.0,827059,2024-10-25
2024-11-01,809.4500122070312,809.4500122070312,859.4000244140625,783.6500244140625,817.9000244140625,1126817,2024-11-01
2024-11-08,620.6500244140625,620.6500244140625,823.9000244140625,613.2999877929688,823.9000244140625,2198939,2024-11-08
2024-11-15,616.7999877929688,616.7999877929688,643.0,606.0499877929688,620.6500244140625,465066,2024-11-15
2024-11-22,634.7000122070312,634.7000122070312,646.0,607.0,627.0,585644,2024-11-22
2024-11-29,671.9500122070312,671.9500122070312,687.7999877929688,621.9500122070312,639.3499755859375,711263,2024-11-29
2024-12-06,668.0499877929688,668.0499877929688,699.8499755859375,657.5999755859375,684.0,643525,2024-12-06
2024-12-13,663.5999755859375,663.5999755859375,696.6500244140625,646.3499755859375,668.7000122070312,655579,2024-12-13
2024-12-20,614.8499755859375,614.8499755859375,669.8499755859375,608.75,668.0,423424,2024-12-20
2024-12-27,620.0,620.0,634.75,600.0,619.7999877929688,379738,2024-12-27
2025-01-03,595.5999755859375,595.5999755859375,643.0,594.0,620.0,445606,2025-01-03
2025-01-10,615.75,615.75,637.9500122070312,579.0,602.3499755859375,751154,2025-01-10
2025-01-17,601.1500244140625,601.1500244140625,624.0,588.75,612.7000122070312,269786,2025-01-17
2025-01-24,595.5499877929688,595.5499877929688,607.0,532.0499877929688,606.5999755859375,349245,2025-01-24
2025-01-31,622.5,622.5,667.0,578.0,605.0499877929688,1941792,2025-01-31
2025-02-07,569.7999877929688,569.7999877929688,628.6500244140625,553.1500244140625,628.6500244140625,319409,2025-02-07
2025-02-14,557.0499877929688,557.0499877929688,590.4500122070312,517.0499877929688,576.0,461131,2025-02-14
2025-02-21,542.75,542.75,570.1500244140625,537.0,559.0,192492,2025-02-21
2025-02-28,538.1500244140625,538.1500244140625,543.5499877929688,506.75,542.75,371238,2025-02-28
2025-03-07,499.54998779296875,499.54998779296875,552.0,459.70001220703125,539.25,437728,2025-03-07
2025-03-14,516.7000122070312,516.7000122070312,529.7999877929688,485.0,499.54998779296875,372545,2025-03-14
2025-03-21,523.9500122070312,523.9500122070312,533.0,498.5,516.0,846866,2025-03-21
2025-03-28,540.7000122070312,540.7000122070312,566.75,528.4500122070312,534.3499755859375,532036,2025-03-28
2025-04-04,499.20001220703125,499.20001220703125,544.2000122070312,475.0,540.7000122070312,325850,2025-04-04
2025-04-11,515.4000244140625,515.4000244140625,540.2000122070312,505.0,522.9500122070312,711335,2025-04-11
2025-04-18,511.0,511.0,526.0,508.8500061035156,515.4000244140625,634005,2025-04-18
2025-04-25,490.3500061035156,490.3500061035156,514.1500244140625,487.3500061035156,513.9000244140625,614661,2025-04-25
2025-05-02,509.3500061035156,509.3500061035156,528.4500122070312,476.0,494.25,739205,2025-05-02
2025-05-09,588.7000122070312,588.7000122070312,604.5,495.6499938964844,497.0,1120083,2025-05-09
2025-05-16,599.7000122070312,599.7000122070312,614.0,577.2999877929688,592.4000244140625,569057,2025-05-16
2025-05-23,607.5499877929688,607.5499877929688,629.4000244140625,595.9000244140625,605.7000122070312,484224,2025-05-23
2025-05-30,619.7999877929688,619.7999877929688,664.8499755859375,601.2000122070312,626.0999755859375,1116011,2025-05-30
2025-06-06,622.1500244140625,622.1500244140625,652.5999755859375,614.0499877929688,625.0,441179,2025-06-06
2025-06-13,602.0,602.0,642.9000244140625,598.4500122070312,608.0499877929688,316688,2025-06-13
2025-06-20,664.0999755859375,664.0999755859375,674.4000244140625,598.2000122070312,601.0,607517,2025-06-20
2025-06-27,680.7999877929688,680.7999877929688,693.0,648.0,664.5,612357,2025-06-27
2025-07-04,678.6500244140625,678.6500244140625,684.9500122070312,651.5999755859375,676.0,282171,2025-07-04
2025-07-11,648.0499877929688,648.0499877929688,681.7999877929688,642.0,678.6500244140625,237771,2025-07-11
