Date,Adj Close_CENTEXT.NS,Close_CENTEXT.NS,High_CENTEXT.NS,Low_CENTEXT.NS,Open_CENTEXT.NS,Volume_CENTEXT.NS,Date
2020-07-13,4.099999904632568,4.099999904632568,4.199999809265137,3.8499999046325684,4.050000190734863,779200,2020-07-13
2020-07-20,4.0,4.0,4.699999809265137,3.9000000953674316,4.300000190734863,1128259,2020-07-20
2020-07-27,4.0,4.0,4.400000095367432,3.9000000953674316,4.0,1095248,2020-07-27
2020-08-03,3.950000047683716,3.950000047683716,4.099999904632568,3.799999952316284,3.9000000953674316,789240,2020-08-03
2020-08-10,4.449999809265137,4.449999809265137,5.099999904632568,3.9000000953674316,4.050000190734863,2051558,2020-08-10
2020-08-17,4.25,4.25,4.550000190734863,4.050000190734863,4.300000190734863,849036,2020-08-17
2020-08-24,4.099999904632568,4.099999904632568,4.349999904632568,4.050000190734863,4.25,629569,2020-08-24
2020-08-31,3.8499999046325684,3.8499999046325684,4.150000095367432,3.799999952316284,4.050000190734863,438917,2020-08-31
2020-09-07,3.799999952316284,3.799999952316284,3.950000047683716,3.700000047683716,3.8499999046325684,508623,2020-09-07
2020-09-14,3.4000000953674316,3.4000000953674316,3.950000047683716,3.4000000953674316,3.75,602255,2020-09-14
2020-09-21,3.450000047683716,3.450000047683716,3.549999952316284,3.0999999046325684,3.450000047683716,450973,2020-09-21
2020-09-28,3.299999952316284,3.299999952316284,3.5999999046325684,3.299999952316284,3.5999999046325684,295215,2020-09-28
2020-10-05,3.950000047683716,3.950000047683716,4.349999904632568,3.1500000953674316,3.299999952316284,1210101,2020-10-05
2020-10-12,3.700000047683716,3.700000047683716,3.950000047683716,3.450000047683716,3.950000047683716,766267,2020-10-12
2020-10-19,3.5999999046325684,3.5999999046325684,3.8499999046325684,3.299999952316284,3.8499999046325684,604516,2020-10-19
2020-10-26,3.4000000953674316,3.4000000953674316,3.700000047683716,3.299999952316284,3.700000047683716,357643,2020-10-26
2020-11-02,3.299999952316284,3.299999952316284,3.450000047683716,3.200000047683716,3.450000047683716,385063,2020-11-02
2020-11-09,3.5999999046325684,3.5999999046325684,3.700000047683716,3.25,3.4000000953674316,564512,2020-11-09
2020-11-16,3.6500000953674316,3.6500000953674316,4.099999904632568,3.5,3.549999952316284,909182,2020-11-16
2020-11-23,3.799999952316284,3.799999952316284,4.099999904632568,3.549999952316284,3.5999999046325684,592273,2020-11-23
2020-11-30,4.849999904632568,4.849999904632568,4.949999809265137,3.700000047683716,3.799999952316284,2201474,2020-11-30
2020-12-07,6.449999809265137,6.449999809265137,7.199999809265137,5.0,5.599999904632568,9034045,2020-12-07
2020-12-14,5.5,5.5,6.699999809265137,5.199999809265137,6.699999809265137,1807638,2020-12-14
2020-12-21,4.949999809265137,4.949999809265137,5.449999809265137,4.599999904632568,5.449999809265137,470694,2020-12-21
2020-12-28,5.199999809265137,5.199999809265137,5.550000190734863,4.75,5.150000095367432,621412,2020-12-28
2021-01-04,5.25,5.25,5.5,5.150000095367432,5.349999904632568,749015,2021-01-04
2021-01-11,5.0,5.0,5.5,4.800000190734863,5.400000095367432,456951,2021-01-11
2021-01-18,4.900000095367432,4.900000095367432,5.25,4.800000190734863,5.050000190734863,681044,2021-01-18
2021-01-25,4.5,4.5,5.050000190734863,4.300000190734863,5.050000190734863,305583,2021-01-25
2021-02-01,4.900000095367432,4.900000095367432,5.349999904632568,4.400000095367432,4.599999904632568,762665,2021-02-01
2021-02-08,4.699999809265137,4.699999809265137,5.199999809265137,4.5,5.0,461412,2021-02-08
2021-02-15,4.449999809265137,4.449999809265137,4.849999904632568,4.349999904632568,4.849999904632568,438975,2021-02-15
2021-02-22,4.300000190734863,4.300000190734863,4.550000190734863,4.150000095367432,4.400000095367432,611030,2021-02-22
2021-03-01,4.650000095367432,4.650000095367432,5.0,4.25,4.400000095367432,983995,2021-03-01
2021-03-08,4.599999904632568,4.599999904632568,4.800000190734863,4.5,4.800000190734863,331455,2021-03-08
2021-03-15,4.150000095367432,4.150000095367432,4.650000095367432,4.0,4.599999904632568,840264,2021-03-15
2021-03-22,3.8499999046325684,3.8499999046325684,4.25,3.799999952316284,4.150000095367432,398116,2021-03-22
2021-03-29,4.550000190734863,4.550000190734863,4.599999904632568,3.8499999046325684,3.8499999046325684,355357,2021-03-29
2021-04-05,4.849999904632568,4.849999904632568,5.599999904632568,4.25,4.400000095367432,1937162,2021-04-05
2021-04-12,4.550000190734863,4.550000190734863,4.849999904632568,4.150000095367432,4.849999904632568,607048,2021-04-12
2021-04-19,4.849999904632568,4.849999904632568,5.25,4.099999904632568,4.25,1245453,2021-04-19
2021-04-26,5.099999904632568,5.099999904632568,5.449999809265137,4.699999809265137,4.699999809265137,848511,2021-04-26
2021-05-03,5.699999809265137,5.699999809265137,6.849999904632568,4.900000095367432,5.099999904632568,4583306,2021-05-03
2021-05-10,6.949999809265137,6.949999809265137,7.599999904632568,5.75,5.75,6543358,2021-05-10
2021-05-17,6.349999904632568,6.349999904632568,7.099999904632568,6.300000190734863,7.0,2112440,2021-05-17
2021-05-24,6.900000095367432,6.900000095367432,7.550000190734863,6.050000190734863,6.400000095367432,4461337,2021-05-24
2021-05-31,7.25,7.25,7.699999809265137,6.300000190734863,6.949999809265137,3530170,2021-05-31
2021-06-07,8.300000190734863,8.300000190734863,9.699999809265137,6.650000095367432,7.400000095367432,12477156,2021-06-07
2021-06-14,9.899999618530273,9.899999618530273,11.800000190734863,8.0,8.399999618530273,29191186,2021-06-14
2021-06-21,9.100000381469727,9.100000381469727,10.350000381469727,8.699999809265137,9.899999618530273,3865227,2021-06-21
2021-06-28,9.600000381469727,9.600000381469727,10.699999809265137,9.050000190734863,9.5,4675400,2021-06-28
2021-07-05,9.5,9.5,10.550000190734863,8.850000381469727,9.649999618530273,3138139,2021-07-05
2021-07-12,9.899999618530273,9.899999618530273,10.449999809265137,9.25,9.800000190734863,3101518,2021-07-12
2021-07-19,9.300000190734863,9.300000190734863,10.100000381469727,9.199999809265137,9.899999618530273,1143000,2021-07-19
2021-07-26,9.75,9.75,10.149999618530273,9.050000190734863,9.5,1944256,2021-07-26
2021-08-02,11.0,11.0,11.149999618530273,9.100000381469727,10.449999809265137,5843731,2021-08-02
2021-08-09,12.149999618530273,12.149999618530273,13.600000381469727,10.75,11.5,20418267,2021-08-09
2021-08-16,9.949999809265137,9.949999809265137,11.949999809265137,9.75,11.449999809265137,2997902,2021-08-16
2021-08-23,9.550000190734863,9.550000190734863,10.75,8.800000190734863,10.350000381469727,2207118,2021-08-23
2021-08-30,9.399999618530273,9.399999618530273,10.0,9.300000190734863,9.649999618530273,1100943,2021-08-30
2021-09-06,9.600000381469727,9.600000381469727,9.75,9.25,9.399999618530273,746736,2021-09-06
2021-09-13,9.5,9.5,10.5,9.399999618530273,9.550000190734863,1745442,2021-09-13
