Date,Adj Close_AXITA.NS,Close_AXITA.NS,High_AXITA.NS,Low_AXITA.NS,Open_AXITA.NS,Volume_AXITA.NS,Date
2022-06-20,10.868165969848633,10.954687118530273,11.522811889648438,9.565312385559082,10.462499618530273,1807252,2022-06-20
2022-06-27,13.150619506835938,13.255311965942383,14.46468734741211,10.965936660766602,10.96875,4042610,2022-06-27
2022-07-04,12.573031425476074,12.673125267028809,13.949999809265137,12.546562194824219,13.432499885559082,3831234,2022-07-04
2022-07-11,14.32533073425293,14.439374923706055,14.442187309265137,12.673125267028809,12.673125267028809,5033970,2022-07-11
2022-07-18,14.018399238586426,14.130000114440918,15.159375190734863,13.978124618530273,14.892187118530273,5733313,2022-07-18
2022-07-25,14.615521430969238,14.7318754196167,15.094687461853027,14.146875381469727,14.146875381469727,3983943,2022-07-25
2022-08-01,16.086000442504883,16.214061737060547,17.108436584472656,14.568750381469727,14.751562118530273,7042059,2022-08-01
2022-08-08,16.543607711791992,16.675312042236328,16.723125457763672,16.214061737060547,16.326562881469727,2490451,2022-08-08
2022-08-15,17.835512161254883,17.977500915527344,18.58218765258789,16.315311431884766,16.675312042236328,4308939,2022-08-15
2022-08-22,18.14244270324707,18.286874771118164,19.065937042236328,17.30531120300293,17.887500762939453,7923267,2022-08-22
2022-08-29,17.076553344726562,17.212499618530273,19.524375915527344,17.100000381469727,17.774999618530273,9415714,2022-08-29
2022-09-05,17.14910316467285,17.285625457763672,18.10968780517578,17.190000534057617,17.218124389648438,4336727,2022-09-05
2022-09-12,17.333261489868164,17.471250534057617,17.9971866607666,17.325000762939453,17.443124771118164,4336033,2022-09-12
2022-09-19,17.347211837768555,17.48531150817871,17.6484375,17.325000762939453,17.471250534057617,3960014,2022-09-19
2022-09-26,16.86170196533203,16.99593734741211,17.5753116607666,16.610624313354492,17.5753116607666,3477509,2022-09-26
2022-10-03,18.38798713684082,18.534374237060547,18.725624084472656,16.846874237060547,17.15625,4945777,2022-10-03
2022-10-10,19.601762771606445,19.7578125,22.241249084472656,18.970312118530273,19.068750381469727,18158059,2022-10-10
2022-10-17,20.676025390625,20.840625762939453,21.63656234741211,19.774686813354492,19.985624313354492,6216200,2022-10-17
2022-10-24,19.197172164916992,19.350000381469727,21.09375,18.506250381469727,21.065624237060547,5160362,2022-10-24
2022-10-31,21.06666374206543,21.234375,21.9375,19.068750381469727,19.518749237060547,4298571,2022-10-31
2022-11-07,20.062158584594727,20.221874237060547,21.768749237060547,19.912500381469727,21.740625381469727,1316783,2022-11-07
2022-11-14,20.75973129272461,20.924999237060547,21.262500762939453,19.40625,20.418750762939453,2115040,2022-11-14
2022-11-21,20.564411163330078,20.728124618530273,21.487499237060547,19.96875,21.346874237060547,6314715,2022-11-21
2022-11-28,30.72105598449707,30.965625762939453,31.893749237060547,18.5625,21.965625762939453,22280854,2022-11-28
2022-12-05,28.40511703491211,28.631250381469727,32.45624923706055,25.987499237060547,31.5,10366340,2022-12-05
2022-12-12,26.3961124420166,26.606250762939453,29.25,26.4375,29.053125381469727,2341637,2022-12-12
