Date,Adj Close_ANUP.NS,Close_ANUP.NS,High_ANUP.NS,Low_ANUP.NS,Open_ANUP.NS,Volume_ANUP.NS,Date
2020-07-13,216.57916259765625,226.47500610351562,233.8249969482422,220.8000030517578,227.5,82042,2020-07-13
2020-07-20,217.3920135498047,227.3249969482422,237.5,225.0,230.5,143958,2020-07-20
2020-07-27,220.61953735351562,230.6999969482422,237.3249969482422,224.0,233.0,210470,2020-07-27
2020-08-03,260.3540344238281,272.25,280.0,226.5500030517578,234.6999969482422,438068,2020-08-03
2020-08-10,258.4892272949219,270.29998779296875,299.0,255.60000610351562,277.5,300254,2020-08-10
2020-08-17,253.27735900878906,264.8500061035156,284.5,262.5,270.29998779296875,154172,2020-08-17
2020-08-24,273.9096374511719,286.42498779296875,292.0,261.95001220703125,277.3500061035156,248650,2020-08-24
2020-08-31,268.7216796875,281.0,293.625,264.7749938964844,287.0,119504,2020-08-31
2020-09-07,265.5419616699219,277.67498779296875,290.0,262.5,281.0,128604,2020-09-07
2020-09-14,280.6994323730469,293.5249938964844,299.0,280.25,280.25,122260,2020-09-14
2020-09-21,288.0927734375,297.625,297.625,264.9750061035156,287.54998779296875,113086,2020-09-21
2020-09-28,313.59881591796875,323.9750061035156,349.0,310.5,313.95001220703125,251114,2020-09-28
2020-10-05,293.2955627441406,303.0,342.20001220703125,300.5,322.5,115432,2020-10-05
2020-10-12,291.6016540527344,301.25,312.4750061035156,284.0,305.0,86688,2020-10-12
2020-10-19,298.4258117675781,308.29998779296875,321.5,286.17498779296875,300.5249938964844,101032,2020-10-19
2020-10-26,290.6336975097656,300.25,313.3500061035156,290.17498779296875,308.5,72548,2020-10-26
2020-11-02,273.59735107421875,282.6499938964844,297.95001220703125,268.5,295.0,148194,2020-11-02
2020-11-09,290.536865234375,300.1499938964844,312.0,277.5,281.5,131596,2020-11-09
2020-11-16,287.6571350097656,297.17498779296875,312.5,295.67498779296875,298.5249938964844,92210,2020-11-16
2020-11-23,301.4749450683594,311.45001220703125,313.45001220703125,290.5,304.5,120416,2020-11-23
2020-11-30,301.74114990234375,311.7250061035156,325.0,298.0,311.45001220703125,189488,2020-11-30
2020-12-07,383.4138488769531,396.1000061035156,409.8500061035156,305.17498779296875,317.5,583714,2020-12-07
2020-12-14,354.01165771484375,365.7250061035156,419.6000061035156,364.25,397.5,380578,2020-12-14
2020-12-21,350.5027770996094,362.1000061035156,384.0,322.75,373.5,230248,2020-12-21
2020-12-28,349.4137878417969,360.9750061035156,375.5,352.82501220703125,363.2749938964844,142922,2020-12-28
2021-01-04,350.93829345703125,362.54998779296875,412.0,354.125,360.5,306530,2021-01-04
2021-01-11,351.4223327636719,363.04998779296875,375.0,357.5,367.2749938964844,185334,2021-01-11
2021-01-18,348.8813781738281,360.42498779296875,390.0,353.6000061035156,359.04998779296875,335864,2021-01-18
2021-01-25,343.07354736328125,354.42498779296875,365.0,344.32501220703125,365.0,111494,2021-01-25
2021-02-01,287.24578857421875,296.75,334.3999938964844,285.20001220703125,333.5,954588,2021-02-01
2021-02-08,314.0343322753906,324.42498779296875,338.9750061035156,295.0,304.0,654698,2021-02-08
2021-02-15,302.1283264160156,312.125,330.0,310.0,330.0,212770,2021-02-15
2021-02-22,314.9781799316406,325.3999938964844,355.0,302.5,312.125,1005602,2021-02-22
2021-03-01,310.791748046875,321.07501220703125,329.8500061035156,318.70001220703125,325.3999938964844,754706,2021-03-01
2021-03-08,306.5810241699219,316.7250061035156,324.8999938964844,315.0,322.5,364674,2021-03-08
2021-03-15,279.2358093261719,288.4750061035156,319.95001220703125,274.0,316.0,223742,2021-03-15
2021-03-22,276.7674560546875,285.92498779296875,302.4750061035156,284.5,290.0,381112,2021-03-22
2021-03-29,282.4784851074219,291.82501220703125,304.5,278.07501220703125,285.92498779296875,217654,2021-03-29
2021-04-05,286.8343811035156,296.32501220703125,306.0,276.32501220703125,287.5249938964844,263650,2021-04-05
2021-04-12,280.92974853515625,290.2250061035156,299.42498779296875,276.20001220703125,292.54998779296875,125476,2021-04-12
2021-04-19,277.6386413574219,286.82501220703125,299.3500061035156,275.70001220703125,283.04998779296875,338798,2021-04-19
2021-04-26,279.477783203125,288.7250061035156,312.45001220703125,286.67498779296875,287.6000061035156,356930,2021-04-26
2021-05-03,277.29986572265625,286.4750061035156,302.875,281.5249938964844,287.5,333292,2021-05-03
2021-05-10,325.96466064453125,336.75,357.5,288.0,289.5,1839582,2021-05-10
2021-05-17,315.53472900390625,325.9750061035156,348.0,317.7749938964844,344.0,751878,2021-05-17
2021-05-24,357.6657409667969,369.5,406.0,320.42498779296875,329.8500061035156,2229956,2021-05-24
2021-05-31,431.81243896484375,446.1000061035156,487.0,375.0,375.0,3639986,2021-05-31
2021-06-07,430.11846923828125,444.3500061035156,465.95001220703125,435.17498779296875,454.95001220703125,614332,2021-06-07
2021-06-14,411.41241455078125,425.0249938964844,454.5,405.07501220703125,454.5,370424,2021-06-14
2021-06-21,421.28570556640625,435.2250061035156,454.5,415.07501220703125,417.0,354914,2021-06-21
2021-06-28,420.36614990234375,434.2749938964844,450.0249938964844,425.67498779296875,444.0,368018,2021-06-28
2021-07-05,419.7853698730469,433.67498779296875,463.125,430.8999938964844,437.45001220703125,476442,2021-07-05
2021-07-12,469.9263610839844,485.4750061035156,492.3999938964844,435.42498779296875,439.32501220703125,1098238,2021-07-12
2021-07-19,469.05517578125,484.57501220703125,516.3499755859375,480.79998779296875,486.3500061035156,1155258,2021-07-19
2021-07-26,497.416748046875,513.875,538.0,462.5,485.0,1850782,2021-07-26
2021-08-02,487.3256530761719,503.45001220703125,535.0,486.17498779296875,519.8499755859375,435056,2021-08-02
2021-08-09,484.1313171386719,500.1499938964844,522.9500122070312,445.0,504.0,532812,2021-08-09
2021-08-16,469.9994812011719,482.17498779296875,518.8499755859375,477.5,491.5,275240,2021-08-16
2021-08-23,462.15277099609375,474.125,490.5249938964844,460.0249938964844,482.17498779296875,264552,2021-08-23
2021-08-30,489.007080078125,501.67498779296875,510.7250061035156,476.125,476.125,245520,2021-08-30
2021-09-06,512.5228881835938,525.7999877929688,542.0,490.5249938964844,502.5,283998,2021-09-06
2021-09-13,512.4010620117188,525.6749877929688,555.9749755859375,514.1749877929688,529.4500122070312,462964,2021-09-13
2021-09-20,470.34063720703125,482.5249938964844,524.9749755859375,453.3999938964844,519.5,370996,2021-09-20
2021-09-27,461.0561828613281,473.0,491.82501220703125,464.54998779296875,484.5,233690,2021-09-27
2021-10-04,477.188232421875,489.54998779296875,502.45001220703125,472.5,477.54998779296875,194696,2021-10-04
2021-10-11,475.896728515625,488.2250061035156,500.1000061035156,475.0,489.54998779296875,194790,2021-10-11
2021-10-18,454.47662353515625,466.25,494.8999938964844,460.125,488.2250061035156,196828,2021-10-18
2021-10-25,493.07666015625,505.8500061035156,555.0,450.57501220703125,472.0,917024,2021-10-25
2021-11-01,513.1077270507812,526.4000244140625,537.5250244140625,501.0,501.0,164504,2021-11-01
2021-11-08,506.74749755859375,519.875,580.3250122070312,515.0,526.9500122070312,427698,2021-11-08
