Date,Adj Close_THERMAX.NS,Close_THERMAX.NS,High_THERMAX.NS,Low_THERMAX.NS,Open_THERMAX.NS,Volume_THERMAX.NS,Date
2021-03-01,1367.4044189453125,1394.5999755859375,1458.949951171875,1347.0,1365.0,440944,2021-03-01
2021-03-08,1371.86572265625,1399.1500244140625,1465.4000244140625,1369.5,1396.0,544253,2021-03-08
2021-03-15,1325.68408203125,1352.050048828125,1420.0,1303.050048828125,1418.0,199094,2021-03-15
2021-03-22,1298.7694091796875,1324.5999755859375,1399.8499755859375,1306.050048828125,1345.0,260547,2021-03-22
2021-03-29,1300.73046875,1326.5999755859375,1379.25,1305.199951171875,1324.5999755859375,149721,2021-03-29
2021-04-05,1342.891845703125,1369.5999755859375,1447.699951171875,1270.0,1326.550048828125,275525,2021-04-05
2021-04-12,1327.6942138671875,1354.0999755859375,1390.0,1311.050048828125,1357.0999755859375,231707,2021-04-12
2021-04-19,1362.599853515625,1389.699951171875,1405.0,1305.0,1325.0,132913,2021-04-19
2021-04-26,1449.0308837890625,1477.8499755859375,1518.8499755859375,1400.0,1405.0,362317,2021-04-26
2021-05-03,1476.3868408203125,1505.75,1577.550048828125,1451.050048828125,1475.0,270798,2021-05-03
2021-05-10,1368.6300048828125,1395.8499755859375,1525.0,1381.050048828125,1505.0,151267,2021-05-10
2021-05-17,1389.7598876953125,1417.4000244140625,1461.949951171875,1391.25,1404.8499755859375,92851,2021-05-17
2021-05-24,1424.224365234375,1452.550048828125,1530.0,1391.0,1431.949951171875,1034046,2021-05-24
2021-05-31,1475.602294921875,1504.949951171875,1528.5,1400.0,1452.550048828125,337463,2021-05-31
2021-06-07,1465.6505126953125,1494.800048828125,1570.0,1487.199951171875,1530.0,488567,2021-06-07
2021-06-14,1391.524658203125,1419.199951171875,1528.949951171875,1370.0,1528.949951171875,222442,2021-06-14
2021-06-21,1471.435302734375,1500.699951171875,1521.0,1377.5,1380.0,282327,2021-06-21
2021-06-28,1461.0419921875,1490.0999755859375,1535.0,1425.6500244140625,1509.8499755859375,420454,2021-06-28
2021-07-05,1409.614990234375,1437.6500244140625,1521.800048828125,1428.0,1491.050048828125,197129,2021-07-05
2021-07-12,1399.61376953125,1427.449951171875,1459.6500244140625,1404.3499755859375,1444.8499755859375,647449,2021-07-12
2021-07-19,1402.26123046875,1430.1500244140625,1437.0,1372.0,1416.0,80869,2021-07-19
2021-07-26,1397.7064208984375,1418.4000244140625,1444.0,1390.8499755859375,1420.0,123753,2021-07-26
2021-08-02,1357.452392578125,1377.550048828125,1437.0,1362.4000244140625,1420.0,355895,2021-08-02
2021-08-09,1365.08935546875,1385.300048828125,1408.0,1286.949951171875,1395.0,468737,2021-08-09
2021-08-16,1356.07275390625,1376.1500244140625,1414.0,1355.0999755859375,1386.5999755859375,168987,2021-08-16
2021-08-23,1353.4615478515625,1373.5,1419.800048828125,1335.8499755859375,1380.0,303473,2021-08-23
2021-08-30,1411.452880859375,1432.3499755859375,1441.0,1350.3499755859375,1383.0,218082,2021-08-30
2021-09-06,1381.25,1401.699951171875,1480.0,1398.0,1435.0,258876,2021-09-06
2021-09-13,1454.909423828125,1476.449951171875,1499.0,1400.0999755859375,1400.0999755859375,364392,2021-09-13
2021-09-20,1376.7171630859375,1397.0999755859375,1473.550048828125,1385.0,1455.0,281474,2021-09-20
2021-09-27,1322.6673583984375,1342.25,1410.0,1337.449951171875,1397.0999755859375,84743,2021-09-27
2021-10-04,1381.20068359375,1401.6500244140625,1406.699951171875,1330.0999755859375,1360.0,166113,2021-10-04
2021-10-11,1367.4542236328125,1387.699951171875,1440.0,1381.0,1400.0,490543,2021-10-11
2021-10-18,1332.5216064453125,1352.25,1430.0,1310.0,1407.699951171875,170751,2021-10-18
2021-10-25,1358.240478515625,1378.3499755859375,1394.699951171875,1302.0,1352.25,295672,2021-10-25
2021-11-01,1361.8375244140625,1382.0,1417.0,1337.0999755859375,1390.0,146428,2021-11-01
2021-11-08,1510.9793701171875,1533.3499755859375,1575.0,1330.0,1395.949951171875,2901557,2021-11-08
2021-11-15,1646.7196044921875,1671.0999755859375,1895.0,1551.0,1573.0,3052846,2021-11-15
2021-11-22,1663.6688232421875,1688.300048828125,1784.9000244140625,1635.550048828125,1688.9000244140625,549048,2021-11-22
2021-11-29,1737.1802978515625,1762.9000244140625,1828.949951171875,1643.0,1695.0,681206,2021-11-29
2021-12-06,1818.920166015625,1845.8499755859375,1943.800048828125,1644.050048828125,1766.0,1123531,2021-12-06
2021-12-13,1615.087890625,1639.0,1865.0,1615.0,1865.0,697072,2021-12-13
2021-12-20,1728.114501953125,1753.699951171875,1779.699951171875,1551.550048828125,1611.1500244140625,465284,2021-12-20
2021-12-27,1760.8302001953125,1786.9000244140625,1818.0,1717.050048828125,1726.0999755859375,229508,2021-12-27
2022-01-03,1874.6943359375,1902.449951171875,1948.699951171875,1776.6500244140625,1786.9000244140625,2060949,2022-01-03
2022-01-10,2035.7596435546875,2065.89990234375,2079.10009765625,1882.050048828125,1918.800048828125,808359,2022-01-10
2022-01-17,1998.166259765625,2027.75,2157.949951171875,1963.0,2066.89990234375,1170365,2022-01-17
2022-01-24,1930.7642822265625,1959.3499755859375,2039.550048828125,1840.3499755859375,2039.550048828125,327207,2022-01-24
2022-01-31,1978.802978515625,2008.0999755859375,2174.800048828125,1960.800048828125,1979.9000244140625,621832,2022-01-31
2022-02-07,1832.22314453125,1859.3499755859375,2066.0,1850.0,2040.0,429115,2022-02-07
2022-02-14,1840.3035888671875,1867.550048828125,1905.0,1785.800048828125,1812.0999755859375,444992,2022-02-14
2022-02-21,1733.485107421875,1759.1500244140625,1885.949951171875,1651.0,1855.0,419167,2022-02-21
2022-02-28,1813.7960205078125,1840.6500244140625,1915.949951171875,1716.550048828125,1767.949951171875,231165,2022-02-28
2022-03-07,1876.2218017578125,1904.0,1957.0,1760.0999755859375,1800.0,222440,2022-03-07
2022-03-14,1981.75927734375,2011.0999755859375,2026.0999755859375,1881.550048828125,1913.0,176369,2022-03-14
2022-03-21,1966.731689453125,1995.8499755859375,2149.0,1985.4000244140625,2066.300048828125,311414,2022-03-21
2022-03-28,1928.1036376953125,1956.6500244140625,2058.0,1920.0999755859375,1991.0,199626,2022-03-28
2022-04-04,1962.593017578125,1991.6500244140625,2070.949951171875,1928.199951171875,1961.0,314661,2022-04-04
2022-04-11,2197.318115234375,2229.85009765625,2347.0,1960.199951171875,1970.0,591790,2022-04-11
2022-04-18,2134.3994140625,2166.0,2325.0,2065.199951171875,2299.949951171875,1307759,2022-04-18
2022-04-25,2089.070556640625,2120.0,2187.25,2033.0,2164.0,284881,2022-04-25
2022-05-02,1999.1024169921875,2028.699951171875,2205.0,1992.550048828125,2119.949951171875,288579,2022-05-02
2022-05-09,1890.85498046875,1918.8499755859375,2070.0,1875.199951171875,2011.0,288783,2022-05-09
2022-05-16,2138.735107421875,2170.39990234375,2214.0,1916.5,1916.800048828125,332520,2022-05-16
2022-05-23,1970.2791748046875,1999.449951171875,2232.0,1956.8499755859375,2220.0,251929,2022-05-23
2022-05-30,2036.400146484375,2066.550048828125,2149.75,1965.0,2016.0,287253,2022-05-30
2022-06-06,1989.59326171875,2019.050048828125,2086.25,1980.199951171875,2069.0,211221,2022-06-06
2022-06-13,2000.7283935546875,2030.3499755859375,2047.25,1931.449951171875,1992.0,183822,2022-06-13
2022-06-20,1938.2041015625,1966.9000244140625,2063.0,1960.0,2022.0,216524,2022-06-20
2022-06-27,2011.370849609375,2041.1500244140625,2140.0,1973.4000244140625,1989.949951171875,233569,2022-06-27
2022-07-04,2048.718017578125,2079.050048828125,2168.5,2011.0,2031.050048828125,327695,2022-07-04
2022-07-11,2023.491455078125,2053.449951171875,2102.0,2030.0,2075.89990234375,431343,2022-07-11
2022-07-18,2114.8388671875,2146.14990234375,2235.0,2044.550048828125,2069.0,507078,2022-07-18
2022-07-25,2036.7249755859375,2058.050048828125,2157.85009765625,2050.0,2144.0,193102,2022-07-25
2022-08-01,2043.3555908203125,2064.75,2153.5,1985.0,2060.89990234375,778929,2022-08-01
2022-08-08,2086.751220703125,2108.60009765625,2185.0,2048.0,2074.0,306792,2022-08-08
2022-08-15,2239.99658203125,2263.449951171875,2299.0,2094.0,2108.60009765625,434699,2022-08-15
2022-08-22,2466.92041015625,2492.75,2525.0,2208.050048828125,2259.050048828125,847069,2022-08-22
2022-08-29,2373.894775390625,2398.75,2537.5,2384.0,2479.699951171875,244012,2022-08-29
2022-09-05,2446.385498046875,2472.0,2550.0,2341.89990234375,2409.949951171875,354419,2022-09-05
2022-09-12,2534.5625,2561.10009765625,2607.14990234375,2405.0,2487.5,650400,2022-09-12
2022-09-19,2372.31103515625,2397.14990234375,2679.0,2375.0,2579.85009765625,516543,2022-09-19
2022-09-26,2147.02001953125,2169.5,2369.949951171875,2135.0,2369.949951171875,729417,2022-09-26
2022-10-03,2162.0625,2184.699951171875,2224.699951171875,2162.35009765625,2180.300048828125,199034,2022-10-03
2022-10-10,2005.2542724609375,2026.25,2184.699951171875,1953.75,2184.699951171875,787570,2022-10-10
2022-10-17,2064.3359375,2085.949951171875,2111.0,1970.0,2029.949951171875,453622,2022-10-17
2022-10-24,2069.679931640625,2091.35009765625,2142.949951171875,2051.0,2111.199951171875,100145,2022-10-24
2022-10-31,2299.86962890625,2323.949951171875,2333.0,2088.550048828125,2101.800048828125,351511,2022-10-31
2022-11-07,2341.137451171875,2365.64990234375,2409.800048828125,2322.25,2350.0,226789,2022-11-07
2022-11-14,2109.2158203125,2131.300048828125,2399.0,2113.0,2366.0,204555,2022-11-14
2022-11-21,2036.4281005859375,2057.75,2178.0,2046.550048828125,2142.0,233146,2022-11-21
2022-11-28,2073.539306640625,2095.25,2099.0,2009.300048828125,2079.699951171875,309534,2022-11-28
2022-12-05,2035.8836669921875,2057.199951171875,2120.0,2036.0,2114.699951171875,181617,2022-12-05
2022-12-12,1934.3963623046875,1954.6500244140625,2087.89990234375,1936.1500244140625,2057.199951171875,198657,2022-12-12
2022-12-19,1849.8316650390625,1869.199951171875,2004.949951171875,1830.6500244140625,1962.5,288977,2022-12-19
2022-12-26,1947.8057861328125,1968.199951171875,1980.0,1850.0,1870.0,145959,2022-12-26
2023-01-02,1942.6597900390625,1963.0,1999.699951171875,1931.5999755859375,1978.0,109206,2023-01-02
2023-01-09,1946.66796875,1967.050048828125,1997.25,1932.0,1965.0,191122,2023-01-09
2023-01-16,1939.344482421875,1959.6500244140625,1989.0,1945.550048828125,1984.0,193474,2023-01-16
2023-01-23,1885.7060546875,1905.449951171875,2022.0,1872.0,1970.0,90150,2023-01-23
2023-01-30,1899.759033203125,1919.6500244140625,1984.25,1881.0999755859375,1886.0,292873,2023-01-30
2023-02-06,2107.484130859375,2129.550048828125,2162.25,1901.1500244140625,1938.0,758854,2023-02-06
2023-02-13,2025.4429931640625,2046.6500244140625,2190.10009765625,2032.5999755859375,2167.75,249895,2023-02-13
2023-02-20,2125.9404296875,2148.199951171875,2164.550048828125,1985.050048828125,2041.0,528246,2023-02-20
2023-02-27,2194.2255859375,2217.199951171875,2250.10009765625,2102.199951171875,2148.199951171875,232172,2023-02-27
2023-03-06,2158.845947265625,2181.449951171875,2249.800048828125,2142.050048828125,2221.89990234375,161420,2023-03-06
2023-03-13,2286.7568359375,2310.699951171875,2326.800048828125,2121.300048828125,2220.0,235734,2023-03-13
2023-03-20,2217.333984375,2240.550048828125,2318.0,2230.050048828125,2275.0,179283,2023-03-20
2023-03-27,2268.943115234375,2292.699951171875,2326.949951171875,2156.199951171875,2238.0,127243,2023-03-27
2023-04-03,2285.5693359375,2309.5,2385.0,2280.0,2292.699951171875,96378,2023-04-03
2023-04-10,2250.833251953125,2274.39990234375,2345.0,2245.0,2319.449951171875,74186,2023-04-10
2023-04-17,2259.6904296875,2283.35009765625,2340.0,2212.0,2280.0,173137,2023-04-17
2023-04-24,2262.956298828125,2286.64990234375,2303.0,2235.0,2280.0,97193,2023-04-24
2023-05-01,2317.9306640625,2342.199951171875,2359.449951171875,2286.64990234375,2286.64990234375,79275,2023-05-01
2023-05-08,2341.03857421875,2365.550048828125,2388.0,2312.75,2375.0,96478,2023-05-08
2023-05-15,2203.8251953125,2226.89990234375,2560.0,2212.5,2379.14990234375,796903,2023-05-15
2023-05-22,2237.769775390625,2261.199951171875,2324.89990234375,2196.050048828125,2234.949951171875,200817,2023-05-22
2023-05-29,2352.914306640625,2377.550048828125,2405.0,2244.800048828125,2269.699951171875,231088,2023-05-29
2023-06-05,2322.136474609375,2346.449951171875,2397.64990234375,2290.0,2390.0,200481,2023-06-05
2023-06-12,2367.85791015625,2392.64990234375,2424.5,2313.64990234375,2362.0,230154,2023-06-12
2023-06-19,2182.399658203125,2205.25,2405.0,2199.0,2405.0,198301,2023-06-19
2023-06-26,2258.10693359375,2281.75,2291.050048828125,2191.85009765625,2224.0,276745,2023-06-26
2023-07-03,2250.338134765625,2273.89990234375,2305.89990234375,2231.85009765625,2298.0,140314,2023-07-03
2023-07-10,2304.768310546875,2328.89990234375,2348.0,2251.0,2290.0,147478,2023-07-10
2023-07-17,2444.158935546875,2469.75,2499.949951171875,2331.35009765625,2340.75,282589,2023-07-17
2023-07-24,2501.7939453125,2517.60009765625,2728.5,2435.0,2469.75,860735,2023-07-24
2023-07-31,2503.085693359375,2518.89990234375,2638.89990234375,2500.0,2518.0,652803,2023-07-31
2023-08-07,2528.52490234375,2544.5,2586.75,2450.050048828125,2450.050048828125,117132,2023-08-07
2023-08-14,2583.1796875,2599.5,2615.0,2530.300048828125,2546.0,190161,2023-08-14
2023-08-21,2675.79443359375,2692.699951171875,2848.14990234375,2596.199951171875,2612.449951171875,547362,2023-08-21
2023-08-28,2782.570068359375,2800.14990234375,2844.0,2698.949951171875,2708.550048828125,197131,2023-08-28
2023-09-04,2908.9716796875,2927.35009765625,2942.10009765625,2777.199951171875,2814.0,176467,2023-09-04
2023-09-11,2711.369873046875,2728.5,3050.0,2702.14990234375,2925.050048828125,411430,2023-09-11
2023-09-18,2957.71337890625,2976.39990234375,2998.5,2715.10009765625,2728.449951171875,266588,2023-09-18
2023-09-25,3090.971435546875,3110.5,3176.949951171875,2914.64990234375,2971.39990234375,401888,2023-09-25
2023-10-02,3009.685302734375,3028.699951171875,3230.0,3011.050048828125,3110.5,320964,2023-10-02
2023-10-09,2931.77734375,2950.300048828125,3046.75,2906.050048828125,3027.0,187046,2023-10-09
2023-10-16,3109.35546875,3129.0,3216.5,2880.85009765625,2965.0,576078,2023-10-16
2023-10-23,2756.385498046875,2773.800048828125,3115.75,2755.300048828125,3110.949951171875,237231,2023-10-23
2023-10-30,2922.883544921875,2941.35009765625,2996.550048828125,2765.5,2787.0,226479,2023-10-30
2023-11-06,2876.575927734375,2894.75,3025.0,2846.699951171875,2990.0,217891,2023-11-06
2023-11-13,2812.58056640625,2830.35009765625,2927.699951171875,2812.10009765625,2917.39990234375,104183,2023-11-13
2023-11-20,2609.413818359375,2625.89990234375,2910.199951171875,2605.0,2834.89990234375,457850,2023-11-20
2023-11-27,2593.265869140625,2609.64990234375,2653.14990234375,2500.25,2625.89990234375,2018534,2023-11-27
2023-12-04,2693.58251953125,2710.60009765625,2759.0,2631.0,2660.0,803400,2023-12-04
2023-12-11,2803.984619140625,2821.699951171875,2834.699951171875,2646.75,2715.0,772320,2023-12-11
2023-12-18,3123.963134765625,3143.699951171875,3167.800048828125,2823.0,2823.0,1173729,2023-12-18
2023-12-25,3062.153564453125,3081.5,3144.949951171875,2987.35009765625,3143.699951171875,506994,2023-12-25
2024-01-01,3189.697998046875,3209.85009765625,3268.0,3055.550048828125,3099.699951171875,448112,2024-01-01
2024-01-08,3193.77197265625,3213.949951171875,3260.699951171875,3172.14990234375,3225.0,219494,2024-01-08
2024-01-15,3056.34033203125,3075.64990234375,3220.0,3001.5,3200.050048828125,194097,2024-01-15
2024-01-22,3095.54296875,3115.10009765625,3145.0,2977.0,3075.64990234375,127595,2024-01-22
2024-01-29,3075.419921875,3094.85009765625,3228.0,3046.60009765625,3130.699951171875,228554,2024-01-29
2024-02-05,3329.166748046875,3350.199951171875,3508.550048828125,3058.449951171875,3104.5,695658,2024-02-05
2024-02-12,3413.732421875,3435.300048828125,3498.0,3276.050048828125,3390.199951171875,437823,2024-02-12
2024-02-19,3716.37060546875,3739.85009765625,3772.89990234375,3461.0,3474.5,814822,2024-02-19
2024-02-26,3607.35888671875,3630.14990234375,3894.949951171875,3519.10009765625,3754.85009765625,822960,2024-02-26
2024-03-04,3618.836669921875,3641.699951171875,3739.89990234375,3551.0,3666.35009765625,232150,2024-03-04
2024-03-11,3462.176513671875,3484.050048828125,3762.0,3431.60009765625,3669.89990234375,975964,2024-03-11
2024-03-18,3874.372314453125,3898.85009765625,3985.0,3408.949951171875,3484.89990234375,660570,2024-03-18
2024-03-25,4166.02978515625,4192.35009765625,4288.64990234375,3898.85009765625,3898.85009765625,470153,2024-03-25
2024-04-01,4490.08251953125,4518.4501953125,4639.89990234375,4210.10009765625,4210.10009765625,852853,2024-04-01
2024-04-08,4516.06787109375,4544.60009765625,4685.5,4500.0,4554.5498046875,405337,2024-04-08
2024-04-15,4781.68994140625,4811.89990234375,4877.0,4450.0,4544.60009765625,1134656,2024-04-15
2024-04-22,4340.3779296875,4367.7998046875,4978.89990234375,4260.0,4849.0,975069,2024-04-22
2024-04-29,4736.97216796875,4766.89990234375,4799.0,4395.35009765625,4413.89990234375,937879,2024-04-29
2024-05-06,4553.1337890625,4581.89990234375,4773.25,4412.10009765625,4766.89990234375,615897,2024-05-06
2024-05-13,4952.26171875,4983.5498046875,5382.39990234375,4542.0,4650.0,2322632,2024-05-13
2024-05-20,5111.3076171875,5143.60009765625,5348.0,4887.0,4941.25,1477173,2024-05-20
2024-05-27,5370.71826171875,5404.64990234375,5569.0,5122.10009765625,5206.89990234375,7507561,2024-05-27
2024-06-03,5193.28955078125,5226.10009765625,5699.9501953125,4930.7998046875,5640.0,2120610,2024-06-03
2024-06-10,5278.55078125,5311.89990234375,5531.0,5131.0498046875,5220.0,671603,2024-06-10
2024-06-17,5006.9169921875,5038.5498046875,5419.0,5011.10009765625,5311.89990234375,539834,2024-06-17
2024-06-24,5317.4052734375,5351.0,5475.0,5018.4501953125,5048.0498046875,571626,2024-06-24
2024-07-01,5595.69677734375,5631.0498046875,5789.0,5143.9501953125,5368.10009765625,853542,2024-07-01
2024-07-08,5231.14404296875,5252.25,5839.9501953125,5159.0498046875,5655.75,617293,2024-07-08
2024-07-15,4952.36865234375,4972.35009765625,5300.0,4840.0,5252.25,597337,2024-07-15
2024-07-22,5048.58056640625,5068.9501953125,5086.0,4801.5498046875,4955.25,519383,2024-07-22
2024-07-29,4964.2705078125,4984.2998046875,5215.0498046875,4950.0,5120.0,545507,2024-07-29
2024-08-05,4338.8935546875,4356.39990234375,4923.89990234375,4301.0498046875,4900.0,626920,2024-08-05
2024-08-12,4359.4111328125,4377.0,4435.0,4171.35009765625,4357.0,792386,2024-08-12
2024-08-19,4463.04296875,4481.0498046875,4630.0,4288.7998046875,4448.85009765625,491461,2024-08-19
2024-08-26,4355.2275390625,4372.7998046875,4500.0,4330.0,4465.0498046875,626641,2024-08-26
2024-09-02,4312.998046875,4330.39990234375,4447.85009765625,4265.0,4393.2998046875,291230,2024-09-02
2024-09-09,4711.5400390625,4730.5498046875,4892.0,4280.10009765625,4330.39990234375,822971,2024-09-09
2024-09-16,5324.06884765625,5345.5498046875,5575.0498046875,4767.0498046875,4829.0,1203858,2024-09-16
2024-09-23,5179.80126953125,5200.7001953125,5460.0,5139.7001953125,5394.9501953125,397312,2024-09-23
2024-09-30,5172.380859375,5193.25,5261.89990234375,4809.0,5186.89990234375,281329,2024-09-30
2024-10-07,5134.53369140625,5155.25,5318.14990234375,4946.2998046875,5189.9501953125,287655,2024-10-07
2024-10-14,5177.70947265625,5198.60009765625,5288.9501953125,5040.0498046875,5155.25,201178,2024-10-14
2024-10-21,5409.32470703125,5431.14990234375,5450.0,4960.9501953125,5198.5,468465,2024-10-21
2024-10-28,4976.8701171875,4996.9501953125,5719.0,4902.0498046875,5429.9501953125,539831,2024-10-28
2024-11-04,5110.38134765625,5131.0,5187.35009765625,4901.2998046875,4936.0,266054,2024-11-04
2024-11-11,4983.7421875,5003.85009765625,5355.0,4888.35009765625,5108.9501953125,296056,2024-11-11
2024-11-18,4470.66259765625,4488.7001953125,5165.7001953125,4311.14990234375,5100.0,662659,2024-11-18
2024-11-25,4571.65478515625,4590.10009765625,4696.4501953125,4357.0,4505.0,811060,2024-11-25
2024-12-02,4636.2939453125,4655.0,4844.0,4555.0,4596.5,361693,2024-12-02
2024-12-09,4771.69775390625,4790.9501953125,4836.7001953125,4614.75,4676.0498046875,386424,2024-12-09
2024-12-16,4634.65087890625,4653.35009765625,4989.0,4482.5498046875,4836.7001953125,684303,2024-12-16
2024-12-23,4368.6240234375,4386.25,4670.9501953125,4361.89990234375,4654.0,153479,2024-12-23
2024-12-30,4123.06494140625,4139.7001953125,4409.9501953125,3815.0,4400.0,1104733,2024-12-30
2025-01-06,3752.2109375,3767.35009765625,4220.25,3720.0,4197.0,385129,2025-01-06
2025-01-13,3948.07080078125,3964.0,4246.7998046875,3613.050048828125,3767.35009765625,1007303,2025-01-13
2025-01-20,3707.142822265625,3722.10009765625,4048.75,3690.10009765625,3964.0,483850,2025-01-20
2025-01-27,3860.82275390625,3876.39990234375,3992.60009765625,3460.10009765625,3714.0,402112,2025-01-27
2025-02-03,3374.435302734375,3388.050048828125,3790.050048828125,3233.60009765625,3790.050048828125,1206998,2025-02-03
2025-02-10,3096.506591796875,3109.0,3387.10009765625,3051.14990234375,3351.0,525846,2025-02-10
2025-02-17,3308.202392578125,3321.550048828125,3443.949951171875,2950.050048828125,3080.0,1135673,2025-02-17
2025-02-24,3235.446044921875,3248.5,3395.0,3134.050048828125,3254.0,637383,2025-02-24
2025-03-03,3346.298828125,3359.800048828125,3392.0,3125.800048828125,3263.050048828125,431067,2025-03-03
2025-03-10,3357.15478515625,3370.699951171875,3481.60009765625,3196.0,3386.199951171875,638840,2025-03-10
2025-03-17,3482.051025390625,3496.10009765625,3620.60009765625,3209.35009765625,3400.050048828125,831928,2025-03-17
2025-03-24,3639.416259765625,3654.10009765625,3950.0,3428.050048828125,3515.0,976835,2025-03-24
2025-03-31,3531.94970703125,3546.199951171875,3654.10009765625,3450.0,3654.10009765625,238993,2025-03-31
2025-04-07,3073.051025390625,3085.449951171875,3365.949951171875,3011.949951171875,3011.949951171875,424410,2025-04-07
2025-04-14,3380.759521484375,3394.39990234375,3412.60009765625,3085.449951171875,3085.449951171875,271780,2025-04-14
2025-04-21,3430.160400390625,3444.0,3728.5,3385.0,3438.89990234375,769445,2025-04-21
2025-04-28,3219.80908203125,3232.800048828125,3524.0,3221.0,3444.0,313705,2025-04-28
2025-05-05,3226.083740234375,3239.10009765625,3298.39990234375,3085.699951171875,3261.300048828125,228867,2025-05-05
2025-05-12,3412.830322265625,3426.60009765625,3489.699951171875,3232.10009765625,3402.5,989539,2025-05-12
2025-05-19,3533.742431640625,3548.0,3631.300048828125,3443.89990234375,3450.0,637918,2025-05-19
2025-05-26,3374.58447265625,3388.199951171875,3564.800048828125,3355.0,3564.800048828125,471391,2025-05-26
2025-06-02,3518.205078125,3532.39990234375,3566.60009765625,3364.10009765625,3415.199951171875,609732,2025-06-02
2025-06-09,3536.53125,3550.800048828125,3659.89990234375,3462.300048828125,3563.89990234375,852292,2025-06-09
2025-06-16,3409.344482421875,3423.10009765625,3620.0,3354.0,3532.699951171875,753740,2025-06-16
2025-06-23,3334.346923828125,3347.800048828125,3510.0,3331.0,3400.0,635716,2025-06-23
2025-06-30,3444.60205078125,3458.5,3583.699951171875,3340.0,3360.0,738296,2025-06-30
2025-07-07,3465.0,3465.0,3506.300048828125,3384.10009765625,3455.0,269952,2025-07-07
2025-07-14,3479.39990234375,3479.39990234375,3481.0,3420.0,3430.39990234375,111422,2025-07-14
