Date,Adj Close_THOMASCOOK.NS,Close_THOMASCOOK.NS,High_THOMASCOOK.NS,Low_THOMASCOOK.NS,Open_THOMASCOOK.NS,Volume_THOMASCOOK.NS,Date
2020-07-13,29.322702407836914,29.5,29.75,27.5,27.5,1634115,2020-07-13
2020-07-20,29.62089729309082,29.799999237060547,32.25,29.25,30.75,1584774,2020-07-20
2020-07-27,29.223302841186523,29.399999618530273,30.100000381469727,28.299999237060547,29.799999237060547,1121640,2020-07-27
2020-08-03,30.117895126342773,30.299999237060547,33.79999923706055,28.25,29.5,1914556,2020-08-03
2020-08-10,35.9824333190918,36.20000076293945,37.5,29.299999237060547,30.950000762939453,5864873,2020-08-10
2020-08-17,37.473419189453125,37.70000076293945,38.70000076293945,36.099998474121094,38.0,3505892,2020-08-17
2020-08-24,36.42972946166992,36.650001525878906,38.900001525878906,35.0,38.79999923706055,2200903,2020-08-24
2020-08-31,30.664588928222656,30.850000381469727,37.0,29.649999618530273,35.79999923706055,6499970,2020-08-31
2020-09-07,30.81368637084961,31.0,31.75,30.049999237060547,31.700000762939453,1587646,2020-09-07
2020-09-14,31.70827865600586,31.899999618530273,33.20000076293945,30.899999618530273,31.700000762939453,3250472,2020-09-14
2020-09-21,29.372400283813477,29.549999237060547,32.599998474121094,27.799999237060547,32.599998474121094,4559905,2020-09-21
2020-09-28,28.328712463378906,28.5,29.399999618530273,26.649999618530273,28.299999237060547,3352172,2020-09-28
2020-10-05,28.626907348632812,28.799999237060547,30.600000381469727,28.25,29.100000381469727,2135875,2020-10-05
2020-10-12,26.93712615966797,27.100000381469727,29.299999237060547,27.0,29.299999237060547,1434123,2020-10-12
2020-10-19,27.384422302246094,27.549999237060547,27.850000381469727,26.0,27.850000381469727,2140595,2020-10-19
2020-10-26,26.539531707763672,26.700000762939453,28.100000381469727,26.299999237060547,28.0,1163520,2020-10-26
2020-11-02,31.41008186340332,31.600000381469727,31.850000381469727,25.799999237060547,27.299999237060547,6302285,2020-11-02
2020-11-09,36.67823028564453,36.900001525878906,37.599998474121094,30.5,32.75,13014785,2020-11-09
2020-11-16,49.45099639892578,49.75,58.400001525878906,36.45000076293945,36.45000076293945,17973105,2020-11-16
2020-11-23,46.96602249145508,47.25,50.5,40.599998474121094,50.20000076293945,9445556,2020-11-23
2020-11-30,51.63777542114258,51.95000076293945,57.349998474121094,47.25,47.25,5117549,2020-11-30
2020-12-07,50.59408950805664,50.900001525878906,52.95000076293945,49.0,51.5,4365387,2020-12-07
2020-12-14,48.059410095214844,48.349998474121094,51.599998474121094,47.5,51.599998474121094,3084414,2020-12-14
2020-12-21,45.52473449707031,45.79999923706055,48.29999923706055,41.599998474121094,48.29999923706055,2655833,2020-12-21
2020-12-28,47.51271438598633,47.79999923706055,49.400001525878906,45.099998474121094,47.0,3104195,2020-12-28
2021-01-04,47.612117767333984,47.900001525878906,51.79999923706055,47.400001525878906,48.900001525878906,4363031,2021-01-04
2021-01-11,45.22654342651367,45.5,48.79999923706055,45.0,48.29999923706055,2554202,2021-01-11
2021-01-18,43.23855972290039,43.5,45.900001525878906,43.099998474121094,45.5,2362443,2021-01-18
2021-01-25,44.82894515991211,45.099998474121094,45.20000076293945,40.0,43.95000076293945,5051254,2021-01-25
2021-02-01,45.42533874511719,45.70000076293945,49.099998474121094,42.54999923706055,45.599998474121094,4761376,2021-02-01
2021-02-08,47.1151237487793,47.400001525878906,49.599998474121094,45.0,45.70000076293945,3919214,2021-02-08
2021-02-15,47.264217376708984,47.54999923706055,48.70000076293945,45.20000076293945,48.0,3482825,2021-02-15
2021-02-22,44.9283447265625,45.20000076293945,50.0,45.0,48.849998474121094,2583241,2021-02-22
2021-03-01,53.2281608581543,53.54999923706055,59.150001525878906,45.0,45.20000076293945,12391169,2021-03-01
2021-03-08,54.86824417114258,55.20000076293945,61.79999923706055,54.400001525878906,54.70000076293945,8341279,2021-03-08
2021-03-15,51.93597412109375,52.25,56.0,48.20000076293945,56.0,3684539,2021-03-15
2021-03-22,48.70550537109375,49.0,53.79999923706055,48.900001525878906,53.29999923706055,2730647,2021-03-22
2021-03-29,48.90430450439453,49.20000076293945,50.5,48.849998474121094,49.0,836559,2021-03-29
2021-04-05,47.16482162475586,47.45000076293945,50.20000076293945,45.599998474121094,50.20000076293945,1743061,2021-04-05
2021-04-12,44.77924728393555,45.04999923706055,47.150001525878906,44.25,47.150001525878906,1094696,2021-04-12
2021-04-19,44.63014602661133,44.900001525878906,45.25,41.75,44.5,1657200,2021-04-19
2021-04-26,47.31391906738281,47.599998474121094,51.900001525878906,46.04999923706055,46.599998474121094,2409852,2021-04-26
2021-05-03,46.717525482177734,47.0,49.0,45.599998474121094,47.150001525878906,1135998,2021-05-03
2021-05-10,46.86662673950195,47.150001525878906,49.900001525878906,45.849998474121094,47.599998474121094,1715193,2021-05-10
2021-05-17,57.1544189453125,57.5,57.5,46.650001525878906,46.650001525878906,4371519,2021-05-17
2021-05-24,57.850215911865234,58.20000076293945,66.3499984741211,55.20000076293945,59.5,8360426,2021-05-24
2021-05-31,68.08831024169922,68.5,68.5,55.54999923706055,57.70000076293945,10961386,2021-05-31
2021-06-07,67.54161071777344,67.94999694824219,71.5,64.0999984741211,70.8499984741211,8318440,2021-06-07
2021-06-14,61.97526931762695,62.349998474121094,69.30000305175781,61.099998474121094,68.0,5295213,2021-06-14
2021-06-21,64.55963897705078,64.94999694824219,65.80000305175781,59.5,61.5,2913209,2021-06-21
2021-06-28,63.41655731201172,63.79999923706055,69.05000305175781,63.0,66.0,4890664,2021-06-28
2021-07-05,63.36685562133789,63.75,66.55000305175781,62.900001525878906,64.44999694824219,3962944,2021-07-05
2021-07-12,62.074668884277344,62.45000076293945,66.69999694824219,62.0,65.25,2301646,2021-07-12
2021-07-19,58.54600524902344,58.900001525878906,62.70000076293945,58.0,62.0,1947906,2021-07-19
2021-07-26,61.527976989746094,61.900001525878906,64.4000015258789,57.650001525878906,59.20000076293945,3103284,2021-07-26
2021-08-02,62.32316970825195,62.70000076293945,64.5,58.79999923706055,61.29999923706055,2499199,2021-08-02
2021-08-09,58.396907806396484,58.75,63.75,55.5,63.75,1724760,2021-08-09
2021-08-16,56.955623626708984,57.29999923706055,61.0,57.0,59.099998474121094,1107426,2021-08-16
2021-08-23,58.496307373046875,58.849998474121094,60.79999923706055,53.79999923706055,57.95000076293945,1247962,2021-08-23
2021-08-30,58.9932975769043,59.349998474121094,61.650001525878906,56.400001525878906,60.29999923706055,1059066,2021-08-30
2021-09-06,61.826171875,62.20000076293945,65.0,59.5,59.5,3707036,2021-09-06
2021-09-13,64.46024322509766,64.8499984741211,67.8499984741211,60.79999923706055,62.400001525878906,5806960,2021-09-13
2021-09-20,63.66505813598633,64.05000305175781,71.0,63.5,64.8499984741211,6211489,2021-09-20
2021-09-27,65.50393676757812,65.9000015258789,68.0999984741211,64.30000305175781,64.80000305175781,4144688,2021-09-27
2021-10-04,79.22099304199219,79.69999694824219,85.0,66.19999694824219,66.6500015258789,17070048,2021-10-04
2021-10-11,80.11558532714844,80.5999984741211,85.5,77.0999984741211,81.6500015258789,7623465,2021-10-11
2021-10-18,76.93482208251953,77.4000015258789,83.3499984741211,74.55000305175781,82.94999694824219,5149046,2021-10-18
2021-10-25,69.77808380126953,70.19999694824219,78.44999694824219,68.0,78.19999694824219,3128457,2021-10-25
2021-11-01,75.34443664550781,75.80000305175781,77.0,70.4000015258789,71.5,1340524,2021-11-01
2021-11-08,76.98451232910156,77.44999694824219,81.5,75.44999694824219,76.9000015258789,2901747,2021-11-08
2021-11-15,72.80976104736328,73.25,78.05000305175781,72.69999694824219,77.44999694824219,1621712,2021-11-15
2021-11-22,65.20573425292969,65.5999984741211,73.9000015258789,65.0,73.5,2331610,2021-11-22
2021-11-29,63.267459869384766,63.650001525878906,66.8499984741211,57.29999923706055,61.5,3732210,2021-11-29
2021-12-06,67.34281158447266,67.75,69.44999694824219,61.0,61.0,1630704,2021-12-06
2021-12-13,61.577674865722656,61.95000076293945,68.9000015258789,61.400001525878906,67.5,1658681,2021-12-13
2021-12-20,60.136390686035156,60.5,63.349998474121094,58.5,61.20000076293945,1301951,2021-12-20
