Date,Adj Close_AEGISVOPAK.NS,Close_AEGISVOPAK.NS,High_AEGISVOPAK.NS,Low_AEGISVOPAK.NS,Open_AEGISVOPAK.NS,Volume_AEGISVOPAK.NS,Date
2025-06-02,256.989990234375,256.989990234375,268.5,220.0,220.0,50705303,2025-06-02
2025-06-09,235.6999969482422,235.6999969482422,265.5,230.0,257.1000061035156,8125999,2025-06-09
2025-06-16,245.1300048828125,245.1300048828125,251.3000030517578,227.6300048828125,234.80999755859375,5991714,2025-06-16
2025-06-23,254.8000030517578,254.8000030517578,263.5,238.55999755859375,242.0,8311281,2025-06-23
2025-06-30,240.47999572753906,240.47999572753906,253.08999633789062,234.42999267578125,252.0500030517578,8097652,2025-06-30
2025-07-07,260.1000061035156,260.1000061035156,267.25,238.16000366210938,240.5,7905231,2025-07-07
2025-07-14,266.6000061035156,266.6000061035156,269.3999938964844,256.0,259.3900146484375,4349339,2025-07-14
