Date,Adj Close_CCL.NS,Close_CCL.NS,High_CCL.NS,Low_CCL.NS,Open_CCL.NS,Volume_CCL.NS,Date
2020-07-13,238.94972229003906,248.85000610351562,252.0,235.14999389648438,244.35000610351562,349353,2020-07-13
2020-07-20,237.989501953125,247.85000610351562,261.0,225.0,250.64999389648438,1810307,2020-07-20
2020-07-27,225.026611328125,234.35000610351562,255.0,233.0,253.0,601025,2020-07-27
2020-08-03,230.69186401367188,240.25,253.5,234.35000610351562,234.89999389648438,610287,2020-08-03
2020-08-10,244.23089599609375,254.35000610351562,277.20001220703125,239.4499969482422,241.89999389648438,2628623,2020-08-10
2020-08-17,264.2994079589844,275.25,280.0,252.14999389648438,255.10000610351562,3456758,2020-08-17
2020-08-24,258.010009765625,268.70001220703125,292.20001220703125,265.29998779296875,280.0,2065355,2020-08-24
2020-08-31,244.80703735351562,254.9499969482422,270.0,242.3000030517578,270.0,765259,2020-08-31
2020-09-07,236.40513610839844,246.1999969482422,254.35000610351562,235.0,254.0,834141,2020-09-07
2020-09-14,266.5079345703125,277.54998779296875,284.0,249.0500030517578,249.0500030517578,1234291,2020-09-14
2020-09-21,244.8550567626953,255.0,282.1000061035156,242.0,277.6000061035156,1144679,2020-09-21
2020-09-28,258.6821594238281,269.3999938964844,277.1000061035156,256.3500061035156,260.04998779296875,839285,2020-09-28
2020-10-05,246.1513671875,256.3500061035156,274.6499938964844,252.9499969482422,271.6499938964844,654640,2020-10-05
2020-10-12,236.11708068847656,245.89999389648438,259.8500061035156,245.0,257.1000061035156,430583,2020-10-12
2020-10-19,242.40650939941406,252.4499969482422,259.8999938964844,242.3000030517578,247.14999389648438,1729826,2020-10-19
2020-10-26,231.3159942626953,240.89999389648438,253.89999389648438,240.35000610351562,253.89999389648438,594927,2020-10-26
2020-11-02,243.0736541748047,251.10000610351562,253.0,231.4499969482422,240.0,664037,2020-11-02
2020-11-09,237.94305419921875,245.8000030517578,254.5,239.9499969482422,253.5,693305,2020-11-09
2020-11-16,251.88278198242188,260.20001220703125,264.0,241.89999389648438,241.89999389648438,960678,2020-11-16
2020-11-23,257.7394104003906,266.25,277.79998779296875,260.29998779296875,262.45001220703125,1694274,2020-11-23
2020-11-30,253.14120483398438,261.5,272.0,260.29998779296875,266.25,487598,2020-11-30
2020-12-07,258.3201904296875,266.8500061035156,277.3500061035156,261.0,262.45001220703125,1040167,2020-12-07
2020-12-14,257.3037414550781,265.79998779296875,269.95001220703125,253.9499969482422,268.8999938964844,930412,2020-12-14
2020-12-21,255.3677520751953,263.79998779296875,270.0,255.89999389648438,267.1499938964844,1025887,2020-12-21
2020-12-28,259.86907958984375,268.45001220703125,274.5,262.1000061035156,263.79998779296875,1041123,2020-12-28
2021-01-04,251.05996704101562,259.3500061035156,272.0,258.04998779296875,269.1000061035156,972298,2021-01-04
2021-01-11,242.39599609375,250.39999389648438,263.0,249.3000030517578,261.0,952123,2021-01-11
2021-01-18,241.9119873046875,249.89999389648438,252.0,245.0,251.10000610351562,1281433,2021-01-18
2021-01-25,231.118408203125,238.75,252.14999389648438,238.0,251.0,760043,2021-01-25
2021-02-01,237.07183837890625,244.89999389648438,256.1000061035156,234.0,240.0,1343671,2021-02-01
2021-02-08,236.20059204101562,244.0,253.10000610351562,237.3000030517578,246.0,979279,2021-02-08
2021-02-15,224.24534606933594,231.64999389648438,248.60000610351562,231.0,248.60000610351562,1245708,2021-02-15
2021-02-22,221.29287719726562,228.60000610351562,242.0,227.3000030517578,233.39999389648438,1383386,2021-02-22
2021-03-01,247.28460693359375,255.4499969482422,257.3999938964844,229.3000030517578,230.8000030517578,2129899,2021-03-01
2021-03-08,240.5567626953125,248.5,268.1499938964844,245.14999389648438,255.4499969482422,1171128,2021-03-08
2021-03-15,236.39422607421875,244.1999969482422,262.0,232.4499969482422,248.0,542007,2021-03-15
2021-03-22,228.84352111816406,236.39999389648438,245.0,227.0,244.0,733690,2021-03-22
2021-03-29,223.18052673339844,230.5500030517578,244.89999389648438,229.10000610351562,236.39999389648438,521318,2021-03-29
2021-04-05,236.15219116210938,243.9499969482422,249.0,226.35000610351562,233.9499969482422,1028558,2021-04-05
2021-04-12,248.20425415039062,256.3999938964844,258.6000061035156,229.60000610351562,244.6999969482422,1398182,2021-04-12
2021-04-19,259.8206787109375,268.3999938964844,272.8999938964844,245.85000610351562,252.0,1733021,2021-04-19
2021-04-26,258.27178955078125,266.79998779296875,279.79998779296875,258.54998779296875,279.79998779296875,2258960,2021-04-26
2021-05-03,305.6087646484375,315.70001220703125,322.0,266.25,267.95001220703125,8072075,2021-05-03
2021-05-10,296.79962158203125,306.6000061035156,326.5,291.25,321.0,3454080,2021-05-10
2021-05-17,302.2206115722656,312.20001220703125,324.8500061035156,298.5,308.0,3417565,2021-05-17
2021-05-24,353.0424499511719,364.70001220703125,369.0,313.5,314.70001220703125,10022089,2021-05-24
2021-05-31,352.46160888671875,364.1000061035156,375.54998779296875,338.20001220703125,367.70001220703125,3561806,2021-05-31
2021-06-07,344.8141174316406,356.20001220703125,371.6000061035156,346.04998779296875,364.79998779296875,1958650,2021-06-07
2021-06-14,330.729248046875,341.6499938964844,358.8999938964844,325.6499938964844,358.8999938964844,2474833,2021-06-14
2021-06-21,331.98773193359375,342.95001220703125,352.54998779296875,329.1499938964844,333.3999938964844,1971115,2021-06-21
2021-06-28,371.0963439941406,383.3500061035156,386.3999938964844,341.5,349.45001220703125,3998199,2021-06-28
2021-07-05,381.55108642578125,394.1499938964844,431.8500061035156,388.3999938964844,400.0,10468369,2021-07-05
2021-07-12,373.6615905761719,386.0,404.70001220703125,379.1000061035156,397.5,1709561,2021-07-12
2021-07-19,407.88165283203125,421.3500061035156,429.8999938964844,380.0,381.0,6598954,2021-07-19
2021-07-26,428.3555908203125,442.5,494.79998779296875,412.6000061035156,423.0,20360665,2021-07-26
2021-08-02,408.2688293457031,421.75,441.79998779296875,396.6000061035156,441.79998779296875,4277531,2021-08-02
2021-08-09,394.6195373535156,407.6499938964844,430.0,387.5,424.6000061035156,3082442,2021-08-09
2021-08-16,365.5300598144531,377.6000061035156,410.5,376.6000061035156,410.5,1369075,2021-08-16
2021-08-23,371.100341796875,381.3999938964844,401.0,356.79998779296875,377.6000061035156,2631070,2021-08-23
2021-08-30,393.7711486816406,404.70001220703125,415.95001220703125,386.04998779296875,388.0,5116514,2021-08-30
2021-09-06,391.6791076660156,402.54998779296875,420.0,393.04998779296875,405.0,2666301,2021-09-06
2021-09-13,386.6682434082031,397.3999938964844,413.0,393.3999938964844,402.5,1653600,2021-09-13
2021-09-20,380.83026123046875,391.3999938964844,409.0,384.3999938964844,391.0,1726802,2021-09-20
2021-09-27,373.04632568359375,383.3999938964844,394.75,381.29998779296875,394.75,908653,2021-09-27
2021-10-04,401.6037292480469,412.75,420.8500061035156,388.0,394.0,3617113,2021-10-04
2021-10-11,399.94964599609375,411.04998779296875,426.6000061035156,404.29998779296875,415.8999938964844,2100092,2021-10-11
2021-10-18,356.0675354003906,365.95001220703125,421.0,360.0,413.8999938964844,1600859,2021-10-18
2021-10-25,370.224609375,380.5,385.45001220703125,350.79998779296875,367.6499938964844,1493739,2021-10-25
2021-11-01,377.3275146484375,387.79998779296875,393.75,374.6000061035156,380.5,717975,2021-11-01
2021-11-08,378.8356628417969,389.3500061035156,396.3999938964844,375.0,388.8999938964844,1127221,2021-11-08
2021-11-15,389.9764099121094,400.79998779296875,417.0,391.8500061035156,398.0,2336936,2021-11-15
2021-11-22,364.92181396484375,375.04998779296875,404.3999938964844,310.0,404.3999938964844,1024260,2021-11-22
2021-11-29,379.4681396484375,390.0,410.0,352.6000061035156,368.04998779296875,1292199,2021-11-29
2021-12-06,397.07928466796875,408.1000061035156,412.70001220703125,382.6499938964844,393.6499938964844,1395933,2021-12-06
2021-12-13,388.4196472167969,399.20001220703125,420.5,390.95001220703125,410.0,1469708,2021-12-13
2021-12-20,386.3763427734375,397.1000061035156,407.1000061035156,378.3500061035156,395.0,677059,2021-12-20
