Date,Adj Close_JAGRAN.NS,Close_JAGRAN.NS,High_JAGRAN.NS,Low_JAGRAN.NS,Open_JAGRAN.NS,Volume_JAGRAN.NS,Date
2021-02-15,40.8342170715332,49.0,49.599998474121094,42.849998474121094,43.900001525878906,6983253,2021-02-15
2021-02-22,49.75108337402344,59.70000076293945,60.400001525878906,52.04999923706055,54.70000076293945,16488483,2021-02-22
2021-03-01,47.70936965942383,57.25,65.4000015258789,54.29999923706055,64.0,11638715,2021-03-01
2021-03-08,47.54269790649414,57.04999923706055,58.599998474121094,55.650001525878906,57.95000076293945,2071479,2021-03-08
2021-03-15,48.95939636230469,58.75,60.75,55.599998474121094,57.29999923706055,5156576,2021-03-15
2021-03-22,49.00106430053711,58.79999923706055,61.95000076293945,57.599998474121094,59.400001525878906,2513525,2021-03-22
2021-03-29,49.1677360534668,59.0,59.79999923706055,58.54999923706055,58.79999923706055,2207031,2021-03-29
2021-04-05,49.58441162109375,59.5,59.95000076293945,58.150001525878906,59.95000076293945,5526893,2021-04-05
2021-04-12,48.33438491821289,58.0,59.599998474121094,56.04999923706055,59.20000076293945,2538481,2021-04-12
2021-04-19,47.95937728881836,57.54999923706055,58.5,55.20000076293945,57.54999923706055,1577198,2021-04-19
2021-04-26,45.16764831542969,54.20000076293945,58.099998474121094,53.150001525878906,58.0,3673030,2021-04-26
2021-05-03,44.875972747802734,53.849998474121094,57.70000076293945,52.29999923706055,53.900001525878906,3168374,2021-05-03
2021-05-10,45.83433151245117,55.0,55.79999923706055,53.849998474121094,54.0,1833956,2021-05-10
2021-05-17,45.3759880065918,54.45000076293945,55.54999923706055,53.650001525878906,54.650001525878906,1929017,2021-05-17
2021-05-24,47.876041412353516,57.45000076293945,61.70000076293945,54.599998474121094,55.75,7038384,2021-05-24
2021-05-31,50.79277420043945,60.95000076293945,61.400001525878906,54.900001525878906,56.79999923706055,3456982,2021-05-31
2021-06-07,51.292781829833984,61.54999923706055,67.3499984741211,60.099998474121094,62.0,7476644,2021-06-07
2021-06-14,50.91777420043945,61.099998474121094,64.5,58.0,61.54999923706055,8635224,2021-06-14
2021-06-21,55.54287338256836,66.6500015258789,69.55000305175781,59.900001525878906,60.400001525878906,13845423,2021-06-21
2021-06-28,52.83448028564453,63.400001525878906,66.80000305175781,62.70000076293945,66.6500015258789,3052794,2021-06-28
2021-07-05,54.58452224731445,65.5,68.80000305175781,64.0,64.0,3470745,2021-07-05
2021-07-12,55.41787338256836,66.5,71.5,65.0999984741211,65.0999984741211,4646396,2021-07-12
2021-07-19,53.126155853271484,63.75,67.5999984741211,63.04999923706055,65.94999694824219,1586344,2021-07-19
2021-07-26,55.95954895019531,67.1500015258789,68.80000305175781,63.29999923706055,63.650001525878906,2890624,2021-07-26
2021-08-02,54.50118637084961,65.4000015258789,70.8499984741211,64.5999984741211,67.8499984741211,2343760,2021-08-02
2021-08-09,53.70949935913086,64.44999694824219,66.94999694824219,58.45000076293945,65.5,2096968,2021-08-09
2021-08-16,48.1677131652832,57.79999923706055,64.0,56.599998474121094,63.099998474121094,773931,2021-08-16
2021-08-23,46.959354400634766,56.349998474121094,59.5,53.25,58.0,1363447,2021-08-23
2021-08-30,48.95939636230469,58.75,60.400001525878906,55.599998474121094,57.0,1538006,2021-08-30
2021-09-06,47.41769790649414,56.900001525878906,59.25,56.29999923706055,59.20000076293945,381907,2021-09-06
2021-09-13,52.62614822387695,63.150001525878906,64.3499984741211,56.45000076293945,57.0,1691643,2021-09-13
2021-09-20,49.834415435791016,59.79999923706055,64.19999694824219,59.25,62.099998474121094,884565,2021-09-20
2021-09-27,49.87608337402344,59.849998474121094,61.45000076293945,58.5,60.5,513228,2021-09-27
2021-10-04,51.167781829833984,61.400001525878906,63.95000076293945,59.54999923706055,60.599998474121094,833401,2021-10-04
2021-10-11,51.70945739746094,62.04999923706055,63.400001525878906,60.099998474121094,61.0,687246,2021-10-11
2021-10-18,51.70945739746094,62.04999923706055,65.5,59.70000076293945,62.099998474121094,1410065,2021-10-18
2021-10-25,51.667789459228516,62.0,71.4000015258789,60.75,62.5,7071885,2021-10-25
2021-11-01,55.16786575317383,66.19999694824219,66.69999694824219,62.099998474121094,62.099998474121094,879069,2021-11-01
2021-11-08,54.75118637084961,65.69999694824219,69.44999694824219,65.0,66.19999694824219,1322653,2021-11-08
2021-11-15,53.792842864990234,64.55000305175781,68.75,64.30000305175781,66.0999984741211,828600,2021-11-15
2021-11-22,54.167842864990234,65.0,68.9000015258789,63.25,64.55000305175781,1186326,2021-11-22
2021-11-29,52.50114059448242,63.0,66.0,61.099998474121094,65.9000015258789,684561,2021-11-29
2021-12-06,55.70954132080078,66.8499984741211,67.5,61.79999923706055,63.150001525878906,797116,2021-12-06
2021-12-13,51.0011100769043,61.20000076293945,68.94999694824219,60.849998474121094,67.9000015258789,753590,2021-12-13
2021-12-20,49.834415435791016,59.79999923706055,61.20000076293945,59.099998474121094,61.20000076293945,530283,2021-12-20
2021-12-27,51.62612533569336,61.95000076293945,62.95000076293945,58.29999923706055,59.79999923706055,630725,2021-12-27
2022-01-03,51.70945739746094,62.04999923706055,63.29999923706055,61.25,62.04999923706055,427407,2022-01-03
2022-01-10,63.2097053527832,75.8499984741211,79.55000305175781,62.599998474121094,62.75,6995785,2022-01-10
2022-01-17,59.917972564697266,71.9000015258789,76.9000015258789,71.0,76.0,1746428,2022-01-17
2022-01-24,57.751258850097656,69.30000305175781,73.80000305175781,66.05000305175781,72.55000305175781,1437098,2022-01-24
2022-01-31,57.751258850097656,69.30000305175781,71.0,67.0,69.05000305175781,1013059,2022-01-31
2022-02-07,62.5013542175293,75.0,82.0,68.69999694824219,71.05000305175781,10648011,2022-02-07
2022-02-14,64.4180679321289,77.30000305175781,78.0,69.0,73.30000305175781,2369314,2022-02-14
2022-02-21,56.667903900146484,68.0,78.5,65.5999984741211,77.69999694824219,2829206,2022-02-21
2022-02-28,54.70952224731445,65.6500015258789,68.9000015258789,65.05000305175781,67.44999694824219,874572,2022-02-28
2022-03-07,54.626190185546875,65.55000305175781,67.44999694824219,62.54999923706055,63.5,1334943,2022-03-07
2022-03-14,54.167842864990234,65.0,68.0,64.0999984741211,65.55000305175781,968527,2022-03-14
2022-03-21,54.167842864990234,65.0,66.8499984741211,64.0999984741211,66.8499984741211,913860,2022-03-21
2022-03-28,55.91788101196289,67.0999984741211,70.30000305175781,63.900001525878906,65.25,1790024,2022-03-28
2022-04-04,56.251224517822266,67.5,70.5999984741211,67.1500015258789,69.0,1931372,2022-04-04
2022-04-11,59.792964935302734,71.75,72.0,67.3499984741211,67.5,1728264,2022-04-11
2022-04-18,60.70965576171875,72.8499984741211,76.80000305175781,70.0999984741211,71.5999984741211,2401282,2022-04-18
2022-04-25,55.876216888427734,67.05000305175781,72.5999984741211,66.30000305175781,72.5999984741211,1525458,2022-04-25
2022-05-02,53.04281997680664,63.650001525878906,66.94999694824219,62.54999923706055,66.05000305175781,647876,2022-05-02
2022-05-09,50.042755126953125,60.04999923706055,64.0,58.400001525878906,63.20000076293945,971486,2022-05-09
2022-05-16,49.917755126953125,59.900001525878906,61.70000076293945,58.599998474121094,61.70000076293945,916207,2022-05-16
2022-05-23,49.334407806396484,59.20000076293945,60.45000076293945,55.0,60.099998474121094,663458,2022-05-23
2022-05-30,47.91770935058594,57.5,61.099998474121094,57.29999923706055,59.849998474121094,859967,2022-05-30
2022-06-06,41.75090789794922,50.099998474121094,57.70000076293945,48.599998474121094,57.5,2685851,2022-06-06
2022-06-13,41.459232330322266,49.75,52.5,47.099998474121094,50.0,1340843,2022-06-13
2022-06-20,40.45921325683594,48.54999923706055,50.25,47.54999923706055,49.900001525878906,581165,2022-06-20
2022-06-27,41.667572021484375,50.0,51.0,48.54999923706055,48.54999923706055,801775,2022-06-27
2022-07-04,42.792598724365234,51.349998474121094,53.20000076293945,49.0,49.95000076293945,820731,2022-07-04
2022-07-11,43.45927810668945,52.150001525878906,54.25,50.849998474121094,51.29999923706055,509878,2022-07-11
2022-07-18,45.3759880065918,54.45000076293945,55.25,52.099998474121094,52.20000076293945,659441,2022-07-18
2022-07-25,45.709327697753906,54.849998474121094,55.20000076293945,53.79999923706055,55.0,908665,2022-07-25
2022-08-01,48.209381103515625,57.849998474121094,58.150001525878906,53.75,54.900001525878906,1518710,2022-08-01
2022-08-08,57.79292297363281,69.3499984741211,70.0,60.0,60.099998474121094,6317408,2022-08-08
2022-08-15,51.41778564453125,61.70000076293945,72.0,61.29999923706055,69.3499984741211,1438165,2022-08-15
2022-08-22,56.6407585144043,64.05000305175781,66.05000305175781,60.0,61.650001525878906,1117171,2022-08-22
2022-08-29,56.72918701171875,64.1500015258789,65.05000305175781,60.70000076293945,63.0,647789,2022-08-29
2022-09-05,56.6407585144043,64.05000305175781,65.8499984741211,63.25,63.349998474121094,1066317,2022-09-05
2022-09-12,58.14410400390625,65.75,72.80000305175781,64.0,64.5,3517308,2022-09-12
2022-09-19,57.436641693115234,64.94999694824219,73.69999694824219,64.25,66.0,852654,2022-09-19
2022-09-26,57.436641693115234,64.94999694824219,65.5999984741211,61.25,64.9000015258789,537240,2022-09-26
2022-10-03,60.31068420410156,68.19999694824219,68.69999694824219,62.29999923706055,64.80000305175781,736693,2022-10-03
2022-10-10,58.63047790527344,66.30000305175781,68.9000015258789,64.30000305175781,68.75,482289,2022-10-10
2022-10-17,56.861839294433594,64.30000305175781,67.1500015258789,64.1500015258789,67.0,366219,2022-10-17
2022-10-24,58.27675247192383,65.9000015258789,69.44999694824219,65.69999694824219,68.0,547394,2022-10-24
2022-10-31,64.68807983398438,73.1500015258789,74.9000015258789,63.099998474121094,66.8499984741211,3080432,2022-10-31
2022-11-07,59.4705810546875,67.25,70.6500015258789,66.19999694824219,70.6500015258789,3645505,2022-11-07
2022-11-14,61.54873275756836,69.5999984741211,69.80000305175781,67.0999984741211,67.25,1309121,2022-11-14
2022-11-21,63.22894287109375,71.5,71.8499984741211,68.80000305175781,69.8499984741211,1339222,2022-11-21
2022-11-28,63.84796905517578,72.19999694824219,73.19999694824219,70.69999694824219,72.0,1272707,2022-11-28
2022-12-05,65.43975067138672,74.0,76.19999694824219,71.75,72.69999694824219,2075992,2022-12-05
2022-12-12,65.43975067138672,74.0,76.0,73.0,74.0,1138775,2022-12-12
2022-12-19,63.00786590576172,71.25,75.55000305175781,70.3499984741211,74.69999694824219,1505130,2022-12-19
2022-12-26,64.68807983398438,73.1500015258789,74.69999694824219,65.3499984741211,71.0,867045,2022-12-26
2023-01-02,69.72870635986328,78.8499984741211,84.0,73.0,73.1500015258789,5495708,2023-01-02
2023-01-09,69.68449401855469,78.80000305175781,82.0,77.3499984741211,79.0999984741211,1878047,2023-01-09
2023-01-16,67.20838928222656,76.0,79.0999984741211,74.5,79.0999984741211,812674,2023-01-16
2023-01-23,64.86494445800781,73.3499984741211,76.80000305175781,72.05000305175781,76.30000305175781,950897,2023-01-23
2023-01-30,63.84796905517578,72.19999694824219,75.0,69.1500015258789,73.0,1333609,2023-01-30
2023-02-06,61.106571197509766,69.0999984741211,72.0999984741211,68.5,71.0999984741211,469324,2023-02-06
2023-02-13,61.23922348022461,69.25,72.0,66.5,69.0,585017,2023-02-13
2023-02-20,61.41608810424805,69.44999694824219,70.6500015258789,67.55000305175781,69.25,393639,2023-02-20
2023-02-27,62.74256896972656,70.94999694824219,73.9000015258789,65.19999694824219,70.0,927341,2023-02-27
2023-03-06,62.875213623046875,71.0999984741211,73.44999694824219,70.69999694824219,71.94999694824219,385450,2023-03-06
2023-03-13,65.04180908203125,73.55000305175781,73.9000015258789,70.1500015258789,70.75,552122,2023-03-13
2023-03-20,65.57240295410156,74.1500015258789,78.5,70.5,78.5,428893,2023-03-20
2023-03-27,64.15748596191406,72.55000305175781,74.4000015258789,68.30000305175781,73.1500015258789,557181,2023-03-27
2023-04-03,63.671104431152344,72.0,73.69999694824219,71.0999984741211,73.69999694824219,585968,2023-04-03
2023-04-10,63.49424743652344,71.80000305175781,73.69999694824219,70.30000305175781,72.0,1177742,2023-04-10
2023-04-17,63.892189025878906,72.25,74.19999694824219,70.4000015258789,71.8499984741211,1086351,2023-04-17
2023-04-24,64.86494445800781,73.3499984741211,75.25,72.25,72.25,1836717,2023-04-24
2023-05-01,64.37857055664062,72.80000305175781,74.80000305175781,72.30000305175781,73.3499984741211,756417,2023-05-01
2023-05-08,63.361595153808594,71.6500015258789,73.5,70.55000305175781,72.8499984741211,885371,2023-05-08
2023-05-15,59.95696258544922,67.80000305175781,72.4000015258789,66.69999694824219,71.30000305175781,783866,2023-05-15
2023-05-22,61.32765579223633,69.3499984741211,71.5,67.55000305175781,67.80000305175781,778693,2023-05-22
2023-05-29,65.04180908203125,73.55000305175781,74.19999694824219,67.69999694824219,69.6500015258789,1528022,2023-05-29
2023-06-05,64.73229217529297,73.19999694824219,75.1500015258789,71.05000305175781,74.5,1428360,2023-06-05
2023-06-12,72.16058349609375,81.5999984741211,82.94999694824219,72.69999694824219,73.80000305175781,2593795,2023-06-12
2023-06-19,68.13693237304688,77.05000305175781,82.4000015258789,75.19999694824219,82.4000015258789,1442527,2023-06-19
2023-06-26,68.53487396240234,77.5,81.94999694824219,77.05000305175781,77.05000305175781,999024,2023-06-26
2023-07-03,74.81354522705078,84.5999984741211,90.5,77.05000305175781,80.94999694824219,5722955,2023-07-03
2023-07-10,77.51073455810547,87.6500015258789,88.0999984741211,83.55000305175781,85.44999694824219,1457157,2023-07-10
2023-07-17,95.77195739746094,108.30000305175781,111.5999984741211,87.75,88.44999694824219,9289414,2023-07-17
2023-07-24,89.36063385009766,101.05000305175781,114.44999694824219,98.5,107.5,2911266,2023-07-24
2023-07-31,88.60895538330078,100.19999694824219,109.9000015258789,99.1500015258789,101.05000305175781,1461160,2023-07-31
2023-08-07,90.1565170288086,101.94999694824219,105.0999984741211,99.19999694824219,100.6500015258789,694871,2023-08-07
2023-08-14,90.86397552490234,102.75,105.80000305175781,95.19999694824219,102.0999984741211,893026,2023-08-14
2023-08-21,94.5339126586914,106.9000015258789,117.55000305175781,101.55000305175781,103.80000305175781,3636325,2023-08-21
2023-08-28,95.41822814941406,107.9000015258789,110.9000015258789,106.0999984741211,107.4000015258789,955340,2023-08-28
2023-09-04,92.85369873046875,105.0,109.5999984741211,104.0999984741211,108.05000305175781,1113874,2023-09-04
2023-09-11,92.58839416503906,104.69999694824219,107.94999694824219,94.0999984741211,105.1500015258789,1528437,2023-09-11
2023-09-18,88.56474304199219,100.1500015258789,108.0,98.05000305175781,104.69999694824219,680954,2023-09-18
2023-09-25,88.38787078857422,99.94999694824219,102.05000305175781,97.30000305175781,100.25,735603,2023-09-25
2023-10-02,90.95240783691406,102.8499984741211,106.69999694824219,99.94999694824219,99.94999694824219,850469,2023-10-02
2023-10-09,99.44188690185547,112.44999694824219,113.80000305175781,98.3499984741211,100.0999984741211,2600379,2023-10-09
2023-10-16,96.39097595214844,109.0,121.19999694824219,108.5,113.5,3727802,2023-10-16
2023-10-23,91.52721405029297,103.5,112.55000305175781,95.8499984741211,110.5,1383598,2023-10-23
2023-10-30,87.10560607910156,98.5,106.5,96.80000305175781,104.0,1607099,2023-10-30
2023-11-06,85.6022720336914,96.80000305175781,102.5,95.25,98.19999694824219,966331,2023-11-06
2023-11-13,87.37091064453125,98.80000305175781,101.6500015258789,96.9000015258789,97.94999694824219,649713,2023-11-13
2023-11-20,85.86756134033203,97.0999984741211,100.44999694824219,96.44999694824219,99.5,1219717,2023-11-20
2023-11-27,85.07167053222656,96.19999694824219,100.0,94.0999984741211,97.0999984741211,1222457,2023-11-27
2023-12-04,84.40843200683594,95.44999694824219,101.0,94.69999694824219,96.55000305175781,1863298,2023-12-04
2023-12-11,82.68400573730469,93.5,97.5,90.94999694824219,95.44999694824219,6635967,2023-12-11
2023-12-18,80.95958709716797,91.55000305175781,95.75,89.3499984741211,94.0,1550558,2023-12-18
2023-12-25,82.816650390625,93.6500015258789,96.19999694824219,91.19999694824219,91.55000305175781,1092079,2023-12-25
2024-01-01,92.7210464477539,104.8499984741211,110.30000305175781,93.6500015258789,94.4000015258789,5629648,2024-01-01
2024-01-08,92.76526641845703,104.9000015258789,113.1500015258789,103.44999694824219,105.6500015258789,4956429,2024-01-08
2024-01-15,91.88094329833984,103.9000015258789,108.75,96.94999694824219,106.5,2116115,2024-01-15
2024-01-22,87.90149688720703,99.4000015258789,104.5,95.0999984741211,103.9000015258789,1365241,2024-01-22
2024-01-29,86.79610443115234,98.1500015258789,104.0,97.5999984741211,99.4000015258789,2319497,2024-01-29
2024-02-05,88.69739532470703,100.30000305175781,107.0,97.69999694824219,98.69999694824219,3548140,2024-02-05
2024-02-12,96.39097595214844,109.0,111.4000015258789,95.8499984741211,104.0,5882363,2024-02-12
2024-02-19,110.18638610839844,124.5999984741211,128.35000610351562,107.0,108.0,13535864,2024-02-19
2024-02-26,105.45526885986328,119.25,129.5,115.5999984741211,127.0,6742510,2024-02-26
2024-03-04,97.0542221069336,109.75,123.5,106.6500015258789,120.0,2681465,2024-03-04
2024-03-11,85.91178131103516,97.1500015258789,110.25,90.6500015258789,110.25,3476338,2024-03-11
2024-03-18,89.58171081542969,101.30000305175781,105.0,96.44999694824219,98.0,2656804,2024-03-18
2024-03-25,90.77555084228516,102.6500015258789,103.30000305175781,99.0,101.05000305175781,1252371,2024-03-25
2024-04-01,96.83313751220703,109.5,112.9000015258789,103.0,103.0,2056052,2024-04-01
2024-04-08,91.7040786743164,103.69999694824219,111.5999984741211,103.30000305175781,110.1500015258789,855498,2024-04-08
2024-04-15,87.59198760986328,99.05000305175781,104.4000015258789,96.5,102.0,1188307,2024-04-15
2024-04-22,92.1904525756836,104.25,106.80000305175781,99.30000305175781,100.75,1297212,2024-04-22
2024-04-29,89.49327850341797,101.19999694824219,107.0,99.5999984741211,107.0,840381,2024-04-29
2024-05-06,84.76216125488281,95.8499984741211,103.9000015258789,94.0999984741211,103.9000015258789,1180853,2024-05-06
2024-05-13,82.33028411865234,93.0999984741211,97.5,91.80000305175781,96.9000015258789,1043979,2024-05-13
2024-05-20,85.24854278564453,96.4000015258789,98.55000305175781,92.69999694824219,94.5,1310850,2024-05-20
2024-05-27,80.47320556640625,91.0,99.0,89.19999694824219,97.19999694824219,2648661,2024-05-27
2024-06-03,79.45623016357422,89.8499984741211,92.80000305175781,83.0,92.80000305175781,2956163,2024-06-03
2024-06-10,81.41058349609375,92.05999755859375,96.8499984741211,90.0,90.0,2444175,2024-06-10
2024-06-17,81.68472290039062,92.37000274658203,95.80999755859375,90.31999969482422,92.05999755859375,3221196,2024-06-17
2024-06-24,78.987548828125,89.31999969482422,94.30000305175781,88.80999755859375,93.4000015258789,2119092,2024-06-24
2024-07-01,81.37520599365234,92.0199966430664,93.83000183105469,89.23999786376953,89.80000305175781,1537102,2024-07-01
2024-07-08,85.46961975097656,96.6500015258789,100.52999877929688,90.0,92.7699966430664,5105132,2024-07-08
2024-07-15,85.5226821899414,96.70999908447266,100.48999786376953,94.80999755859375,97.19999694824219,4082066,2024-07-15
2024-07-22,90.02387237548828,101.80000305175781,104.9000015258789,94.0999984741211,96.55000305175781,3908121,2024-07-22
2024-07-29,88.37903594970703,99.94000244140625,103.9000015258789,99.0,102.5,2471994,2024-07-29
2024-08-05,82.07382202148438,92.80999755859375,99.54000091552734,91.80000305175781,98.0,5664479,2024-08-05
2024-08-12,79.6065673828125,90.0199966430664,92.47000122070312,88.36000061035156,92.11000061035156,2048161,2024-08-12
2024-08-19,83.94859313964844,94.93000030517578,96.55000305175781,90.25,91.3499984741211,1537575,2024-08-19
2024-08-26,84.93902587890625,96.05000305175781,98.16000366210938,93.6500015258789,95.6500015258789,1998268,2024-08-26
2024-09-02,95.28558349609375,107.75,111.4000015258789,96.5199966430664,100.94000244140625,10969015,2024-09-02
2024-09-09,87.69810485839844,99.16999816894531,109.63999938964844,97.5999984741211,108.5,5787358,2024-09-09
2024-09-16,85.68212890625,92.3499984741211,99.98999786376953,91.19999694824219,99.0,3411565,2024-09-16
2024-09-23,86.86043548583984,93.62000274658203,95.73999786376953,91.80000305175781,93.3499984741211,1848833,2024-09-23
2024-09-30,88.06657409667969,94.91999816894531,96.5,91.20999908447266,93.62999725341797,1520687,2024-09-30
2024-10-07,85.58007049560547,92.23999786376953,95.19999694824219,89.66000366210938,94.66000366210938,994748,2024-10-07
2024-10-14,84.1419906616211,90.69000244140625,92.94999694824219,88.1500015258789,92.94999694824219,1019754,2024-10-14
2024-10-21,79.21537780761719,85.37999725341797,90.9000015258789,84.33999633789062,90.9000015258789,1249487,2024-10-21
2024-10-28,83.75231170654297,90.2699966430664,90.51000213623047,83.8499984741211,86.0,704295,2024-10-28
2024-11-04,79.72566986083984,85.93000030517578,90.51000213623047,85.5,90.51000213623047,799950,2024-11-04
2024-11-11,79.41949462890625,85.5999984741211,87.0,84.0,87.0,1193854,2024-11-11
2024-11-18,77.86079406738281,83.91999816894531,85.80000305175781,82.0,85.4000015258789,669656,2024-11-18
2024-11-25,77.97212982177734,84.04000091552734,85.38999938964844,82.95999908447266,84.9000015258789,930972,2024-11-25
2024-12-02,82.47195434570312,88.88999938964844,90.5,83.62000274658203,84.88999938964844,1292176,2024-12-02
2024-12-09,80.24523162841797,86.48999786376953,90.41999816894531,86.0,89.80000305175781,741005,2024-12-09
2024-12-16,77.0814437866211,83.08000183105469,87.63999938964844,82.5,86.8499984741211,725658,2024-12-16
2024-12-23,77.41545867919922,83.44000244140625,84.30000305175781,82.2699966430664,83.30000305175781,286856,2024-12-23
2024-12-30,77.90718841552734,83.97000122070312,84.63999938964844,82.5,83.83999633789062,367834,2024-12-30
2025-01-06,73.82487487792969,79.56999969482422,84.75,78.01000213623047,83.97000122070312,811799,2025-01-06
2025-01-13,74.07537841796875,79.83999633789062,81.87999725341797,76.70999908447266,80.0,586467,2025-01-13
2025-01-20,72.78573608398438,78.44999694824219,81.79000091552734,77.52999877929688,81.29000091552734,485258,2025-01-20
2025-01-27,70.44769287109375,75.93000030517578,78.5,73.30999755859375,78.25,682931,2025-01-27
2025-02-03,69.43638610839844,74.83999633789062,78.91999816894531,74.5,75.5999984741211,584447,2025-02-03
2025-02-10,66.24476623535156,71.4000015258789,76.48999786376953,69.75,76.0,893358,2025-02-10
2025-02-17,66.22621154785156,71.37999725341797,72.83000183105469,70.0,71.9800033569336,833444,2025-02-17
2025-02-24,62.440799713134766,67.30000305175781,72.3499984741211,67.0,71.80000305175781,692342,2025-02-24
2025-03-03,66.48600006103516,71.66000366210938,72.80000305175781,65.37999725341797,67.94999694824219,1793746,2025-03-03
2025-03-10,64.17577362060547,69.16999816894531,72.44999694824219,68.55999755859375,71.75,1237048,2025-03-10
2025-03-17,65.88292694091797,71.01000213623047,71.88999938964844,67.19999694824219,69.3499984741211,3037584,2025-03-17
2025-03-24,63.97166061401367,68.94999694824219,72.0,68.0,70.9800033569336,3056744,2025-03-24
2025-03-31,64.42628479003906,69.44000244140625,70.5199966430664,68.80999755859375,68.94999694824219,778997,2025-03-31
2025-04-07,64.92729949951172,69.9800033569336,70.88999938964844,66.51000213623047,68.0,648004,2025-04-07
2025-04-14,70.81880950927734,76.33000183105469,82.19999694824219,69.9800033569336,69.9800033569336,2448281,2025-04-14
2025-04-21,68.1281967163086,73.43000030517578,78.30000305175781,73.0,77.19999694824219,1381949,2025-04-21
2025-04-28,66.70866394042969,71.9000015258789,74.80000305175781,71.51000213623047,73.58000183105469,702796,2025-04-28
2025-05-05,63.55415344238281,68.5,73.25,65.01000213623047,72.11000061035156,930049,2025-05-05
2025-05-12,69.64978790283203,75.06999969482422,75.7300033569336,70.0999984741211,70.0999984741211,1087153,2025-05-12
2025-05-19,69.96524047851562,75.41000366210938,76.44999694824219,74.0,75.55000305175781,931500,2025-05-19
2025-05-26,70.74458312988281,76.25,83.80000305175781,75.6500015258789,79.5,7116136,2025-05-26
2025-06-02,73.08999633789062,73.08999633789062,76.25,72.0,76.25,1947890,2025-06-02
2025-06-09,71.4000015258789,71.4000015258789,73.69999694824219,70.55999755859375,73.44999694824219,1597909,2025-06-09
2025-06-16,71.51000213623047,71.51000213623047,73.38999938964844,70.55999755859375,71.76000213623047,981942,2025-06-16
2025-06-23,71.56999969482422,71.56999969482422,72.83999633789062,69.98999786376953,71.4800033569336,789350,2025-06-23
