Date,Adj Close_SSDL.NS,Close_SSDL.NS,High_SSDL.NS,Low_SSDL.NS,Open_SSDL.NS,Volume_SSDL.NS,Date
2024-08-19,171.4661102294922,177.9499969482422,213.8800048828125,176.05999755859375,194.0,10045128,2024-08-19
2024-08-26,152.40682983398438,158.1699981689453,179.0,156.50999450683594,177.94000244140625,3610479,2024-08-26
2024-09-02,150.76876831054688,156.47000122070312,165.85000610351562,151.10000610351562,158.16000366210938,3124093,2024-09-02
2024-09-09,157.2728271484375,163.22000122070312,174.60000610351562,154.8000030517578,156.89999389648438,4768817,2024-09-09
2024-09-16,159.1035919189453,165.1199951171875,173.2100067138672,158.11000061035156,164.35000610351562,9803739,2024-09-16
2024-09-23,149.44869995117188,155.10000610351562,168.7899932861328,154.4199981689453,168.7899932861328,1901391,2024-09-23
2024-09-30,140.5839080810547,145.89999389648438,157.6300048828125,145.3000030517578,155.0,1435267,2024-09-30
2024-10-07,139.47579956054688,144.75,148.0,137.0,146.2100067138672,802265,2024-10-07
2024-10-14,133.0584716796875,138.08999633789062,146.25999450683594,136.36000061035156,146.1999969482422,409441,2024-10-14
2024-10-21,121.919677734375,126.52999877929688,140.60000610351562,122.6500015258789,139.4499969482422,1166406,2024-10-21
2024-10-28,126.85311889648438,131.64999389648438,133.0,124.8499984741211,126.5999984741211,366180,2024-10-28
2024-11-04,126.08228302001953,130.85000610351562,135.0,127.0,133.0,409370,2024-11-04
2024-11-11,123.02777862548828,127.68000030517578,134.89999389648438,124.30999755859375,131.30999755859375,498393,2024-11-11
2024-11-18,115.32891082763672,119.69000244140625,128.99000549316406,118.0,128.36000061035156,389789,2024-11-18
2024-11-25,134.75436401367188,139.85000610351562,144.6999969482422,120.0,122.5,1749305,2024-11-25
2024-12-02,135.85281372070312,140.99000549316406,147.5,136.7100067138672,139.89999389648438,938346,2024-12-02
2024-12-09,129.2138671875,134.10000610351562,142.75999450683594,131.61000061035156,141.8000030517578,415014,2024-12-09
2024-12-16,126.96876525878906,131.77000427246094,153.85000610351562,131.10000610351562,135.05999755859375,1717756,2024-12-16
2024-12-23,121.57279968261719,126.16999816894531,135.0,125.04000091552734,133.5800018310547,226569,2024-12-23
2024-12-30,123.4421157836914,128.11000061035156,135.0,124.41000366210938,126.80000305175781,331997,2024-12-30
2025-01-06,117.12113952636719,121.55000305175781,128.4499969482422,120.01000213623047,128.4499969482422,257425,2025-01-06
2025-01-13,115.45417022705078,119.81999969482422,123.0199966430664,114.05000305175781,123.0199966430664,264670,2025-01-13
2025-01-20,114.41352081298828,118.73999786376953,128.19000244140625,118.02999877929688,119.01000213623047,259705,2025-01-20
2025-01-27,110.83870697021484,115.02999877929688,118.73999786376953,110.0,118.73999786376953,252229,2025-01-27
2025-02-03,112.36112976074219,116.61000061035156,121.02999877929688,112.69000244140625,116.48999786376953,280748,2025-02-03
2025-02-10,99.01577758789062,102.76000213623047,118.23999786376953,102.0,118.23999786376953,350134,2025-02-10
2025-02-17,102.95674896240234,106.8499984741211,121.02999877929688,101.44999694824219,103.01000213623047,538212,2025-02-17
2025-02-24,97.84526062011719,99.55000305175781,107.97000122070312,99.0,106.87999725341797,174880,2025-02-24
2025-03-03,98.15978240966797,99.87000274658203,100.88999938964844,93.77999877929688,99.55000305175781,416753,2025-03-03
2025-03-10,90.45403289794922,92.02999877929688,103.02999877929688,91.20999908447266,100.02999877929688,288325,2025-03-10
2025-03-17,92.98002624511719,94.5999984741211,96.5,89.0,92.0999984741211,421802,2025-03-17
2025-03-24,79.07233428955078,80.44999694824219,97.0999984741211,80.30999755859375,96.38999938964844,1106645,2025-03-24
2025-03-31,82.82691955566406,84.2699966430664,89.61000061035156,80.44999694824219,80.44999694824219,511024,2025-03-31
2025-04-07,84.4388427734375,85.91000366210938,90.0,80.0999984741211,82.7699966430664,536371,2025-04-07
2025-04-14,88.97000122070312,88.97000122070312,90.54000091552734,85.91000366210938,85.91000366210938,204881,2025-04-14
2025-04-21,89.66999816894531,89.66999816894531,95.5,88.41000366210938,88.97000122070312,354613,2025-04-21
2025-04-28,87.44000244140625,87.44000244140625,91.0,87.11000061035156,89.66999816894531,145990,2025-04-28
2025-05-05,84.44000244140625,84.44000244140625,89.9000015258789,82.5999984741211,86.55000305175781,256416,2025-05-05
2025-05-12,94.83000183105469,94.83000183105469,96.0,85.80999755859375,88.4000015258789,248003,2025-05-12
2025-05-19,95.75,95.75,99.36000061035156,94.05000305175781,95.30999755859375,232784,2025-05-19
2025-05-26,94.5999984741211,94.5999984741211,98.55999755859375,94.0199966430664,96.0999984741211,293814,2025-05-26
2025-06-02,99.75,99.75,104.5199966430664,95.0,95.0,378525,2025-06-02
2025-06-09,101.2300033569336,101.2300033569336,108.0,98.80000305175781,99.66000366210938,421326,2025-06-09
2025-06-16,96.30999755859375,96.30999755859375,101.69000244140625,93.9800033569336,100.25,220701,2025-06-16
2025-06-23,98.18000030517578,98.18000030517578,99.54000091552734,94.16000366210938,95.0,153174,2025-06-23
2025-06-30,97.51000213623047,97.51000213623047,101.33000183105469,96.81999969482422,98.5,169160,2025-06-30
2025-07-07,95.93000030517578,95.93000030517578,98.9800033569336,94.5,97.25,163149,2025-07-07
2025-07-14,96.88999938964844,96.88999938964844,97.94000244140625,95.01000213623047,97.94000244140625,44380,2025-07-14
