Date,Adj Close_MARINE.NS,Close_MARINE.NS,High_MARINE.NS,Low_MARINE.NS,Open_MARINE.NS,Volume_MARINE.NS,Date
2025-04-07,172.83999633789062,172.83999633789062,180.0,155.33999633789062,155.33999633789062,1093865,2025-04-07
2025-04-14,203.33999633789062,203.33999633789062,212.08999633789062,172.83999633789062,172.83999633789062,2689639,2025-04-14
2025-04-21,192.8300018310547,192.8300018310547,217.0,186.50999450683594,205.0,2103231,2025-04-21
2025-04-28,190.10000610351562,190.10000610351562,201.49000549316406,187.0,190.10000610351562,1412336,2025-04-28
2025-05-05,177.10000610351562,177.10000610351562,203.89999389648438,164.52999877929688,195.0,2122001,2025-05-05
2025-05-12,207.27999877929688,207.27999877929688,218.72000122070312,188.99000549316406,190.0,3419467,2025-05-12
2025-05-19,210.47999572753906,210.47999572753906,217.5,202.2899932861328,208.17999267578125,2387555,2025-05-19
2025-05-26,203.3699951171875,203.3699951171875,223.9499969482422,200.60000610351562,210.8000030517578,4353303,2025-05-26
2025-06-02,236.1699981689453,236.1699981689453,245.39999389648438,197.02999877929688,203.0,8048308,2025-06-02
2025-06-09,226.4499969482422,226.4499969482422,244.0,222.75999450683594,240.60000610351562,5571094,2025-06-09
2025-06-16,209.1699981689453,209.1699981689453,232.9499969482422,199.10000610351562,225.0,1789572,2025-06-16
2025-06-23,212.52999877929688,212.52999877929688,224.0,203.22999572753906,209.1699981689453,968326,2025-06-23
2025-06-30,204.50999450683594,204.50999450683594,214.9499969482422,200.8000030517578,212.52999877929688,907574,2025-06-30
2025-07-07,201.42999267578125,201.42999267578125,209.83999633789062,200.10000610351562,205.0,824030,2025-07-07
2025-07-14,199.41000366210938,199.41000366210938,204.0,199.0,201.0,297496,2025-07-14
