Date,Adj Close_SKIPPER.NS,Close_SKIPPER.NS,High_SKIPPER.NS,Low_SKIPPER.NS,Open_SKIPPER.NS,Volume_SKIPPER.NS,Date
2025-03-03,422.70001220703125,422.70001220703125,433.20001220703125,361.54998779296875,397.79998779296875,3024315,2025-03-03
2025-03-10,394.3500061035156,394.3500061035156,433.0,390.0,426.04998779296875,1660228,2025-03-10
2025-03-17,462.70001220703125,462.70001220703125,467.0,383.20001220703125,396.0,2194614,2025-03-17
2025-03-24,437.25,437.25,483.8999938964844,434.29998779296875,468.0,3017192,2025-03-24
2025-03-31,425.29998779296875,425.29998779296875,452.3500061035156,423.1000061035156,437.25,1161100,2025-03-31
2025-04-07,426.20001220703125,426.20001220703125,430.6499938964844,342.5,345.1000061035156,1522344,2025-04-07
2025-04-14,438.1000061035156,438.1000061035156,448.0,431.04998779296875,435.0,660462,2025-04-14
2025-04-21,442.95001220703125,442.95001220703125,469.3999938964844,435.1499938964844,439.8500061035156,1778558,2025-04-21
2025-04-28,473.95001220703125,473.95001220703125,498.5,436.8999938964844,442.0,5153048,2025-04-28
2025-05-05,440.5,440.5,477.3500061035156,425.0,476.1000061035156,2552139,2025-05-05
2025-05-12,472.20001220703125,472.20001220703125,485.20001220703125,456.70001220703125,467.0,2502965,2025-05-12
2025-05-19,493.79998779296875,493.79998779296875,519.0,473.29998779296875,476.0,3633853,2025-05-19
2025-05-26,491.6000061035156,491.6000061035156,515.0,490.1000061035156,497.20001220703125,2118128,2025-05-26
2025-06-02,486.75,486.75,503.0,483.1000061035156,493.3999938964844,1723125,2025-06-02
2025-06-09,510.6499938964844,510.6499938964844,541.5,487.45001220703125,487.8999938964844,5608811,2025-06-09
2025-06-16,482.45001220703125,482.45001220703125,518.9000244140625,472.95001220703125,513.0,2216969,2025-06-16
2025-06-23,499.04998779296875,499.04998779296875,506.0,475.20001220703125,479.95001220703125,1335245,2025-06-23
2025-06-30,495.1000061035156,495.1000061035156,516.75,491.0,500.8999938964844,1479858,2025-06-30
2025-07-07,479.29998779296875,479.29998779296875,494.5,475.25,492.6499938964844,876138,2025-07-07
2025-07-14,491.25,491.25,492.8999938964844,472.0,479.29998779296875,467105,2025-07-14
