Date,Adj Close_DBSTOCKBRO.NS,Close_DBSTOCKBRO.NS,High_DBSTOCKBRO.NS,Low_DBSTOCKBRO.NS,Open_DBSTOCKBRO.NS,Volume_DBSTOCKBRO.NS,Date
2020-07-13,10.0,10.0,10.800000190734863,9.550000190734863,10.050000190734863,3512,2020-07-13
2020-07-20,9.850000381469727,9.850000381469727,10.5,9.5,10.0,1369,2020-07-20
2020-07-27,8.949999809265137,8.949999809265137,10.5,8.949999809265137,9.550000190734863,5476,2020-07-27
2020-08-03,9.899999618530273,9.899999618530273,9.899999618530273,8.149999618530273,9.350000381469727,4183,2020-08-03
2020-08-10,11.699999809265137,11.699999809265137,11.949999809265137,8.949999809265137,10.850000381469727,22445,2020-08-10
2020-08-17,11.0,11.0,11.5,10.100000381469727,11.5,4802,2020-08-17
2020-08-24,10.300000190734863,10.300000190734863,11.0,10.0,10.899999618530273,16647,2020-08-24
2020-08-31,9.399999618530273,9.399999618530273,10.899999618530273,8.800000190734863,9.800000190734863,8557,2020-08-31
2020-09-07,9.600000381469727,9.600000381469727,10.100000381469727,8.949999809265137,9.399999618530273,6992,2020-09-07
2020-09-14,9.75,9.75,10.199999809265137,9.0,9.899999618530273,4116,2020-09-14
2020-09-21,9.300000190734863,9.300000190734863,10.199999809265137,8.600000381469727,10.199999809265137,1292,2020-09-21
2020-09-28,8.75,8.75,9.75,8.350000381469727,9.75,1288,2020-09-28
2020-10-05,9.0,9.0,9.100000381469727,8.199999809265137,8.350000381469727,433,2020-10-05
2020-10-12,9.0,9.0,11.0,8.100000381469727,9.199999809265137,2228,2020-10-12
2020-10-19,8.899999618530273,8.899999618530273,9.899999618530273,8.100000381469727,8.100000381469727,4370,2020-10-19
2020-10-26,8.649999618530273,8.649999618530273,10.5,8.0,9.100000381469727,9409,2020-10-26
2020-11-02,8.899999618530273,8.899999618530273,9.899999618530273,8.050000190734863,8.850000381469727,12279,2020-11-02
2020-11-09,8.75,8.75,9.75,8.050000190734863,9.5,9306,2020-11-09
2020-11-16,9.399999618530273,9.399999618530273,10.149999618530273,8.050000190734863,8.75,21721,2020-11-16
2020-11-23,10.5,10.5,11.449999809265137,8.850000381469727,8.850000381469727,114206,2020-11-23
2020-11-30,10.850000381469727,10.850000381469727,12.100000381469727,10.5,10.5,619966,2020-11-30
2020-12-07,10.75,10.75,11.699999809265137,10.399999618530273,11.350000381469727,173221,2020-12-07
2020-12-14,10.350000381469727,10.350000381469727,10.899999618530273,10.0,10.5,45919,2020-12-14
2020-12-21,10.0,10.0,10.699999809265137,9.600000381469727,10.399999618530273,17915,2020-12-21
2020-12-28,10.100000381469727,10.100000381469727,10.850000381469727,9.899999618530273,9.899999618530273,29890,2020-12-28
2021-01-04,10.350000381469727,10.350000381469727,11.0,9.800000190734863,10.399999618530273,53484,2021-01-04
2021-01-11,10.300000190734863,10.300000190734863,10.550000190734863,9.899999618530273,10.550000190734863,31026,2021-01-11
2021-01-18,10.199999809265137,10.199999809265137,10.449999809265137,9.699999809265137,10.449999809265137,20792,2021-01-18
2021-01-25,9.899999618530273,9.899999618530273,10.100000381469727,9.399999618530273,10.0,5071,2021-01-25
2021-02-01,9.649999618530273,9.649999618530273,10.100000381469727,9.149999618530273,9.75,20665,2021-02-01
2021-02-08,9.350000381469727,9.350000381469727,9.949999809265137,9.050000190734863,9.649999618530273,17971,2021-02-08
2021-02-15,9.300000190734863,9.300000190734863,9.75,8.449999809265137,9.75,19971,2021-02-15
2021-02-22,9.550000190734863,9.550000190734863,9.899999618530273,8.600000381469727,9.350000381469727,26696,2021-02-22
2021-03-01,10.100000381469727,10.100000381469727,10.5,9.050000190734863,9.899999618530273,32627,2021-03-01
2021-03-08,9.300000190734863,9.300000190734863,10.449999809265137,9.100000381469727,10.100000381469727,47799,2021-03-08
2021-03-15,8.949999809265137,8.949999809265137,9.600000381469727,8.0,9.600000381469727,61840,2021-03-15
2021-03-22,8.699999809265137,8.699999809265137,9.699999809265137,8.100000381469727,9.699999809265137,71627,2021-03-22
2021-03-29,8.75,8.75,9.199999809265137,8.350000381469727,8.699999809265137,4488,2021-03-29
2021-04-05,8.850000381469727,8.850000381469727,9.300000190734863,7.900000095367432,8.399999618530273,18613,2021-04-05
2021-04-12,9.649999618530273,9.649999618530273,10.199999809265137,8.350000381469727,8.699999809265137,103229,2021-04-12
2021-04-19,9.300000190734863,9.300000190734863,11.300000190734863,8.699999809265137,9.399999618530273,35852,2021-04-19
2021-04-26,8.199999809265137,8.199999809265137,9.899999618530273,7.5,9.300000190734863,121009,2021-04-26
2021-05-03,8.600000381469727,8.600000381469727,9.649999618530273,7.650000095367432,8.199999809265137,141645,2021-05-03
2021-05-10,9.850000381469727,9.850000381469727,10.600000381469727,8.300000190734863,9.0,146045,2021-05-10
2021-05-17,9.5,9.5,11.0,8.899999618530273,9.899999618530273,40560,2021-05-17
2021-05-24,14.449999809265137,14.449999809265137,14.449999809265137,8.550000190734863,9.699999809265137,455088,2021-05-24
2021-05-31,17.25,17.25,20.049999237060547,15.100000381469727,15.800000190734863,288811,2021-05-31
2021-06-07,15.699999809265137,15.699999809265137,18.200000762939453,15.550000190734863,16.899999618530273,126855,2021-06-07
2021-06-14,15.75,15.75,17.350000381469727,15.0,15.75,65136,2021-06-14
2021-06-21,14.350000381469727,14.350000381469727,16.25,14.0,16.25,30412,2021-06-21
2021-06-28,14.300000190734863,14.300000190734863,14.899999618530273,13.649999618530273,14.899999618530273,20974,2021-06-28
