Date,Adj Close_CROWN.NS,Close_CROWN.NS,High_CROWN.NS,Low_CROWN.NS,Open_CROWN.NS,Volume_CROWN.NS,Date
2022-03-21,30.974714279174805,31.299999237060547,34.20000076293945,27.450000762939453,28.0,208274,2022-03-21
2022-03-28,32.657047271728516,33.0,34.20000076293945,29.0,32.04999923706055,140840,2022-03-28
2022-04-04,34.28990173339844,34.650001525878906,35.79999923706055,31.899999618530273,33.650001525878906,114185,2022-04-04
2022-04-11,34.636260986328125,35.0,36.25,33.20000076293945,33.70000076293945,57909,2022-04-11
2022-04-18,34.48781967163086,34.849998474121094,36.900001525878906,33.5,36.0,228982,2022-04-18
2022-04-25,32.31068420410156,32.650001525878906,36.0,29.799999237060547,34.599998474121094,149338,2022-04-25
2022-05-02,30.677831649780273,31.0,33.849998474121094,29.049999237060547,33.849998474121094,11536,2022-05-02
2022-05-09,32.55808639526367,32.900001525878906,32.900001525878906,29.0,32.0,39015,2022-05-09
2022-05-16,31.568479537963867,31.899999618530273,35.0,29.75,33.900001525878906,48953,2022-05-16
2022-05-23,31.76639747619629,32.099998474121094,34.599998474121094,30.649999618530273,33.45000076293945,39254,2022-05-23
2022-05-30,30.87575340270996,31.200000762939453,32.150001525878906,29.100000381469727,30.850000381469727,15169,2022-05-30
2022-06-06,30.430431365966797,30.75,31.950000762939453,28.049999237060547,31.600000381469727,26316,2022-06-06
2022-06-13,31.024192810058594,31.350000381469727,32.849998474121094,28.450000762939453,32.75,59824,2022-06-13
2022-06-20,30.727312088012695,31.049999237060547,33.20000076293945,29.0,33.20000076293945,46557,2022-06-20
2022-06-27,30.87575340270996,31.200000762939453,34.0,29.350000381469727,34.0,46843,2022-06-27
2022-07-04,34.19093704223633,34.54999923706055,35.849998474121094,30.75,32.20000076293945,59324,2022-07-04
2022-07-11,34.7352180480957,35.099998474121094,38.29999923706055,32.150001525878906,32.20000076293945,65548,2022-07-11
2022-07-18,44.38389205932617,44.849998474121094,49.0,33.099998474121094,33.150001525878906,356088,2022-07-18
2022-07-25,44.38389205932617,44.849998474121094,44.849998474121094,39.79999923706055,42.70000076293945,53939,2022-07-25
2022-08-01,45.32402038574219,45.79999923706055,49.400001525878906,43.0,47.04999923706055,118520,2022-08-01
2022-08-08,41.41507339477539,41.849998474121094,46.0,38.95000076293945,45.79999923706055,83483,2022-08-08
2022-08-15,38.19884490966797,38.599998474121094,42.79999923706055,37.95000076293945,41.849998474121094,48693,2022-08-15
2022-08-22,38.59469223022461,39.0,41.0,37.45000076293945,37.45000076293945,22713,2022-08-22
2022-08-29,39.78221893310547,40.20000076293945,41.900001525878906,38.099998474121094,40.5,12935,2022-08-29
2022-09-05,39.33689498901367,39.75,42.0,38.29999923706055,38.95000076293945,14301,2022-09-05
2022-09-12,39.386375427246094,39.79999923706055,40.95000076293945,38.0,39.45000076293945,22552,2022-09-12
2022-09-19,36.912357330322266,37.29999923706055,40.20000076293945,37.0,40.20000076293945,26263,2022-09-19
2022-09-26,36.41755294799805,36.79999923706055,38.45000076293945,35.5,38.45000076293945,9346,2022-09-26
2022-10-03,37.60508346557617,38.0,39.70000076293945,36.20000076293945,38.45000076293945,14770,2022-10-03
2022-10-10,36.3185920715332,36.70000076293945,41.79999923706055,36.349998474121094,38.0,32344,2022-10-10
2022-10-17,35.97222900390625,36.349998474121094,39.0,34.849998474121094,37.75,24310,2022-10-17
2022-10-24,36.12067413330078,36.5,39.45000076293945,35.29999923706055,36.349998474121094,4372,2022-10-24
2022-10-31,37.407161712646484,37.79999923706055,39.900001525878906,35.900001525878906,36.04999923706055,26821,2022-10-31
2022-11-07,38.446250915527344,38.849998474121094,44.79999923706055,36.5,37.650001525878906,137610,2022-11-07
2022-11-14,35.32898712158203,35.70000076293945,40.0,35.04999923706055,40.0,39745,2022-11-14
2022-11-21,36.02171325683594,36.400001525878906,37.45000076293945,33.0,35.70000076293945,41336,2022-11-21
2022-11-28,37.60508346557617,38.0,39.95000076293945,34.5,36.400001525878906,41302,2022-11-28
2022-12-05,46.16518783569336,46.650001525878906,52.400001525878906,37.20000076293945,38.45000076293945,456736,2022-12-05
2022-12-12,39.83169937133789,40.25,47.45000076293945,38.099998474121094,47.45000076293945,107243,2022-12-12
2022-12-19,35.4113883972168,35.599998474121094,41.45000076293945,35.5,39.0,38011,2022-12-19
2022-12-26,34.81456756591797,35.0,37.400001525878906,34.0,35.599998474121094,35833,2022-12-26
2023-01-02,34.7150993347168,34.900001525878906,37.70000076293945,33.400001525878906,36.54999923706055,8095,2023-01-02
2023-01-09,34.86430358886719,35.04999923706055,35.95000076293945,33.75,35.95000076293945,9728,2023-01-09
2023-01-16,35.46112823486328,35.650001525878906,36.75,34.5,35.900001525878906,2425,2023-01-16
2023-01-23,34.81456756591797,35.0,35.79999923706055,34.04999923706055,35.650001525878906,5566,2023-01-23
2023-01-30,34.81456756591797,35.0,35.900001525878906,33.25,35.5,12569,2023-01-30
2023-02-06,34.41668701171875,34.599998474121094,35.5,33.20000076293945,33.25,7349,2023-02-06
2023-02-13,34.81456756591797,35.0,35.900001525878906,33.70000076293945,33.70000076293945,1675,2023-02-13
2023-02-20,34.764835357666016,34.95000076293945,35.54999923706055,32.20000076293945,34.900001525878906,6902,2023-02-20
2023-02-27,33.57119369506836,33.75,35.5,32.0,34.900001525878906,5195,2023-02-27
2023-03-06,32.92463302612305,33.099998474121094,35.349998474121094,32.150001525878906,35.349998474121094,9542,2023-03-06
2023-03-13,30.786027908325195,30.950000762939453,34.29999923706055,30.600000381469727,34.29999923706055,29181,2023-03-13
2023-03-20,32.327816009521484,32.5,32.70000076293945,29.0,31.350000381469727,8795,2023-03-20
2023-03-27,35.262184143066406,35.45000076293945,35.45000076293945,29.950000762939453,32.5,28947,2023-03-27
2023-04-03,37.6992073059082,37.900001525878906,39.70000076293945,35.599998474121094,36.849998474121094,7694,2023-04-03
2023-04-10,40.13622283935547,40.349998474121094,40.400001525878906,36.150001525878906,36.150001525878906,19941,2023-04-10
2023-04-17,37.6992073059082,37.900001525878906,41.45000076293945,37.5,40.349998474121094,41411,2023-04-17
2023-04-24,37.89814376831055,38.099998474121094,38.95000076293945,36.650001525878906,37.150001525878906,8399,2023-04-24
2023-05-01,37.00291442871094,37.20000076293945,38.29999923706055,36.0,38.099998474121094,12208,2023-05-01
2023-05-08,35.90874099731445,36.099998474121094,37.75,34.29999923706055,35.599998474121094,2343,2023-05-08
2023-05-15,35.510860443115234,35.70000076293945,36.95000076293945,34.099998474121094,36.150001525878906,13132,2023-05-15
2023-05-22,35.75953674316406,35.95000076293945,36.0,33.29999923706055,35.45000076293945,7268,2023-05-22
2023-05-29,38.644168853759766,38.849998474121094,38.849998474121094,33.79999923706055,35.5,11210,2023-05-29
2023-06-05,43.866355895996094,44.099998474121094,44.849998474121094,37.400001525878906,38.849998474121094,185953,2023-06-05
2023-06-12,50.431392669677734,50.70000076293945,53.54999923706055,44.29999923706055,46.29999923706055,378455,2023-06-12
2023-06-19,43.96582794189453,44.20000076293945,50.70000076293945,42.900001525878906,48.20000076293945,75447,2023-06-19
2023-06-26,43.66741943359375,43.900001525878906,47.400001525878906,42.04999923706055,44.0,59122,2023-06-26
2023-07-03,47.5467529296875,47.79999923706055,48.349998474121094,42.70000076293945,43.400001525878906,27679,2023-07-03
2023-07-10,51.42609405517578,51.70000076293945,51.70000076293945,46.70000076293945,48.5,190092,2023-07-10
2023-07-17,56.200660705566406,56.5,57.150001525878906,50.349998474121094,54.25,526182,2023-07-17
2023-07-24,50.87900924682617,51.150001525878906,55.400001525878906,51.150001525878906,55.400001525878906,6744,2023-07-24
2023-07-31,46.05470275878906,46.29999923706055,50.150001525878906,46.29999923706055,50.150001525878906,9503,2023-07-31
2023-08-07,45.15946960449219,45.400001525878906,46.349998474121094,44.5,45.400001525878906,98382,2023-08-07
2023-08-14,46.65152359008789,46.900001525878906,46.900001525878906,44.5,44.79999923706055,25656,2023-08-14
2023-08-21,48.74039840698242,49.0,50.0,47.75,47.79999923706055,32342,2023-08-21
2023-08-28,47.944637298583984,48.20000076293945,52.70000076293945,46.54999923706055,46.54999923706055,55175,2023-08-28
2023-09-04,49.23774719238281,49.5,51.400001525878906,47.099998474121094,49.79999923706055,80228,2023-09-04
2023-09-11,45.90549850463867,46.150001525878906,50.45000076293945,44.79999923706055,49.5,83521,2023-09-11
2023-09-18,48.74039840698242,49.0,53.5,46.400001525878906,48.400001525878906,128922,2023-09-18
2023-09-25,57.1456298828125,57.45000076293945,57.45000076293945,49.900001525878906,51.29999923706055,147341,2023-09-25
2023-10-02,67.09264373779297,67.44999694824219,69.75,57.45000076293945,57.45000076293945,239599,2023-10-02
2023-10-09,60.676822662353516,61.0,69.5,60.099998474121094,69.5,147923,2023-10-09
2023-10-16,63.76039505004883,64.0999984741211,64.0999984741211,57.79999923706055,61.45000076293945,157577,2023-10-16
2023-10-23,60.12973403930664,60.45000076293945,66.69999694824219,58.0,66.69999694824219,132527,2023-10-23
2023-10-30,67.88841247558594,68.25,69.30000305175781,59.099998474121094,61.70000076293945,158640,2023-10-30
2023-11-06,69.03231811523438,69.4000015258789,75.19999694824219,65.6500015258789,71.6500015258789,159389,2023-11-06
2023-11-13,76.24391174316406,76.6500015258789,81.44999694824219,70.0999984741211,71.6500015258789,121102,2023-11-13
2023-11-20,95.0,95.0,95.0,76.0,79.3499984741211,205904,2023-11-20
2023-11-27,86.80000305175781,86.80000305175781,99.75,86.0,95.0,136271,2023-11-27
2023-12-04,94.6500015258789,94.6500015258789,94.6500015258789,86.0,90.44999694824219,107454,2023-12-04
2023-12-11,109.4000015258789,109.4000015258789,111.6500015258789,96.0,99.3499984741211,109003,2023-12-11
2023-12-18,106.0,106.0,111.55000305175781,105.0,111.5,90952,2023-12-18
2023-12-25,114.6500015258789,114.6500015258789,114.6500015258789,104.19999694824219,106.0,54460,2023-12-25
2024-01-01,126.0999984741211,126.0999984741211,126.0999984741211,116.5999984741211,116.9000015258789,89809,2024-01-01
2024-01-08,123.5,123.5,131.10000610351562,122.0,128.60000610351562,58048,2024-01-08
2024-01-15,122.05000305175781,122.05000305175781,124.0,116.30000305175781,123.5,57133,2024-01-15
2024-01-22,121.3499984741211,121.3499984741211,122.05000305175781,116.6500015258789,122.05000305175781,52812,2024-01-22
2024-01-29,133.85000610351562,133.85000610351562,133.85000610351562,123.75,123.75,23175,2024-01-29
2024-02-05,147.5,147.5,147.5,136.39999389648438,136.39999389648438,84499,2024-02-05
2024-02-12,162.75,162.75,162.75,150.4499969482422,150.4499969482422,163394,2024-02-12
2024-02-19,179.60000610351562,179.60000610351562,179.60000610351562,166.0,166.0,214142,2024-02-19
2024-02-26,175.85000610351562,175.85000610351562,186.39999389648438,169.0,183.14999389648438,81884,2024-02-26
2024-03-04,178.5,178.5,178.5,172.0,175.8000030517578,87001,2024-03-04
2024-03-11,181.85000610351562,181.85000610351562,185.64999389648438,171.35000610351562,182.0500030517578,98726,2024-03-11
2024-03-18,200.64999389648438,200.64999389648438,200.64999389648438,185.4499969482422,185.4499969482422,52819,2024-03-18
2024-03-25,212.85000610351562,212.85000610351562,212.85000610351562,200.64999389648438,200.64999389648438,23848,2024-03-25
2024-04-01,206.14999389648438,206.14999389648438,220.75,206.14999389648438,217.10000610351562,88013,2024-04-01
2024-04-08,215.89999389648438,215.89999389648438,216.0,206.0,209.5,58711,2024-04-08
2024-04-15,217.0,217.0,223.0,211.60000610351562,220.1999969482422,27455,2024-04-15
2024-04-22,212.3000030517578,212.3000030517578,225.6999969482422,212.3000030517578,221.3000030517578,40439,2024-04-22
2024-04-29,215.3000030517578,215.3000030517578,225.64999389648438,203.0,222.89999389648438,93272,2024-04-29
2024-05-06,232.0500030517578,232.0500030517578,261.6499938964844,220.1999969482422,225.0,91764,2024-05-06
2024-05-13,209.8000030517578,209.8000030517578,227.39999389648438,209.8000030517578,227.39999389648438,26580,2024-05-13
2024-05-20,218.10000610351562,218.10000610351562,218.10000610351562,201.5,214.0500030517578,50070,2024-05-20
2024-05-27,240.64999389648438,240.64999389648438,240.64999389648438,222.39999389648438,222.4499969482422,69038,2024-05-27
2024-06-03,226.4499969482422,226.4499969482422,244.9499969482422,217.60000610351562,235.85000610351562,52334,2024-06-03
2024-06-10,249.99000549316406,249.99000549316406,249.99000549316406,230.97000122070312,230.97000122070312,9928,2024-06-10
2024-06-17,303.8399963378906,303.8399963378906,303.8399963378906,249.99000549316406,249.99000549316406,199727,2024-06-17
2024-06-24,310.05999755859375,310.05999755859375,314.79998779296875,264.7699890136719,314.70001220703125,178616,2024-06-24
2024-07-01,292.70001220703125,292.70001220703125,325.04998779296875,286.75,310.0,134303,2024-07-01
2024-07-08,290.8500061035156,290.8500061035156,300.0,266.0,292.70001220703125,86120,2024-07-08
2024-07-15,262.8999938964844,262.8999938964844,299.04998779296875,261.54998779296875,297.79998779296875,78907,2024-07-15
2024-07-22,274.95001220703125,274.95001220703125,275.95001220703125,247.35000610351562,250.25,89990,2024-07-22
2024-07-29,282.45001220703125,282.45001220703125,303.04998779296875,276.0,285.0,105248,2024-07-29
2024-08-05,280.0,280.0,280.5,269.79998779296875,276.79998779296875,67720,2024-08-05
2024-08-12,279.79998779296875,279.79998779296875,291.29998779296875,279.79998779296875,285.6000061035156,32503,2024-08-12
2024-08-19,253.0,253.0,274.20001220703125,253.0,274.20001220703125,55517,2024-08-19
2024-08-26,263.0,263.0,268.45001220703125,249.0500030517578,258.04998779296875,69354,2024-08-26
2024-09-02,268.04998779296875,268.04998779296875,279.04998779296875,262.79998779296875,268.25,90843,2024-09-02
2024-09-09,245.14999389648438,245.14999389648438,281.45001220703125,221.85000610351562,281.45001220703125,244628,2024-09-09
2024-09-16,239.0500030517578,239.0500030517578,245.75,214.64999389648438,243.39999389648438,120480,2024-09-16
2024-09-23,225.10000610351562,225.10000610351562,245.0,222.89999389648438,245.0,60909,2024-09-23
2024-09-30,246.39999389648438,246.39999389648438,254.0,220.0,225.0,139690,2024-09-30
2024-10-07,251.5500030517578,251.5500030517578,254.0,222.3699951171875,246.39999389648438,130528,2024-10-07
2024-10-14,234.47999572753906,234.47999572753906,259.29998779296875,230.25,259.29998779296875,70891,2024-10-14
2024-10-21,252.50999450683594,252.50999450683594,267.0,235.5,245.0,196198,2024-10-21
2024-10-28,251.86000061035156,251.86000061035156,259.3999938964844,225.0,253.0,99615,2024-10-28
2024-11-04,268.32000732421875,268.32000732421875,285.0,254.0,264.0,145122,2024-11-04
2024-11-11,247.47000122070312,247.47000122070312,263.0,247.47000122070312,262.95001220703125,28065,2024-11-11
2024-11-18,232.0,232.0,245.0,232.0,245.0,20547,2024-11-18
2024-11-25,227.16000366210938,227.16000366210938,227.36000061035156,214.5,227.36000061035156,50508,2024-11-25
2024-12-02,227.14999389648438,227.14999389648438,227.14999389648438,218.24000549316406,226.4499969482422,52828,2024-12-02
2024-12-09,226.85000610351562,226.85000610351562,241.0399932861328,226.85000610351562,231.69000244140625,54395,2024-12-09
2024-12-16,207.05999755859375,207.05999755859375,231.8699951171875,206.00999450683594,226.00999450683594,302151,2024-12-16
2024-12-23,218.38999938964844,218.38999938964844,224.97999572753906,205.0,210.75,103293,2024-12-23
2024-12-30,213.88999938964844,213.88999938964844,222.8000030517578,206.0,212.39999389648438,158228,2024-12-30
2025-01-06,198.14999389648438,198.14999389648438,218.7899932861328,194.0,218.7899932861328,114136,2025-01-06
2025-01-13,214.1699981689453,214.1699981689453,218.75999450683594,186.14999389648438,188.24000549316406,122408,2025-01-13
2025-01-20,198.25999450683594,198.25999450683594,231.99000549316406,196.17999267578125,219.39999389648438,155675,2025-01-20
2025-01-27,192.55999755859375,192.55999755859375,203.7899932861328,178.9199981689453,190.0,111743,2025-01-27
2025-02-03,204.4199981689453,204.4199981689453,207.0,186.32000732421875,198.1999969482422,96724,2025-02-03
2025-02-10,185.19000244140625,185.19000244140625,207.8000030517578,175.0,204.5,155796,2025-02-10
2025-02-17,174.27999877929688,174.27999877929688,189.75,160.0,177.1999969482422,183999,2025-02-17
2025-02-24,160.11000061035156,160.11000061035156,179.8699951171875,157.0,177.77000427246094,65837,2025-02-24
2025-03-03,166.6300048828125,166.6300048828125,169.0,156.0500030517578,163.99000549316406,157013,2025-03-03
2025-03-10,152.2100067138672,152.2100067138672,171.08999633789062,150.1999969482422,169.89999389648438,54542,2025-03-10
2025-03-17,188.0399932861328,188.0399932861328,190.1999969482422,148.99000549316406,152.2100067138672,165928,2025-03-17
2025-03-24,169.6999969482422,169.6999969482422,205.97000122070312,166.1999969482422,189.89999389648438,159199,2025-03-24
2025-03-31,180.2100067138672,180.2100067138672,184.0,168.00999450683594,169.6999969482422,70896,2025-03-31
2025-04-07,167.83999633789062,167.83999633789062,177.9600067138672,165.10000610351562,171.19000244140625,51452,2025-04-07
2025-04-14,169.80999755859375,169.80999755859375,179.22999572753906,167.89999389648438,167.89999389648438,44363,2025-04-14
2025-04-21,169.77999877929688,169.77999877929688,184.39999389648438,168.02999877929688,173.2100067138672,113240,2025-04-21
2025-04-28,160.1699981689453,160.1699981689453,169.3000030517578,156.00999450683594,167.0,57445,2025-04-28
2025-05-05,155.5500030517578,155.5500030517578,162.49000549316406,135.33999633789062,159.0,236452,2025-05-05
2025-05-12,159.4600067138672,159.4600067138672,165.99000549316406,152.0,163.0,69576,2025-05-12
2025-05-19,163.80999755859375,163.80999755859375,172.0,155.10000610351562,162.8000030517578,83115,2025-05-19
2025-05-26,169.25,169.25,188.99000549316406,164.89999389648438,164.89999389648438,294817,2025-05-26
2025-06-02,190.57000732421875,190.57000732421875,195.89999389648438,166.0,174.9199981689453,207917,2025-06-02
2025-06-09,202.08999633789062,202.08999633789062,221.8000030517578,183.0,194.99000549316406,360661,2025-06-09
2025-06-16,186.25,186.25,213.1999969482422,184.00999450683594,205.0,106409,2025-06-16
2025-06-23,189.2100067138672,189.2100067138672,196.66000366210938,182.0,183.14999389648438,143525,2025-06-23
2025-06-30,179.8800048828125,179.8800048828125,190.50999450683594,176.8000030517578,190.50999450683594,79098,2025-06-30
2025-07-07,169.72000122070312,169.72000122070312,185.0,168.17999267578125,185.0,93268,2025-07-07
2025-07-14,169.58999633789062,169.58999633789062,174.0,160.14999389648438,174.0,92891,2025-07-14
