Date,Adj Close_SKMEGGPROD.NS,Close_SKMEGGPROD.NS,High_SKMEGGPROD.NS,Low_SKMEGGPROD.NS,Open_SKMEGGPROD.NS,Volume_SKMEGGPROD.NS,Date
2020-07-13,32.1055908203125,33.70000076293945,34.5,32.150001525878906,33.400001525878906,53851,2020-07-13
2020-07-20,33.439353942871094,35.099998474121094,36.099998474121094,32.900001525878906,34.0,81483,2020-07-20
2020-07-27,33.820430755615234,35.5,36.849998474121094,33.25,35.099998474121094,139708,2020-07-27
2020-08-03,34.630210876464844,36.349998474121094,36.79999923706055,32.599998474121094,35.54999923706055,173915,2020-08-03
2020-08-10,50.683013916015625,53.20000076293945,56.45000076293945,35.75,35.75,1744175,2020-08-10
2020-08-17,44.014198303222656,46.20000076293945,53.150001525878906,45.04999923706055,52.900001525878906,437696,2020-08-17
2020-08-24,47.53914260864258,49.900001525878906,52.900001525878906,46.099998474121094,47.5,514113,2020-08-24
2020-08-31,47.777313232421875,50.150001525878906,50.900001525878906,45.099998474121094,50.900001525878906,194986,2020-08-31
2020-09-07,43.347312927246094,45.5,50.70000076293945,43.54999923706055,50.45000076293945,149397,2020-09-07
2020-09-14,41.156131744384766,43.20000076293945,47.5,42.650001525878906,46.0,138590,2020-09-14
2020-09-21,35.44503402709961,36.79999923706055,43.75,35.400001525878906,43.400001525878906,212122,2020-09-21
2020-09-28,35.30055618286133,36.650001525878906,37.79999923706055,36.25,37.79999923706055,146769,2020-09-28
2020-10-05,41.464908599853516,43.04999923706055,44.45000076293945,36.54999923706055,37.900001525878906,823975,2020-10-05
2020-10-12,39.7311897277832,41.25,44.95000076293945,39.849998474121094,43.900001525878906,209317,2020-10-12
2020-10-19,39.7311897277832,41.25,42.54999923706055,39.150001525878906,41.45000076293945,178985,2020-10-19
2020-10-26,39.153282165527344,40.650001525878906,41.5,40.0,41.400001525878906,74918,2020-10-26
2020-11-02,40.69437026977539,42.25,42.79999923706055,39.20000076293945,40.849998474121094,113465,2020-11-02
2020-11-09,43.439430236816406,45.099998474121094,46.04999923706055,41.5,41.599998474121094,361523,2020-11-09
2020-11-16,45.702903747558594,47.45000076293945,52.599998474121094,44.5,44.900001525878906,437907,2020-11-16
2020-11-23,47.87006378173828,49.70000076293945,51.650001525878906,45.400001525878906,48.0,240062,2020-11-23
2020-11-30,49.60378646850586,51.5,54.25,48.29999923706055,49.70000076293945,352835,2020-11-30
2020-12-07,49.70009994506836,51.599998474121094,54.400001525878906,49.29999923706055,51.5,312087,2020-12-07
2020-12-14,56.5386848449707,58.70000076293945,67.0,53.04999923706055,54.0,2023392,2020-12-14
2020-12-21,54.660484313964844,56.75,58.900001525878906,48.650001525878906,58.70000076293945,403500,2020-12-21
2020-12-28,56.34605026245117,58.5,63.04999923706055,55.45000076293945,57.20000076293945,573960,2020-12-28
2021-01-04,55.96077346801758,58.099998474121094,68.0,53.900001525878906,59.400001525878906,1943695,2021-01-04
2021-01-11,57.88713455200195,60.099998474121094,61.599998474121094,55.04999923706055,57.599998474121094,747730,2021-01-11
2021-01-18,54.56416702270508,56.650001525878906,60.20000076293945,56.0,59.5,234828,2021-01-18
2021-01-25,52.01173782348633,54.0,58.400001525878906,53.5,56.5,371830,2021-01-25
2021-02-01,53.07123947143555,55.099998474121094,58.099998474121094,53.349998474121094,54.900001525878906,352842,2021-02-01
2021-02-08,51.144874572753906,53.099998474121094,56.29999923706055,52.79999923706055,55.150001525878906,212018,2021-02-08
2021-02-15,48.592445373535156,50.45000076293945,53.599998474121094,50.099998474121094,53.599998474121094,225588,2021-02-15
2021-02-22,48.68876647949219,50.54999923706055,51.79999923706055,49.849998474121094,51.25,171152,2021-02-22
2021-03-01,52.44517135620117,54.45000076293945,55.900001525878906,49.75,50.0,438688,2021-03-01
2021-03-08,49.26667404174805,51.150001525878906,55.400001525878906,50.900001525878906,55.0,220230,2021-03-08
2021-03-15,46.71424865722656,48.5,52.20000076293945,47.599998474121094,51.150001525878906,158831,2021-03-15
2021-03-22,46.28081512451172,48.04999923706055,50.5,46.54999923706055,48.0,128746,2021-03-22
2021-03-29,47.629268646240234,49.45000076293945,50.29999923706055,46.04999923706055,48.04999923706055,180748,2021-03-29
2021-04-05,49.02587890625,50.900001525878906,53.45000076293945,47.099998474121094,50.45000076293945,320976,2021-04-05
2021-04-12,45.75106430053711,47.5,50.54999923706055,46.0,49.0,149198,2021-04-12
2021-04-19,47.629268646240234,49.45000076293945,54.25,42.150001525878906,45.150001525878906,407434,2021-04-19
2021-04-26,50.90407943725586,52.849998474121094,53.849998474121094,48.75,49.150001525878906,428656,2021-04-26
2021-05-03,51.04855728149414,53.0,55.54999923706055,51.5,52.79999923706055,500345,2021-05-03
2021-05-10,61.450904846191406,63.79999923706055,65.30000305175781,52.650001525878906,53.599998474121094,2688340,2021-05-10
2021-05-17,62.606719970703125,65.0,73.69999694824219,62.20000076293945,65.5,3905802,2021-05-17
2021-05-24,64.43675994873047,66.9000015258789,70.0,61.650001525878906,65.69999694824219,2246854,2021-05-24
