Date,Adj Close_CUBEXTUB.NS,Close_CUBEXTUB.NS,High_CUBEXTUB.NS,Low_CUBEXTUB.NS,Open_CUBEXTUB.NS,Volume_CUBEXTUB.NS,Date
2020-07-13,11.949999809265137,11.949999809265137,12.75,11.149999618530273,12.25,41534,2020-07-13
2020-07-20,11.699999809265137,11.699999809265137,12.699999809265137,11.699999809265137,11.899999618530273,45693,2020-07-20
2020-07-27,11.0,11.0,12.0,10.649999618530273,11.699999809265137,35954,2020-07-27
2020-08-03,12.25,12.25,12.300000190734863,10.199999809265137,11.0,45247,2020-08-03
2020-08-10,12.350000381469727,12.350000381469727,13.75,11.449999809265137,12.25,110720,2020-08-10
2020-08-17,12.300000190734863,12.300000190734863,12.899999618530273,11.0,11.899999618530273,114056,2020-08-17
2020-08-24,12.100000381469727,12.100000381469727,12.600000381469727,11.149999618530273,12.25,83253,2020-08-24
2020-08-31,12.199999809265137,12.199999809265137,12.399999618530273,11.100000381469727,12.350000381469727,63986,2020-08-31
2020-09-07,11.449999809265137,11.449999809265137,12.399999618530273,11.100000381469727,12.199999809265137,55097,2020-09-07
2020-09-14,11.850000381469727,11.850000381469727,12.100000381469727,11.25,11.800000190734863,19180,2020-09-14
2020-09-21,10.949999809265137,10.949999809265137,12.0,10.699999809265137,11.850000381469727,25041,2020-09-21
2020-09-28,11.800000190734863,11.800000190734863,11.949999809265137,10.550000190734863,11.600000381469727,19042,2020-09-28
2020-10-05,11.300000190734863,11.300000190734863,12.0,11.0,12.0,17086,2020-10-05
2020-10-12,11.449999809265137,11.449999809265137,11.850000381469727,10.899999618530273,11.300000190734863,19888,2020-10-12
2020-10-19,11.5,11.5,11.75,11.050000190734863,11.300000190734863,12012,2020-10-19
2020-10-26,11.25,11.25,11.5,10.300000190734863,11.25,21842,2020-10-26
2020-11-02,10.949999809265137,10.949999809265137,11.550000190734863,10.5,11.25,11176,2020-11-02
2020-11-09,11.399999618530273,11.399999618530273,11.899999618530273,10.149999618530273,10.800000190734863,38501,2020-11-09
2020-11-16,11.550000190734863,11.550000190734863,11.649999618530273,11.0,11.0,20328,2020-11-16
2020-11-23,20.149999618530273,20.149999618530273,20.450000762939453,11.300000190734863,11.600000381469727,449704,2020-11-23
2020-11-30,18.0,18.0,21.0,18.0,20.149999618530273,225579,2020-11-30
2020-12-07,18.200000762939453,18.200000762939453,18.899999618530273,16.899999618530273,18.399999618530273,85907,2020-12-07
2020-12-14,17.899999618530273,17.899999618530273,19.100000381469727,17.600000381469727,18.950000762939453,69665,2020-12-14
2020-12-21,17.200000762939453,17.200000762939453,18.450000762939453,16.5,18.299999237060547,26731,2020-12-21
2020-12-28,18.450000762939453,18.450000762939453,18.700000762939453,16.950000762939453,17.549999237060547,33972,2020-12-28
2021-01-04,18.049999237060547,18.049999237060547,19.700000762939453,17.700000762939453,18.450000762939453,70609,2021-01-04
2021-01-11,17.100000381469727,17.100000381469727,18.450000762939453,17.0,18.049999237060547,25848,2021-01-11
2021-01-18,17.700000762939453,17.700000762939453,17.950000762939453,16.799999237060547,17.100000381469727,29340,2021-01-18
2021-01-25,17.5,17.5,18.0,16.5,17.5,26472,2021-01-25
2021-02-01,16.700000762939453,16.700000762939453,18.299999237060547,15.550000190734863,18.25,43375,2021-02-01
2021-02-08,16.700000762939453,16.700000762939453,17.600000381469727,15.600000381469727,17.600000381469727,34433,2021-02-08
2021-02-15,16.399999618530273,16.399999618530273,17.75,15.5,17.049999237060547,40397,2021-02-15
2021-02-22,21.75,21.75,21.75,15.149999618530273,17.0,198930,2021-02-22
2021-03-01,21.0,21.0,25.049999237060547,20.600000381469727,22.799999237060547,225901,2021-03-01
2021-03-08,20.75,20.75,23.149999618530273,20.149999618530273,21.649999618530273,72843,2021-03-08
2021-03-15,18.700000762939453,18.700000762939453,21.600000381469727,18.100000381469727,20.75,81564,2021-03-15
2021-03-22,17.700000762939453,17.700000762939453,19.600000381469727,17.399999618530273,19.549999237060547,67826,2021-03-22
2021-03-29,17.75,17.75,17.899999618530273,16.649999618530273,17.700000762939453,21956,2021-03-29
2021-04-05,19.149999618530273,19.149999618530273,19.200000762939453,17.049999237060547,18.149999618530273,58430,2021-04-05
2021-04-12,19.75,19.75,22.399999618530273,16.600000381469727,19.399999618530273,151503,2021-04-12
2021-04-19,26.25,26.25,26.25,19.600000381469727,19.75,124903,2021-04-19
2021-04-26,28.600000381469727,28.600000381469727,30.5,26.200000762939453,27.549999237060547,349458,2021-04-26
2021-05-03,29.100000381469727,29.100000381469727,31.0,27.5,28.600000381469727,135879,2021-05-03
2021-05-10,30.850000381469727,30.850000381469727,32.0,28.600000381469727,29.100000381469727,61729,2021-05-10
2021-05-17,29.0,29.0,31.649999618530273,27.75,30.049999237060547,44693,2021-05-17
2021-05-24,27.149999618530273,27.149999618530273,29.700000762939453,26.649999618530273,29.600000381469727,41449,2021-05-24
2021-05-31,26.850000381469727,26.850000381469727,27.75,25.149999618530273,26.5,43656,2021-05-31
2021-06-07,26.25,26.25,27.899999618530273,25.799999237060547,26.0,52191,2021-06-07
2021-06-14,25.600000381469727,25.600000381469727,27.899999618530273,25.5,27.350000381469727,43185,2021-06-14
2021-06-21,25.149999618530273,25.149999618530273,26.399999618530273,24.350000381469727,26.399999618530273,43414,2021-06-21
2021-06-28,32.0,32.0,32.0,25.0,25.950000762939453,183214,2021-06-28
2021-07-05,27.649999618530273,27.649999618530273,35.25,27.5,33.599998474121094,141801,2021-07-05
2021-07-12,30.0,30.0,31.299999237060547,26.350000381469727,27.649999618530273,64587,2021-07-12
2021-07-19,28.25,28.25,31.149999618530273,27.799999237060547,30.0,51799,2021-07-19
2021-07-26,27.549999237060547,27.549999237060547,29.450000762939453,26.100000381469727,27.700000762939453,54858,2021-07-26
2021-08-02,29.25,29.25,30.899999618530273,26.25,27.549999237060547,66625,2021-08-02
2021-08-09,24.75,24.75,32.0,22.5,31.899999618530273,337081,2021-08-09
2021-08-16,19.549999237060547,19.549999237060547,26.899999618530273,19.549999237060547,26.899999618530273,231072,2021-08-16
2021-08-23,20.75,20.75,20.75,17.700000762939453,20.299999237060547,140302,2021-08-23
2021-08-30,23.25,23.25,25.049999237060547,20.5,21.450000762939453,137416,2021-08-30
2021-09-06,22.049999237060547,22.049999237060547,23.5,22.0,23.25,45687,2021-09-06
2021-09-13,22.200000762939453,22.200000762939453,23.350000381469727,21.799999237060547,22.549999237060547,64330,2021-09-13
2021-09-20,21.549999237060547,21.549999237060547,23.25,21.25,22.649999618530273,38750,2021-09-20
2021-09-27,23.149999618530273,23.149999618530273,23.149999618530273,20.5,21.549999237060547,71335,2021-09-27
2021-10-04,24.200000762939453,24.200000762939453,28.049999237060547,23.649999618530273,24.299999237060547,163932,2021-10-04
2021-10-11,23.799999237060547,23.799999237060547,25.200000762939453,22.75,24.700000762939453,111453,2021-10-11
2021-10-18,23.049999237060547,23.049999237060547,25.600000381469727,22.100000381469727,24.950000762939453,70543,2021-10-18
2021-10-25,23.149999618530273,23.149999618530273,23.950000762939453,21.799999237060547,22.600000381469727,51431,2021-10-25
2021-11-01,23.799999237060547,23.799999237060547,24.799999237060547,22.200000762939453,24.299999237060547,36843,2021-11-01
2021-11-08,24.399999618530273,24.399999618530273,25.850000381469727,22.600000381469727,24.850000381469727,102978,2021-11-08
2021-11-15,22.350000381469727,22.350000381469727,24.899999618530273,22.200000762939453,24.0,64464,2021-11-15
2021-11-22,22.600000381469727,22.600000381469727,24.450000762939453,21.100000381469727,22.899999618530273,56100,2021-11-22
2021-11-29,21.799999237060547,21.799999237060547,23.75,21.5,22.600000381469727,98087,2021-11-29
2021-12-06,23.799999237060547,23.799999237060547,24.0,20.600000381469727,21.799999237060547,88404,2021-12-06
2021-12-13,29.149999618530273,29.149999618530273,30.299999237060547,24.450000762939453,25.600000381469727,521524,2021-12-13
2021-12-20,26.399999618530273,26.399999618530273,28.899999618530273,25.75,28.899999618530273,133107,2021-12-20
