Date,Adj Close_NIRAJ.NS,Close_NIRAJ.NS,High_NIRAJ.NS,Low_NIRAJ.NS,Open_NIRAJ.NS,Volume_NIRAJ.NS,Date
2021-09-13,43.79999923706055,43.79999923706055,44.650001525878906,43.0,44.54999923706055,42751,2021-09-13
2021-09-20,41.29999923706055,41.29999923706055,44.54999923706055,40.29999923706055,43.79999923706055,48350,2021-09-20
2021-09-27,37.849998474121094,37.849998474121094,43.25,37.5,42.849998474121094,490596,2021-09-27
2021-10-04,38.45000076293945,38.45000076293945,42.599998474121094,37.5,38.349998474121094,603546,2021-10-04
2021-10-11,38.54999923706055,38.54999923706055,39.45000076293945,38.0,39.400001525878906,144135,2021-10-11
2021-10-18,36.79999923706055,36.79999923706055,39.5,36.099998474121094,39.5,123275,2021-10-18
2021-10-25,35.54999923706055,35.54999923706055,37.54999923706055,35.0,37.54999923706055,34491,2021-10-25
2021-11-01,36.54999923706055,36.54999923706055,37.650001525878906,35.04999923706055,35.54999923706055,26279,2021-11-01
2021-11-08,36.150001525878906,36.150001525878906,39.0,31.799999237060547,37.0,106448,2021-11-08
2021-11-15,34.75,34.75,36.95000076293945,34.0,36.0,44477,2021-11-15
2021-11-22,34.5,34.5,36.900001525878906,34.099998474121094,36.900001525878906,27819,2021-11-22
2021-11-29,33.849998474121094,33.849998474121094,35.900001525878906,32.29999923706055,35.20000076293945,21304,2021-11-29
2021-12-06,35.150001525878906,35.150001525878906,37.400001525878906,32.0,37.400001525878906,38250,2021-12-06
2021-12-13,34.75,34.75,36.95000076293945,34.099998474121094,35.849998474121094,45147,2021-12-13
2021-12-20,30.049999237060547,30.049999237060547,35.79999923706055,29.100000381469727,35.79999923706055,543838,2021-12-20
2021-12-27,31.899999618530273,31.899999618530273,33.75,29.100000381469727,30.0,772037,2021-12-27
2022-01-03,34.349998474121094,34.349998474121094,34.79999923706055,31.5,31.899999618530273,520348,2022-01-03
2022-01-10,34.5,34.5,35.599998474121094,32.5,34.70000076293945,334172,2022-01-10
2022-01-17,33.849998474121094,33.849998474121094,37.25,33.400001525878906,34.5,332908,2022-01-17
2022-01-24,32.599998474121094,32.599998474121094,34.20000076293945,30.700000762939453,34.20000076293945,93413,2022-01-24
2022-01-31,33.70000076293945,33.70000076293945,36.20000076293945,32.25,32.599998474121094,64191,2022-01-31
2022-02-07,32.25,32.25,34.0,31.600000381469727,34.0,61965,2022-02-07
2022-02-14,31.549999237060547,31.549999237060547,32.5,29.700000762939453,32.150001525878906,83510,2022-02-14
2022-02-21,27.950000762939453,27.950000762939453,31.799999237060547,25.649999618530273,31.799999237060547,70889,2022-02-21
2022-02-28,28.299999237060547,28.299999237060547,29.5,27.25,29.5,39585,2022-02-28
2022-03-07,28.299999237060547,28.299999237060547,30.600000381469727,26.799999237060547,28.899999618530273,59185,2022-03-07
2022-03-14,29.0,29.0,29.850000381469727,28.100000381469727,29.850000381469727,23687,2022-03-14
2022-03-21,29.549999237060547,29.549999237060547,32.650001525878906,27.700000762939453,29.200000762939453,184487,2022-03-21
2022-03-28,30.049999237060547,30.049999237060547,33.0,27.850000381469727,30.5,106922,2022-03-28
2022-04-04,31.950000762939453,31.950000762939453,32.5,30.049999237060547,31.149999618530273,143846,2022-04-04
2022-04-11,33.599998474121094,33.599998474121094,34.04999923706055,31.399999618530273,32.349998474121094,178692,2022-04-11
2022-04-18,36.0,36.0,37.5,31.149999618530273,32.20000076293945,404113,2022-04-18
2022-04-25,37.849998474121094,37.849998474121094,39.54999923706055,34.20000076293945,35.599998474121094,640696,2022-04-25
2022-05-02,34.79999923706055,34.79999923706055,39.0,33.29999923706055,37.0,183093,2022-05-02
2022-05-09,32.79999923706055,32.79999923706055,35.099998474121094,30.549999237060547,34.79999923706055,65515,2022-05-09
2022-05-16,33.5,33.5,36.95000076293945,31.200000762939453,36.95000076293945,113257,2022-05-16
2022-05-23,33.599998474121094,33.599998474121094,34.79999923706055,31.299999237060547,34.150001525878906,23508,2022-05-23
2022-05-30,32.900001525878906,32.900001525878906,34.650001525878906,32.04999923706055,33.75,20954,2022-05-30
2022-06-06,32.650001525878906,32.650001525878906,35.650001525878906,31.5,33.099998474121094,20765,2022-06-06
2022-06-13,30.200000762939453,30.200000762939453,34.400001525878906,28.350000381469727,34.400001525878906,54010,2022-06-13
2022-06-20,29.450000762939453,29.450000762939453,30.950000762939453,28.200000762939453,28.399999618530273,21097,2022-06-20
2022-06-27,29.25,29.25,33.70000076293945,28.100000381469727,33.70000076293945,16849,2022-06-27
2022-07-04,28.799999237060547,28.799999237060547,30.850000381469727,28.0,30.0,17468,2022-07-04
2022-07-11,27.299999237060547,27.299999237060547,29.799999237060547,26.850000381469727,29.450000762939453,69091,2022-07-11
2022-07-18,28.299999237060547,28.299999237060547,29.299999237060547,27.149999618530273,27.649999618530273,26607,2022-07-18
2022-07-25,28.850000381469727,28.850000381469727,29.75,27.850000381469727,28.899999618530273,34363,2022-07-25
2022-08-01,28.399999618530273,28.399999618530273,29.399999618530273,27.600000381469727,28.850000381469727,42153,2022-08-01
2022-08-08,28.850000381469727,28.850000381469727,29.700000762939453,27.149999618530273,29.0,36434,2022-08-08
2022-08-15,28.899999618530273,28.899999618530273,29.700000762939453,28.100000381469727,28.850000381469727,41947,2022-08-15
2022-08-22,28.649999618530273,28.649999618530273,29.75,28.049999237060547,29.450000762939453,48039,2022-08-22
2022-08-29,28.950000762939453,28.950000762939453,29.549999237060547,28.299999237060547,29.0,19771,2022-08-29
2022-09-05,32.45000076293945,32.45000076293945,33.45000076293945,28.799999237060547,28.950000762939453,308733,2022-09-05
2022-09-12,30.700000762939453,30.700000762939453,33.95000076293945,30.350000381469727,32.349998474121094,85548,2022-09-12
2022-09-19,30.5,30.5,35.95000076293945,29.649999618530273,29.649999618530273,262362,2022-09-19
2022-09-26,29.399999618530273,29.399999618530273,32.0,28.799999237060547,30.5,37770,2022-09-26
2022-10-03,31.649999618530273,31.649999618530273,33.900001525878906,30.549999237060547,30.899999618530273,149877,2022-10-03
2022-10-10,30.950000762939453,30.950000762939453,33.0,30.149999618530273,30.75,36094,2022-10-10
2022-10-17,30.649999618530273,30.649999618530273,31.899999618530273,29.25,31.899999618530273,29610,2022-10-17
2022-10-24,30.049999237060547,30.049999237060547,31.850000381469727,29.549999237060547,31.850000381469727,10091,2022-10-24
2022-10-31,32.5,32.5,35.79999923706055,29.850000381469727,30.950000762939453,428826,2022-10-31
2022-11-07,31.149999618530273,31.149999618530273,33.599998474121094,30.700000762939453,32.599998474121094,59539,2022-11-07
2022-11-14,30.600000381469727,30.600000381469727,32.45000076293945,30.100000381469727,32.45000076293945,52846,2022-11-14
2022-11-21,30.25,30.25,31.450000762939453,29.399999618530273,30.600000381469727,36544,2022-11-21
2022-11-28,29.799999237060547,29.799999237060547,31.299999237060547,26.350000381469727,30.850000381469727,63155,2022-11-28
2022-12-05,30.950000762939453,30.950000762939453,32.5,29.299999237060547,30.399999618530273,105407,2022-12-05
2022-12-12,30.100000381469727,30.100000381469727,31.649999618530273,29.75,31.649999618530273,70333,2022-12-12
2022-12-19,28.350000381469727,28.350000381469727,31.0,27.5,30.799999237060547,88700,2022-12-19
2022-12-26,33.900001525878906,33.900001525878906,36.70000076293945,28.049999237060547,28.049999237060547,1061564,2022-12-26
2023-01-02,32.5,32.5,38.20000076293945,32.0,34.20000076293945,605708,2023-01-02
2023-01-09,30.899999618530273,30.899999618530273,33.849998474121094,30.649999618530273,33.150001525878906,80800,2023-01-09
2023-01-16,31.25,31.25,31.850000381469727,30.149999618530273,30.899999618530273,68731,2023-01-16
2023-01-23,30.299999237060547,30.299999237060547,31.899999618530273,30.100000381469727,31.899999618530273,43758,2023-01-23
2023-01-30,28.5,28.5,35.95000076293945,27.75,30.399999618530273,594723,2023-01-30
2023-02-06,28.899999618530273,28.899999618530273,30.450000762939453,28.350000381469727,29.899999618530273,72279,2023-02-06
2023-02-13,28.75,28.75,29.549999237060547,27.850000381469727,28.850000381469727,38414,2023-02-13
2023-02-20,27.899999618530273,27.899999618530273,29.399999618530273,27.600000381469727,29.399999618530273,36850,2023-02-20
2023-02-27,28.399999618530273,28.399999618530273,29.350000381469727,27.5,28.049999237060547,39634,2023-02-27
2023-03-06,28.700000762939453,28.700000762939453,29.0,27.600000381469727,28.5,57863,2023-03-06
2023-03-13,25.25,25.25,29.149999618530273,24.75,29.149999618530273,44461,2023-03-13
2023-03-20,28.0,28.0,30.25,23.950000762939453,24.600000381469727,264485,2023-03-20
2023-03-27,25.899999618530273,25.899999618530273,30.899999618530273,25.25,28.100000381469727,270017,2023-03-27
2023-04-03,26.850000381469727,26.850000381469727,27.950000762939453,26.0,26.049999237060547,25680,2023-04-03
2023-04-10,28.049999237060547,28.049999237060547,32.0,26.850000381469727,27.399999618530273,541789,2023-04-10
2023-04-17,27.75,27.75,28.649999618530273,27.100000381469727,28.450000762939453,43274,2023-04-17
2023-04-24,29.700000762939453,29.700000762939453,31.399999618530273,27.25,28.350000381469727,220033,2023-04-24
2023-05-01,28.600000381469727,28.600000381469727,30.899999618530273,28.100000381469727,29.700000762939453,51132,2023-05-01
2023-05-08,29.0,29.0,29.950000762939453,28.299999237060547,29.25,64246,2023-05-08
2023-05-15,28.100000381469727,28.100000381469727,29.700000762939453,28.0,28.600000381469727,47284,2023-05-15
2023-05-22,29.25,29.25,33.20000076293945,28.200000762939453,28.200000762939453,378485,2023-05-22
2023-05-29,30.799999237060547,30.799999237060547,32.0,28.850000381469727,29.25,73679,2023-05-29
2023-06-05,32.0,32.0,34.5,30.0,31.5,555203,2023-06-05
2023-06-12,31.5,31.5,32.45000076293945,30.299999237060547,32.0,100892,2023-06-12
2023-06-19,30.100000381469727,30.100000381469727,32.0,29.700000762939453,31.5,57791,2023-06-19
2023-06-26,29.600000381469727,29.600000381469727,30.75,29.25,30.700000762939453,31729,2023-06-26
2023-07-03,31.649999618530273,31.649999618530273,32.29999923706055,29.399999618530273,30.149999618530273,80682,2023-07-03
2023-07-10,31.850000381469727,31.850000381469727,33.099998474121094,30.200000762939453,32.04999923706055,124217,2023-07-10
2023-07-17,32.349998474121094,32.349998474121094,33.20000076293945,30.350000381469727,32.400001525878906,70644,2023-07-17
2023-07-24,31.25,31.25,32.849998474121094,30.399999618530273,32.75,131544,2023-07-24
2023-07-31,35.0,35.0,35.95000076293945,30.5,31.25,765354,2023-07-31
2023-08-07,44.5,44.5,46.5,34.599998474121094,35.29999923706055,4187502,2023-08-07
2023-08-14,35.95000076293945,35.95000076293945,43.95000076293945,35.400001525878906,43.0,721365,2023-08-14
2023-08-21,37.20000076293945,37.20000076293945,38.75,34.75,36.70000076293945,208683,2023-08-21
2023-08-28,35.099998474121094,35.099998474121094,38.099998474121094,34.75,37.20000076293945,142400,2023-08-28
2023-09-04,36.150001525878906,36.150001525878906,38.400001525878906,34.70000076293945,36.5,211220,2023-09-04
2023-09-11,39.849998474121094,39.849998474121094,40.79999923706055,33.54999923706055,36.150001525878906,516650,2023-09-11
2023-09-18,34.5,34.5,39.599998474121094,34.150001525878906,39.599998474121094,192337,2023-09-18
2023-09-25,36.099998474121094,36.099998474121094,37.900001525878906,33.25,34.5,180343,2023-09-25
2023-10-02,37.79999923706055,37.79999923706055,40.04999923706055,35.0,36.099998474121094,464441,2023-10-02
2023-10-09,37.95000076293945,37.95000076293945,39.0,36.099998474121094,38.5,225300,2023-10-09
2023-10-16,37.79999923706055,37.79999923706055,39.0,36.650001525878906,37.0,172538,2023-10-16
2023-10-23,36.650001525878906,36.650001525878906,38.150001525878906,34.04999923706055,37.79999923706055,79990,2023-10-23
2023-10-30,36.20000076293945,36.20000076293945,38.349998474121094,35.54999923706055,37.150001525878906,80731,2023-10-30
2023-11-06,36.5,36.5,37.95000076293945,35.650001525878906,35.650001525878906,132658,2023-11-06
2023-11-13,42.20000076293945,42.20000076293945,42.20000076293945,36.04999923706055,36.04999923706055,359334,2023-11-13
2023-11-20,43.099998474121094,43.099998474121094,47.650001525878906,40.70000076293945,44.25,1105918,2023-11-20
2023-11-27,44.900001525878906,44.900001525878906,48.0,41.95000076293945,43.099998474121094,1333529,2023-11-27
2023-12-04,42.70000076293945,42.70000076293945,45.95000076293945,42.29999923706055,45.29999923706055,421013,2023-12-04
2023-12-11,45.0,45.0,48.70000076293945,41.0,42.70000076293945,1858992,2023-12-11
2023-12-18,43.0,43.0,46.95000076293945,42.0,46.95000076293945,615971,2023-12-18
2023-12-25,43.70000076293945,43.70000076293945,46.650001525878906,42.650001525878906,43.0,572463,2023-12-25
2024-01-01,44.599998474121094,44.599998474121094,46.45000076293945,43.599998474121094,44.400001525878906,782704,2024-01-01
2024-01-08,48.650001525878906,48.650001525878906,52.400001525878906,43.29999923706055,45.20000076293945,3297607,2024-01-08
2024-01-15,46.900001525878906,46.900001525878906,48.75,45.150001525878906,48.650001525878906,490113,2024-01-15
2024-01-22,54.04999923706055,54.04999923706055,55.70000076293945,46.5,46.900001525878906,2105298,2024-01-22
2024-01-29,61.20000076293945,61.20000076293945,64.30000305175781,54.04999923706055,55.95000076293945,3280765,2024-01-29
2024-02-05,53.54999923706055,53.54999923706055,65.0,52.650001525878906,61.75,1002057,2024-02-05
2024-02-12,52.599998474121094,52.599998474121094,55.0,48.5,53.75,243050,2024-02-12
2024-02-19,49.25,49.25,54.70000076293945,48.5,52.599998474121094,227681,2024-02-19
2024-02-26,46.75,46.75,51.45000076293945,43.70000076293945,49.25,189375,2024-02-26
2024-03-04,43.400001525878906,43.400001525878906,48.0,42.04999923706055,48.0,79047,2024-03-04
2024-03-11,39.25,39.25,44.849998474121094,36.25,43.45000076293945,243674,2024-03-11
2024-03-18,39.29999923706055,39.29999923706055,40.150001525878906,36.20000076293945,37.599998474121094,121556,2024-03-18
2024-03-25,36.95000076293945,36.95000076293945,39.79999923706055,36.54999923706055,39.29999923706055,108377,2024-03-25
2024-04-01,46.95000076293945,46.95000076293945,46.95000076293945,36.95000076293945,36.95000076293945,122850,2024-04-01
2024-04-08,44.95000076293945,44.95000076293945,51.70000076293945,43.0,48.04999923706055,229182,2024-04-08
2024-04-15,43.45000076293945,43.45000076293945,45.0,42.45000076293945,43.0,118177,2024-04-15
2024-04-22,43.54999923706055,43.54999923706055,45.70000076293945,41.29999923706055,43.849998474121094,199736,2024-04-22
2024-04-29,42.849998474121094,42.849998474121094,45.20000076293945,42.25,44.0,119842,2024-04-29
2024-05-06,40.650001525878906,40.650001525878906,44.75,39.5,44.75,122906,2024-05-06
2024-05-13,43.04999923706055,43.04999923706055,44.5,40.099998474121094,41.95000076293945,138453,2024-05-13
2024-05-20,43.900001525878906,43.900001525878906,43.900001525878906,40.5,43.150001525878906,108300,2024-05-20
2024-05-27,44.650001525878906,44.650001525878906,50.75,44.400001525878906,46.04999923706055,522326,2024-05-27
2024-06-03,43.29999923706055,43.29999923706055,46.849998474121094,40.70000076293945,46.849998474121094,251201,2024-06-03
2024-06-10,49.790000915527344,49.790000915527344,50.0,42.43000030517578,44.79999923706055,452543,2024-06-10
2024-06-17,48.290000915527344,48.290000915527344,50.9900016784668,47.599998474121094,49.790000915527344,271355,2024-06-17
2024-06-24,52.41999816894531,52.41999816894531,55.79999923706055,49.0,49.900001525878906,1293141,2024-06-24
2024-07-01,52.779998779296875,52.779998779296875,55.209999084472656,51.220001220703125,53.0,507037,2024-07-01
2024-07-08,47.279998779296875,47.279998779296875,52.9900016784668,47.0,52.9900016784668,340199,2024-07-08
2024-07-15,46.77000045776367,46.77000045776367,49.88999938964844,46.0,47.279998779296875,428885,2024-07-15
2024-07-22,49.38999938964844,49.38999938964844,50.79999923706055,45.08000183105469,48.33000183105469,457523,2024-07-22
2024-07-29,50.97999954223633,50.97999954223633,52.650001525878906,48.0099983215332,50.9900016784668,483683,2024-07-29
2024-08-05,50.7400016784668,50.7400016784668,51.77000045776367,46.0,49.5,558851,2024-08-05
2024-08-12,42.66999816894531,42.66999816894531,51.45000076293945,42.150001525878906,51.09000015258789,565669,2024-08-12
2024-08-19,46.09000015258789,46.09000015258789,47.47999954223633,42.66999816894531,43.5,381258,2024-08-19
2024-08-26,51.36000061035156,51.36000061035156,56.189998626708984,44.189998626708984,46.119998931884766,2463016,2024-08-26
2024-09-02,54.83000183105469,54.83000183105469,57.2400016784668,49.61000061035156,52.0,1288580,2024-09-02
2024-09-09,72.26000213623047,72.26000213623047,74.9000015258789,52.560001373291016,55.08000183105469,14525431,2024-09-09
2024-09-16,67.47000122070312,67.47000122070312,73.1500015258789,65.0,72.26000213623047,902768,2024-09-16
2024-09-23,65.56999969482422,65.56999969482422,69.4000015258789,64.01000213623047,67.47000122070312,248581,2024-09-23
2024-09-30,64.66000366210938,64.66000366210938,66.0,61.099998474121094,65.56999969482422,153898,2024-09-30
2024-10-07,64.11000061035156,64.11000061035156,65.69000244140625,58.34000015258789,65.69000244140625,147408,2024-10-07
2024-10-14,63.040000915527344,63.040000915527344,65.9000015258789,57.900001525878906,64.11000061035156,174156,2024-10-14
2024-10-21,61.790000915527344,61.790000915527344,65.48999786376953,58.599998474121094,60.599998474121094,185625,2024-10-21
2024-10-28,59.47999954223633,59.47999954223633,62.900001525878906,57.599998474121094,59.20000076293945,82987,2024-10-28
2024-11-04,58.029998779296875,58.029998779296875,60.79999923706055,56.0099983215332,59.95000076293945,70441,2024-11-04
2024-11-11,57.41999816894531,57.41999816894531,59.29999923706055,52.0099983215332,56.900001525878906,61355,2024-11-11
2024-11-18,63.27000045776367,63.27000045776367,65.44999694824219,57.9900016784668,57.9900016784668,147831,2024-11-18
2024-11-25,61.0,61.0,62.150001525878906,60.0099983215332,62.0,46073,2024-11-25
2024-12-02,63.0099983215332,63.0099983215332,63.0099983215332,61.099998474121094,61.9900016784668,57380,2024-12-02
2024-12-09,65.0199966430664,65.0199966430664,65.08999633789062,62.0,62.900001525878906,186572,2024-12-09
2024-12-16,66.0999984741211,66.0999984741211,66.30000305175781,65.0,65.5,147807,2024-12-16
2024-12-23,69.58000183105469,69.58000183105469,69.58000183105469,66.0,66.0,164213,2024-12-23
2024-12-30,69.08999633789062,69.08999633789062,72.37000274658203,69.08999633789062,70.97000122070312,200441,2024-12-30
2025-01-06,62.810001373291016,62.810001373291016,69.0,62.810001373291016,67.69999694824219,63844,2025-01-06
2025-01-13,61.04999923706055,61.04999923706055,62.9900016784668,56.689998626708984,62.810001373291016,63360,2025-01-13
2025-01-20,62.689998626708984,62.689998626708984,64.5,58.209999084472656,58.209999084472656,52953,2025-01-20
2025-01-27,58.56999969482422,58.56999969482422,65.23999786376953,53.150001525878906,64.9000015258789,154458,2025-01-27
2025-02-03,57.33000183105469,57.33000183105469,62.459999084472656,55.81999969482422,58.56999969482422,89655,2025-02-03
2025-02-10,49.529998779296875,49.529998779296875,59.9900016784668,44.40999984741211,59.689998626708984,295049,2025-02-10
2025-02-17,55.68000030517578,55.68000030517578,59.0,43.0,49.529998779296875,288662,2025-02-17
2025-02-24,50.720001220703125,50.720001220703125,57.5,48.70000076293945,56.599998474121094,174805,2025-02-24
2025-03-03,51.470001220703125,51.470001220703125,52.9900016784668,48.2400016784668,50.720001220703125,174261,2025-03-03
2025-03-10,49.189998626708984,49.189998626708984,52.38999938964844,45.04999923706055,50.5,168312,2025-03-10
2025-03-17,59.290000915527344,59.290000915527344,62.13999938964844,53.5,53.599998474121094,839256,2025-03-17
2025-03-24,54.290000915527344,54.290000915527344,60.75,51.61000061035156,60.75,358470,2025-03-24
2025-03-31,58.029998779296875,58.029998779296875,65.2300033569336,54.04999923706055,54.290000915527344,1309501,2025-03-31
2025-04-07,57.880001068115234,57.880001068115234,59.279998779296875,54.310001373291016,57.70000076293945,164948,2025-04-07
2025-04-14,60.25,60.25,62.0,58.66999816894531,59.47999954223633,132486,2025-04-14
2025-04-21,60.47999954223633,60.47999954223633,68.0,58.61000061035156,60.0,517157,2025-04-21
2025-04-28,55.790000915527344,55.790000915527344,62.880001068115234,54.95000076293945,61.20000076293945,142792,2025-04-28
2025-05-05,52.630001068115234,52.630001068115234,58.0,51.310001373291016,55.0099983215332,120888,2025-05-05
2025-05-12,58.22999954223633,58.22999954223633,63.0,53.97999954223633,53.97999954223633,279366,2025-05-12
2025-05-19,59.439998626708984,59.439998626708984,62.25,56.099998474121094,58.22999954223633,220074,2025-05-19
2025-05-26,58.66999816894531,58.66999816894531,60.5,57.75,59.90999984741211,77683,2025-05-26
2025-06-02,56.119998931884766,56.119998931884766,59.630001068115234,55.11000061035156,59.630001068115234,90226,2025-06-02
2025-06-09,55.06999969482422,55.06999969482422,58.79999923706055,54.099998474121094,56.189998626708984,107953,2025-06-09
2025-06-16,53.81999969482422,53.81999969482422,56.099998474121094,52.5,54.20000076293945,62933,2025-06-16
2025-06-23,55.470001220703125,55.470001220703125,58.0,52.70000076293945,52.70000076293945,132417,2025-06-23
2025-06-30,52.95000076293945,52.95000076293945,55.9900016784668,51.5,55.04999923706055,113185,2025-06-30
2025-07-07,52.38999938964844,52.38999938964844,54.54999923706055,50.599998474121094,53.20000076293945,96839,2025-07-07
2025-07-14,51.439998626708984,51.439998626708984,53.400001525878906,51.0,53.400001525878906,24399,2025-07-14
