Date,Adj Close_SHYAMCENT.NS,Close_SHYAMCENT.NS,High_SHYAMCENT.NS,Low_SHYAMCENT.NS,Open_SHYAMCENT.NS,Volume_SHYAMCENT.NS,Date
2020-07-13,3.2540602684020996,3.299999952316284,3.5,3.1500000953674316,3.200000047683716,61738,2020-07-13
2020-07-20,3.352668285369873,3.4000000953674316,3.5999999046325684,3.1500000953674316,3.1500000953674316,65863,2020-07-20
2020-07-27,3.007540464401245,3.049999952316284,3.549999952316284,3.049999952316284,3.25,52578,2020-07-27
2020-08-03,3.056844472885132,3.0999999046325684,3.3499999046325684,3.0,3.049999952316284,115789,2020-08-03
2020-08-10,3.500579833984375,3.549999952316284,3.549999952316284,3.0,3.0999999046325684,130438,2020-08-10
2020-08-17,3.2540602684020996,3.299999952316284,3.75,3.200000047683716,3.6500000953674316,237200,2020-08-17
2020-08-24,3.6977956295013428,3.75,3.8499999046325684,3.200000047683716,3.450000047683716,278590,2020-08-24
2020-08-31,3.9443154335021973,4.0,4.349999904632568,3.75,3.9000000953674316,255191,2020-08-31
2020-09-07,4.733178615570068,4.800000190734863,4.800000190734863,4.150000095367432,4.199999809265137,370998,2020-09-07
2020-09-14,4.585266590118408,4.650000095367432,5.300000190734863,4.650000095367432,5.0,416153,2020-09-14
2020-09-21,4.338747024536133,4.400000095367432,4.650000095367432,4.050000190734863,4.650000095367432,186348,2020-09-21
2020-09-28,3.8950114250183105,3.950000047683716,4.599999904632568,3.8499999046325684,4.599999904632568,98632,2020-09-28
2020-10-05,3.796403408050537,3.8499999046325684,4.25,3.75,4.050000190734863,186222,2020-10-05
2020-10-12,3.6977956295013428,3.75,3.950000047683716,3.3499999046325684,3.9000000953674316,238650,2020-10-12
2020-10-19,3.8950114250183105,3.950000047683716,4.199999809265137,3.75,3.8499999046325684,168527,2020-10-19
2020-10-26,3.7470996379852295,3.799999952316284,4.099999904632568,3.6500000953674316,3.9000000953674316,230932,2020-10-26
2020-11-02,3.7470996379852295,3.799999952316284,3.9000000953674316,3.5999999046325684,3.799999952316284,122089,2020-11-02
2020-11-09,3.6977956295013428,3.75,3.950000047683716,3.5999999046325684,3.8499999046325684,137920,2020-11-09
2020-11-16,3.7470996379852295,3.799999952316284,4.050000190734863,3.5999999046325684,3.799999952316284,236911,2020-11-16
2020-11-23,3.845707654953003,3.9000000953674316,4.050000190734863,3.6500000953674316,3.9000000953674316,240399,2020-11-23
2020-11-30,4.437355041503906,4.5,4.5,3.75,3.9000000953674316,498673,2020-11-30
2020-12-07,6.360208511352539,6.449999809265137,6.449999809265137,4.849999904632568,4.949999809265137,714719,2020-12-07
2020-12-14,6.6067280769348145,6.699999809265137,7.75,6.699999809265137,6.75,306093,2020-12-14
2020-12-21,5.669953346252441,5.75,6.400000095367432,5.599999904632568,6.400000095367432,594648,2020-12-21
2020-12-28,6.3109049797058105,6.400000095367432,6.849999904632568,5.75,5.75,933160,2020-12-28
2021-01-04,6.803944110870361,6.900000095367432,7.699999809265137,6.5,6.550000190734863,945359,2021-01-04
2021-01-11,5.965777397155762,6.050000190734863,7.150000095367432,5.849999904632568,7.150000095367432,679111,2021-01-11
2021-01-18,5.86716890335083,5.949999809265137,6.25,5.699999809265137,6.150000095367432,385640,2021-01-18
2021-01-25,5.965777397155762,6.050000190734863,6.099999904632568,5.349999904632568,5.849999904632568,214307,2021-01-25
2021-02-01,5.669953346252441,5.75,6.349999904632568,5.400000095367432,6.300000190734863,404832,2021-02-01
2021-02-08,5.86716890335083,5.949999809265137,6.449999809265137,5.400000095367432,5.900000095367432,492988,2021-02-08
2021-02-15,5.620649337768555,5.699999809265137,6.300000190734863,5.449999809265137,5.75,323837,2021-02-15
2021-02-22,5.522041320800781,5.599999904632568,6.0,5.0,5.699999809265137,374290,2021-02-22
2021-03-01,5.423433780670166,5.5,5.800000190734863,5.300000190734863,5.800000190734863,351669,2021-03-01
2021-03-08,5.423433780670166,5.5,5.699999809265137,5.150000095367432,5.699999809265137,245150,2021-03-08
2021-03-15,5.127609729766846,5.199999809265137,5.650000095367432,5.050000190734863,5.349999904632568,385754,2021-03-15
2021-03-22,5.275521755218506,5.349999904632568,5.699999809265137,5.050000190734863,5.300000190734863,266943,2021-03-22
2021-03-29,5.275521755218506,5.349999904632568,5.550000190734863,5.199999809265137,5.349999904632568,117878,2021-03-29
2021-04-05,5.965777397155762,6.050000190734863,6.900000095367432,5.150000095367432,5.449999809265137,665995,2021-04-05
2021-04-12,5.423433780670166,5.5,6.25,5.25,6.25,422795,2021-04-12
2021-04-19,5.374129772186279,5.449999809265137,5.699999809265137,5.0,5.699999809265137,206708,2021-04-19
2021-04-26,5.522041320800781,5.599999904632568,5.599999904632568,5.199999809265137,5.599999904632568,193086,2021-04-26
2021-05-03,5.817865371704102,5.900000095367432,6.0,5.300000190734863,5.550000190734863,521202,2021-05-03
2021-05-10,8.233758926391602,8.350000381469727,9.949999809265137,5.75,6.0,3768734,2021-05-10
