Date,Adj Close_HINDOILEXP.NS,Close_HINDOILEXP.NS,High_HINDOILEXP.NS,Low_HINDOILEXP.NS,Open_HINDOILEXP.NS,Volume_HINDOILEXP.NS,Date
2020-07-13,63.75,63.75,66.0,60.400001525878906,64.80000305175781,398309,2020-07-13
2020-07-20,68.6500015258789,68.6500015258789,70.5999984741211,63.099998474121094,66.0,1068213,2020-07-20
2020-07-27,64.6500015258789,64.6500015258789,70.0,63.650001525878906,69.5,834713,2020-07-27
2020-08-03,81.3499984741211,81.3499984741211,86.9000015258789,64.6500015258789,64.6500015258789,3023238,2020-08-03
2020-08-10,77.94999694824219,77.94999694824219,85.30000305175781,76.0,83.0,1672148,2020-08-10
2020-08-17,91.4000015258789,91.4000015258789,93.0,75.0999984741211,79.69999694824219,3751741,2020-08-17
2020-08-24,81.5,81.5,95.3499984741211,80.1500015258789,94.0,5607321,2020-08-24
2020-08-31,72.6500015258789,72.6500015258789,81.4000015258789,70.5,81.4000015258789,3644805,2020-08-31
2020-09-07,73.69999694824219,73.69999694824219,76.80000305175781,67.69999694824219,72.6500015258789,1917115,2020-09-07
2020-09-14,74.55000305175781,74.55000305175781,83.19999694824219,73.5999984741211,75.9000015258789,3905874,2020-09-14
2020-09-21,71.69999694824219,71.69999694824219,75.0,65.0,74.4000015258789,1376967,2020-09-21
2020-09-28,70.05000305175781,70.05000305175781,76.19999694824219,69.0,72.9000015258789,996384,2020-09-28
2020-10-05,71.5999984741211,71.5999984741211,78.9000015258789,68.0,70.1500015258789,3998699,2020-10-05
2020-10-12,67.9000015258789,67.9000015258789,72.94999694824219,67.1500015258789,72.94999694824219,834616,2020-10-12
2020-10-19,67.55000305175781,67.55000305175781,69.9000015258789,66.9000015258789,69.0,904135,2020-10-19
2020-10-26,63.650001525878906,63.650001525878906,67.6500015258789,61.5,67.6500015258789,1398751,2020-10-26
2020-11-02,64.0999984741211,64.0999984741211,65.5999984741211,60.349998474121094,64.0,581417,2020-11-02
2020-11-09,71.5,71.5,72.0,64.0,64.30000305175781,2386681,2020-11-09
2020-11-16,72.05000305175781,72.05000305175781,75.75,69.44999694824219,69.75,1864343,2020-11-16
2020-11-23,76.6500015258789,76.6500015258789,77.9000015258789,71.55000305175781,72.30000305175781,3657062,2020-11-23
2020-11-30,86.6500015258789,86.6500015258789,89.0,75.5,76.6500015258789,3468603,2020-11-30
2020-12-07,90.8499984741211,90.8499984741211,96.5,78.30000305175781,87.25,5648972,2020-12-07
2020-12-14,93.5,93.5,103.75,91.4000015258789,92.0,5908229,2020-12-14
2020-12-21,89.8499984741211,89.8499984741211,95.0,79.19999694824219,93.0,3739927,2020-12-21
2020-12-28,87.4000015258789,87.4000015258789,93.9000015258789,85.9000015258789,90.69999694824219,1815514,2020-12-28
2021-01-04,86.55000305175781,86.55000305175781,89.69999694824219,82.94999694824219,88.30000305175781,3683972,2021-01-04
2021-01-11,88.3499984741211,88.3499984741211,98.4000015258789,86.80000305175781,87.4000015258789,8110971,2021-01-11
2021-01-18,82.44999694824219,82.44999694824219,89.19999694824219,81.19999694824219,88.0,1936677,2021-01-18
2021-01-25,78.5999984741211,78.5999984741211,83.94999694824219,78.25,83.19999694824219,1083458,2021-01-25
2021-02-01,86.05000305175781,86.05000305175781,87.80000305175781,78.4000015258789,78.69999694824219,2043290,2021-02-01
2021-02-08,83.0999984741211,83.0999984741211,89.94999694824219,82.80000305175781,86.69999694824219,2664039,2021-02-08
2021-02-15,89.5,89.5,92.80000305175781,84.4000015258789,84.4000015258789,3783065,2021-02-15
2021-02-22,97.4000015258789,97.4000015258789,103.19999694824219,88.55000305175781,89.0,11718718,2021-02-22
2021-03-01,101.55000305175781,101.55000305175781,104.5,96.0999984741211,99.0999984741211,6276292,2021-03-01
2021-03-08,107.30000305175781,107.30000305175781,116.25,102.5999984741211,105.0,10966101,2021-03-08
2021-03-15,98.6500015258789,98.6500015258789,114.30000305175781,94.30000305175781,108.0,4791017,2021-03-15
2021-03-22,97.8499984741211,97.8499984741211,100.30000305175781,90.19999694824219,99.44999694824219,3312233,2021-03-22
2021-03-29,98.0,98.0,101.80000305175781,96.30000305175781,97.8499984741211,1410087,2021-03-29
2021-04-05,99.55000305175781,99.55000305175781,104.5,94.0,97.25,2735365,2021-04-05
2021-04-12,97.19999694824219,97.19999694824219,99.0,90.8499984741211,97.05000305175781,1537051,2021-04-12
2021-04-19,99.0,99.0,101.80000305175781,86.4000015258789,95.44999694824219,1748982,2021-04-19
2021-04-26,101.94999694824219,101.94999694824219,107.19999694824219,97.80000305175781,100.4000015258789,3758670,2021-04-26
2021-05-03,103.0,103.0,109.4000015258789,100.0,102.0,3947150,2021-05-03
2021-05-10,113.9000015258789,113.9000015258789,124.80000305175781,105.30000305175781,105.4000015258789,7848763,2021-05-10
2021-05-17,112.94999694824219,112.94999694824219,119.8499984741211,109.19999694824219,114.9000015258789,3386760,2021-05-17
2021-05-24,101.25,101.25,113.75,93.6500015258789,112.94999694824219,9438040,2021-05-24
2021-05-31,104.69999694824219,104.69999694824219,110.5999984741211,99.4000015258789,101.19999694824219,10252042,2021-05-31
2021-06-07,107.44999694824219,107.44999694824219,111.3499984741211,103.75,106.0,5519398,2021-06-07
2021-06-14,111.0,111.0,121.5,105.5,108.69999694824219,11121837,2021-06-14
2021-06-21,122.69999694824219,122.69999694824219,123.69999694824219,109.19999694824219,109.19999694824219,5744763,2021-06-21
2021-06-28,118.5999984741211,118.5999984741211,125.9000015258789,101.5,125.4000015258789,7860972,2021-06-28
2021-07-05,114.8499984741211,114.8499984741211,127.44999694824219,114.19999694824219,119.80000305175781,9561605,2021-07-05
2021-07-12,119.19999694824219,119.19999694824219,121.9000015258789,113.5,116.19999694824219,4031332,2021-07-12
2021-07-19,120.9000015258789,120.9000015258789,123.1500015258789,116.0,117.25,5529126,2021-07-19
2021-07-26,125.75,125.75,129.39999389648438,115.5999984741211,121.0,5774526,2021-07-26
2021-08-02,166.8000030517578,166.8000030517578,175.75,127.0,127.4000015258789,36531624,2021-08-02
2021-08-09,169.4499969482422,169.4499969482422,173.9499969482422,138.10000610351562,168.4499969482422,6761916,2021-08-09
2021-08-16,162.6999969482422,162.6999969482422,186.0,161.5,173.5500030517578,6461072,2021-08-16
2021-08-23,167.60000610351562,167.60000610351562,172.39999389648438,146.4499969482422,166.0,5238357,2021-08-23
2021-08-30,180.85000610351562,180.85000610351562,180.85000610351562,159.5,169.39999389648438,5090250,2021-08-30
2021-09-06,193.9499969482422,193.9499969482422,204.39999389648438,171.25,183.89999389648438,10622933,2021-09-06
2021-09-13,201.6999969482422,201.6999969482422,210.75,188.6999969482422,195.0,7729028,2021-09-13
2021-09-20,198.6999969482422,198.6999969482422,211.39999389648438,186.1999969482422,195.0,5040044,2021-09-20
2021-09-27,211.75,211.75,222.0,198.5500030517578,201.5,8334230,2021-09-27
2021-10-04,202.1999969482422,202.1999969482422,214.89999389648438,200.60000610351562,212.9499969482422,3499972,2021-10-04
2021-10-11,196.5500030517578,196.5500030517578,208.6999969482422,194.6999969482422,204.0,2036822,2021-10-11
2021-10-18,177.6999969482422,177.6999969482422,202.6999969482422,167.5,198.89999389648438,4204846,2021-10-18
2021-10-25,168.60000610351562,168.60000610351562,185.0,166.5,179.5,1920750,2021-10-25
2021-11-01,198.85000610351562,198.85000610351562,200.0,164.60000610351562,168.0,3028210,2021-11-01
2021-11-08,187.0500030517578,187.0500030517578,207.85000610351562,184.6999969482422,199.39999389648438,2408076,2021-11-08
2021-11-15,174.10000610351562,174.10000610351562,191.6999969482422,171.60000610351562,185.5,1316485,2021-11-15
2021-11-22,158.6999969482422,158.6999969482422,177.35000610351562,157.5500030517578,174.0,2382485,2021-11-22
2021-11-29,164.75,164.75,166.0,150.14999389648438,159.0,2128089,2021-11-29
2021-12-06,180.60000610351562,180.60000610351562,181.60000610351562,154.60000610351562,165.85000610351562,1647416,2021-12-06
2021-12-13,171.64999389648438,171.64999389648438,187.64999389648438,170.5500030517578,181.14999389648438,1180943,2021-12-13
2021-12-20,179.0,179.0,184.4499969482422,165.4499969482422,168.5,1054165,2021-12-20
2021-12-27,182.4499969482422,182.4499969482422,189.1999969482422,177.25,177.5,1012350,2021-12-27
2022-01-03,210.9499969482422,210.9499969482422,212.9499969482422,183.5500030517578,185.39999389648438,3896763,2022-01-03
2022-01-10,226.60000610351562,226.60000610351562,236.0,207.0500030517578,213.1999969482422,6832095,2022-01-10
2022-01-17,208.9499969482422,208.9499969482422,245.6999969482422,206.1999969482422,230.0,6418367,2022-01-17
