Date,Adj Close_RUPA.NS,Close_RUPA.NS,High_RUPA.NS,Low_RUPA.NS,Open_RUPA.NS,Volume_RUPA.NS,Date
2020-07-13,150.51602172851562,158.5,168.0,153.1999969482422,165.5,77700,2020-07-13
2020-07-20,149.2340087890625,157.14999389648438,162.0,156.39999389648438,161.0,81586,2020-07-20
2020-07-27,143.82115173339844,151.4499969482422,159.25,150.89999389648438,157.4499969482422,60033,2020-07-27
2020-08-03,148.8066864013672,156.6999969482422,163.75,150.1999969482422,151.39999389648438,116931,2020-08-03
2020-08-10,192.82192993164062,203.0500030517578,213.64999389648438,157.3000030517578,158.0500030517578,1872164,2020-08-10
2020-08-17,194.00897216796875,204.3000030517578,214.39999389648438,200.0,205.0,379357,2020-08-17
2020-08-24,199.99163818359375,210.60000610351562,227.4499969482422,204.39999389648438,206.39999389648438,884386,2020-08-24
2020-08-31,187.78892517089844,197.75,214.3000030517578,191.0,212.60000610351562,143066,2020-08-31
2020-09-07,181.8062744140625,191.4499969482422,200.0,185.8000030517578,198.8000030517578,82772,2020-09-07
2020-09-14,194.39971923828125,201.4499969482422,206.39999389648438,191.25,191.5500030517578,117092,2020-09-14
2020-09-21,181.7581787109375,188.35000610351562,206.0,173.9499969482422,203.0,125165,2020-09-21
2020-09-28,185.762939453125,192.5,199.0,190.1999969482422,190.1999969482422,54004,2020-09-28
2020-10-05,180.3589324951172,186.89999389648438,194.35000610351562,185.25,193.5,44291,2020-10-05
2020-10-12,174.61717224121094,180.9499969482422,190.0,180.0,189.6999969482422,31661,2020-10-12
2020-10-19,186.4384307861328,193.1999969482422,195.75,176.35000610351562,181.89999389648438,81395,2020-10-19
2020-10-26,180.69668579101562,187.25,195.9499969482422,184.60000610351562,194.1999969482422,45956,2020-10-26
2020-11-02,188.9474639892578,195.8000030517578,197.0,185.0500030517578,188.1999969482422,57922,2020-11-02
2020-11-09,202.60223388671875,209.9499969482422,224.0,198.8000030517578,198.8000030517578,425120,2020-11-09
2020-11-16,205.3524932861328,212.8000030517578,219.0500030517578,207.89999389648438,207.89999389648438,224470,2020-11-16
2020-11-23,217.7045440673828,225.60000610351562,233.35000610351562,208.10000610351562,213.89999389648438,554365,2020-11-23
2020-11-30,220.93728637695312,228.9499969482422,235.60000610351562,218.5,225.60000610351562,326537,2020-11-30
2020-12-07,221.41978454589844,229.4499969482422,237.89999389648438,225.0,229.39999389648438,225137,2020-12-07
2020-12-14,241.2023162841797,249.9499969482422,268.0,226.5,231.0,938670,2020-12-14
2020-12-21,231.50405883789062,239.89999389648438,250.6999969482422,215.0,250.6999969482422,252382,2020-12-21
2020-12-28,300.0674743652344,310.95001220703125,334.0,242.6999969482422,242.6999969482422,6681642,2020-12-28
2021-01-04,293.11944580078125,303.75,318.0,290.0,314.0,831449,2021-01-04
2021-01-11,279.65765380859375,289.79998779296875,310.0,288.04998779296875,310.0,477466,2021-01-11
2021-01-18,279.5611877441406,289.70001220703125,301.8999938964844,279.0,289.79998779296875,310727,2021-01-18
2021-01-25,283.56591796875,293.8500061035156,305.0,282.1499938964844,292.8999938964844,267833,2021-01-25
2021-02-01,290.5622253417969,301.1000061035156,309.5,285.6000061035156,293.8500061035156,569742,2021-02-01
2021-02-08,290.9964294433594,301.54998779296875,319.0,300.54998779296875,302.54998779296875,1049627,2021-02-08
2021-02-15,302.8659973144531,313.8500061035156,347.95001220703125,302.79998779296875,302.95001220703125,1874258,2021-02-15
2021-02-22,297.0759582519531,307.8500061035156,329.79998779296875,290.5,311.5,887893,2021-02-22
2021-03-01,305.1820068359375,316.25,325.0,303.0,320.6499938964844,476283,2021-03-01
2021-03-08,309.4280090332031,320.6499938964844,331.95001220703125,311.0,317.6499938964844,551903,2021-03-08
2021-03-15,310.87548828125,322.1499938964844,361.75,301.25,322.6499938964844,1508487,2021-03-15
2021-03-22,297.12420654296875,307.8999938964844,332.0,300.0,329.0,491447,2021-03-22
2021-03-29,296.7382507324219,307.5,314.0,304.75,307.8999938964844,123616,2021-03-29
2021-04-05,299.29547119140625,310.1499938964844,316.3500061035156,291.3999938964844,307.0,367505,2021-04-05
2021-04-12,292.0579528808594,302.6499938964844,308.0,293.45001220703125,306.0,214186,2021-04-12
2021-04-19,288.2461853027344,298.70001220703125,304.0,291.79998779296875,295.1499938964844,138248,2021-04-19
2021-04-26,288.39093017578125,298.8500061035156,310.0,295.5,300.1000061035156,127621,2021-04-26
2021-05-03,284.7721862792969,295.1000061035156,299.75,289.5,289.5,174627,2021-05-03
2021-05-10,294.6152038574219,305.29998779296875,323.70001220703125,296.0,297.1000061035156,551118,2021-05-10
2021-05-17,309.0420227050781,320.25,345.0,304.70001220703125,308.95001220703125,1910716,2021-05-17
2021-05-24,397.5327453613281,411.95001220703125,418.8999938964844,320.04998779296875,321.8999938964844,18498977,2021-05-24
2021-05-31,460.3061218261719,477.0,506.8999938964844,390.0,412.70001220703125,14111208,2021-05-31
2021-06-07,454.902099609375,471.3999938964844,489.0,448.70001220703125,478.29998779296875,2533526,2021-06-07
2021-06-14,442.9360656738281,459.0,487.70001220703125,435.0,478.1000061035156,1646176,2021-06-14
2021-06-21,462.5738830566406,479.3500061035156,499.0,448.04998779296875,454.8999938964844,2044724,2021-06-21
2021-06-28,477.9173889160156,495.25,519.9500122070312,471.54998779296875,484.5,3216007,2021-06-28
2021-07-05,462.1396179199219,478.8999938964844,518.0,471.25,500.70001220703125,2439522,2021-07-05
2021-07-12,463.4423828125,480.25,499.0,465.25,480.0,1923436,2021-07-12
