Date,Adj Close_INSPIRISYS.NS,Close_INSPIRISYS.NS,High_INSPIRISYS.NS,Low_INSPIRISYS.NS,Open_INSPIRISYS.NS,Volume_INSPIRISYS.NS,Date
2021-03-08,44.70000076293945,44.70000076293945,49.400001525878906,44.0,44.900001525878906,197033,2021-03-08
2021-03-15,41.20000076293945,41.20000076293945,46.0,40.0,45.599998474121094,84193,2021-03-15
2021-03-22,43.25,43.25,43.95000076293945,40.0,40.04999923706055,22042,2021-03-22
2021-03-29,43.54999923706055,43.54999923706055,45.599998474121094,42.95000076293945,43.25,44455,2021-03-29
2021-04-05,45.04999923706055,45.04999923706055,46.70000076293945,42.29999923706055,45.349998474121094,105341,2021-04-05
2021-04-12,50.45000076293945,50.45000076293945,51.0,41.20000076293945,44.29999923706055,235072,2021-04-12
2021-04-19,50.54999923706055,50.54999923706055,57.400001525878906,48.5,50.5,437948,2021-04-19
2021-04-26,47.75,47.75,52.04999923706055,46.5,51.95000076293945,111089,2021-04-26
2021-05-03,49.400001525878906,49.400001525878906,50.400001525878906,46.650001525878906,48.849998474121094,93270,2021-05-03
2021-05-10,43.54999923706055,43.54999923706055,51.25,42.79999923706055,51.25,158819,2021-05-10
2021-05-17,46.25,46.25,47.04999923706055,42.75,44.45000076293945,129348,2021-05-17
2021-05-24,43.70000076293945,43.70000076293945,46.79999923706055,40.25,46.79999923706055,315309,2021-05-24
2021-05-31,43.20000076293945,43.20000076293945,45.54999923706055,42.04999923706055,44.599998474121094,106932,2021-05-31
2021-06-07,47.400001525878906,47.400001525878906,47.650001525878906,43.349998474121094,44.79999923706055,163868,2021-06-07
2021-06-14,57.650001525878906,57.650001525878906,58.5,45.04999923706055,48.5,746166,2021-06-14
2021-06-21,53.650001525878906,53.650001525878906,57.70000076293945,50.04999923706055,57.70000076293945,156684,2021-06-21
2021-06-28,54.150001525878906,54.150001525878906,56.5,52.54999923706055,53.650001525878906,136771,2021-06-28
2021-07-05,61.349998474121094,61.349998474121094,62.0,53.900001525878906,55.70000076293945,255591,2021-07-05
2021-07-12,71.25,71.25,71.8499984741211,59.54999923706055,63.95000076293945,338303,2021-07-12
2021-07-19,60.75,60.75,70.75,58.099998474121094,70.75,141761,2021-07-19
2021-07-26,69.3499984741211,69.3499984741211,71.25,58.04999923706055,59.0,183917,2021-07-26
2021-08-02,65.19999694824219,65.19999694824219,70.4000015258789,60.04999923706055,69.0,121172,2021-08-02
2021-08-09,53.79999923706055,53.79999923706055,65.19999694824219,52.099998474121094,65.19999694824219,98288,2021-08-09
2021-08-16,49.29999923706055,49.29999923706055,57.0,49.0,51.75,75346,2021-08-16
2021-08-23,48.099998474121094,48.099998474121094,50.95000076293945,45.25,49.400001525878906,66762,2021-08-23
2021-08-30,47.150001525878906,47.150001525878906,50.25,46.5,48.79999923706055,32027,2021-08-30
2021-09-06,45.599998474121094,45.599998474121094,48.0,45.0,46.25,33141,2021-09-06
2021-09-13,45.79999923706055,45.79999923706055,49.5,44.650001525878906,47.54999923706055,45848,2021-09-13
2021-09-20,49.400001525878906,49.400001525878906,50.95000076293945,44.0,47.400001525878906,55501,2021-09-20
2021-09-27,47.150001525878906,47.150001525878906,51.0,45.29999923706055,50.900001525878906,54079,2021-09-27
2021-10-04,48.5,48.5,51.900001525878906,45.04999923706055,48.5,91243,2021-10-04
2021-10-11,46.54999923706055,46.54999923706055,50.650001525878906,45.75,50.650001525878906,69053,2021-10-11
2021-10-18,43.95000076293945,43.95000076293945,48.79999923706055,43.20000076293945,45.70000076293945,92767,2021-10-18
2021-10-25,42.0,42.0,46.95000076293945,40.29999923706055,43.29999923706055,67894,2021-10-25
2021-11-01,51.0,51.0,51.0,41.150001525878906,42.54999923706055,50779,2021-11-01
2021-11-08,52.849998474121094,52.849998474121094,56.25,49.20000076293945,53.54999923706055,594064,2021-11-08
2021-11-15,51.54999923706055,51.54999923706055,54.29999923706055,50.04999923706055,52.95000076293945,139924,2021-11-15
2021-11-22,50.099998474121094,50.099998474121094,54.0,47.45000076293945,53.599998474121094,289973,2021-11-22
2021-11-29,52.900001525878906,52.900001525878906,53.349998474121094,48.0,49.5,128692,2021-11-29
2021-12-06,74.55000305175781,74.55000305175781,74.5999984741211,53.20000076293945,55.0,1314981,2021-12-06
2021-12-13,62.150001525878906,62.150001525878906,76.30000305175781,61.599998474121094,74.9000015258789,335114,2021-12-13
2021-12-20,66.44999694824219,66.44999694824219,68.8499984741211,58.150001525878906,62.849998474121094,134414,2021-12-20
2021-12-27,74.44999694824219,74.44999694824219,74.44999694824219,63.20000076293945,66.44999694824219,276545,2021-12-27
2022-01-03,94.94999694824219,94.94999694824219,94.94999694824219,78.1500015258789,78.1500015258789,422100,2022-01-03
2022-01-10,99.5999984741211,99.5999984741211,99.6500015258789,93.5,99.6500015258789,157801,2022-01-10
2022-01-17,94.6500015258789,94.6500015258789,94.6500015258789,94.6500015258789,94.6500015258789,807,2022-01-17
2022-01-24,89.94999694824219,89.94999694824219,89.94999694824219,89.94999694824219,89.94999694824219,32,2022-01-24
2022-01-31,85.5,85.5,85.5,85.5,85.5,32,2022-01-31
2022-02-07,81.25,81.25,81.25,81.25,81.25,337,2022-02-07
2022-02-14,77.19999694824219,77.19999694824219,77.19999694824219,77.19999694824219,77.19999694824219,153,2022-02-14
2022-02-21,73.3499984741211,73.3499984741211,73.3499984741211,73.3499984741211,73.3499984741211,152,2022-02-21
2022-02-28,69.69999694824219,69.69999694824219,69.69999694824219,69.69999694824219,69.69999694824219,110,2022-02-28
2022-03-07,69.69999694824219,69.69999694824219,69.69999694824219,69.69999694824219,69.69999694824219,0,2022-03-07
2022-03-14,69.3499984741211,69.3499984741211,69.3499984741211,59.849998474121094,62.95000076293945,75387,2022-03-14
2022-03-21,56.349998474121094,56.349998474121094,65.9000015258789,56.099998474121094,65.9000015258789,177797,2022-03-21
2022-03-28,60.70000076293945,60.70000076293945,60.70000076293945,51.29999923706055,53.599998474121094,64358,2022-03-28
2022-04-04,53.95000076293945,53.95000076293945,63.650001525878906,52.25,63.650001525878906,52030,2022-04-04
2022-04-11,56.400001525878906,56.400001525878906,57.599998474121094,51.599998474121094,54.0,30120,2022-04-11
2022-04-18,55.099998474121094,55.099998474121094,56.400001525878906,47.54999923706055,56.400001525878906,26764,2022-04-18
2022-04-25,50.099998474121094,50.099998474121094,56.650001525878906,48.099998474121094,55.0,9300,2022-04-25
2022-05-02,48.70000076293945,48.70000076293945,52.849998474121094,48.54999923706055,52.599998474121094,12749,2022-05-02
2022-05-09,49.95000076293945,49.95000076293945,51.70000076293945,46.0,46.650001525878906,104949,2022-05-09
2022-05-16,58.79999923706055,58.79999923706055,60.45000076293945,52.400001525878906,52.400001525878906,96490,2022-05-16
2022-05-23,58.29999923706055,58.29999923706055,64.75,53.54999923706055,59.70000076293945,96907,2022-05-23
2022-05-30,70.5999984741211,70.5999984741211,71.05000305175781,58.70000076293945,61.20000076293945,116017,2022-05-30
2022-06-06,70.6500015258789,70.6500015258789,73.9000015258789,64.0999984741211,72.5,79149,2022-06-06
2022-06-13,62.25,62.25,72.5999984741211,62.25,72.0,80827,2022-06-13
2022-06-20,59.849998474121094,59.849998474121094,64.94999694824219,56.29999923706055,64.94999694824219,27290,2022-06-20
2022-06-27,66.5999984741211,66.5999984741211,69.1500015258789,59.849998474121094,59.849998474121094,51534,2022-06-27
2022-07-04,65.1500015258789,65.1500015258789,68.4000015258789,63.650001525878906,67.94999694824219,9066,2022-07-04
2022-07-11,63.349998474121094,63.349998474121094,67.3499984741211,62.25,67.19999694824219,17542,2022-07-11
2022-07-18,63.95000076293945,63.95000076293945,66.9000015258789,62.0,62.0,12445,2022-07-18
2022-07-25,56.0,56.0,64.0,55.400001525878906,64.0,21323,2022-07-25
2022-08-01,57.849998474121094,57.849998474121094,58.400001525878906,53.20000076293945,58.400001525878906,25646,2022-08-01
2022-08-08,56.20000076293945,56.20000076293945,61.29999923706055,54.45000076293945,60.70000076293945,14685,2022-08-08
2022-08-15,53.0,53.0,57.900001525878906,52.25,56.20000076293945,11274,2022-08-15
2022-08-22,52.849998474121094,52.849998474121094,56.75,50.849998474121094,50.849998474121094,28838,2022-08-22
2022-08-29,58.400001525878906,58.400001525878906,59.20000076293945,50.25,52.849998474121094,78385,2022-08-29
2022-09-05,56.54999923706055,56.54999923706055,61.70000076293945,54.25,60.900001525878906,84363,2022-09-05
2022-09-12,62.45000076293945,62.45000076293945,63.0,52.29999923706055,57.95000076293945,156211,2022-09-12
2022-09-19,53.70000076293945,53.70000076293945,68.80000305175781,53.5,64.94999694824219,162387,2022-09-19
2022-09-26,46.79999923706055,46.79999923706055,53.650001525878906,46.0,51.95000076293945,123114,2022-09-26
2022-10-03,46.70000076293945,46.70000076293945,50.400001525878906,45.75,46.04999923706055,45192,2022-10-03
2022-10-10,49.650001525878906,49.650001525878906,55.54999923706055,46.54999923706055,48.650001525878906,106309,2022-10-10
2022-10-17,47.95000076293945,47.95000076293945,52.0,44.5,49.70000076293945,137908,2022-10-17
2022-10-24,48.650001525878906,48.650001525878906,55.099998474121094,47.04999923706055,48.04999923706055,117131,2022-10-24
2022-10-31,46.150001525878906,46.150001525878906,50.95000076293945,44.79999923706055,49.29999923706055,87734,2022-10-31
2022-11-07,44.849998474121094,44.849998474121094,50.70000076293945,42.79999923706055,47.54999923706055,131975,2022-11-07
2022-11-14,44.900001525878906,44.900001525878906,48.0,43.599998474121094,47.25,75818,2022-11-14
2022-11-21,51.25,51.25,53.5,44.0,44.0,221218,2022-11-21
2022-11-28,58.25,58.25,62.900001525878906,51.849998474121094,51.849998474121094,240041,2022-11-28
2022-12-05,61.20000076293945,61.20000076293945,65.05000305175781,57.099998474121094,58.70000076293945,208495,2022-12-05
2022-12-12,61.5,61.5,64.94999694824219,59.0,64.0,118312,2022-12-12
2022-12-19,52.400001525878906,52.400001525878906,63.95000076293945,51.400001525878906,62.29999923706055,119001,2022-12-19
2022-12-26,60.0,60.0,62.0,50.45000076293945,50.95000076293945,49027,2022-12-26
2023-01-02,58.5,58.5,62.45000076293945,55.599998474121094,55.599998474121094,37354,2023-01-02
2023-01-09,57.25,57.25,62.95000076293945,53.650001525878906,55.0,30106,2023-01-09
2023-01-16,53.45000076293945,53.45000076293945,60.29999923706055,51.349998474121094,59.04999923706055,51272,2023-01-16
2023-01-23,53.0,53.0,58.849998474121094,52.0,54.0,52888,2023-01-23
2023-01-30,51.95000076293945,51.95000076293945,55.650001525878906,49.0,55.0,90089,2023-01-30
2023-02-06,52.0,52.0,54.400001525878906,48.349998474121094,52.0,74826,2023-02-06
2023-02-13,49.79999923706055,49.79999923706055,53.95000076293945,48.20000076293945,53.95000076293945,25272,2023-02-13
2023-02-20,45.599998474121094,45.599998474121094,50.75,44.150001525878906,49.099998474121094,38178,2023-02-20
2023-02-27,48.95000076293945,48.95000076293945,49.70000076293945,42.70000076293945,47.0,192930,2023-02-27
2023-03-06,45.45000076293945,45.45000076293945,53.0,44.349998474121094,53.0,75933,2023-03-06
2023-03-13,45.150001525878906,45.150001525878906,47.150001525878906,43.0,46.45000076293945,180502,2023-03-13
2023-03-20,43.25,43.25,46.900001525878906,42.0,44.349998474121094,50723,2023-03-20
2023-03-27,44.20000076293945,44.20000076293945,44.45000076293945,38.04999923706055,43.20000076293945,84739,2023-03-27
2023-04-03,47.70000076293945,47.70000076293945,48.29999923706055,41.5,44.20000076293945,45081,2023-04-03
2023-04-10,56.20000076293945,56.20000076293945,62.5,46.5,47.95000076293945,579878,2023-04-10
2023-04-17,53.70000076293945,53.70000076293945,57.95000076293945,52.0,57.5,90585,2023-04-17
2023-04-24,55.400001525878906,55.400001525878906,56.29999923706055,52.79999923706055,53.599998474121094,39985,2023-04-24
2023-05-01,54.0,54.0,55.400001525878906,51.599998474121094,55.400001525878906,26797,2023-05-01
2023-05-08,57.29999923706055,57.29999923706055,57.29999923706055,50.5,54.599998474121094,145717,2023-05-08
2023-05-15,56.70000076293945,56.70000076293945,60.150001525878906,53.599998474121094,60.150001525878906,83199,2023-05-15
2023-05-22,58.849998474121094,58.849998474121094,61.0,55.400001525878906,58.45000076293945,73716,2023-05-22
2023-05-29,73.55000305175781,73.55000305175781,73.55000305175781,60.0,61.25,375072,2023-05-29
2023-06-05,73.5,73.5,81.05000305175781,69.3499984741211,76.0,485683,2023-06-05
2023-06-12,84.5999984741211,84.5999984741211,86.4000015258789,72.0,76.9000015258789,183591,2023-06-12
2023-06-19,82.9000015258789,82.9000015258789,82.9000015258789,82.9000015258789,82.9000015258789,1409,2023-06-19
2023-06-26,81.25,81.25,81.25,81.25,81.25,425,2023-06-26
2023-07-03,79.6500015258789,79.6500015258789,79.6500015258789,79.6500015258789,79.6500015258789,510,2023-07-03
2023-07-10,78.05000305175781,78.05000305175781,78.05000305175781,78.05000305175781,78.05000305175781,8100,2023-07-10
2023-07-17,76.5,76.5,76.5,76.5,76.5,1187,2023-07-17
2023-07-24,69.3499984741211,69.3499984741211,80.0,67.1500015258789,74.69999694824219,118678,2023-07-24
2023-07-31,75.4000015258789,75.4000015258789,80.8499984741211,67.0,70.05000305175781,110297,2023-07-31
2023-08-07,76.9000015258789,76.9000015258789,82.0,75.55000305175781,78.0,48976,2023-08-07
2023-08-14,73.8499984741211,73.8499984741211,75.4000015258789,71.0,75.4000015258789,45324,2023-08-14
2023-08-21,73.0,73.0,75.0,70.5999984741211,75.0,18868,2023-08-21
2023-08-28,67.75,67.75,71.55000305175781,67.75,71.55000305175781,15151,2023-08-28
2023-09-04,66.1500015258789,66.1500015258789,68.4000015258789,64.8499984741211,67.0999984741211,45895,2023-09-04
2023-09-11,65.0,65.0,66.55000305175781,62.70000076293945,65.05000305175781,28515,2023-09-11
2023-09-18,65.19999694824219,65.19999694824219,68.75,64.3499984741211,65.0999984741211,24901,2023-09-18
2023-09-25,61.04999923706055,61.04999923706055,66.19999694824219,60.0,62.0,33849,2023-09-25
2023-10-02,62.599998474121094,62.599998474121094,64.0999984741211,57.099998474121094,61.04999923706055,101818,2023-10-02
2023-10-09,73.25,73.25,73.25,61.25,64.69999694824219,168315,2023-10-09
2023-10-16,71.44999694824219,71.44999694824219,77.69999694824219,68.30000305175781,73.9000015258789,142513,2023-10-16
2023-10-23,65.4000015258789,65.4000015258789,74.0,62.79999923706055,69.19999694824219,18146,2023-10-23
2023-10-30,65.5,65.5,67.6500015258789,64.0999984741211,67.0,30047,2023-10-30
2023-11-06,77.05000305175781,77.05000305175781,77.05000305175781,65.5,65.5,436577,2023-11-06
2023-11-13,91.44999694824219,91.44999694824219,97.0,84.9000015258789,84.9000015258789,1305284,2023-11-13
2023-11-20,81.55000305175781,81.55000305175781,95.0,78.3499984741211,95.0,212413,2023-11-20
2023-11-27,82.4000015258789,82.4000015258789,83.4000015258789,76.5,81.55000305175781,87239,2023-11-27
2023-12-04,78.69999694824219,78.69999694824219,83.0,78.1500015258789,82.4000015258789,262457,2023-12-04
2023-12-11,81.0,81.0,84.0,78.80000305175781,78.80000305175781,110092,2023-12-11
2023-12-18,89.5,89.5,94.9000015258789,80.05000305175781,80.05000305175781,324148,2023-12-18
2023-12-25,90.75,90.75,91.80000305175781,85.05000305175781,89.5,84290,2023-12-25
2024-01-01,96.9000015258789,96.9000015258789,99.75,88.0,91.5,176011,2024-01-01
2024-01-08,106.05000305175781,106.05000305175781,108.5,95.6500015258789,98.80000305175781,428934,2024-01-08
2024-01-15,106.0,106.0,110.9000015258789,102.5999984741211,109.80000305175781,84508,2024-01-15
2024-01-22,109.0,109.0,109.9000015258789,99.0,106.0,76023,2024-01-22
2024-01-29,118.1500015258789,118.1500015258789,118.1500015258789,105.5,105.5,69564,2024-01-29
2024-02-05,122.05000305175781,122.05000305175781,124.05000305175781,116.0,124.0,79400,2024-02-05
2024-02-12,115.94999694824219,115.94999694824219,117.05000305175781,115.94999694824219,117.0,28200,2024-02-12
2024-02-19,110.1500015258789,110.1500015258789,114.6500015258789,110.1500015258789,110.1500015258789,79061,2024-02-19
2024-02-26,105.5,105.5,109.0,105.0999984741211,107.0999984741211,35789,2024-02-26
2024-03-04,105.5,105.5,105.5,105.5,105.5,7911,2024-03-04
2024-03-11,105.5,105.5,105.5,105.5,105.5,26617,2024-03-11
2024-03-18,110.30000305175781,110.30000305175781,110.69999694824219,100.25,100.25,33138,2024-03-18
2024-03-25,105.30000305175781,105.30000305175781,115.75,104.80000305175781,110.30000305175781,9740,2024-03-25
2024-04-01,110.55000305175781,110.55000305175781,110.55000305175781,101.0,101.0,26753,2024-04-01
2024-04-08,127.9000015258789,127.9000015258789,127.9000015258789,116.05000305175781,116.05000305175781,188330,2024-04-08
2024-04-15,127.9000015258789,127.9000015258789,127.9000015258789,127.9000015258789,127.9000015258789,219083,2024-04-15
2024-04-22,127.9000015258789,127.9000015258789,127.9000015258789,127.9000015258789,127.9000015258789,25643,2024-04-22
2024-04-29,121.5,121.5,121.5,121.5,121.5,10,2024-04-29
2024-05-06,115.44999694824219,115.44999694824219,115.44999694824219,115.44999694824219,115.44999694824219,10,2024-05-06
2024-05-13,109.69999694824219,109.69999694824219,109.69999694824219,109.69999694824219,109.69999694824219,1,2024-05-13
2024-05-20,104.25,104.25,109.69999694824219,104.25,109.69999694824219,100,2024-05-20
2024-05-27,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,105,2024-05-27
2024-06-03,94.0999984741211,94.0999984741211,94.0999984741211,94.0999984741211,94.0999984741211,15007,2024-06-03
2024-06-10,90.7300033569336,90.7300033569336,94.0999984741211,89.38999938964844,89.38999938964844,29329,2024-06-10
2024-06-17,94.37000274658203,94.37000274658203,95.26000213623047,86.5,90.7300033569336,10313,2024-06-17
2024-06-24,114.98999786376953,114.98999786376953,117.47000122070312,93.0,93.0,86599,2024-06-24
2024-07-01,117.94000244140625,117.94000244140625,121.94999694824219,110.95999908447266,120.5,84807,2024-07-01
2024-07-08,134.1699981689453,134.1699981689453,137.89999389648438,117.0,122.80000305175781,169543,2024-07-08
2024-07-15,144.22999572753906,144.22999572753906,158.39999389648438,137.0,140.8699951171875,176342,2024-07-15
2024-07-22,158.9499969482422,158.9499969482422,158.9499969482422,133.5,144.89999389648438,238040,2024-07-22
2024-07-29,184.5500030517578,184.5500030517578,192.89999389648438,165.0,166.5,670453,2024-07-29
2024-08-05,168.3800048828125,168.3800048828125,192.25,166.5500030517578,190.0,323593,2024-08-05
2024-08-12,153.32000732421875,153.32000732421875,166.99000549316406,140.5,162.0,100657,2024-08-12
2024-08-19,168.16000366210938,168.16000366210938,174.88999938964844,145.25,155.0,116475,2024-08-19
2024-08-26,165.22999572753906,165.22999572753906,176.5,157.0,176.5,93874,2024-08-26
2024-09-02,140.64999389648438,140.64999389648438,165.22999572753906,140.64999389648438,165.22999572753906,56124,2024-09-02
2024-09-09,126.38999938964844,126.38999938964844,141.1999969482422,122.0,140.0,208521,2024-09-09
2024-09-16,123.97000122070312,123.97000122070312,132.6999969482422,121.0,129.38999938964844,115136,2024-09-16
2024-09-23,116.91999816894531,116.91999816894531,125.98999786376953,115.0199966430664,122.9000015258789,62740,2024-09-23
2024-09-30,113.79000091552734,113.79000091552734,119.87000274658203,111.0999984741211,116.87999725341797,57989,2024-09-30
2024-10-07,126.56999969482422,126.56999969482422,126.66999816894531,105.5999984741211,118.80000305175781,89290,2024-10-07
2024-10-14,114.4800033569336,114.4800033569336,130.0,114.4800033569336,130.0,41673,2024-10-14
2024-10-21,105.38999938964844,105.38999938964844,113.30999755859375,105.38999938964844,112.19000244140625,8073,2024-10-21
2024-10-28,111.18000030517578,111.18000030517578,112.36000061035156,103.27999877929688,105.98999786376953,16554,2024-10-28
2024-11-04,120.0,120.0,122.29000091552734,108.94999694824219,113.0,54355,2024-11-04
2024-11-11,110.66999816894531,110.66999816894531,119.9000015258789,110.66999816894531,117.5999984741211,2009,2024-11-11
2024-11-18,102.27999877929688,102.27999877929688,109.0,102.27999877929688,108.44999694824219,5491,2024-11-18
2024-11-25,109.3499984741211,109.3499984741211,111.0,97.16000366210938,104.0,63499,2024-11-25
2024-12-02,116.75,116.75,116.9800033569336,107.3499984741211,113.44999694824219,29848,2024-12-02
2024-12-09,110.72000122070312,110.72000122070312,121.69000244140625,107.05000305175781,114.05000305175781,65158,2024-12-09
2024-12-16,121.88999938964844,121.88999938964844,127.5,109.5,110.94999694824219,334395,2024-12-16
2024-12-23,116.08000183105469,116.08000183105469,126.0,111.41999816894531,120.19999694824219,45848,2024-12-23
2024-12-30,111.25,111.25,117.4800033569336,107.0199966430664,116.08000183105469,43776,2024-12-30
2025-01-06,105.4000015258789,105.4000015258789,116.4000015258789,102.22000122070312,116.4000015258789,37302,2025-01-06
2025-01-13,105.12000274658203,105.12000274658203,107.5,95.86000061035156,107.5,50018,2025-01-13
2025-01-20,100.9800033569336,100.9800033569336,109.94999694824219,99.3499984741211,109.94999694824219,34563,2025-01-20
2025-01-27,92.27999877929688,92.27999877929688,100.9800033569336,85.75,100.9800033569336,61298,2025-01-27
2025-02-03,95.22000122070312,95.22000122070312,101.0,90.0199966430664,93.02999877929688,34668,2025-02-03
2025-02-10,82.0199966430664,82.0199966430664,100.75,79.79000091552734,100.0,80645,2025-02-10
2025-02-17,84.9800033569336,84.9800033569336,92.30000305175781,80.06999969482422,82.0199966430664,52005,2025-02-17
2025-02-24,78.4000015258789,78.4000015258789,89.93000030517578,77.5,89.93000030517578,80439,2025-02-24
2025-03-03,83.05999755859375,83.05999755859375,89.5,71.0,72.55000305175781,56055,2025-03-03
2025-03-10,76.12000274658203,76.12000274658203,84.80000305175781,73.66000366210938,84.79000091552734,59349,2025-03-10
2025-03-17,79.66999816894531,79.66999816894531,81.9800033569336,69.0,79.0,182852,2025-03-17
2025-03-24,73.73999786376953,73.73999786376953,81.83000183105469,72.18000030517578,81.2699966430664,203978,2025-03-24
2025-03-31,74.4800033569336,74.4800033569336,79.0,73.08000183105469,73.73999786376953,71575,2025-03-31
2025-04-07,77.4000015258789,77.4000015258789,79.1500015258789,66.55000305175781,77.0,77163,2025-04-07
2025-04-14,78.76000213623047,78.76000213623047,81.29000091552734,76.0999984741211,77.55999755859375,27803,2025-04-14
2025-04-21,81.2699966430664,81.2699966430664,91.5999984741211,77.80999755859375,78.76000213623047,113141,2025-04-21
2025-04-28,76.69000244140625,76.69000244140625,83.6500015258789,75.19999694824219,80.66000366210938,31018,2025-04-28
2025-05-05,77.16999816894531,77.16999816894531,80.08999633789062,74.30000305175781,78.4000015258789,19983,2025-05-05
2025-05-12,106.25,106.25,120.73999786376953,85.25,87.98999786376953,1456342,2025-05-12
2025-05-19,104.69000244140625,104.69000244140625,111.5,99.26000213623047,109.0,159874,2025-05-19
2025-05-26,105.95999908447266,105.95999908447266,109.9000015258789,104.01000213623047,109.0,90661,2025-05-26
2025-06-02,105.91000366210938,105.91000366210938,109.3499984741211,100.20999908447266,105.25,79819,2025-06-02
2025-06-09,105.16000366210938,105.16000366210938,110.9000015258789,101.68000030517578,110.9000015258789,95624,2025-06-09
2025-06-16,100.55000305175781,100.55000305175781,107.0,96.0999984741211,104.01000213623047,96197,2025-06-16
2025-06-23,106.2699966430664,106.2699966430664,108.93000030517578,94.05999755859375,103.5,91553,2025-06-23
2025-06-30,107.54000091552734,107.54000091552734,117.98999786376953,106.0,108.0,250640,2025-06-30
2025-07-07,107.56999969482422,107.56999969482422,109.7699966430664,103.0,109.7699966430664,33417,2025-07-07
2025-07-14,105.63999938964844,105.63999938964844,109.0,102.0,109.0,7543,2025-07-14
