Date,Adj Close_RADHIKAJWE.NS,Close_RADHIKAJWE.NS,High_RADHIKAJWE.NS,Low_RADHIKAJWE.NS,Open_RADHIKAJWE.NS,Volume_RADHIKAJWE.NS,Date
2023-01-09,40.82303237915039,40.88999938964844,42.400001525878906,29.81999969482422,30.360000610351562,7180050,2023-01-09
2023-01-16,42.71992111206055,42.790000915527344,43.5,37.66999816894531,41.119998931884766,5248100,2023-01-16
2023-01-23,47.74168395996094,47.81999969482422,58.09000015258789,41.650001525878906,42.400001525878906,13474380,2023-01-23
2023-01-30,38.926143646240234,38.9900016784668,50.400001525878906,38.58000183105469,48.0,3676290,2023-01-30
2023-02-06,41.8114128112793,41.880001068115234,43.34000015258789,35.81999969482422,39.189998626708984,3031305,2023-02-06
2023-02-13,36.55004119873047,36.61000061035156,44.25,35.880001068115234,44.0,3020445,2023-02-13
2023-02-20,36.04087448120117,36.099998474121094,39.380001068115234,35.689998626708984,36.68000030517578,2924870,2023-02-20
2023-02-27,32.586544036865234,32.63999938964844,36.2400016784668,30.959999084472656,36.2400016784668,3429505,2023-02-27
2023-03-06,32.446773529052734,32.5,33.209999084472656,31.40999984741211,32.849998474121094,957330,2023-03-06
2023-03-13,30.000783920288086,30.049999237060547,32.810001373291016,29.600000381469727,32.599998474121094,1390280,2023-03-13
2023-03-20,29.501604080200195,29.549999237060547,31.100000381469727,29.200000762939453,30.059999465942383,1300870,2023-03-20
2023-03-27,29.561506271362305,29.610000610351562,30.600000381469727,27.81999969482422,30.600000381469727,1031050,2023-03-27
2023-04-03,30.4899845123291,30.540000915527344,31.3700008392334,30.0,30.739999771118164,932695,2023-04-03
2023-04-10,30.310277938842773,30.360000610351562,30.979999542236328,29.989999771118164,30.530000686645508,309730,2023-04-10
2023-04-17,31.32860565185547,31.3799991607666,33.38999938964844,30.100000381469727,30.200000762939453,1252905,2023-04-17
2023-04-24,31.93760871887207,31.989999771118164,32.9900016784668,30.209999084472656,30.600000381469727,510865,2023-04-24
2023-05-01,35.19226837158203,35.25,38.400001525878906,31.6200008392334,31.989999771118164,4488350,2023-05-01
2023-05-08,33.11567306518555,33.16999816894531,35.790000915527344,32.40999984741211,35.25,2821195,2023-05-08
2023-05-15,36.0308952331543,36.09000015258789,38.150001525878906,33.15999984741211,33.599998474121094,5354765,2023-05-15
2023-05-22,39.63498306274414,39.70000076293945,39.70000076293945,34.650001525878906,36.790000915527344,2120173,2023-05-22
2023-05-29,35.84120559692383,35.900001525878906,40.0,33.599998474121094,40.0,1491376,2023-05-29
2023-06-05,35.39194107055664,35.45000076293945,36.5,34.75,36.45000076293945,427312,2023-06-05
2023-06-12,39.235633850097656,39.29999923706055,42.099998474121094,35.5,35.70000076293945,10207771,2023-06-12
2023-06-19,37.937767028808594,38.0,40.5,37.79999923706055,39.29999923706055,2901716,2023-06-19
2023-06-26,38.936126708984375,39.0,40.25,36.95000076293945,37.45000076293945,2565939,2023-06-26
2023-07-03,37.23891067504883,37.29999923706055,39.54999923706055,36.45000076293945,39.25,3359197,2023-07-03
2023-07-10,35.79128646850586,35.849998474121094,38.0,35.04999923706055,37.79999923706055,1283130,2023-07-10
2023-07-17,35.79128646850586,35.849998474121094,37.400001525878906,34.70000076293945,36.25,1233777,2023-07-17
2023-07-24,34.89276123046875,34.95000076293945,36.25,31.0,36.0,3103983,2023-07-24
2023-07-31,35.99095916748047,36.04999923706055,38.0,34.95000076293945,34.95000076293945,3083755,2023-07-31
2023-08-07,36.19063186645508,36.25,36.599998474121094,34.349998474121094,36.29999923706055,1007350,2023-08-07
2023-08-14,35.04251480102539,35.099998474121094,37.0,34.650001525878906,36.5,3827340,2023-08-14
2023-08-21,35.44186019897461,35.5,36.25,34.5,35.099998474121094,4089441,2023-08-21
2023-08-28,34.34366226196289,34.400001525878906,36.099998474121094,33.79999923706055,35.70000076293945,2808351,2023-08-28
2023-09-04,37.139076232910156,37.20000076293945,39.0,33.95000076293945,34.400001525878906,4266270,2023-09-04
2023-09-11,35.79128646850586,35.849998474121094,38.599998474121094,35.04999923706055,37.099998474121094,2774234,2023-09-11
2023-09-18,36.93940353393555,37.0,39.0,36.04999923706055,36.900001525878906,2478832,2023-09-18
2023-09-25,37.03923797607422,37.099998474121094,38.650001525878906,36.75,37.0,1116923,2023-09-25
2023-10-02,36.49013900756836,36.54999923706055,39.79999923706055,35.900001525878906,37.099998474121094,4651688,2023-10-02
2023-10-09,35.79128646850586,35.849998474121094,36.95000076293945,35.349998474121094,36.04999923706055,1761396,2023-10-09
2023-10-16,44.32728576660156,44.400001525878906,53.650001525878906,35.70000076293945,36.400001525878906,39385793,2023-10-16
2023-10-23,42.9295768737793,43.0,46.95000076293945,37.0,46.0,7383147,2023-10-23
2023-10-30,51.56541061401367,51.650001525878906,52.0,40.900001525878906,43.099998474121094,13502785,2023-10-30
2023-11-06,48.47048568725586,48.54999923706055,53.75,45.25,52.70000076293945,8753388,2023-11-06
2023-11-13,44.526954650878906,44.599998474121094,48.849998474121094,44.29999923706055,48.04999923706055,3624501,2023-11-13
2023-11-20,45.8248291015625,45.900001525878906,48.900001525878906,43.20000076293945,43.95000076293945,3476660,2023-11-20
2023-11-27,44.32728576660156,44.400001525878906,48.0,41.849998474121094,45.900001525878906,4803116,2023-11-27
2023-12-04,43.828102111816406,43.900001525878906,45.79999923706055,43.0,45.5,2480166,2023-12-04
2023-12-11,43.6284294128418,43.70000076293945,46.29999923706055,43.099998474121094,44.099998474121094,3661765,2023-12-11
2023-12-18,44.27736282348633,44.349998474121094,47.5,42.349998474121094,43.70000076293945,5317165,2023-12-18
2023-12-25,44.526954650878906,44.599998474121094,46.5,43.75,44.349998474121094,2037945,2023-12-25
2024-01-01,47.12269973754883,47.20000076293945,48.95000076293945,44.25,44.75,4625350,2024-01-01
2024-01-08,53.562137603759766,53.650001525878906,55.20000076293945,46.099998474121094,47.849998474121094,19367060,2024-01-08
2024-01-15,49.119422912597656,49.20000076293945,53.650001525878906,46.54999923706055,53.650001525878906,5739695,2024-01-15
2024-01-22,47.77163314819336,47.849998474121094,49.650001525878906,46.29999923706055,49.20000076293945,2328134,2024-01-22
2024-01-29,60.99993133544922,61.099998474121094,64.9000015258789,47.349998474121094,48.25,34849429,2024-01-29
2024-02-05,61.19960403442383,61.29999923706055,66.5,58.650001525878906,61.349998474121094,7782664,2024-02-05
2024-02-12,67.04002380371094,67.1500015258789,73.80000305175781,58.0,60.5,22472269,2024-02-12
2024-02-19,69.23641967773438,69.3499984741211,76.5,66.80000305175781,67.75,6578124,2024-02-19
2024-02-26,67.5392074584961,67.6500015258789,72.3499984741211,64.5,68.69999694824219,3046531,2024-02-26
2024-03-04,66.89027404785156,67.0,67.69999694824219,59.45000076293945,65.75,3068109,2024-03-04
2024-03-11,60.70042419433594,60.79999923706055,69.30000305175781,55.150001525878906,67.4000015258789,4970508,2024-03-11
2024-03-18,65.19305419921875,65.30000305175781,67.6500015258789,57.29999923706055,60.70000076293945,4914362,2024-03-18
2024-03-25,64.54412078857422,64.6500015258789,68.5,63.04999923706055,65.30000305175781,2141662,2024-03-25
2024-04-01,69.83543395996094,69.94999694824219,71.69999694824219,64.75,64.75,3780565,2024-04-01
2024-04-08,65.24297332763672,65.3499984741211,72.44999694824219,65.0999984741211,70.5999984741211,2376548,2024-04-08
2024-04-15,64.89354705810547,65.0,67.25,61.5,63.95000076293945,1987335,2024-04-15
2024-04-22,63.995018005371094,64.0999984741211,67.0,62.95000076293945,65.3499984741211,2258382,2024-04-22
2024-04-29,63.14641189575195,63.25,65.0,62.20000076293945,64.1500015258789,1106514,2024-04-29
2024-05-06,62.99665451049805,63.099998474121094,64.25,59.25,63.29999923706055,2071190,2024-05-06
2024-05-13,61.898460388183594,62.0,63.95000076293945,60.75,63.349998474121094,1092006,2024-05-13
2024-05-20,60.85017776489258,60.95000076293945,63.099998474121094,60.650001525878906,62.650001525878906,859250,2024-05-20
2024-05-27,61.74870300292969,61.849998474121094,68.44999694824219,58.099998474121094,61.150001525878906,4188688,2024-05-27
2024-06-03,59.95165252685547,60.04999923706055,65.0,52.650001525878906,65.0,2356340,2024-06-03
2024-06-10,59.57227325439453,59.66999816894531,61.349998474121094,59.0,60.47999954223633,1742394,2024-06-10
2024-06-17,61.289459228515625,61.38999938964844,62.88999938964844,58.279998779296875,59.849998474121094,1693971,2024-06-17
2024-06-24,61.778656005859375,61.880001068115234,64.08000183105469,56.79999923706055,61.83000183105469,3432257,2024-06-24
2024-07-01,61.53904724121094,61.63999938964844,64.30999755859375,60.79999923706055,62.349998474121094,3166815,2024-07-01
2024-07-08,58.65378189086914,58.75,62.04999923706055,58.0,61.9900016784668,2292539,2024-07-08
2024-07-15,57.76523971557617,57.86000061035156,61.5,57.56999969482422,59.16999816894531,1512037,2024-07-15
2024-07-22,69.74559020996094,69.86000061035156,73.62000274658203,56.290000915527344,57.900001525878906,18173841,2024-07-22
2024-07-29,76.58436584472656,76.70999908447266,77.75,67.83000183105469,69.98999786376953,10795893,2024-07-29
2024-08-05,74.67749786376953,74.80000305175781,78.25,68.08999633789062,75.0,13313703,2024-08-05
2024-08-12,75.61595153808594,75.73999786376953,76.87000274658203,66.41000366210938,74.44999694824219,8235263,2024-08-12
2024-08-19,114.18269348144531,114.37000274658203,116.44999694824219,76.0,76.18000030517578,60571934,2024-08-19
2024-08-26,102.97108459472656,103.13999938964844,113.30000305175781,100.51000213623047,113.01000213623047,11173909,2024-08-26
2024-09-02,115.91983795166016,116.11000061035156,118.69999694824219,98.0,103.5,16550616,2024-09-02
2024-09-09,127.36106872558594,127.56999969482422,134.10000610351562,111.27999877929688,116.0,17880030,2024-09-09
2024-09-16,121.91999816894531,122.12000274658203,133.94000244140625,118.83999633789062,131.8000030517578,9324098,2024-09-16
2024-09-23,142.5062255859375,142.74000549316406,142.74000549316406,122.1500015258789,123.0999984741211,9721550,2024-09-23
2024-09-30,142.92999267578125,142.92999267578125,157.36000061035156,138.60000610351562,145.99000549316406,15332554,2024-09-30
2024-10-07,135.1999969482422,135.1999969482422,146.35000610351562,128.99000549316406,140.00999450683594,3343625,2024-10-07
2024-10-14,135.75,135.75,139.0,122.81999969482422,135.0,1696870,2024-10-14
2024-10-21,111.27999877929688,111.27999877929688,138.8000030517578,111.27999877929688,137.0,1504569,2024-10-21
2024-10-28,123.3499984741211,123.3499984741211,125.0999984741211,105.70999908447266,107.0,1528875,2024-10-28
2024-11-04,112.62999725341797,112.62999725341797,125.0,112.0,125.0,991028,2024-11-04
2024-11-11,102.22000122070312,102.22000122070312,112.62999725341797,94.68000030517578,112.62999725341797,1004344,2024-11-11
2024-11-18,100.9800033569336,100.9800033569336,104.58999633789062,97.11000061035156,102.8499984741211,517701,2024-11-18
2024-11-25,101.3499984741211,101.3499984741211,105.0,96.0,104.0,1099593,2024-11-25
2024-12-02,122.31999969482422,122.31999969482422,123.16999816894531,98.69999694824219,101.4000015258789,1763125,2024-12-02
2024-12-09,116.12999725341797,116.12999725341797,126.0,111.55000305175781,123.0,1025894,2024-12-09
2024-12-16,103.01000213623047,103.01000213623047,116.12999725341797,100.97000122070312,116.0,1188097,2024-12-16
2024-12-23,99.72000122070312,99.72000122070312,105.5,99.30000305175781,103.11000061035156,592263,2024-12-23
2024-12-30,103.43000030517578,103.43000030517578,107.97000122070312,99.22000122070312,99.98999786376953,850602,2024-12-30
2025-01-06,98.31999969482422,98.31999969482422,108.4000015258789,96.11000061035156,102.05000305175781,1850982,2025-01-06
2025-01-13,104.5199966430664,104.5199966430664,104.5199966430664,94.0,94.55000305175781,1142819,2025-01-13
2025-01-20,107.3499984741211,107.3499984741211,118.98999786376953,107.3499984741211,109.73999786376953,5173617,2025-01-20
2025-01-27,104.69999694824219,104.69999694824219,109.7699966430664,96.87999725341797,101.9800033569336,2681694,2025-01-27
2025-02-03,103.0,103.0,108.88999938964844,101.0199966430664,103.9000015258789,1383384,2025-02-03
2025-02-10,98.02999877929688,98.02999877929688,103.22000122070312,95.5,102.41000366210938,1227412,2025-02-10
2025-02-17,98.26000213623047,98.26000213623047,100.79000091552734,95.01000213623047,97.88999938964844,1145319,2025-02-17
2025-02-24,88.4000015258789,88.4000015258789,99.4000015258789,88.4000015258789,97.01000213623047,731065,2025-02-24
2025-03-03,91.27999877929688,91.27999877929688,93.0,79.77999877929688,85.30000305175781,1528975,2025-03-03
2025-03-10,83.37999725341797,83.37999725341797,94.25,82.5,94.25,808770,2025-03-10
2025-03-17,88.69999694824219,88.69999694824219,90.93000030517578,80.0999984741211,83.5,928721,2025-03-17
2025-03-24,78.91000366210938,78.91000366210938,92.0999984741211,78.6500015258789,88.94999694824219,1761690,2025-03-24
2025-03-31,86.45999908447266,86.45999908447266,95.41999816894531,77.80999755859375,78.91000366210938,4330204,2025-03-31
2025-04-07,92.75,92.75,94.69999694824219,71.0,75.0,3557214,2025-04-07
2025-04-14,95.79000091552734,95.79000091552734,98.51000213623047,92.75,92.75,1235712,2025-04-14
2025-04-21,92.4800033569336,92.4800033569336,98.80999755859375,91.5,96.01000213623047,1945717,2025-04-21
2025-04-28,89.83000183105469,89.83000183105469,95.79000091552734,89.2699966430664,91.19999694824219,888584,2025-04-28
2025-05-05,82.76000213623047,82.76000213623047,91.5999984741211,80.54000091552734,90.88999938964844,1162952,2025-05-05
2025-05-12,91.62999725341797,91.62999725341797,93.48999786376953,85.23999786376953,85.23999786376953,1237525,2025-05-12
2025-05-19,92.0199966430664,92.0199966430664,93.94999694824219,88.72000122070312,91.63999938964844,1302765,2025-05-19
2025-05-26,85.29000091552734,85.29000091552734,89.69999694824219,84.5999984741211,88.16000366210938,1964534,2025-05-26
2025-06-02,86.86000061035156,86.86000061035156,87.4000015258789,83.69999694824219,85.29000091552734,1143325,2025-06-02
2025-06-09,89.3499984741211,89.3499984741211,94.0,85.1500015258789,88.80000305175781,5071864,2025-06-09
2025-06-16,84.11000061035156,84.11000061035156,90.5999984741211,82.4000015258789,89.3499984741211,1611443,2025-06-16
2025-06-23,85.44000244140625,85.44000244140625,87.29000091552734,82.62000274658203,82.8499984741211,880538,2025-06-23
2025-06-30,87.80999755859375,87.80999755859375,89.44999694824219,83.44000244140625,86.44999694824219,2594976,2025-06-30
2025-07-07,85.20999908447266,85.20999908447266,90.38999938964844,84.0999984741211,88.0,1553135,2025-07-07
2025-07-14,85.61000061035156,85.61000061035156,89.5,84.0,85.05000305175781,1022592,2025-07-14
