Date,Adj Close_SHILPAMED.NS,Close_SHILPAMED.NS,High_SHILPAMED.NS,Low_SHILPAMED.NS,Open_SHILPAMED.NS,Volume_SHILPAMED.NS,Date
2020-07-13,505.91754150390625,508.3500061035156,514.9500122070312,475.6000061035156,493.45001220703125,281430,2020-07-13
2020-07-20,510.8438415527344,513.2999877929688,551.0,510.0,513.3499755859375,712993,2020-07-20
2020-07-27,547.4677124023438,550.0999755859375,562.0,484.95001220703125,516.0,1038373,2020-07-27
2020-08-03,596.3328247070312,599.2000122070312,618.4000244140625,560.0,560.0,1825354,2020-08-03
2020-08-10,619.5213012695312,622.5,695.0,603.4500122070312,629.0,2672501,2020-08-10
2020-08-17,582.8477172851562,585.6500244140625,629.0,576.1500244140625,626.2000122070312,1023340,2020-08-17
2020-08-24,553.9864501953125,556.6500244140625,616.75,554.25,589.9000244140625,2265019,2020-08-24
2020-08-31,507.9577331542969,510.3999938964844,562.5,500.20001220703125,559.9000244140625,11971980,2020-08-31
2020-09-07,578.6180419921875,581.4000244140625,591.7000122070312,507.1499938964844,524.0,9980507,2020-09-07
2020-09-14,593.1978759765625,596.0499877929688,615.75,552.25,586.5999755859375,9235759,2020-09-14
2020-09-21,562.2964477539062,565.0,623.2000122070312,530.0499877929688,602.0,5029625,2020-09-21
2020-09-28,555.6285400390625,558.2999877929688,583.75,555.5499877929688,570.7999877929688,2355641,2020-09-28
2020-10-05,542.1930541992188,544.7999877929688,569.0,541.5,560.9500122070312,2178035,2020-10-05
2020-10-12,485.5156555175781,487.8500061035156,518.0,458.0,490.0,4820205,2020-10-12
2020-10-19,466.0093994140625,468.25,491.0,463.1000061035156,488.8500061035156,959838,2020-10-19
2020-10-26,445.7070617675781,447.8500061035156,471.70001220703125,421.1000061035156,471.70001220703125,1555231,2020-10-26
2020-11-02,427.24578857421875,429.29998779296875,449.0,406.3999938964844,440.0,1639394,2020-11-02
2020-11-09,437.2974548339844,439.3999938964844,444.29998779296875,412.45001220703125,435.0,1429127,2020-11-09
2020-11-16,422.7175598144531,424.75,443.0,419.0,439.20001220703125,703118,2020-11-16
2020-11-23,469.0946044921875,471.3500061035156,479.79998779296875,423.3999938964844,427.04998779296875,3720228,2020-11-23
2020-11-30,454.5146789550781,456.70001220703125,483.70001220703125,451.5,471.3500061035156,1146564,2020-11-30
2020-12-07,472.8266296386719,475.1000061035156,492.0,454.0,459.8999938964844,3514901,2020-12-07
2020-12-14,454.9625244140625,457.1499938964844,491.0,454.0,479.70001220703125,1850618,2020-12-14
2020-12-21,440.73095703125,442.8500061035156,466.0,406.20001220703125,461.8999938964844,1086322,2020-12-21
2020-12-28,444.1644287109375,446.29998779296875,460.0,438.79998779296875,446.95001220703125,952590,2020-12-28
2021-01-04,438.5414733886719,440.6499938964844,459.95001220703125,438.5,448.0,1345777,2021-01-04
2021-01-11,435.5558166503906,437.6499938964844,450.0,430.1499938964844,446.0,825024,2021-01-11
2021-01-18,426.3998718261719,428.45001220703125,448.95001220703125,425.0,440.0,921040,2021-01-18
2021-01-25,420.47833251953125,422.5,436.0,418.04998779296875,433.5,499089,2021-01-25
2021-02-01,426.00177001953125,428.04998779296875,455.8999938964844,419.1000061035156,425.0,888672,2021-02-01
2021-02-08,427.9921875,430.04998779296875,436.75,425.0,430.1000061035156,621719,2021-02-08
2021-02-15,383.1080322265625,384.95001220703125,429.8999938964844,378.0,410.0,4340063,2021-02-15
2021-02-22,366.83624267578125,368.6000061035156,386.04998779296875,317.0,384.70001220703125,1010063,2021-02-22
2021-03-01,374.39990234375,376.20001220703125,393.0,362.25,374.0,1713926,2021-03-01
2021-03-08,361.9596862792969,363.70001220703125,381.5,362.0,379.0,830988,2021-03-08
2021-03-15,328.81903076171875,330.3999938964844,367.95001220703125,311.6000061035156,367.95001220703125,1463637,2021-03-15
2021-03-22,330.958740234375,332.54998779296875,351.75,328.29998779296875,334.8999938964844,1227199,2021-03-22
2021-03-29,349.4697265625,351.1499938964844,357.04998779296875,331.0,332.54998779296875,932693,2021-03-29
2021-04-05,384.9989318847656,386.8500061035156,396.5,330.0,354.70001220703125,3098329,2021-04-05
2021-04-12,380.0726013183594,381.8999938964844,394.3999938964844,354.1000061035156,382.0,1053182,2021-04-12
2021-04-19,437.7950439453125,439.8999938964844,462.0,367.3500061035156,375.04998779296875,8132518,2021-04-19
2021-04-26,425.4046630859375,427.45001220703125,448.0,411.0,444.0,2250573,2021-04-26
2021-05-03,439.6361999511719,441.75,459.8999938964844,414.75,423.0,2240956,2021-05-03
2021-05-10,453.37017822265625,455.54998779296875,470.0,441.20001220703125,445.0,2324059,2021-05-10
2021-05-17,538.1624755859375,540.75,564.5,462.70001220703125,465.0,17402590,2021-05-17
2021-05-24,513.3816528320312,515.8499755859375,545.0,512.0,541.7999877929688,2369973,2021-05-24
2021-05-31,559.6591186523438,562.3499755859375,568.1500244140625,492.0,519.0,10318611,2021-05-31
2021-06-07,572.596923828125,575.3499755859375,594.4000244140625,540.0499877929688,565.1500244140625,4645164,2021-06-07
2021-06-14,531.6438598632812,534.2000122070312,575.0,502.45001220703125,575.0,2272956,2021-06-14
2021-06-21,565.3318481445312,568.0499877929688,581.0,520.5499877929688,527.4000244140625,4172382,2021-06-21
2021-06-28,554.5337524414062,557.2000122070312,577.0,535.5499877929688,572.0,1929845,2021-06-28
2021-07-05,549.5079956054688,552.1500244140625,560.9500122070312,535.2000122070312,555.0,1478066,2021-07-05
2021-07-12,602.1548461914062,605.0499877929688,628.0,563.0,563.0,8643787,2021-07-12
2021-07-19,628.0303955078125,631.0499877929688,670.4000244140625,594.6500244140625,605.0499877929688,5487489,2021-07-19
2021-07-26,628.2791748046875,631.2999877929688,666.5999755859375,606.0,625.0999755859375,4030377,2021-07-26
2021-08-02,615.3414306640625,618.2999877929688,653.2000122070312,610.0,635.0,1535371,2021-08-02
2021-08-09,596.7807006835938,599.6500244140625,625.9000244140625,495.8999938964844,621.9000244140625,2089407,2021-08-09
2021-08-16,571.1040649414062,573.8499755859375,589.0,512.4500122070312,580.0,6751635,2021-08-16
2021-08-23,570.2084350585938,572.9500122070312,594.9000244140625,547.0,580.0,2447428,2021-08-23
2021-08-30,586.1318969726562,588.9500122070312,615.0,558.0499877929688,572.9500122070312,3113569,2021-08-30
2021-09-06,606.6830444335938,609.5999755859375,631.7000122070312,586.0,591.9000244140625,2333660,2021-09-06
2021-09-13,566.8744506835938,569.5999755859375,611.5,562.0,608.0,1499961,2021-09-13
2021-09-20,556.573974609375,559.25,583.0,547.0,569.0,1306400,2021-09-20
2021-09-27,549.474365234375,551.0499877929688,577.9000244140625,541.2000122070312,570.0,806458,2021-09-27
2021-10-04,593.8471069335938,595.5499877929688,603.0999755859375,540.0,541.0,2552729,2021-10-04
2021-10-11,637.123046875,638.9500122070312,658.0,591.5499877929688,599.0,4152294,2021-10-11
2021-10-18,573.206298828125,574.8499755859375,648.7999877929688,563.0,648.7999877929688,1881800,2021-10-18
2021-10-25,581.83154296875,583.5,614.0,561.0999755859375,574.0,1232402,2021-10-25
2021-11-01,597.0379638671875,598.75,611.9500122070312,581.0,581.0,770977,2021-11-01
2021-11-08,565.1793212890625,566.7999877929688,602.5999755859375,563.0,600.0,743272,2021-11-08
2021-11-15,559.1466064453125,560.75,595.0,558.5999755859375,571.7000122070312,734256,2021-11-15
2021-11-22,559.1466064453125,560.75,592.7999877929688,532.6500244140625,564.7000122070312,881012,2021-11-22
2021-11-29,559.5454711914062,561.1500244140625,576.0,540.0999755859375,561.0,921680,2021-11-29
2021-12-06,588.562255859375,590.25,593.4500122070312,556.0,556.0,846783,2021-12-06
2021-12-13,544.08984375,545.6500244140625,594.0,542.25,594.0,707922,2021-12-13
2021-12-20,542.1453857421875,543.7000122070312,578.0,527.0,544.0,648024,2021-12-20
2021-12-27,533.5699462890625,535.0999755859375,557.3499755859375,533.2000122070312,540.0,409719,2021-12-27
2022-01-03,571.361572265625,573.0,606.0,537.0,537.4000244140625,1548298,2022-01-03
2022-01-10,562.0881958007812,563.7000122070312,591.0,556.2999877929688,577.4000244140625,534571,2022-01-10
2022-01-17,533.7693481445312,535.2999877929688,567.9000244140625,529.7000122070312,565.9500122070312,728982,2022-01-17
2022-01-24,511.53314208984375,513.0,549.0,506.70001220703125,542.7000122070312,341524,2022-01-24
2022-01-31,516.9675903320312,518.4500122070312,539.0,498.1000061035156,521.7000122070312,834651,2022-01-31
2022-02-07,482.6160583496094,484.0,521.5499877929688,462.29998779296875,519.7000122070312,2320611,2022-02-07
2022-02-14,451.5551452636719,452.8500061035156,483.20001220703125,450.6000061035156,483.0,476444,2022-02-14
2022-02-21,421.8902282714844,423.1000061035156,468.6000061035156,393.70001220703125,451.8500061035156,941383,2022-02-21
2022-02-28,407.7308044433594,408.8999938964844,435.0,402.79998779296875,420.0,1532435,2022-02-28
2022-03-07,432.9085998535156,434.1499938964844,440.70001220703125,380.0,400.0,1396247,2022-03-07
2022-03-14,415.2592468261719,416.45001220703125,442.3500061035156,408.8500061035156,436.8999938964844,1043449,2022-03-14
2022-03-21,398.95599365234375,400.1000061035156,420.0,395.54998779296875,419.6000061035156,1125445,2022-03-21
2022-03-28,412.36749267578125,413.54998779296875,419.0,387.0,402.0,1776967,2022-03-28
2022-04-04,453.74884033203125,455.04998779296875,465.0,412.0,414.70001220703125,1173746,2022-04-04
2022-04-11,495.2298889160156,496.6499938964844,503.0,456.1000061035156,457.0,1174764,2022-04-11
2022-04-18,452.35284423828125,453.6499938964844,498.95001220703125,451.04998779296875,495.0,992010,2022-04-18
2022-04-25,454.9952697753906,456.29998779296875,482.0,447.20001220703125,448.0,1246629,2022-04-25
2022-05-02,426.1280517578125,427.3500061035156,459.8999938964844,407.45001220703125,455.70001220703125,493360,2022-05-02
2022-05-09,384.9960021972656,386.1000061035156,434.0,385.0,424.70001220703125,403908,2022-05-09
2022-05-16,420.3446350097656,421.54998779296875,429.8500061035156,385.1499938964844,387.8500061035156,264479,2022-05-16
2022-05-23,448.76312255859375,450.04998779296875,471.0,408.20001220703125,421.5,5904670,2022-05-23
2022-05-30,428.2220764160156,429.45001220703125,459.95001220703125,425.8999938964844,452.0,460772,2022-05-30
2022-06-06,432.06103515625,433.29998779296875,437.8999938964844,411.3500061035156,429.45001220703125,318908,2022-06-06
2022-06-13,400.4018249511719,401.54998779296875,457.0,400.0,425.3999938964844,1191488,2022-06-13
2022-06-20,405.38751220703125,406.54998779296875,428.6499938964844,391.70001220703125,401.54998779296875,276737,2022-06-20
2022-06-27,395.5158386230469,396.6499938964844,415.0,381.0,413.8999938964844,358897,2022-06-27
2022-07-04,394.7679748535156,395.8999938964844,408.6000061035156,391.54998779296875,401.45001220703125,305590,2022-07-04
2022-07-11,414.2620849609375,415.45001220703125,428.79998779296875,393.0,397.0,1569423,2022-07-11
2022-07-18,414.0128173828125,415.20001220703125,438.0,412.6000061035156,422.0,414851,2022-07-18
2022-07-25,410.5726623535156,411.75,425.20001220703125,405.5,415.20001220703125,320449,2022-07-25
2022-08-01,412.2179260253906,413.3999938964844,424.0,404.45001220703125,417.79998779296875,391940,2022-08-01
2022-08-08,395.8648376464844,397.0,422.04998779296875,395.0,414.0,498156,2022-08-08
2022-08-15,385.8934326171875,387.0,400.1000061035156,381.1000061035156,397.0,363280,2022-08-15
2022-08-22,380.95758056640625,382.04998779296875,407.79998779296875,381.0,394.0,973245,2022-08-22
2022-08-29,380.25958251953125,381.3500061035156,403.0,367.6000061035156,377.5,1431058,2022-08-29
2022-09-05,404.9388122558594,406.1000061035156,425.0,378.6499938964844,381.8999938964844,1639519,2022-09-05
2022-09-12,383.6000061035156,384.70001220703125,412.8999938964844,383.0,409.3999938964844,866679,2022-09-12
2022-09-19,385.59429931640625,386.70001220703125,399.95001220703125,374.0,385.0,899780,2022-09-19
2022-09-26,386.95001220703125,386.95001220703125,391.75,355.20001220703125,386.0,664045,2022-09-26
2022-10-03,365.75,365.75,387.5,362.0,382.70001220703125,715359,2022-10-03
2022-10-10,350.3999938964844,350.3999938964844,364.79998779296875,348.6499938964844,363.0,341231,2022-10-10
2022-10-17,329.20001220703125,329.20001220703125,350.0,321.1000061035156,350.0,1981798,2022-10-17
2022-10-24,313.29998779296875,313.29998779296875,333.95001220703125,310.54998779296875,332.3999938964844,357460,2022-10-24
2022-10-31,314.3999938964844,314.3999938964844,323.54998779296875,310.5,313.29998779296875,921550,2022-10-31
2022-11-07,297.95001220703125,297.95001220703125,318.8999938964844,296.0,316.0,528656,2022-11-07
2022-11-14,278.6499938964844,278.6499938964844,306.5,275.54998779296875,290.1499938964844,1236731,2022-11-14
2022-11-21,281.3999938964844,281.3999938964844,294.70001220703125,272.0,279.0,848995,2022-11-21
2022-11-28,302.1000061035156,302.1000061035156,309.79998779296875,277.45001220703125,281.29998779296875,4752089,2022-11-28
2022-12-05,293.45001220703125,293.45001220703125,309.95001220703125,290.1000061035156,304.25,678841,2022-12-05
2022-12-12,282.3999938964844,282.3999938964844,301.0,281.1000061035156,290.0,499706,2022-12-12
2022-12-19,289.54998779296875,289.54998779296875,298.0,262.1000061035156,298.0,5438305,2022-12-19
2022-12-26,278.3500061035156,278.3500061035156,294.1000061035156,270.3999938964844,289.8999938964844,1300007,2022-12-26
2023-01-02,277.6499938964844,277.6499938964844,294.0,276.0,278.45001220703125,594800,2023-01-02
2023-01-09,271.54998779296875,271.54998779296875,281.1499938964844,271.0,278.0,246353,2023-01-09
2023-01-16,258.3500061035156,258.3500061035156,275.0,256.79998779296875,272.8999938964844,425985,2023-01-16
2023-01-23,241.35000610351562,241.35000610351562,262.0,240.0,262.0,440209,2023-01-23
2023-01-30,242.5500030517578,242.5500030517578,258.1000061035156,231.8000030517578,241.0,634634,2023-01-30
2023-02-06,244.0500030517578,244.0500030517578,258.1000061035156,238.8000030517578,242.0,523176,2023-02-06
2023-02-13,295.95001220703125,295.95001220703125,308.0,231.0,244.89999389648438,8495927,2023-02-13
2023-02-20,275.70001220703125,275.70001220703125,304.25,268.8500061035156,291.0,23542331,2023-02-20
2023-02-27,255.35000610351562,255.35000610351562,286.25,251.14999389648438,277.79998779296875,5284429,2023-02-27
2023-03-06,268.25,268.25,286.0,249.10000610351562,257.29998779296875,12860236,2023-03-06
2023-03-13,247.1999969482422,247.1999969482422,271.1499938964844,240.64999389648438,265.0,3955614,2023-03-13
2023-03-20,240.9499969482422,240.9499969482422,255.0,238.1999969482422,247.1999969482422,4274541,2023-03-20
2023-03-27,228.85000610351562,228.85000610351562,244.39999389648438,222.60000610351562,242.5,5524755,2023-03-27
2023-04-03,237.75,237.75,241.85000610351562,230.5,230.5,1288778,2023-04-03
2023-04-10,254.39999389648438,254.39999389648438,278.0,232.5,240.0,20939514,2023-04-10
2023-04-17,255.1999969482422,255.1999969482422,274.3999938964844,249.5500030517578,252.6999969482422,5137404,2023-04-17
2023-04-24,256.54998779296875,256.54998779296875,263.3999938964844,253.0,256.0,1615915,2023-04-24
2023-05-01,260.70001220703125,260.70001220703125,266.45001220703125,256.1499938964844,256.54998779296875,1081875,2023-05-01
2023-05-08,258.8500061035156,258.8500061035156,269.70001220703125,256.1499938964844,262.20001220703125,1238199,2023-05-08
2023-05-15,249.60000610351562,249.60000610351562,263.20001220703125,248.1999969482422,259.0,751490,2023-05-15
2023-05-22,237.5500030517578,237.5500030517578,251.6999969482422,233.0500030517578,250.6999969482422,1557499,2023-05-22
2023-05-29,236.6999969482422,236.6999969482422,248.3000030517578,236.0,239.39999389648438,1066810,2023-05-29
2023-06-05,236.89999389648438,236.89999389648438,249.60000610351562,228.5,238.60000610351562,6804039,2023-06-05
2023-06-12,235.60000610351562,235.60000610351562,242.0500030517578,233.5,238.9499969482422,1734860,2023-06-12
2023-06-19,249.14999389648438,249.14999389648438,273.0,235.5,235.60000610351562,15799035,2023-06-19
2023-06-26,284.25,284.25,289.8999938964844,245.14999389648438,251.3000030517578,11422885,2023-06-26
2023-07-03,295.95001220703125,295.95001220703125,309.5,281.3999938964844,286.1000061035156,10289314,2023-07-03
2023-07-10,317.6000061035156,317.6000061035156,320.95001220703125,282.8999938964844,297.3999938964844,7287565,2023-07-10
2023-07-17,314.75,314.75,329.8999938964844,306.1000061035156,319.0,5037278,2023-07-17
2023-07-24,358.04998779296875,358.04998779296875,366.0,308.1000061035156,316.20001220703125,7411944,2023-07-24
2023-07-31,365.29998779296875,365.29998779296875,369.70001220703125,325.04998779296875,358.0,5199451,2023-07-31
2023-08-07,346.0,346.0,376.29998779296875,340.29998779296875,367.0,4364234,2023-08-07
2023-08-14,370.25,370.25,375.29998779296875,331.0,345.95001220703125,4116056,2023-08-14
2023-08-21,362.25,362.25,377.0,351.8500061035156,371.6000061035156,2181035,2023-08-21
2023-08-28,370.5,370.5,384.5,357.29998779296875,362.70001220703125,2641808,2023-08-28
2023-09-04,371.6000061035156,371.6000061035156,382.0,361.1499938964844,380.0,1733910,2023-09-04
2023-09-11,357.6000061035156,357.6000061035156,377.3500061035156,344.95001220703125,373.0,1350539,2023-09-11
2023-09-18,355.29998779296875,355.29998779296875,364.5,346.29998779296875,360.0,543346,2023-09-18
2023-09-25,358.6000061035156,358.6000061035156,368.3999938964844,350.25,356.0,698780,2023-09-25
2023-10-02,348.79998779296875,348.79998779296875,366.5,347.8500061035156,358.6000061035156,448746,2023-10-02
2023-10-09,343.3999938964844,343.3999938964844,358.20001220703125,332.25,347.6000061035156,1606903,2023-10-09
2023-10-16,333.8999938964844,333.8999938964844,346.95001220703125,331.6499938964844,343.95001220703125,633827,2023-10-16
2023-10-23,338.8999938964844,338.8999938964844,341.79998779296875,296.79998779296875,333.79998779296875,919249,2023-10-23
2023-10-30,359.20001220703125,359.20001220703125,363.8999938964844,331.70001220703125,339.0,1315880,2023-10-30
2023-11-06,373.75,373.75,384.0,348.70001220703125,360.0,2947896,2023-11-06
2023-11-13,375.8999938964844,375.8999938964844,389.04998779296875,361.1000061035156,371.75,2232820,2023-11-13
2023-11-20,368.5,368.5,397.0,364.8500061035156,376.0,2107708,2023-11-20
2023-11-27,357.79998779296875,357.79998779296875,374.70001220703125,356.3999938964844,368.5,761803,2023-11-27
2023-12-04,366.6499938964844,366.6499938964844,391.3500061035156,359.1000061035156,359.1000061035156,1668638,2023-12-04
2023-12-11,368.45001220703125,368.45001220703125,387.20001220703125,353.0,368.0,1738221,2023-12-11
2023-12-18,362.0,362.0,374.79998779296875,346.70001220703125,370.95001220703125,1071393,2023-12-18
2023-12-25,330.29998779296875,330.29998779296875,364.29998779296875,328.0,362.0,1538586,2023-12-25
2024-01-01,328.75,328.75,342.0,315.0,329.79998779296875,2778459,2024-01-01
2024-01-08,329.70001220703125,329.70001220703125,332.6000061035156,313.1499938964844,329.0,1893694,2024-01-08
2024-01-15,332.70001220703125,332.70001220703125,338.8999938964844,319.8500061035156,329.95001220703125,1961315,2024-01-15
2024-01-22,330.75,330.75,333.5,317.0,332.70001220703125,437391,2024-01-22
2024-01-29,368.1499938964844,368.1499938964844,382.5,316.1000061035156,331.79998779296875,7286393,2024-01-29
