Date,Adj Close_NAHARPOLY.NS,Close_NAHARPOLY.NS,High_NAHARPOLY.NS,Low_NAHARPOLY.NS,Open_NAHARPOLY.NS,Volume_NAHARPOLY.NS,Date
2020-07-13,57.493385314941406,59.75,60.849998474121094,58.0,59.599998474121094,25747,2020-07-13
2020-07-20,60.95742416381836,63.349998474121094,65.30000305175781,59.29999923706055,61.25,138769,2020-07-20
2020-07-27,59.032958984375,61.349998474121094,64.4000015258789,58.70000076293945,64.4000015258789,70376,2020-07-27
2020-08-03,63.98846435546875,66.5,68.69999694824219,61.20000076293945,61.20000076293945,200059,2020-08-03
2020-08-10,67.40438842773438,70.05000305175781,79.0,67.05000305175781,71.8499984741211,610958,2020-08-10
2020-08-17,68.22228240966797,70.9000015258789,74.9000015258789,69.1500015258789,71.0,270247,2020-08-17
2020-08-24,62.881893157958984,65.3499984741211,73.19999694824219,62.29999923706055,73.19999694824219,193519,2020-08-24
2020-08-31,60.620643615722656,63.0,65.5999984741211,60.54999923706055,63.5,91280,2020-08-31
2020-09-07,59.94708251953125,62.29999923706055,65.4000015258789,58.099998474121094,65.4000015258789,49013,2020-09-07
2020-09-14,60.380088806152344,62.75,68.0,61.650001525878906,62.29999923706055,88936,2020-09-14
2020-09-21,55.98941421508789,57.29999923706055,63.5,55.849998474121094,61.900001525878906,82041,2020-09-21
2020-09-28,63.36672592163086,64.8499984741211,68.94999694824219,59.75,59.79999923706055,64196,2020-09-28
2020-10-05,64.88128662109375,66.4000015258789,68.94999694824219,61.900001525878906,65.8499984741211,130890,2020-10-05
2020-10-12,61.60790252685547,63.04999923706055,67.94999694824219,60.79999923706055,67.94999694824219,60360,2020-10-12
2020-10-19,67.86151123046875,69.44999694824219,71.44999694824219,57.95000076293945,66.6500015258789,153440,2020-10-19
2020-10-26,77.29080200195312,79.0999984741211,91.4000015258789,68.0999984741211,71.0,958866,2020-10-26
2020-11-02,82.76271057128906,84.69999694824219,89.5999984741211,73.19999694824219,81.44999694824219,635663,2020-11-02
2020-11-09,79.44048309326172,81.30000305175781,86.69999694824219,77.30000305175781,84.30000305175781,270459,2020-11-09
2020-11-16,88.6743392944336,90.75,94.80000305175781,80.25,80.25,616797,2020-11-16
2020-11-23,83.7398452758789,85.69999694824219,93.5,83.0,92.0,347248,2020-11-23
2020-11-30,85.79181671142578,87.80000305175781,93.9000015258789,84.0,85.69999694824219,246498,2020-11-30
2020-12-07,84.27725982666016,86.25,89.5,84.30000305175781,87.80000305175781,146024,2020-12-07
2020-12-14,82.37186431884766,84.30000305175781,93.80000305175781,83.0999984741211,86.0,425059,2020-12-14
2020-12-21,93.70655059814453,95.9000015258789,103.0,68.0,86.69999694824219,2064110,2020-12-21
2020-12-28,91.50800323486328,93.6500015258789,106.69999694824219,90.55000305175781,97.0,780866,2020-12-28
2021-01-04,91.4103012084961,93.55000305175781,97.75,91.05000305175781,95.0,251732,2021-01-04
2021-01-11,87.1597900390625,89.19999694824219,97.0,81.4000015258789,93.55000305175781,235420,2021-01-11
2021-01-18,85.15667724609375,87.1500015258789,95.80000305175781,85.55000305175781,88.6500015258789,217788,2021-01-18
2021-01-25,86.9155044555664,88.94999694824219,91.9000015258789,82.6500015258789,91.44999694824219,117668,2021-01-25
2021-02-01,89.35832214355469,91.44999694824219,98.3499984741211,86.6500015258789,89.4000015258789,394033,2021-02-01
2021-02-08,89.9446029663086,92.05000305175781,96.9000015258789,90.19999694824219,91.55000305175781,212219,2021-02-08
2021-02-15,86.13380432128906,88.1500015258789,94.0,87.0,93.0,155976,2021-02-15
2021-02-22,84.4726791381836,86.44999694824219,90.69999694824219,84.05000305175781,87.3499984741211,102879,2021-02-22
2021-03-01,91.70343017578125,93.8499984741211,98.0999984741211,86.44999694824219,88.25,331459,2021-03-01
2021-03-08,98.49447631835938,100.80000305175781,109.0,90.69999694824219,91.19999694824219,708104,2021-03-08
2021-03-15,119.2095718383789,122.0,142.0,97.94999694824219,107.0,3646474,2021-03-15
2021-03-22,109.09629821777344,111.6500015258789,133.0,106.4000015258789,125.75,919568,2021-03-22
2021-03-29,118.72101593017578,121.5,125.80000305175781,108.55000305175781,111.6500015258789,337639,2021-03-29
2021-04-05,117.35304260253906,120.0999984741211,124.80000305175781,113.8499984741211,122.9000015258789,357800,2021-04-05
2021-04-12,107.630615234375,110.1500015258789,117.0,103.80000305175781,114.25,254280,2021-04-12
2021-04-19,104.35723876953125,106.80000305175781,110.94999694824219,103.0999984741211,105.80000305175781,154688,2021-04-19
2021-04-26,126.8800277709961,129.85000610351562,138.5,107.1500015258789,109.0,1117013,2021-04-26
2021-05-03,127.36859130859375,130.35000610351562,139.5,128.9499969482422,131.89999389648438,856634,2021-05-03
2021-05-10,128.4434356689453,131.4499969482422,138.10000610351562,128.5500030517578,132.8000030517578,294369,2021-05-10
2021-05-17,155.41213989257812,159.0500030517578,164.39999389648438,130.0500030517578,130.0500030517578,3168768,2021-05-17
2021-05-24,156.43814086914062,160.10000610351562,168.8000030517578,151.0,160.6999969482422,924125,2021-05-24
2021-05-31,148.963134765625,152.4499969482422,164.89999389648438,145.5,161.1999969482422,677786,2021-05-31
2021-06-07,155.16787719726562,158.8000030517578,164.5,152.10000610351562,154.89999389648438,588777,2021-06-07
2021-06-14,148.2302703857422,151.6999969482422,165.1999969482422,146.0,160.0,324423,2021-06-14
2021-06-21,151.06393432617188,154.60000610351562,157.64999389648438,147.0,149.0,158423,2021-06-21
2021-06-28,167.18653869628906,171.10000610351562,182.0,154.0,154.0,1696391,2021-06-28
2021-07-05,168.01710510253906,171.9499969482422,177.0,166.0,175.0500030517578,341989,2021-07-05
2021-07-12,201.1417236328125,205.85000610351562,219.0500030517578,175.3000030517578,177.5,2021259,2021-07-12
2021-07-19,203.7799835205078,208.5500030517578,221.89999389648438,197.0500030517578,203.35000610351562,620883,2021-07-19
2021-07-26,218.68118286132812,223.8000030517578,241.9499969482422,202.10000610351562,210.39999389648438,718685,2021-07-26
2021-08-02,259.2808532714844,265.3500061035156,318.8999938964844,224.60000610351562,225.39999389648438,2140912,2021-08-02
2021-08-09,231.28611755371094,236.6999969482422,257.8500061035156,217.14999389648438,252.10000610351562,564916,2021-08-09
2021-08-16,205.92967224121094,210.75,247.5,195.35000610351562,236.0,357173,2021-08-16
2021-08-23,229.77157592773438,235.14999389648438,255.0,195.0,218.5,458424,2021-08-23
2021-08-30,218.0948944091797,223.1999969482422,241.0,220.60000610351562,240.0,177359,2021-08-30
2021-09-06,223.5179443359375,228.75,241.6999969482422,221.0,221.0,153374,2021-09-06
2021-09-13,234.4617919921875,239.9499969482422,271.8999938964844,225.64999389648438,229.0,612453,2021-09-13
2021-09-20,241.60455322265625,245.85000610351562,264.95001220703125,220.4499969482422,243.0,355354,2021-09-20
2021-09-27,239.14772033691406,243.35000610351562,254.3000030517578,232.25,247.8000030517578,117940,2021-09-27
2021-10-04,244.01223754882812,248.3000030517578,267.6499938964844,245.3000030517578,245.3000030517578,179619,2021-10-04
2021-10-11,238.60720825195312,242.8000030517578,254.85000610351562,225.35000610351562,253.5,139240,2021-10-11
2021-10-18,229.22213745117188,233.25,254.0,226.25,243.0,122845,2021-10-18
2021-10-25,229.36952209472656,233.39999389648438,246.0,217.60000610351562,228.3000030517578,110582,2021-10-25
2021-11-01,245.5354766845703,249.85000610351562,258.0,229.5500030517578,233.39999389648438,124291,2021-11-01
2021-11-08,268.2366027832031,272.95001220703125,283.8999938964844,243.0,250.0,856714,2021-11-08
2021-11-15,242.489013671875,246.75,276.79998779296875,244.0,276.0,223745,2021-11-15
2021-11-22,222.2938690185547,226.1999969482422,254.89999389648438,225.0,245.0,203461,2021-11-22
2021-11-29,230.6470947265625,234.6999969482422,240.85000610351562,210.5500030517578,223.1999969482422,154133,2021-11-29
2021-12-06,245.92857360839844,250.25,264.8999938964844,231.0,238.9499969482422,381074,2021-12-06
2021-12-13,242.9312286376953,247.1999969482422,259.5,241.0,255.3000030517578,144168,2021-12-13
2021-12-20,245.6337432861328,249.9499969482422,257.8999938964844,233.5500030517578,247.1999969482422,203665,2021-12-20
2021-12-27,275.90185546875,280.75,301.0,245.5,251.9499969482422,1319265,2021-12-27
2022-01-03,329.21502685546875,335.0,344.0,276.79998779296875,284.70001220703125,1652536,2022-01-03
2022-01-10,314.8671569824219,320.3999938964844,346.0,300.1000061035156,338.8999938964844,584857,2022-01-10
2022-01-17,348.8205871582031,354.95001220703125,378.0,312.20001220703125,320.3999938964844,803414,2022-01-17
2022-01-24,334.9148864746094,340.79998779296875,356.95001220703125,301.5,355.0,340617,2022-01-24
2022-01-31,439.0352783203125,446.75,456.5,331.25,348.95001220703125,1955837,2022-01-31
2022-02-07,427.0459899902344,434.54998779296875,473.0,421.29998779296875,446.75,1175933,2022-02-07
2022-02-14,400.3157043457031,407.3500061035156,439.3500061035156,376.3500061035156,423.5,373463,2022-02-14
2022-02-21,392.2572937011719,399.1499938964844,422.0,338.70001220703125,407.0,696884,2022-02-21
2022-02-28,474.21710205078125,482.54998779296875,498.0,389.20001220703125,394.20001220703125,1909023,2022-02-28
2022-03-07,472.7921447753906,481.1000061035156,504.25,443.5,472.54998779296875,627091,2022-03-07
2022-03-14,528.1199951171875,537.4000244140625,559.7999877929688,462.70001220703125,488.0,690908,2022-03-14
2022-03-21,548.4624633789062,558.0999755859375,597.9000244140625,535.0,545.0,538961,2022-03-21
2022-03-28,566.888671875,576.8499755859375,590.0,542.5999755859375,580.0,314259,2022-03-28
2022-04-04,557.4053344726562,567.2000122070312,594.7000122070312,530.0,588.5,294910,2022-04-04
2022-04-11,552.7373657226562,562.4500122070312,577.2000122070312,541.0,577.2000122070312,120274,2022-04-11
2022-04-18,520.1597900390625,529.2999877929688,585.0,515.0,558.0,236530,2022-04-18
2022-04-25,497.7535400390625,506.5,550.0,497.29998779296875,520.5499877929688,165136,2022-04-25
2022-05-02,452.74444580078125,460.70001220703125,504.70001220703125,451.3999938964844,503.0,95272,2022-05-02
2022-05-09,357.17376708984375,363.45001220703125,452.8999938964844,351.79998779296875,445.1000061035156,262801,2022-05-09
2022-05-16,409.258544921875,416.45001220703125,428.0,367.25,378.5,88862,2022-05-16
2022-05-23,400.2665100097656,407.29998779296875,436.0,373.95001220703125,418.0,137255,2022-05-23
2022-05-30,398.595947265625,405.6000061035156,427.0,390.0,427.0,115193,2022-05-30
2022-06-06,379.9731140136719,386.6499938964844,409.20001220703125,366.1000061035156,407.0,88726,2022-06-06
2022-06-13,319.9282531738281,325.54998779296875,405.0,324.04998779296875,387.8999938964844,185649,2022-06-13
2022-06-20,316.7834777832031,322.3500061035156,328.0,293.8500061035156,325.54998779296875,146058,2022-06-20
2022-06-27,363.31585693359375,369.70001220703125,391.79998779296875,330.0,336.0,234413,2022-06-27
2022-07-04,363.8563537597656,370.25,382.0,357.04998779296875,359.0,77422,2022-07-04
2022-07-11,365.9692077636719,372.3999938964844,388.0,361.0,361.0,76347,2022-07-11
2022-07-18,398.251953125,405.25,431.04998779296875,377.25,380.0,212344,2022-07-18
2022-07-25,352.40753173828125,358.6000061035156,394.0,355.29998779296875,391.0,208839,2022-07-25
2022-08-01,340.46734619140625,346.45001220703125,365.0,339.1000061035156,365.0,222794,2022-08-01
2022-08-08,326.4142761230469,332.1499938964844,344.04998779296875,318.70001220703125,341.0,130400,2022-08-08
2022-08-15,365.35040283203125,368.95001220703125,384.0,332.1499938964844,332.1499938964844,389335,2022-08-15
2022-08-22,355.0518493652344,358.54998779296875,370.8999938964844,337.20001220703125,370.0,161775,2022-08-22
2022-08-29,352.0316162109375,355.5,365.0,343.0,350.0,85028,2022-08-29
2022-09-05,361.9340515136719,365.5,395.0,356.5,360.8500061035156,586961,2022-09-05
2022-09-12,359.7554931640625,363.29998779296875,384.25,347.6000061035156,366.0,160030,2022-09-12
2022-09-19,345.34747314453125,348.75,367.3999938964844,346.6499938964844,367.3999938964844,98307,2022-09-19
2022-09-26,334.2072448730469,337.5,348.75,321.0,348.75,75035,2022-09-26
2022-10-03,339.85162353515625,343.20001220703125,344.95001220703125,330.5,338.0,47549,2022-10-03
2022-10-10,316.0857849121094,319.20001220703125,344.5,318.0,343.20001220703125,87083,2022-10-10
2022-10-17,305.09405517578125,308.1000061035156,349.8999938964844,304.0,323.70001220703125,325659,2022-10-17
