Date,Adj Close_CHEMPLASTS.NS,Close_CHEMPLASTS.NS,High_CHEMPLASTS.NS,Low_CHEMPLASTS.NS,Open_CHEMPLASTS.NS,Volume_CHEMPLASTS.NS,Date
2023-03-20,366.1000061035156,366.1000061035156,379.0,352.0,365.0,978396,2023-03-20
2023-03-27,347.8500061035156,347.8500061035156,369.45001220703125,342.04998779296875,369.45001220703125,611152,2023-03-27
2023-04-03,375.5,375.5,378.1499938964844,349.04998779296875,349.70001220703125,1205238,2023-04-03
2023-04-10,409.1000061035156,409.1000061035156,417.0,374.45001220703125,378.70001220703125,2868238,2023-04-10
2023-04-17,426.3999938964844,426.3999938964844,429.3999938964844,401.79998779296875,408.04998779296875,856609,2023-04-17
2023-04-24,428.8500061035156,428.8500061035156,440.29998779296875,423.79998779296875,425.3500061035156,556482,2023-04-24
2023-05-01,457.54998779296875,457.54998779296875,461.0,425.0,428.8500061035156,5091436,2023-05-01
2023-05-08,445.04998779296875,445.04998779296875,466.45001220703125,441.8500061035156,456.0,3006052,2023-05-08
2023-05-15,465.95001220703125,465.95001220703125,476.79998779296875,415.20001220703125,448.1000061035156,1574300,2023-05-15
2023-05-22,442.54998779296875,442.54998779296875,465.0,422.6000061035156,465.0,881870,2023-05-22
2023-05-29,449.54998779296875,449.54998779296875,459.6000061035156,434.95001220703125,442.70001220703125,1417042,2023-05-29
2023-06-05,477.54998779296875,477.54998779296875,480.95001220703125,437.5,449.5,1074564,2023-06-05
2023-06-12,454.3999938964844,454.3999938964844,501.0,451.75,481.29998779296875,1656463,2023-06-12
2023-06-19,440.6000061035156,440.6000061035156,461.0,436.95001220703125,456.79998779296875,995098,2023-06-19
2023-06-26,454.6000061035156,454.6000061035156,458.1000061035156,435.6000061035156,440.6000061035156,399574,2023-06-26
2023-07-03,444.3500061035156,444.3500061035156,459.5,441.20001220703125,454.6000061035156,352678,2023-07-03
2023-07-10,442.3500061035156,442.3500061035156,452.3500061035156,425.3500061035156,446.0,663806,2023-07-10
2023-07-17,431.1000061035156,431.1000061035156,448.95001220703125,427.6000061035156,443.29998779296875,370383,2023-07-17
2023-07-24,438.8999938964844,438.8999938964844,445.0,426.1499938964844,435.95001220703125,888627,2023-07-24
2023-07-31,446.45001220703125,446.45001220703125,457.5,436.0,438.8999938964844,1101165,2023-07-31
2023-08-07,444.04998779296875,444.04998779296875,464.95001220703125,416.1499938964844,446.45001220703125,1078794,2023-08-07
2023-08-14,452.8999938964844,452.8999938964844,459.8999938964844,435.0,448.0,407131,2023-08-14
2023-08-21,520.4500122070312,520.4500122070312,529.9000244140625,445.54998779296875,455.0,3540194,2023-08-21
2023-08-28,528.5499877929688,528.5499877929688,539.0,512.0,526.0999755859375,2075947,2023-08-28
2023-09-04,520.7000122070312,520.7000122070312,543.25,511.75,529.0,986925,2023-09-04
2023-09-11,498.0,498.0,523.9500122070312,476.70001220703125,519.0499877929688,1072788,2023-09-11
2023-09-18,483.70001220703125,483.70001220703125,502.0,476.8999938964844,499.3999938964844,452203,2023-09-18
2023-09-25,484.1499938964844,484.1499938964844,514.0,474.29998779296875,482.0,608613,2023-09-25
2023-10-02,495.5,495.5,506.75,479.29998779296875,484.1499938964844,489719,2023-10-02
2023-10-09,476.79998779296875,476.79998779296875,493.0,461.54998779296875,487.79998779296875,432753,2023-10-09
2023-10-16,451.75,451.75,485.8999938964844,447.70001220703125,475.0,390012,2023-10-16
2023-10-23,453.79998779296875,453.79998779296875,459.8500061035156,428.79998779296875,454.04998779296875,382501,2023-10-23
2023-10-30,448.5,448.5,458.1499938964844,428.95001220703125,447.1000061035156,399354,2023-10-30
2023-11-06,447.29998779296875,447.29998779296875,456.0,432.25,451.75,292589,2023-11-06
2023-11-13,436.45001220703125,436.45001220703125,457.20001220703125,433.45001220703125,451.0,557487,2023-11-13
2023-11-20,444.6000061035156,444.6000061035156,457.1000061035156,425.0,438.8500061035156,7772817,2023-11-20
2023-11-27,482.8500061035156,482.8500061035156,489.8999938964844,444.6000061035156,444.6000061035156,1035887,2023-11-27
2023-12-04,479.45001220703125,479.45001220703125,489.95001220703125,471.1499938964844,489.95001220703125,697718,2023-12-04
2023-12-11,475.04998779296875,475.04998779296875,484.3500061035156,463.0,479.45001220703125,435181,2023-12-11
2023-12-18,513.0,513.0,527.7999877929688,472.3999938964844,475.29998779296875,2099229,2023-12-18
2023-12-25,499.95001220703125,499.95001220703125,524.4000244140625,493.04998779296875,513.0,497607,2023-12-25
2024-01-01,518.6500244140625,518.6500244140625,522.6500244140625,481.5,499.95001220703125,2440622,2024-01-01
2024-01-08,499.79998779296875,499.79998779296875,519.5,488.25,519.0,640734,2024-01-08
2024-01-15,489.04998779296875,489.04998779296875,502.0,467.0,499.79998779296875,283379,2024-01-15
2024-01-22,472.8500061035156,472.8500061035156,496.1000061035156,459.5,489.04998779296875,187807,2024-01-22
2024-01-29,475.20001220703125,475.20001220703125,502.0,465.1000061035156,472.8500061035156,415632,2024-01-29
2024-02-05,469.3999938964844,469.3999938964844,495.5,464.3500061035156,472.5,695475,2024-02-05
2024-02-12,450.75,450.75,480.95001220703125,413.45001220703125,472.29998779296875,1263224,2024-02-12
2024-02-19,468.70001220703125,468.70001220703125,495.0,420.0,445.0,1075884,2024-02-19
2024-02-26,491.95001220703125,491.95001220703125,522.2000122070312,464.0,471.5,582636,2024-02-26
2024-03-04,452.1000061035156,452.1000061035156,496.20001220703125,444.1000061035156,488.70001220703125,533334,2024-03-04
2024-03-11,433.1499938964844,433.1499938964844,454.95001220703125,422.8999938964844,452.1000061035156,544913,2024-03-11
2024-03-18,443.29998779296875,443.29998779296875,456.79998779296875,416.75,432.0,1219226,2024-03-18
2024-03-25,450.0,450.0,454.1499938964844,434.1000061035156,443.29998779296875,351081,2024-03-25
2024-04-01,485.6499938964844,485.6499938964844,490.0,450.6000061035156,456.8999938964844,1175221,2024-04-01
2024-04-08,490.6000061035156,490.6000061035156,499.8999938964844,464.0,490.5,384596,2024-04-08
2024-04-15,479.6000061035156,479.6000061035156,489.0,460.0,485.0,228584,2024-04-15
2024-04-22,496.5,496.5,505.8500061035156,482.04998779296875,483.5,348738,2024-04-22
2024-04-29,479.3999938964844,479.3999938964844,527.0,476.20001220703125,496.5,1057555,2024-04-29
2024-05-06,456.6000061035156,456.6000061035156,492.79998779296875,454.0,479.0,686571,2024-05-06
2024-05-13,490.79998779296875,490.79998779296875,496.29998779296875,454.5,462.0,326648,2024-05-13
2024-05-20,475.0,475.0,499.0,470.6000061035156,488.0,700049,2024-05-20
2024-05-27,469.95001220703125,469.95001220703125,498.0,465.0,476.75,1243689,2024-05-27
2024-06-03,491.20001220703125,491.20001220703125,495.0,441.8500061035156,472.0,583784,2024-06-03
2024-06-10,621.5,621.5,633.9000244140625,402.79998779296875,495.95001220703125,12862705,2024-06-10
2024-06-17,561.25,561.25,623.6500244140625,555.0,621.5,1956542,2024-06-17
2024-06-24,533.5,533.5,578.0,527.6500244140625,560.9000244140625,878288,2024-06-24
2024-07-01,550.0499877929688,550.0499877929688,570.0,536.0,536.7000122070312,2027834,2024-07-01
2024-07-08,533.2999877929688,533.2999877929688,553.9500122070312,528.7999877929688,553.9500122070312,489337,2024-07-08
2024-07-15,503.79998779296875,503.79998779296875,545.0,500.3500061035156,533.0,581493,2024-07-15
2024-07-22,525.4500122070312,525.4500122070312,554.9500122070312,496.04998779296875,500.29998779296875,2563306,2024-07-22
2024-07-29,550.0499877929688,550.0499877929688,556.3499755859375,528.2000122070312,532.7000122070312,1482632,2024-07-29
2024-08-05,518.5999755859375,518.5999755859375,602.3499755859375,516.0,525.25,5573526,2024-08-05
2024-08-12,493.95001220703125,493.95001220703125,520.6500244140625,488.04998779296875,517.75,3948110,2024-08-12
2024-08-19,494.0,494.0,505.6499938964844,489.25,494.70001220703125,2676479,2024-08-19
2024-08-26,502.29998779296875,502.29998779296875,515.0,488.5,492.0,1099093,2024-08-26
2024-09-02,500.45001220703125,500.45001220703125,516.6500244140625,491.04998779296875,504.5,906280,2024-09-02
2024-09-09,490.29998779296875,490.29998779296875,510.0,487.45001220703125,499.95001220703125,1018128,2024-09-09
2024-09-16,516.7999877929688,516.7999877929688,535.0,490.29998779296875,490.29998779296875,1924291,2024-09-16
2024-09-23,508.95001220703125,508.95001220703125,525.0,507.0,524.9500122070312,403725,2024-09-23
2024-09-30,505.1499938964844,505.1499938964844,529.0,494.04998779296875,509.95001220703125,649441,2024-09-30
2024-10-07,500.1000061035156,500.1000061035156,521.4000244140625,479.6000061035156,510.5,993079,2024-10-07
2024-10-14,478.6499938964844,478.6499938964844,507.3500061035156,473.3500061035156,500.1000061035156,472337,2024-10-14
2024-10-21,442.8999938964844,442.8999938964844,485.75,432.3500061035156,480.0,521517,2024-10-21
2024-10-28,486.5,486.5,496.29998779296875,436.5,443.0,1012324,2024-10-28
2024-11-04,489.95001220703125,489.95001220703125,513.8499755859375,463.3500061035156,488.0,5557430,2024-11-04
2024-11-11,482.20001220703125,482.20001220703125,494.79998779296875,468.0,488.20001220703125,619312,2024-11-11
2024-11-18,490.29998779296875,490.29998779296875,495.04998779296875,474.8999938964844,480.0,344375,2024-11-18
2024-11-25,500.20001220703125,500.20001220703125,511.0,490.0,492.45001220703125,605374,2024-11-25
2024-12-02,509.75,509.75,530.0,491.1000061035156,505.0,873303,2024-12-02
2024-12-09,507.25,507.25,519.0,491.20001220703125,509.75,309125,2024-12-09
2024-12-16,497.1499938964844,497.1499938964844,516.3499755859375,490.0,502.6000061035156,329868,2024-12-16
2024-12-23,502.20001220703125,502.20001220703125,525.0,471.95001220703125,497.1499938964844,843976,2024-12-23
2024-12-30,496.8999938964844,496.8999938964844,510.79998779296875,491.0,507.75,254131,2024-12-30
2025-01-06,478.3999938964844,478.3999938964844,518.5999755859375,471.6000061035156,491.95001220703125,470883,2025-01-06
2025-01-13,485.79998779296875,485.79998779296875,490.0,451.6499938964844,471.0,306330,2025-01-13
2025-01-20,475.70001220703125,475.70001220703125,489.0,469.0,484.8500061035156,184614,2025-01-20
2025-01-27,469.75,469.75,478.79998779296875,443.70001220703125,468.0,239558,2025-01-27
2025-02-03,461.70001220703125,461.70001220703125,484.79998779296875,457.1499938964844,468.95001220703125,218889,2025-02-03
2025-02-10,403.70001220703125,403.70001220703125,461.70001220703125,401.0,461.70001220703125,309681,2025-02-10
2025-02-17,417.75,417.75,427.8999938964844,379.0,413.79998779296875,772030,2025-02-17
2025-02-24,404.6000061035156,404.6000061035156,417.75,391.25,417.75,266529,2025-02-24
2025-03-03,446.1499938964844,446.1499938964844,456.54998779296875,396.3500061035156,400.8999938964844,481388,2025-03-03
2025-03-10,430.45001220703125,430.45001220703125,449.25,421.3500061035156,441.79998779296875,294266,2025-03-10
2025-03-17,463.3500061035156,463.3500061035156,469.0,415.0,430.45001220703125,242884,2025-03-17
2025-03-24,435.04998779296875,435.04998779296875,491.8999938964844,409.1499938964844,470.0,1755184,2025-03-24
2025-03-31,427.04998779296875,427.04998779296875,443.04998779296875,421.8500061035156,435.04998779296875,170645,2025-03-31
2025-04-07,432.70001220703125,432.70001220703125,436.0,394.29998779296875,405.1000061035156,144243,2025-04-07
2025-04-14,445.6000061035156,445.6000061035156,451.25,432.70001220703125,432.70001220703125,114552,2025-04-14
2025-04-21,433.29998779296875,433.29998779296875,453.70001220703125,426.0,446.0,226693,2025-04-21
2025-04-28,408.3500061035156,408.3500061035156,433.1499938964844,404.1000061035156,429.5,104011,2025-04-28
2025-05-05,392.6000061035156,392.6000061035156,411.20001220703125,380.1499938964844,409.1000061035156,250845,2025-05-05
2025-05-12,422.0,422.0,434.0,396.3500061035156,397.0,457382,2025-05-12
2025-05-19,435.20001220703125,435.20001220703125,451.0,425.95001220703125,428.3500061035156,430446,2025-05-19
2025-05-26,424.45001220703125,424.45001220703125,442.8999938964844,421.45001220703125,439.79998779296875,168417,2025-05-26
2025-06-02,425.8500061035156,425.8500061035156,434.5,418.79998779296875,418.79998779296875,142112,2025-06-02
2025-06-09,433.1000061035156,433.1000061035156,443.70001220703125,422.70001220703125,428.0,420589,2025-06-09
2025-06-16,413.79998779296875,413.79998779296875,444.8999938964844,405.79998779296875,435.3500061035156,463757,2025-06-16
2025-06-23,441.1000061035156,441.1000061035156,449.8999938964844,405.0,408.0,291467,2025-06-23
2025-06-30,429.25,429.25,449.3999938964844,426.0,443.3500061035156,212112,2025-06-30
2025-07-07,421.54998779296875,421.54998779296875,432.45001220703125,415.20001220703125,429.25,122423,2025-07-07
2025-07-14,422.8500061035156,422.8500061035156,427.45001220703125,410.6000061035156,422.0,69089,2025-07-14
