Date,Adj Close_INDIANCARD.NS,Close_INDIANCARD.NS,High_INDIANCARD.NS,Low_INDIANCARD.NS,Open_INDIANCARD.NS,Volume_INDIANCARD.NS,Date
2021-05-17,159.5,159.5,176.0,153.10000610351562,155.0,104687,2021-05-17
2021-05-24,160.25,160.25,173.6999969482422,155.0,157.9499969482422,46938,2021-05-24
2021-05-31,159.6999969482422,159.6999969482422,164.75,153.5,160.85000610351562,16904,2021-05-31
2021-06-07,165.89999389648438,165.89999389648438,181.5,155.0,164.85000610351562,53690,2021-06-07
2021-06-14,161.35000610351562,161.35000610351562,168.8000030517578,157.0500030517578,164.89999389648438,14955,2021-06-14
2021-06-21,159.8000030517578,159.8000030517578,167.0,158.4499969482422,161.3000030517578,16762,2021-06-21
2021-06-28,158.9499969482422,158.9499969482422,161.9499969482422,155.4499969482422,160.60000610351562,10996,2021-06-28
2021-07-05,170.10000610351562,170.10000610351562,173.25,157.25,158.3000030517578,60320,2021-07-05
2021-07-12,214.1999969482422,214.1999969482422,234.89999389648438,162.39999389648438,173.5,528813,2021-07-12
2021-07-19,216.64999389648438,216.64999389648438,230.0,210.85000610351562,214.1999969482422,90873,2021-07-19
2021-07-26,212.10000610351562,212.10000610351562,223.9499969482422,211.35000610351562,221.0,30335,2021-07-26
2021-08-02,198.35000610351562,198.35000610351562,219.85000610351562,193.1999969482422,213.0,13969,2021-08-02
2021-08-09,187.10000610351562,187.10000610351562,208.25,179.25,193.75,8494,2021-08-09
2021-08-16,167.60000610351562,167.60000610351562,192.8000030517578,162.4499969482422,187.0,5583,2021-08-16
2021-08-23,166.3000030517578,166.3000030517578,176.89999389648438,159.25,160.10000610351562,6025,2021-08-23
2021-08-30,168.0,168.0,175.39999389648438,163.0,166.8000030517578,5891,2021-08-30
2021-09-06,180.8000030517578,180.8000030517578,182.39999389648438,166.25,172.0,6952,2021-09-06
2021-09-13,171.0500030517578,171.0500030517578,184.89999389648438,169.39999389648438,184.4499969482422,8675,2021-09-13
2021-09-20,164.64999389648438,164.64999389648438,174.89999389648438,161.0,168.0,10625,2021-09-20
2021-09-27,173.10000610351562,173.10000610351562,179.39999389648438,162.0,162.0,9884,2021-09-27
2021-10-04,180.4499969482422,180.4499969482422,182.0,167.5,174.89999389648438,7304,2021-10-04
2021-10-11,177.64999389648438,177.64999389648438,185.0,171.3000030517578,180.0,9140,2021-10-11
2021-10-18,176.3000030517578,176.3000030517578,186.25,172.0,186.25,15953,2021-10-18
2021-10-25,175.89999389648438,175.89999389648438,184.4499969482422,167.5,181.4499969482422,26754,2021-10-25
2021-11-01,180.4499969482422,180.4499969482422,182.64999389648438,170.60000610351562,170.60000610351562,12624,2021-11-01
2021-11-08,185.60000610351562,185.60000610351562,190.0500030517578,175.35000610351562,180.4499969482422,20215,2021-11-08
2021-11-15,180.89999389648438,180.89999389648438,194.75,176.89999389648438,194.75,15335,2021-11-15
2021-11-22,185.25,185.25,195.0,173.0,187.10000610351562,15619,2021-11-22
2021-11-29,184.8000030517578,184.8000030517578,191.89999389648438,175.39999389648438,191.89999389648438,18979,2021-11-29
2021-12-06,183.0500030517578,183.0500030517578,189.0,178.0,188.0,17490,2021-12-06
2021-12-13,191.0,191.0,204.39999389648438,180.1999969482422,192.0,54092,2021-12-13
2021-12-20,213.4499969482422,213.4499969482422,225.5500030517578,194.0500030517578,194.0500030517578,148492,2021-12-20
2021-12-27,283.79998779296875,283.79998779296875,294.0,219.0,222.0,164753,2021-12-27
2022-01-03,281.45001220703125,281.45001220703125,290.0,259.54998779296875,285.0,62239,2022-01-03
2022-01-10,291.0,291.0,317.79998779296875,280.29998779296875,293.95001220703125,74502,2022-01-10
2022-01-17,293.20001220703125,293.20001220703125,297.3999938964844,270.6000061035156,282.25,21562,2022-01-17
2022-01-24,293.79998779296875,293.79998779296875,314.0,287.0,307.8500061035156,41081,2022-01-24
2022-01-31,286.20001220703125,286.20001220703125,300.54998779296875,281.25,293.0,10888,2022-01-31
2022-02-07,281.20001220703125,281.20001220703125,288.0,270.6000061035156,288.0,10432,2022-02-07
2022-02-14,260.45001220703125,260.45001220703125,280.0,257.0,270.0,6132,2022-02-14
2022-02-21,270.04998779296875,270.04998779296875,284.3999938964844,250.25,250.25,12616,2022-02-21
2022-02-28,260.1000061035156,260.1000061035156,278.8500061035156,260.0,260.0,1918,2022-02-28
2022-03-07,270.04998779296875,270.04998779296875,272.70001220703125,238.0500030517578,260.1000061035156,14459,2022-03-07
2022-03-14,270.0,270.0,276.0,252.25,276.0,4884,2022-03-14
2022-03-21,272.5,272.5,282.0,264.0,269.0,3077,2022-03-21
2022-03-28,287.25,287.25,299.0,270.29998779296875,270.29998779296875,11758,2022-03-28
2022-04-04,289.5,289.5,305.0,280.0,289.70001220703125,17402,2022-04-04
2022-04-11,285.75,285.75,294.6000061035156,280.0,289.0,13480,2022-04-11
2022-04-18,280.70001220703125,280.70001220703125,284.8500061035156,270.8999938964844,282.04998779296875,9821,2022-04-18
2022-04-25,280.3500061035156,280.3500061035156,308.0,266.25,275.1000061035156,41402,2022-04-25
2022-05-02,305.29998779296875,305.29998779296875,329.0,270.29998779296875,270.29998779296875,132951,2022-05-02
2022-05-09,235.85000610351562,235.85000610351562,332.0,231.14999389648438,312.0,185441,2022-05-09
2022-05-16,240.10000610351562,240.10000610351562,243.0,216.85000610351562,237.9499969482422,38532,2022-05-16
2022-05-23,243.60000610351562,243.60000610351562,258.3500061035156,232.39999389648438,235.14999389648438,28030,2022-05-23
2022-05-30,242.6999969482422,242.6999969482422,259.8999938964844,240.5500030517578,255.0,43830,2022-05-30
2022-06-06,257.3999938964844,257.3999938964844,264.0,241.39999389648438,245.0,19564,2022-06-06
2022-06-13,212.89999389648438,212.89999389648438,269.8500061035156,209.0,255.9499969482422,31974,2022-06-13
2022-06-20,250.5,250.5,257.54998779296875,220.0,220.0,52160,2022-06-20
2022-06-27,274.25,274.25,292.70001220703125,249.4499969482422,253.8000030517578,285249,2022-06-27
2022-07-04,250.75,250.75,317.70001220703125,249.5500030517578,284.0,403371,2022-07-04
2022-07-11,233.5,233.5,253.0,226.5,252.89999389648438,122250,2022-07-11
2022-07-18,231.75,231.75,242.8000030517578,230.3000030517578,239.8000030517578,42282,2022-07-18
2022-07-25,229.64999389648438,229.64999389648438,236.64999389648438,225.10000610351562,232.0,25630,2022-07-25
2022-08-01,229.64999389648438,229.64999389648438,235.9499969482422,226.5500030517578,235.9499969482422,26037,2022-08-01
2022-08-08,229.3000030517578,229.3000030517578,245.0,226.14999389648438,230.85000610351562,38021,2022-08-08
2022-08-15,225.0,225.0,233.8000030517578,220.25,229.3000030517578,24870,2022-08-15
2022-08-22,229.10000610351562,229.10000610351562,234.25,221.1999969482422,222.0,29124,2022-08-22
2022-08-29,226.9499969482422,226.9499969482422,233.0,224.9499969482422,229.89999389648438,43730,2022-08-29
2022-09-05,228.35000610351562,228.35000610351562,238.9499969482422,225.60000610351562,238.9499969482422,43132,2022-09-05
2022-09-12,221.85000610351562,221.85000610351562,232.0,219.3000030517578,230.0,39948,2022-09-12
2022-09-19,217.4499969482422,217.4499969482422,226.0,211.5,221.85000610351562,18299,2022-09-19
2022-09-26,206.60000610351562,206.60000610351562,218.0,200.25,218.0,16479,2022-09-26
2022-10-03,212.39999389648438,212.39999389648438,215.0,204.10000610351562,213.8000030517578,8104,2022-10-03
2022-10-10,205.5500030517578,205.5500030517578,216.64999389648438,200.3000030517578,216.64999389648438,12227,2022-10-10
2022-10-17,204.85000610351562,204.85000610351562,215.0,200.0,205.0,10790,2022-10-17
2022-10-24,207.10000610351562,207.10000610351562,210.25,203.5,210.0,6140,2022-10-24
2022-10-31,212.5500030517578,212.5500030517578,218.0,206.6999969482422,208.5,11482,2022-10-31
2022-11-07,213.14999389648438,213.14999389648438,222.0,210.0,215.0,14893,2022-11-07
2022-11-14,208.64999389648438,208.64999389648438,219.8000030517578,206.39999389648438,219.8000030517578,18586,2022-11-14
2022-11-21,215.25,215.25,221.4499969482422,204.0,213.0500030517578,20509,2022-11-21
2022-11-28,208.25,208.25,220.4499969482422,205.60000610351562,219.8000030517578,23719,2022-11-28
2022-12-05,206.60000610351562,206.60000610351562,219.0,204.0,214.0,24335,2022-12-05
2022-12-12,234.4499969482422,234.4499969482422,239.89999389648438,183.6999969482422,209.85000610351562,200615,2022-12-12
2022-12-19,224.64999389648438,224.64999389648438,240.0,211.4499969482422,232.39999389648438,59332,2022-12-19
2022-12-26,228.1999969482422,228.1999969482422,237.60000610351562,219.10000610351562,228.9499969482422,30345,2022-12-26
2023-01-02,231.6999969482422,231.6999969482422,239.6999969482422,223.0,230.0,46103,2023-01-02
2023-01-09,226.85000610351562,226.85000610351562,239.0,224.0500030517578,239.0,10503,2023-01-09
2023-01-16,225.6999969482422,225.6999969482422,230.5,221.10000610351562,230.5,6479,2023-01-16
2023-01-23,214.6999969482422,214.6999969482422,230.0,212.10000610351562,225.6999969482422,8473,2023-01-23
2023-01-30,208.0,208.0,228.0,204.0,228.0,12331,2023-01-30
2023-02-06,210.3000030517578,210.3000030517578,215.0,208.0,208.14999389648438,16194,2023-02-06
2023-02-13,210.75,210.75,244.0,208.0,215.5500030517578,114541,2023-02-13
2023-02-20,216.64999389648438,216.64999389648438,240.9499969482422,209.0,210.0,89583,2023-02-20
2023-02-27,218.85000610351562,218.85000610351562,229.85000610351562,210.35000610351562,229.85000610351562,18869,2023-02-27
2023-03-06,212.4499969482422,212.4499969482422,220.0,211.6999969482422,214.25,14325,2023-03-06
2023-03-13,209.35000610351562,209.35000610351562,215.89999389648438,205.0,215.60000610351562,14414,2023-03-13
2023-03-20,221.5,221.5,231.6999969482422,204.0500030517578,204.0500030517578,44057,2023-03-20
2023-03-27,209.6999969482422,209.6999969482422,222.6999969482422,206.10000610351562,222.6999969482422,14765,2023-03-27
2023-04-03,222.4499969482422,222.4499969482422,227.0,211.89999389648438,214.5,10018,2023-04-03
2023-04-10,240.0500030517578,240.0500030517578,250.0,216.10000610351562,228.8000030517578,39872,2023-04-10
2023-04-17,237.5500030517578,237.5500030517578,246.0,228.10000610351562,240.0500030517578,26507,2023-04-17
2023-04-24,242.85000610351562,242.85000610351562,251.75,233.39999389648438,234.5,36451,2023-04-24
2023-05-01,252.64999389648438,252.64999389648438,258.0,241.64999389648438,242.85000610351562,58465,2023-05-01
2023-05-08,242.4499969482422,242.4499969482422,257.70001220703125,239.0,252.5,45500,2023-05-08
2023-05-15,237.6999969482422,237.6999969482422,248.85000610351562,235.0,243.10000610351562,20746,2023-05-15
2023-05-22,238.1999969482422,238.1999969482422,246.5,234.85000610351562,246.5,12181,2023-05-22
2023-05-29,229.8000030517578,229.8000030517578,241.1999969482422,226.0,238.1999969482422,20413,2023-05-29
2023-06-05,229.10000610351562,229.10000610351562,234.4499969482422,226.39999389648438,232.60000610351562,11256,2023-06-05
2023-06-12,229.25,229.25,236.85000610351562,226.10000610351562,232.0,19022,2023-06-12
2023-06-19,228.75,228.75,234.1999969482422,226.0,232.9499969482422,16540,2023-06-19
2023-06-26,230.39999389648438,230.39999389648438,232.9499969482422,227.10000610351562,232.9499969482422,6667,2023-06-26
2023-07-03,230.60000610351562,230.60000610351562,236.0,227.89999389648438,236.0,8933,2023-07-03
2023-07-10,224.35000610351562,224.35000610351562,232.4499969482422,223.4499969482422,229.4499969482422,14088,2023-07-10
2023-07-17,218.9499969482422,218.9499969482422,225.8000030517578,215.10000610351562,225.0,21307,2023-07-17
2023-07-24,227.10000610351562,227.10000610351562,232.0,218.0,218.9499969482422,22725,2023-07-24
2023-07-31,224.60000610351562,224.60000610351562,231.89999389648438,220.0,228.89999389648438,14237,2023-07-31
2023-08-07,227.3000030517578,227.3000030517578,228.89999389648438,220.0,226.89999389648438,13897,2023-08-07
2023-08-14,215.8000030517578,215.8000030517578,230.0,214.8000030517578,227.3000030517578,35353,2023-08-14
2023-08-21,208.3000030517578,208.3000030517578,221.0,205.0,221.0,64055,2023-08-21
2023-08-28,212.10000610351562,212.10000610351562,215.0,207.5,208.3000030517578,34814,2023-08-28
2023-09-04,272.04998779296875,272.04998779296875,320.0,211.9499969482422,212.10000610351562,1499573,2023-09-04
2023-09-11,265.8999938964844,265.8999938964844,282.45001220703125,254.0500030517578,276.1499938964844,130591,2023-09-11
2023-09-18,256.5,256.5,273.45001220703125,253.0,269.0,26345,2023-09-18
2023-09-25,262.95001220703125,262.95001220703125,264.04998779296875,251.9499969482422,263.0,35045,2023-09-25
2023-10-02,249.5500030517578,249.5500030517578,268.54998779296875,246.1999969482422,262.95001220703125,36362,2023-10-02
2023-10-09,251.4499969482422,251.4499969482422,265.6000061035156,242.0500030517578,251.0,179550,2023-10-09
2023-10-16,245.9499969482422,245.9499969482422,254.0,241.85000610351562,251.0,21499,2023-10-16
2023-10-23,232.9499969482422,232.9499969482422,249.89999389648438,227.0,249.85000610351562,34697,2023-10-23
2023-10-30,227.5,227.5,234.9499969482422,223.6999969482422,232.89999389648438,18273,2023-10-30
2023-11-06,235.10000610351562,235.10000610351562,240.0,227.4499969482422,227.4499969482422,17201,2023-11-06
2023-11-13,249.14999389648438,249.14999389648438,259.0,243.0,246.9499969482422,50100,2023-11-13
2023-11-20,264.95001220703125,264.95001220703125,267.5,243.75,247.0,122881,2023-11-20
2023-11-27,251.5,251.5,283.8999938964844,248.4499969482422,264.95001220703125,183352,2023-11-27
2023-12-04,248.5500030517578,248.5500030517578,254.85000610351562,240.0,252.8000030517578,47368,2023-12-04
2023-12-11,257.8999938964844,257.8999938964844,267.95001220703125,247.89999389648438,249.75,103628,2023-12-11
2023-12-18,273.25,273.25,282.04998779296875,255.10000610351562,261.0,339989,2023-12-18
2023-12-25,267.8500061035156,267.8500061035156,275.0,262.0,273.25,42525,2023-12-25
2024-01-01,274.3500061035156,274.3500061035156,290.0,265.0,271.8500061035156,176890,2024-01-01
2024-01-08,270.3999938964844,270.3999938964844,281.95001220703125,267.04998779296875,280.0,70723,2024-01-08
2024-01-15,303.79998779296875,303.79998779296875,324.0,281.29998779296875,315.0,608275,2024-01-15
2024-01-22,317.1000061035156,317.1000061035156,353.0,303.79998779296875,303.79998779296875,131925,2024-01-22
2024-01-29,315.29998779296875,315.29998779296875,330.79998779296875,310.0,321.8500061035156,110146,2024-01-29
2024-02-05,297.6000061035156,297.6000061035156,331.8999938964844,281.0,317.95001220703125,75803,2024-02-05
2024-02-12,274.79998779296875,274.79998779296875,304.8999938964844,264.0,291.0,80961,2024-02-12
2024-02-19,272.5,272.5,281.95001220703125,270.0,279.0,39563,2024-02-19
2024-02-26,271.04998779296875,271.04998779296875,275.8999938964844,256.3999938964844,274.95001220703125,64255,2024-02-26
2024-03-04,266.70001220703125,266.70001220703125,280.79998779296875,261.1000061035156,269.1499938964844,29354,2024-03-04
2024-03-11,238.60000610351562,238.60000610351562,272.3999938964844,229.0,266.70001220703125,53078,2024-03-11
2024-03-18,259.5,259.5,262.6499938964844,234.75,244.0,28463,2024-03-18
2024-03-25,245.89999389648438,245.89999389648438,259.5,240.1999969482422,259.5,32660,2024-03-25
2024-04-01,268.70001220703125,268.70001220703125,274.8999938964844,244.35000610351562,244.35000610351562,36831,2024-04-01
2024-04-08,275.70001220703125,275.70001220703125,281.3999938964844,258.0,266.29998779296875,26971,2024-04-08
2024-04-15,265.1499938964844,265.1499938964844,284.95001220703125,252.1999969482422,271.0,30426,2024-04-15
2024-04-22,279.95001220703125,279.95001220703125,282.0,265.95001220703125,265.95001220703125,24783,2024-04-22
2024-04-29,270.75,270.75,289.5,264.1000061035156,283.0,39958,2024-04-29
2024-05-06,272.8500061035156,272.8500061035156,310.6000061035156,256.1000061035156,276.70001220703125,227851,2024-05-06
2024-05-13,281.6000061035156,281.6000061035156,297.0,266.1000061035156,273.0,47661,2024-05-13
2024-05-20,273.1000061035156,273.1000061035156,285.8500061035156,271.79998779296875,285.8500061035156,13771,2024-05-20
2024-05-27,261.6499938964844,261.6499938964844,277.20001220703125,258.75,277.20001220703125,28426,2024-05-27
2024-06-03,257.1000061035156,257.1000061035156,269.3999938964844,236.0,262.0,54753,2024-06-03
2024-06-10,269.20001220703125,269.20001220703125,271.8500061035156,255.89999389648438,256.95001220703125,31251,2024-06-10
2024-06-17,274.8999938964844,274.8999938964844,279.6499938964844,261.1000061035156,269.20001220703125,32056,2024-06-17
2024-06-24,270.75,270.75,281.70001220703125,265.20001220703125,273.25,33307,2024-06-24
2024-07-01,272.20001220703125,272.20001220703125,282.3500061035156,258.6499938964844,271.5,35537,2024-07-01
2024-07-08,275.6000061035156,275.6000061035156,290.0,270.54998779296875,272.0,65200,2024-07-08
2024-07-15,268.20001220703125,268.20001220703125,284.95001220703125,267.0,277.04998779296875,24537,2024-07-15
2024-07-22,275.04998779296875,275.04998779296875,289.0,265.0,265.79998779296875,26265,2024-07-22
2024-07-29,275.20001220703125,275.20001220703125,285.0,271.1499938964844,285.0,32383,2024-07-29
2024-08-05,284.04998779296875,284.04998779296875,285.6000061035156,257.3500061035156,275.0,42444,2024-08-05
2024-08-12,284.70001220703125,284.70001220703125,292.5,271.3500061035156,283.0,36844,2024-08-12
2024-08-19,297.3999938964844,297.3999938964844,308.0,276.54998779296875,284.0,268652,2024-08-19
2024-08-26,278.54998779296875,278.54998779296875,297.95001220703125,275.3999938964844,295.0,44308,2024-08-26
2024-09-02,282.25,282.25,297.1000061035156,277.3999938964844,277.3999938964844,46355,2024-09-02
2024-09-09,287.04998779296875,287.04998779296875,294.0,275.6000061035156,280.1000061035156,27582,2024-09-09
2024-09-16,274.29998779296875,274.29998779296875,291.8999938964844,270.1000061035156,289.95001220703125,22074,2024-09-16
2024-09-23,283.70001220703125,283.70001220703125,289.6000061035156,274.0,275.70001220703125,32153,2024-09-23
2024-09-30,269.75,269.75,285.45001220703125,266.54998779296875,285.20001220703125,26130,2024-09-30
2024-10-07,278.25,278.25,282.0,259.20001220703125,269.8999938964844,20127,2024-10-07
2024-10-14,270.8500061035156,270.8500061035156,280.1000061035156,266.3999938964844,279.70001220703125,13757,2024-10-14
2024-10-21,257.95001220703125,257.95001220703125,278.0,245.9499969482422,278.0,28171,2024-10-21
2024-10-28,264.5,264.5,274.79998779296875,251.5500030517578,257.95001220703125,13352,2024-10-28
2024-11-04,266.70001220703125,266.70001220703125,274.0,255.4499969482422,265.04998779296875,11473,2024-11-04
2024-11-11,257.3500061035156,257.3500061035156,277.70001220703125,251.10000610351562,265.20001220703125,14250,2024-11-11
2024-11-18,262.8500061035156,262.8500061035156,269.8999938964844,257.20001220703125,260.5,15844,2024-11-18
2024-11-25,265.70001220703125,265.70001220703125,275.0,260.54998779296875,262.8500061035156,9502,2024-11-25
2024-12-02,300.1000061035156,300.1000061035156,303.45001220703125,262.6499938964844,269.45001220703125,124803,2024-12-02
2024-12-09,325.0,325.0,339.3999938964844,300.1000061035156,300.1000061035156,214509,2024-12-09
2024-12-16,362.0,362.0,452.20001220703125,322.0,322.0,1457179,2024-12-16
2024-12-23,329.3500061035156,329.3500061035156,370.0,327.0,369.5,50931,2024-12-23
2024-12-30,310.79998779296875,310.79998779296875,339.79998779296875,300.0,337.0,48387,2024-12-30
2025-01-06,280.75,280.75,312.0,275.70001220703125,311.8500061035156,47104,2025-01-06
2025-01-13,316.6499938964844,316.6499938964844,317.95001220703125,263.0,280.75,48911,2025-01-13
2025-01-20,304.6499938964844,304.6499938964844,330.79998779296875,301.0,314.6499938964844,17656,2025-01-20
2025-01-27,296.0,296.0,298.6000061035156,281.5,298.54998779296875,8078,2025-01-27
2025-02-03,305.0,305.0,312.0,290.1000061035156,294.95001220703125,7181,2025-02-03
2025-02-10,281.3500061035156,281.3500061035156,304.95001220703125,281.3500061035156,304.95001220703125,4497,2025-02-10
2025-02-17,261.25,261.25,275.75,261.25,275.75,1550,2025-02-17
2025-02-24,241.60000610351562,241.60000610351562,257.0,241.60000610351562,256.04998779296875,3235,2025-02-24
2025-03-03,239.32000732421875,239.32000732421875,248.8000030517578,217.5,239.0,7047,2025-03-03
2025-03-10,235.2100067138672,235.2100067138672,243.97999572753906,224.10000610351562,243.7899932861328,8218,2025-03-10
2025-03-17,261.04998779296875,261.04998779296875,270.75,223.50999450683594,235.0,17057,2025-03-17
2025-03-24,233.83999633789062,233.83999633789062,281.989990234375,230.61000061035156,273.989990234375,41653,2025-03-24
2025-03-31,243.30999755859375,243.30999755859375,260.0,233.75,233.83999633789062,16117,2025-03-31
2025-04-07,237.88999938964844,237.88999938964844,260.54998779296875,230.74000549316406,235.6300048828125,17914,2025-04-07
2025-04-14,246.22000122070312,246.22000122070312,249.0,238.10000610351562,240.0,14513,2025-04-14
2025-04-21,305.42999267578125,305.42999267578125,336.45001220703125,243.5399932861328,243.5399932861328,275898,2025-04-21
2025-04-28,307.04998779296875,307.04998779296875,330.6000061035156,291.8999938964844,306.5,56636,2025-04-28
2025-05-05,292.20001220703125,292.20001220703125,318.6000061035156,280.8999938964844,308.20001220703125,12753,2025-05-05
2025-05-12,320.04998779296875,320.04998779296875,340.0,294.79998779296875,300.95001220703125,55277,2025-05-12
2025-05-19,356.95001220703125,356.95001220703125,384.0,315.54998779296875,318.0,176081,2025-05-19
2025-05-26,343.3500061035156,343.3500061035156,379.70001220703125,340.0,361.8999938964844,96604,2025-05-26
2025-06-02,333.04998779296875,333.04998779296875,355.0,329.20001220703125,346.0,52101,2025-06-02
2025-06-09,334.5,334.5,358.5,322.0,336.1499938964844,40442,2025-06-09
2025-06-16,318.5,318.5,342.0,278.3999938964844,337.45001220703125,244336,2025-06-16
2025-06-23,315.0,315.0,362.5,304.3999938964844,314.3999938964844,389260,2025-06-23
2025-06-30,323.3500061035156,323.3500061035156,327.95001220703125,292.0,316.8500061035156,133522,2025-06-30
2025-07-07,312.79998779296875,312.79998779296875,331.0,310.0,321.0,48406,2025-07-07
2025-07-14,310.79998779296875,310.79998779296875,320.0,306.0,317.0,15508,2025-07-14
