Date,Adj Close_CENTENKA.NS,Close_CENTENKA.NS,High_CENTENKA.NS,Low_CENTENKA.NS,Open_CENTENKA.NS,Volume_CENTENKA.NS,Date
2021-11-08,406.02337646484375,430.95001220703125,457.0,427.0,440.04998779296875,240736,2021-11-08
2021-11-15,391.2314758300781,415.25,438.0,412.70001220703125,434.70001220703125,150893,2021-11-15
2021-11-22,375.4031982421875,398.45001220703125,420.0,394.0,420.0,194890,2021-11-22
2021-11-29,381.05615234375,404.45001220703125,411.1499938964844,362.6000061035156,395.20001220703125,174715,2021-11-29
2021-12-06,379.8313293457031,403.1499938964844,410.70001220703125,391.0,410.6499938964844,203028,2021-12-06
2021-12-13,382.6107177734375,406.1000061035156,427.0,402.0,409.70001220703125,200336,2021-12-13
2021-12-20,397.0257263183594,421.3999938964844,489.04998779296875,380.3999938964844,404.75,540513,2021-12-20
2021-12-27,427.6459045410156,453.8999938964844,456.45001220703125,413.3999938964844,422.0,388881,2021-12-27
2022-01-03,454.4503479003906,482.3500061035156,489.0,451.6499938964844,456.0,702463,2022-01-03
2022-01-10,474.47119140625,503.6000061035156,506.95001220703125,467.45001220703125,486.04998779296875,551079,2022-01-10
2022-01-17,539.5743408203125,572.7000122070312,595.0,505.1499938964844,506.0,2238529,2022-01-17
2022-01-24,510.1789855957031,541.5,576.0999755859375,504.04998779296875,576.0,390875,2022-01-24
2022-01-31,583.9971313476562,619.8499755859375,625.9500122070312,517.7000122070312,555.0,1497982,2022-01-31
2022-02-07,540.328125,573.5,637.0,568.2000122070312,635.4500122070312,660685,2022-02-07
2022-02-14,501.982177734375,532.7999877929688,567.0,505.0,560.5,373987,2022-02-14
2022-02-21,456.5701904296875,484.6000061035156,525.0,442.0,522.0,459873,2022-02-21
2022-02-28,483.89276123046875,513.5999755859375,529.0,460.20001220703125,482.0,480557,2022-02-28
2022-03-07,507.44677734375,538.5999755859375,547.0,496.5,505.0,487681,2022-03-07
2022-03-14,573.8689575195312,609.0999755859375,614.9000244140625,537.9000244140625,544.4500122070312,629109,2022-03-14
2022-03-21,525.5361938476562,557.7999877929688,619.0,554.8499755859375,609.0999755859375,519773,2022-03-21
2022-03-28,540.9876098632812,574.2000122070312,577.6500244140625,544.0,560.0,293723,2022-03-28
2022-04-04,581.264892578125,616.9500122070312,628.0,567.7999877929688,574.2000122070312,845412,2022-04-04
2022-04-11,608.3990478515625,645.75,675.0,625.3499755859375,626.7000122070312,906363,2022-04-11
2022-04-18,571.089599609375,606.1500244140625,659.9000244140625,601.0,645.75,527040,2022-04-18
2022-04-25,556.7216796875,590.9000244140625,612.9500122070312,573.2000122070312,604.9000244140625,473426,2022-04-25
2022-05-02,518.0931396484375,549.9000244140625,604.0,539.6500244140625,585.0,276684,2022-05-02
2022-05-09,463.259521484375,491.70001220703125,550.0,478.3999938964844,542.0,481650,2022-05-09
2022-05-16,472.21002197265625,501.20001220703125,523.75,482.0,504.5,268789,2022-05-16
2022-05-23,445.64111328125,473.0,509.25,441.54998779296875,505.0,223256,2022-05-23
2022-05-30,468.3942565917969,497.1499938964844,518.4500122070312,476.0,476.0,184914,2022-05-30
2022-06-06,456.4288635253906,484.45001220703125,509.25,482.6000061035156,498.20001220703125,185398,2022-06-06
2022-06-13,425.4317932128906,451.54998779296875,496.25,450.1000061035156,480.0,162317,2022-06-13
2022-06-20,404.1390380859375,428.95001220703125,455.1499938964844,410.0,451.54998779296875,232011,2022-06-20
2022-06-27,388.87603759765625,412.75,445.8999938964844,411.1000061035156,434.0,254058,2022-06-27
2022-07-04,394.05792236328125,418.25,428.79998779296875,400.1000061035156,411.3999938964844,218276,2022-07-04
2022-07-11,383.5999450683594,407.1499938964844,428.0,404.5,421.6000061035156,170369,2022-07-11
2022-07-18,420.7681579589844,446.6000061035156,451.0,407.1499938964844,412.0,403480,2022-07-18
2022-07-25,416.5755310058594,442.1499938964844,452.45001220703125,424.04998779296875,447.95001220703125,188577,2022-07-25
2022-08-01,423.6416931152344,449.6499938964844,468.8999938964844,441.20001220703125,445.1499938964844,245526,2022-08-01
2022-08-08,424.2820129394531,440.3500061035156,468.79998779296875,425.5,468.79998779296875,294888,2022-08-08
2022-08-15,431.3156433105469,447.6499938964844,458.54998779296875,440.3500061035156,440.3500061035156,225163,2022-08-15
2022-08-22,449.2369384765625,466.25,490.0,432.0,440.25,388203,2022-08-22
2022-08-29,442.8296203613281,459.6000061035156,470.79998779296875,450.54998779296875,450.54998779296875,139621,2022-08-29
2022-09-05,453.62091064453125,470.79998779296875,484.0,454.70001220703125,461.6000061035156,219782,2022-09-05
2022-09-12,444.9493103027344,461.79998779296875,474.70001220703125,451.29998779296875,470.79998779296875,242259,2022-09-12
2022-09-19,428.0397033691406,444.25,475.3999938964844,440.1499938964844,460.0,347500,2022-09-19
2022-09-26,457.0413818359375,474.3500061035156,490.0,423.0,444.0,3490055,2022-09-26
2022-10-03,448.7070007324219,465.70001220703125,486.6499938964844,462.04998779296875,474.8999938964844,558863,2022-10-03
2022-10-10,437.62664794921875,454.20001220703125,468.3500061035156,448.6000061035156,464.0,254937,2022-10-10
2022-10-17,420.7170104980469,436.6499938964844,460.0,428.0,451.0,314981,2022-10-17
2022-10-24,411.1300964355469,426.70001220703125,444.45001220703125,425.0,436.6499938964844,272757,2022-10-24
2022-10-31,417.5856018066406,433.3999938964844,437.1000061035156,423.1000061035156,430.0,296708,2022-10-31
2022-11-07,402.4103088378906,417.6499938964844,438.8999938964844,415.25,435.5,142797,2022-11-07
2022-11-14,396.8701171875,411.8999938964844,424.25,409.0,421.45001220703125,193925,2022-11-14
2022-11-21,405.108154296875,420.45001220703125,433.0,405.45001220703125,413.8999938964844,325615,2022-11-21
2022-11-28,417.4892578125,433.29998779296875,437.8999938964844,420.04998779296875,420.45001220703125,219935,2022-11-28
2022-12-05,409.7811584472656,425.29998779296875,438.04998779296875,423.6000061035156,434.8999938964844,109442,2022-12-05
2022-12-12,407.03515625,422.45001220703125,434.8999938964844,420.25,426.20001220703125,157453,2022-12-12
2022-12-19,376.7327575683594,391.0,438.70001220703125,389.0,426.6499938964844,397243,2022-12-19
2022-12-26,402.8920593261719,418.1499938964844,423.0,389.1499938964844,398.0,146329,2022-12-26
2023-01-02,400.9168701171875,416.1000061035156,422.75,415.0,415.20001220703125,115359,2023-01-02
2023-01-09,398.5080871582031,413.6000061035156,422.95001220703125,411.3999938964844,418.0,70916,2023-01-09
2023-01-16,403.4701843261719,418.75,426.79998779296875,410.0,415.70001220703125,201071,2023-01-16
2023-01-23,391.08905029296875,405.8999938964844,426.6499938964844,402.1499938964844,418.75,119304,2023-01-23
2023-01-30,380.53863525390625,394.95001220703125,413.95001220703125,393.1499938964844,402.0,121540,2023-01-30
2023-02-06,358.1851501464844,371.75,403.1000061035156,363.75,397.0,427408,2023-02-06
2023-02-13,361.36474609375,375.04998779296875,379.95001220703125,362.0,373.45001220703125,201556,2023-02-13
2023-02-20,349.7062683105469,362.95001220703125,377.8999938964844,360.6499938964844,371.1000061035156,208392,2023-02-20
2023-02-27,359.9676513671875,373.6000061035156,375.8999938964844,351.0,360.3500061035156,197517,2023-02-27
2023-03-06,358.2815246582031,371.8500061035156,381.3500061035156,363.6000061035156,375.6499938964844,119591,2023-03-06
2023-03-13,345.0332336425781,358.1000061035156,374.54998779296875,351.29998779296875,369.04998779296875,120476,2023-03-13
2023-03-20,338.9149475097656,351.75,363.0,340.3500061035156,358.1499938964844,144542,2023-03-20
2023-03-27,331.6404724121094,344.20001220703125,354.0,340.0,350.0,195611,2023-03-27
2023-04-03,350.9588317871094,364.25,366.20001220703125,346.8999938964844,348.8999938964844,62599,2023-04-03
2023-04-10,348.983642578125,362.20001220703125,369.70001220703125,360.95001220703125,369.70001220703125,105674,2023-04-10
2023-04-17,357.6552429199219,371.20001220703125,383.95001220703125,360.1000061035156,366.8999938964844,207246,2023-04-17
2023-04-24,387.76495361328125,402.45001220703125,408.75,370.25,372.0,288434,2023-04-24
2023-05-01,383.4291687011719,397.95001220703125,416.20001220703125,395.0,402.45001220703125,177155,2023-05-01
2023-05-08,385.5007019042969,400.1000061035156,409.79998779296875,393.45001220703125,398.0,105620,2023-05-08
2023-05-15,376.2510070800781,390.5,426.0,389.04998779296875,403.6499938964844,489141,2023-05-15
2023-05-22,376.8291015625,391.1000061035156,398.8999938964844,376.95001220703125,392.0,136912,2023-05-22
2023-05-29,386.1269836425781,400.75,407.0,390.0,396.0,126053,2023-05-29
2023-06-05,398.2672424316406,413.3500061035156,419.5,398.1000061035156,400.0,232106,2023-06-05
2023-06-12,404.5782165527344,419.8999938964844,430.0,411.25,412.8999938964844,291804,2023-06-12
2023-06-19,422.45135498046875,438.45001220703125,446.54998779296875,416.6499938964844,421.70001220703125,373052,2023-06-19
2023-06-26,418.3564453125,434.20001220703125,441.5,427.8999938964844,438.8500061035156,143798,2023-06-26
2023-07-03,414.7432556152344,430.45001220703125,444.75,427.1000061035156,435.20001220703125,144344,2023-07-03
2023-07-10,410.3592834472656,425.8999938964844,433.70001220703125,416.79998779296875,433.70001220703125,137248,2023-07-10
2023-07-17,404.0964660644531,419.3999938964844,428.79998779296875,418.75,427.0,157905,2023-07-17
2023-07-24,407.7095947265625,423.1499938964844,429.79998779296875,418.54998779296875,420.04998779296875,117971,2023-07-24
2023-07-31,437.0967102050781,453.6499938964844,464.5,424.79998779296875,425.04998779296875,518989,2023-07-31
2023-08-07,408.23956298828125,423.70001220703125,455.8500061035156,419.45001220703125,443.6499938964844,340649,2023-08-07
2023-08-14,408.879638671875,414.5,423.70001220703125,410.0,423.70001220703125,152924,2023-08-14
2023-08-21,414.84759521484375,420.54998779296875,439.95001220703125,415.04998779296875,416.6000061035156,206866,2023-08-21
2023-08-28,422.5911865234375,428.3999938964844,434.95001220703125,421.20001220703125,421.20001220703125,131328,2023-08-28
2023-09-04,432.5049133300781,438.45001220703125,448.20001220703125,427.1000061035156,431.1000061035156,280912,2023-09-04
2023-09-11,433.3433837890625,439.29998779296875,445.95001220703125,422.1000061035156,442.8999938964844,204308,2023-09-11
2023-09-18,417.1657409667969,422.8999938964844,453.20001220703125,420.0,440.0,129946,2023-09-18
2023-09-25,414.1571044921875,419.8500061035156,426.5,415.1000061035156,422.8999938964844,101387,2023-09-25
2023-10-02,418.99066162109375,424.75,429.0,417.1000061035156,419.8500061035156,79542,2023-10-02
2023-10-09,442.2706604003906,448.3500061035156,455.0,418.8999938964844,425.0,310558,2023-10-09
2023-10-16,454.8970947265625,461.1499938964844,484.3999938964844,437.75,444.0,566558,2023-10-16
2023-10-23,434.4778137207031,440.45001220703125,462.25,420.3500061035156,457.0,199634,2023-10-23
2023-10-30,413.9104919433594,419.6000061035156,463.75,416.29998779296875,437.70001220703125,383458,2023-10-30
2023-11-06,406.3642272949219,411.95001220703125,431.75,408.04998779296875,419.6000061035156,212252,2023-11-06
2023-11-13,408.3864440917969,414.0,424.04998779296875,411.20001220703125,415.75,159686,2023-11-13
2023-11-20,415.73541259765625,421.45001220703125,426.20001220703125,410.1000061035156,416.20001220703125,205021,2023-11-20
2023-11-27,413.3186340332031,419.0,425.0,416.75,421.45001220703125,162661,2023-11-27
2023-12-04,420.0757751464844,425.8500061035156,430.95001220703125,419.5,423.0,147511,2023-12-04
2023-12-11,418.4974365234375,424.25,429.95001220703125,421.70001220703125,425.04998779296875,164433,2023-12-11
2023-12-18,425.35321044921875,431.20001220703125,443.5,418.95001220703125,428.70001220703125,223970,2023-12-18
2023-12-25,428.55914306640625,434.45001220703125,444.0,427.8500061035156,431.20001220703125,136362,2023-12-25
2024-01-01,453.26947021484375,459.5,463.6499938964844,434.04998779296875,434.04998779296875,399554,2024-01-01
2024-01-08,471.37066650390625,477.8500061035156,504.0,451.20001220703125,462.8999938964844,1048862,2024-01-08
2024-01-15,463.5284729003906,469.8999938964844,489.95001220703125,452.75,477.8500061035156,302968,2024-01-15
2024-01-22,430.384033203125,436.29998779296875,480.0,425.8999938964844,469.8999938964844,257421,2024-01-22
2024-01-29,436.00677490234375,442.0,450.04998779296875,431.6000061035156,436.29998779296875,220629,2024-01-29
2024-02-05,421.2101745605469,427.0,452.8999938964844,420.6499938964844,446.0,175991,2024-02-05
2024-02-12,444.68743896484375,450.79998779296875,461.0,420.0,427.0,299511,2024-02-12
2024-02-19,444.49017333984375,450.6000061035156,460.0,438.1000061035156,453.0,155902,2024-02-19
2024-02-26,439.5579528808594,445.6000061035156,476.79998779296875,443.1499938964844,454.8999938964844,262618,2024-02-26
2024-03-04,428.0659484863281,433.95001220703125,454.8999938964844,431.1000061035156,454.8999938964844,92051,2024-03-04
2024-03-11,392.8006896972656,398.20001220703125,435.5,377.75,433.8999938964844,249324,2024-03-11
2024-03-18,403.6515197753906,409.20001220703125,414.20001220703125,398.29998779296875,398.29998779296875,162473,2024-03-18
2024-03-25,396.6971130371094,402.1499938964844,413.6000061035156,400.0,409.20001220703125,120256,2024-03-25
2024-04-01,433.2940673828125,439.25,448.45001220703125,402.1499938964844,402.1499938964844,350667,2024-04-01
2024-04-08,429.2496337890625,435.1499938964844,448.0,419.29998779296875,440.29998779296875,224905,2024-04-08
2024-04-15,429.64422607421875,435.54998779296875,448.0,420.1000061035156,435.0,135423,2024-04-15
2024-04-22,456.32745361328125,462.6000061035156,484.0,437.0,437.0,413990,2024-04-22
2024-04-29,504.46575927734375,511.3999938964844,540.0,457.8500061035156,463.3500061035156,1660039,2024-04-29
2024-05-06,574.9962768554688,582.9000244140625,591.0,512.0999755859375,515.7999877929688,2327811,2024-05-06
2024-05-13,597.339111328125,605.5499877929688,631.3499755859375,560.25,591.6500244140625,1354546,2024-05-13
2024-05-20,584.564697265625,592.5999755859375,604.1500244140625,561.5,604.1500244140625,388603,2024-05-20
2024-05-27,594.478515625,602.6500244140625,664.0,585.2000122070312,594.9000244140625,1044329,2024-05-27
2024-06-03,587.9679565429688,596.0499877929688,626.9000244140625,520.9000244140625,625.0,414759,2024-06-03
2024-06-10,639.608154296875,648.4000244140625,666.0,596.0499877929688,596.0499877929688,375885,2024-06-10
2024-06-17,620.5205078125,629.0499877929688,656.2000122070312,617.4500122070312,648.4000244140625,147432,2024-06-17
2024-06-24,570.1134033203125,577.9500122070312,629.0,575.0999755859375,598.0,263233,2024-06-24
2024-07-01,603.10986328125,611.4000244140625,632.0,561.3499755859375,586.5999755859375,329156,2024-07-01
2024-07-08,563.8494262695312,571.5999755859375,618.0499877929688,556.0,618.0,259445,2024-07-08
2024-07-15,545.846923828125,553.3499755859375,580.1500244140625,550.5499877929688,567.75,110354,2024-07-15
2024-07-22,568.0418090820312,575.8499755859375,578.5,527.75,557.9000244140625,129740,2024-07-22
2024-07-29,567.0553588867188,574.8499755859375,593.9500122070312,562.8499755859375,579.9000244140625,131128,2024-07-29
2024-08-05,766.31640625,776.8499755859375,782.7999877929688,542.9500122070312,575.0,4561588,2024-08-05
2024-08-12,728.7823486328125,738.7999877929688,799.0,723.3499755859375,776.8499755859375,487411,2024-08-12
2024-08-19,766.9576416015625,777.5,864.9000244140625,714.5999755859375,751.9500122070312,1280227,2024-08-19
2024-08-26,734.6500244140625,734.6500244140625,794.9500122070312,728.0499877929688,777.5,314174,2024-08-26
2024-09-02,721.25,721.25,750.7000122070312,713.0,745.0,232066,2024-09-02
2024-09-09,756.5999755859375,756.5999755859375,775.6500244140625,700.0,721.2999877929688,301630,2024-09-09
2024-09-16,750.0999755859375,750.0999755859375,775.0,701.0999755859375,760.0,274382,2024-09-16
2024-09-23,680.5499877929688,680.5499877929688,765.0,677.2999877929688,755.0,213835,2024-09-23
2024-09-30,645.0,645.0,709.7999877929688,639.0,670.0,272006,2024-09-30
2024-10-07,648.2999877929688,648.2999877929688,670.0,606.0,655.0,188172,2024-10-07
2024-10-14,613.4500122070312,613.4500122070312,662.0,606.4500122070312,648.0,172987,2024-10-14
2024-10-21,547.0999755859375,547.0999755859375,613.4500122070312,543.9500122070312,610.0,366677,2024-10-21
2024-10-28,592.5999755859375,592.5999755859375,598.9000244140625,541.75,554.4500122070312,131305,2024-10-28
2024-11-04,674.5499877929688,674.5499877929688,724.0,577.0999755859375,593.9500122070312,1439982,2024-11-04
2024-11-11,628.5499877929688,628.5499877929688,690.75,617.7000122070312,679.3499755859375,248562,2024-11-11
2024-11-18,618.5499877929688,618.5499877929688,639.4500122070312,605.4500122070312,629.0,105790,2024-11-18
2024-11-25,652.5999755859375,652.5999755859375,699.0,621.2999877929688,621.2999877929688,357287,2024-11-25
2024-12-02,657.25,657.25,687.75,654.0499877929688,657.0,141171,2024-12-02
2024-12-09,730.6500244140625,730.6500244140625,749.0,657.0499877929688,657.7000122070312,1151721,2024-12-09
2024-12-16,642.75,642.75,744.9000244140625,640.0999755859375,730.6500244140625,429426,2024-12-16
2024-12-23,624.0,624.0,652.7999877929688,621.9500122070312,644.0999755859375,121858,2024-12-23
2024-12-30,628.0,628.0,655.0,614.0,630.0,163974,2024-12-30
2025-01-06,558.0999755859375,558.0999755859375,635.5999755859375,552.4000244140625,632.0,197434,2025-01-06
2025-01-13,564.5499877929688,564.5499877929688,570.4500122070312,520.75,550.0,152708,2025-01-13
2025-01-20,530.2000122070312,530.2000122070312,574.3499755859375,528.0,572.0,80931,2025-01-20
2025-01-27,528.0499877929688,528.0499877929688,543.7999877929688,490.04998779296875,530.0,138356,2025-01-27
2025-02-03,553.2000122070312,553.2000122070312,567.7000122070312,510.0,523.0,84526,2025-02-03
2025-02-10,462.20001220703125,462.20001220703125,556.7999877929688,444.79998779296875,556.7999877929688,204372,2025-02-10
2025-02-17,539.0499877929688,539.0499877929688,549.0,439.95001220703125,457.0,288269,2025-02-17
2025-02-24,513.3499755859375,513.3499755859375,617.9500122070312,495.0,530.9500122070312,580036,2025-02-24
2025-03-03,531.2000122070312,531.2000122070312,542.0,471.3500061035156,517.7000122070312,150249,2025-03-03
2025-03-10,491.6000061035156,491.6000061035156,531.2000122070312,471.0,531.2000122070312,157165,2025-03-10
2025-03-17,539.4000244140625,539.4000244140625,556.0999755859375,481.5,491.6000061035156,204914,2025-03-17
2025-03-24,541.9000244140625,541.9000244140625,564.5499877929688,525.0,539.4500122070312,257970,2025-03-24
2025-03-31,505.8500061035156,505.8500061035156,555.0,499.79998779296875,541.9000244140625,102799,2025-03-31
2025-04-07,499.5,499.5,513.5,459.95001220703125,479.95001220703125,96796,2025-04-07
2025-04-14,525.5,525.5,531.0499877929688,502.0,502.0,68724,2025-04-14
2025-04-21,516.0999755859375,516.0999755859375,554.0999755859375,510.1000061035156,529.0,139845,2025-04-21
2025-04-28,515.5,515.5,531.9500122070312,506.54998779296875,510.0,68944,2025-04-28
2025-05-05,431.54998779296875,431.54998779296875,528.0,422.0,518.0999755859375,702912,2025-05-05
2025-05-12,447.54998779296875,447.54998779296875,452.29998779296875,419.29998779296875,439.45001220703125,572114,2025-05-12
2025-05-19,467.5,467.5,469.0,449.1000061035156,449.95001220703125,260871,2025-05-19
2025-05-26,465.95001220703125,465.95001220703125,479.0,464.0,470.0,150264,2025-05-26
2025-06-02,465.95001220703125,465.95001220703125,477.75,458.0,466.1000061035156,163991,2025-06-02
2025-06-09,483.04998779296875,483.04998779296875,494.0,469.1000061035156,470.0,180973,2025-06-09
2025-06-16,496.1499938964844,496.1499938964844,507.6000061035156,474.54998779296875,485.0,204781,2025-06-16
2025-06-23,499.29998779296875,499.29998779296875,516.4500122070312,488.25,496.1499938964844,133856,2025-06-23
2025-06-30,517.5499877929688,517.5499877929688,520.5,496.1000061035156,496.1000061035156,91154,2025-06-30
2025-07-07,509.3999938964844,509.3999938964844,525.2000122070312,506.54998779296875,520.9000244140625,79229,2025-07-07
2025-07-14,510.95001220703125,510.95001220703125,514.0,502.54998779296875,509.3999938964844,20201,2025-07-14
