Date,Adj Close_ATALREAL.NS,Close_ATALREAL.NS,High_ATALREAL.NS,Low_ATALREAL.NS,Open_ATALREAL.NS,Volume_ATALREAL.NS,Date
2020-11-16,3.1566660404205322,3.1566660404205322,3.1566660404205322,3.1566660404205322,3.1566660404205322,24000,2020-11-16
2020-11-23,3.0,3.0,3.1566660404205322,3.0,3.1566660404205322,24000,2020-11-23
2020-11-30,2.9733328819274902,2.9733328819274902,3.0333330631256104,2.733333110809326,3.0,144000,2020-11-30
2020-12-07,2.666666030883789,2.666666030883789,2.9733328819274902,2.5799999237060547,2.9733328819274902,72000,2020-12-07
2020-12-14,2.666666030883789,2.666666030883789,2.666666030883789,2.666666030883789,2.666666030883789,0,2020-12-14
2020-12-21,2.549999952316284,2.549999952316284,2.666666030883789,2.549999952316284,2.666666030883789,24000,2020-12-21
2020-12-28,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,0,2020-12-28
2021-01-04,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,24000,2021-01-04
2021-01-11,2.2666659355163574,2.2666659355163574,2.430000066757202,2.2466659545898438,2.430000066757202,144000,2021-01-11
2021-01-18,2.2666659355163574,2.2666659355163574,2.2666659355163574,2.2666659355163574,2.2666659355163574,0,2021-01-18
2021-01-25,2.2666659355163574,2.2666659355163574,2.2666659355163574,2.2666659355163574,2.2666659355163574,0,2021-01-25
2021-02-01,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.2666659355163574,2.2666659355163574,24000,2021-02-01
2021-02-08,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,0,2021-02-08
2021-02-15,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,0,2021-02-15
2021-02-22,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,0,2021-02-22
2021-03-01,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,0,2021-03-01
2021-03-08,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,0,2021-03-08
2021-03-15,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4000000953674316,2.4000000953674316,288000,2021-03-15
2021-03-22,2.4200000762939453,2.4200000762939453,2.4666659832000732,2.4000000953674316,2.4666659832000732,2136000,2021-03-22
2021-03-29,2.3066658973693848,2.3066658973693848,2.4200000762939453,2.3066658973693848,2.4200000762939453,24000,2021-03-29
2021-04-05,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,0,2021-04-05
2021-04-12,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.1866660118103027,2.3066658973693848,72000,2021-04-12
2021-04-19,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0,2021-04-19
2021-04-26,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0,2021-04-26
2021-05-03,2.3066658973693848,2.3066658973693848,2.4000000953674316,2.3066658973693848,2.4000000953674316,72000,2021-05-03
2021-05-10,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,0,2021-05-10
2021-05-17,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,0,2021-05-17
2021-05-24,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,2.3066658973693848,0,2021-05-24
2021-05-31,2.2666659355163574,2.2666659355163574,2.7200000286102295,2.063333034515381,2.4000000953674316,312000,2021-05-31
2021-06-07,2.5333330631256104,2.5333330631256104,2.7200000286102295,2.1866660118103027,2.2666659355163574,528000,2021-06-07
2021-06-14,2.4666659832000732,2.4666659832000732,2.5999999046325684,2.4666659832000732,2.5333330631256104,120000,2021-06-14
2021-06-21,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,2.4666659832000732,0,2021-06-21
2021-06-28,2.630000114440918,2.630000114440918,2.6333329677581787,2.4666659832000732,2.4666659832000732,96000,2021-06-28
2021-07-05,2.733333110809326,2.733333110809326,2.733333110809326,2.5999999046325684,2.630000114440918,72000,2021-07-05
2021-07-12,3.359999895095825,3.359999895095825,3.4666659832000732,2.866666078567505,2.866666078567505,96000,2021-07-12
2021-07-19,3.9000000953674316,3.9000000953674316,4.0,3.5333330631256104,3.5333330631256104,240000,2021-07-19
2021-07-26,5.289999961853027,5.289999961853027,5.309999942779541,3.7566659450531006,3.9000000953674316,11064000,2021-07-26
2021-08-02,6.3333330154418945,6.3333330154418945,6.460000038146973,5.166666030883789,5.383333206176758,4584000,2021-08-02
2021-08-09,6.166666030883789,6.166666030883789,6.71999979019165,6.0,6.646666049957275,5232000,2021-08-09
