Date,Adj Close_POKARNA.NS,Close_POKARNA.NS,High_POKARNA.NS,Low_POKARNA.NS,Open_POKARNA.NS,Volume_POKARNA.NS,Date
2022-07-04,458.51519775390625,459.75,492.54998779296875,431.20001220703125,437.8500061035156,741767,2022-07-04
2022-07-11,513.4172973632812,514.7999877929688,541.6500244140625,461.0,461.0,1214060,2022-07-11
2022-07-18,517.7556762695312,519.1500244140625,617.75,515.0999755859375,518.9500122070312,469931,2022-07-18
2022-07-25,537.8016357421875,539.25,547.0,515.2000122070312,521.9000244140625,287955,2022-07-25
2022-08-01,622.3738403320312,624.0499877929688,637.75,541.2000122070312,541.2000122070312,663732,2022-08-01
2022-08-08,580.7360229492188,582.2999877929688,636.4500122070312,565.0,623.8499755859375,602558,2022-08-08
2022-08-15,564.3800659179688,565.9000244140625,591.7999877929688,559.9000244140625,582.2999877929688,218298,2022-08-15
2022-08-22,558.9945678710938,560.5,582.0,533.5999755859375,565.9000244140625,243611,2022-08-22
2022-08-29,544.9324951171875,546.4000244140625,573.5999755859375,532.8499755859375,554.7999877929688,212323,2022-08-29
2022-09-05,549.8095092773438,550.7000122070312,564.9000244140625,542.5999755859375,542.5999755859375,289051,2022-09-05
2022-09-12,518.2605590820312,519.0999755859375,566.0,514.0499877929688,550.0,578723,2022-09-12
2022-09-19,506.5794677734375,507.3999938964844,534.4000244140625,501.0,523.0,259727,2022-09-19
2022-09-26,472.1852111816406,472.95001220703125,506.95001220703125,461.04998779296875,501.0,215323,2022-09-26
2022-10-03,472.3848571777344,473.1499938964844,494.0,461.75,473.0,173886,2022-10-03
2022-10-10,436.2933349609375,437.0,484.8500061035156,429.20001220703125,465.0,285334,2022-10-10
2022-10-17,466.1449890136719,466.8999938964844,493.70001220703125,430.0,430.45001220703125,583555,2022-10-17
2022-10-24,441.1853942871094,441.8999938964844,467.0,435.1499938964844,467.0,128202,2022-10-24
2022-10-31,475.5797119140625,476.3500061035156,504.0,429.95001220703125,441.8999938964844,541758,2022-10-31
2022-11-07,455.91156005859375,456.6499938964844,494.25,450.0,470.0,303658,2022-11-07
2022-11-14,430.7523193359375,431.45001220703125,464.3500061035156,427.95001220703125,463.5,111754,2022-11-14
2022-11-21,446.9760437011719,447.70001220703125,450.79998779296875,428.0,428.0,104596,2022-11-21
2022-11-28,447.3753967285156,448.1000061035156,460.0,440.0,452.0,120796,2022-11-28
2022-12-05,426.7587890625,427.45001220703125,452.5,425.0,449.95001220703125,133966,2022-12-05
2022-12-12,392.0649719238281,392.70001220703125,431.8999938964844,386.0,427.45001220703125,244711,2022-12-12
2022-12-19,354.32611083984375,354.8999938964844,399.8999938964844,348.04998779296875,393.0,412606,2022-12-19
2022-12-26,382.92974853515625,383.54998779296875,386.95001220703125,350.6000061035156,351.20001220703125,182364,2022-12-26
2023-01-02,426.3594055175781,427.04998779296875,463.70001220703125,375.04998779296875,381.5,2338687,2023-01-02
2023-01-09,391.4659423828125,392.1000061035156,435.0,384.5,423.6499938964844,406992,2023-01-09
2023-01-16,389.6189270019531,390.25,405.20001220703125,380.3999938964844,390.5,229694,2023-01-16
2023-01-23,378.28729248046875,378.8999938964844,399.95001220703125,374.1499938964844,394.79998779296875,85867,2023-01-23
2023-01-30,367.4548034667969,368.04998779296875,389.95001220703125,356.29998779296875,376.54998779296875,330760,2023-01-30
2023-02-06,394.46112060546875,395.1000061035156,399.0,358.0,368.95001220703125,172386,2023-02-06
2023-02-13,360.2664794921875,360.8500061035156,397.1000061035156,351.1499938964844,395.1000061035156,663683,2023-02-13
2023-02-20,301.36187744140625,301.8500061035156,360.95001220703125,296.0,360.04998779296875,359070,2023-02-20
2023-02-27,300.9625244140625,301.45001220703125,308.8999938964844,277.0,301.8500061035156,442436,2023-02-27
2023-03-06,298.4166564941406,298.8999938964844,313.79998779296875,291.1000061035156,301.79998779296875,181282,2023-03-06
2023-03-13,275.90313720703125,276.3500061035156,302.8999938964844,273.29998779296875,302.8999938964844,280287,2023-03-13
2023-03-20,266.5682373046875,267.0,280.5,257.75,276.0,238411,2023-03-20
2023-03-27,244.15455627441406,244.5500030517578,270.0,233.5500030517578,270.0,455915,2023-03-27
2023-04-03,278.94818115234375,279.3999938964844,280.75,242.10000610351562,242.10000610351562,202154,2023-04-03
2023-04-10,295.37158203125,295.8500061035156,298.0,271.1000061035156,279.3999938964844,193488,2023-04-10
2023-04-17,367.6545104980469,368.25,384.0,295.1000061035156,297.0,2169677,2023-04-17
2023-04-24,349.88330078125,350.45001220703125,374.8999938964844,332.1499938964844,370.1000061035156,201108,2023-04-24
2023-05-01,373.2454528808594,373.8500061035156,385.0,344.54998779296875,350.45001220703125,408668,2023-05-01
2023-05-08,399.00372314453125,399.6499938964844,419.75,379.5,379.5,934586,2023-05-08
2023-05-15,373.8944091796875,374.5,408.3999938964844,370.5,396.20001220703125,190718,2023-05-15
2023-05-22,375.69146728515625,376.29998779296875,397.8999938964844,358.95001220703125,370.8999938964844,326666,2023-05-22
2023-05-29,357.52093505859375,358.1000061035156,385.3500061035156,350.0,378.29998779296875,203910,2023-05-29
2023-06-05,360.66583251953125,361.25,364.70001220703125,351.6000061035156,364.6499938964844,185041,2023-06-05
2023-06-12,387.12298583984375,387.75,398.0,354.1000061035156,364.8500061035156,472855,2023-06-12
2023-06-19,371.9475402832031,372.54998779296875,399.0,372.0,388.0,216561,2023-06-19
2023-06-26,368.952392578125,369.54998779296875,390.8999938964844,366.0,371.1000061035156,123604,2023-06-26
2023-07-03,375.5916748046875,376.20001220703125,381.0,360.20001220703125,369.0,198392,2023-07-03
2023-07-10,396.5077819824219,397.1499938964844,438.20001220703125,382.54998779296875,383.0,1114978,2023-07-10
2023-07-17,408.1888732910156,408.8500061035156,429.8999938964844,395.1000061035156,401.1000061035156,480563,2023-07-17
2023-07-24,386.47406005859375,387.1000061035156,414.70001220703125,384.0,410.95001220703125,452385,2023-07-24
2023-07-31,401.6494140625,402.29998779296875,421.8999938964844,386.29998779296875,390.1000061035156,390238,2023-07-31
2023-08-07,401.6494140625,402.29998779296875,420.6499938964844,386.0,403.6000061035156,636074,2023-08-07
2023-08-14,456.61041259765625,457.3500061035156,477.8999938964844,396.0,402.29998779296875,1510947,2023-08-14
2023-08-21,452.0677795410156,452.79998779296875,488.0,442.45001220703125,452.95001220703125,845990,2023-08-21
2023-08-28,577.115234375,578.0499877929688,595.5999755859375,452.5,455.0,2723692,2023-08-28
2023-09-04,562.7385864257812,563.6500244140625,587.5,532.0,580.0499877929688,806187,2023-09-04
2023-09-11,494.6488342285156,495.45001220703125,571.9000244140625,476.75,566.0999755859375,542636,2023-09-11
2023-09-18,467.8910217285156,468.1499938964844,522.7999877929688,465.04998779296875,500.0,481328,2023-09-18
2023-09-25,471.3890686035156,471.6499938964844,517.9500122070312,451.95001220703125,468.1499938964844,875783,2023-09-25
2023-10-02,483.6822814941406,483.95001220703125,495.0,467.1000061035156,471.6499938964844,246810,2023-10-02
2023-10-09,512.0665283203125,512.3499755859375,529.9000244140625,472.04998779296875,482.5,562067,2023-10-09
2023-10-16,549.345947265625,549.6500244140625,573.2999877929688,501.79998779296875,512.3499755859375,1056595,2023-10-16
2023-10-23,509.1681823730469,509.45001220703125,559.5999755859375,477.0,551.6500244140625,606552,2023-10-23
2023-10-30,527.5579833984375,527.8499755859375,543.0499877929688,495.04998779296875,509.45001220703125,581229,2023-10-30
2023-11-06,568.3854370117188,568.7000122070312,589.5999755859375,527.1500244140625,547.0,1660309,2023-11-06
2023-11-13,551.6946411132812,552.0,599.0999755859375,545.0999755859375,582.7999877929688,692781,2023-11-13
2023-11-20,533.8045043945312,534.0999755859375,568.0,521.5499877929688,553.7000122070312,516027,2023-11-20
2023-11-27,532.0554809570312,532.3499755859375,541.7000122070312,524.0,534.0999755859375,180700,2023-11-27
2023-12-04,513.0160522460938,513.2999877929688,538.8499755859375,510.1499938964844,538.0,319273,2023-12-04
2023-12-11,484.0320739746094,484.29998779296875,526.0,473.6000061035156,513.5,401112,2023-12-11
2023-12-18,481.4834899902344,481.75,500.54998779296875,466.0,485.0,354624,2023-12-18
2023-12-25,479.8843688964844,480.1499938964844,495.95001220703125,478.0,481.75,240476,2023-12-25
2024-01-01,491.1281433105469,491.3999938964844,509.6499938964844,472.70001220703125,486.04998779296875,381111,2024-01-01
2024-01-08,493.027099609375,493.29998779296875,503.1499938964844,475.0,492.0,204976,2024-01-08
2024-01-15,468.74053955078125,469.0,502.0,466.6000061035156,493.29998779296875,264480,2024-01-15
2024-01-22,467.24139404296875,467.5,478.95001220703125,452.29998779296875,469.0,97821,2024-01-22
2024-01-29,494.5762634277344,494.8500061035156,510.0,454.1000061035156,468.1000061035156,441037,2024-01-29
2024-02-05,494.476318359375,494.75,550.0,476.70001220703125,494.8500061035156,1132230,2024-02-05
2024-02-12,495.62567138671875,495.8999938964844,505.0,485.04998779296875,491.0,243534,2024-02-12
2024-02-19,499.9233093261719,500.20001220703125,523.9500122070312,491.0,502.0,248906,2024-02-19
2024-02-26,502.3719177246094,502.6499938964844,519.0,490.1499938964844,500.20001220703125,556418,2024-02-26
2024-03-04,465.9920654296875,466.25,513.5,464.1000061035156,503.0,267650,2024-03-04
2024-03-11,437.7077331542969,437.95001220703125,474.0,421.1499938964844,467.04998779296875,454165,2024-03-11
2024-03-18,432.6105651855469,432.8500061035156,449.0,428.8500061035156,440.0,236908,2024-03-18
2024-03-25,425.8143005371094,426.04998779296875,469.1000061035156,422.6499938964844,432.8500061035156,510366,2024-03-25
2024-04-01,475.28692626953125,475.54998779296875,479.5,435.3500061035156,437.8999938964844,317389,2024-04-01
2024-04-08,476.5362243652344,476.79998779296875,484.25,450.0,476.1499938964844,923589,2024-04-08
2024-04-15,467.1914367675781,467.45001220703125,486.95001220703125,451.95001220703125,484.0,405234,2024-04-15
2024-04-22,467.6411437988281,467.8999938964844,485.0,463.79998779296875,474.0,209264,2024-04-22
2024-04-29,467.4412841796875,467.70001220703125,480.3999938964844,465.0,466.0,151842,2024-04-29
2024-05-06,439.0569763183594,439.29998779296875,472.95001220703125,434.3500061035156,467.70001220703125,129651,2024-05-06
2024-05-13,514.8650512695312,515.1500244140625,531.0,435.0,439.29998779296875,1134616,2024-05-13
2024-05-20,558.6408081054688,558.9500122070312,608.7999877929688,505.1000061035156,525.4500122070312,1583960,2024-05-20
2024-05-27,537.5524291992188,537.8499755859375,570.0,530.1500244140625,550.2000122070312,375746,2024-05-27
2024-06-03,656.1368408203125,656.5,669.7999877929688,523.0999755859375,550.0,1535986,2024-06-03
2024-06-10,653.838134765625,654.2000122070312,689.0,651.25,678.0,553703,2024-06-10
2024-06-17,730.245849609375,730.6500244140625,747.75,636.4000244140625,654.2000122070312,1598553,2024-06-17
2024-06-24,704.9098510742188,705.2999877929688,765.0,694.0,731.9500122070312,792269,2024-06-24
2024-07-01,740.3901977539062,740.7999877929688,796.5499877929688,705.0,713.0,1058903,2024-07-01
2024-07-08,711.6061401367188,712.0,749.0,687.7000122070312,732.0999755859375,392351,2024-07-08
2024-07-15,694.8154296875,695.2000122070312,732.2000122070312,686.0,708.0,291592,2024-07-15
2024-07-22,723.8992919921875,724.2999877929688,769.0999755859375,674.0999755859375,695.2000122070312,509172,2024-07-22
2024-07-29,770.5235595703125,770.9500122070312,786.0,700.0,732.0,460657,2024-07-29
2024-08-05,810.7512817382812,811.2000122070312,850.0,744.0499877929688,759.9500122070312,1972957,2024-08-05
2024-08-12,915.9929809570312,916.5,939.0,755.0,809.9500122070312,4692282,2024-08-12
2024-08-19,889.5576171875,890.0499877929688,947.0,865.0499877929688,924.0,1464804,2024-08-19
2024-08-26,932.78369140625,933.2999877929688,988.0,861.2000122070312,899.9000244140625,2144693,2024-08-26
2024-09-02,991.651123046875,992.2000122070312,1036.5,922.0,938.9500122070312,1652979,2024-09-02
2024-09-09,1078.2032470703125,1078.800048828125,1098.699951171875,979.25,992.0,1062792,2024-09-09
2024-09-16,1084.0,1084.5999755859375,1120.0,1027.550048828125,1089.9000244140625,502626,2024-09-16
2024-09-23,1036.476318359375,1037.050048828125,1148.0,1028.0,1062.3499755859375,632094,2024-09-23
2024-09-30,1005.4500122070312,1005.4500122070312,1065.0,991.0,1036.699951171875,323181,2024-09-30
2024-10-07,1093.550048828125,1093.550048828125,1113.300048828125,945.5,1009.4500122070312,592443,2024-10-07
2024-10-14,1087.050048828125,1087.050048828125,1145.0,1060.0,1105.0,310897,2024-10-14
2024-10-21,976.4500122070312,976.4500122070312,1101.050048828125,951.2000122070312,1100.449951171875,395731,2024-10-21
2024-10-28,1096.699951171875,1096.699951171875,1111.0,948.25,980.0,233322,2024-10-28
2024-11-04,1016.1500244140625,1016.1500244140625,1106.5,995.0499877929688,1096.1500244140625,321491,2024-11-04
2024-11-11,1041.25,1041.25,1174.699951171875,1017.0,1017.0,1298334,2024-11-11
2024-11-18,987.2999877929688,987.2999877929688,1096.0,980.0,1060.0,347477,2024-11-18
2024-11-25,1067.6500244140625,1067.6500244140625,1071.9000244140625,963.0499877929688,1007.0,277302,2024-11-25
2024-12-02,1223.550048828125,1223.550048828125,1272.0,1054.0,1054.0,1060852,2024-12-02
2024-12-09,1191.550048828125,1191.550048828125,1251.0,1155.199951171875,1225.0,303920,2024-12-09
2024-12-16,1190.9000244140625,1190.9000244140625,1289.699951171875,1156.0,1199.699951171875,1077394,2024-12-16
2024-12-23,1108.550048828125,1108.550048828125,1218.25,1085.0,1218.25,318510,2024-12-23
2024-12-30,1215.449951171875,1215.449951171875,1224.0,1096.550048828125,1108.550048828125,307741,2024-12-30
2025-01-06,1337.5,1337.5,1429.6500244140625,1176.0,1215.449951171875,1830004,2025-01-06
2025-01-13,1329.449951171875,1329.449951171875,1348.0,1228.050048828125,1300.0,338515,2025-01-13
2025-01-20,1097.199951171875,1097.199951171875,1387.0,1080.0,1329.449951171875,345717,2025-01-20
2025-01-27,1361.9000244140625,1361.9000244140625,1384.0,970.0999755859375,1085.949951171875,1004401,2025-01-27
2025-02-03,1308.449951171875,1308.449951171875,1451.6500244140625,1297.949951171875,1345.0,537046,2025-02-03
2025-02-10,1110.449951171875,1110.449951171875,1347.0,1097.050048828125,1280.300048828125,397891,2025-02-10
2025-02-17,1154.5999755859375,1154.5999755859375,1222.949951171875,1050.050048828125,1110.449951171875,307799,2025-02-17
2025-02-24,1104.25,1104.25,1164.0,1041.050048828125,1164.0,135245,2025-02-24
2025-03-03,1245.5999755859375,1245.5999755859375,1267.0,1062.050048828125,1137.949951171875,219982,2025-03-03
2025-03-10,1149.800048828125,1149.800048828125,1268.0,1133.949951171875,1260.0,263427,2025-03-10
2025-03-17,1273.3499755859375,1273.3499755859375,1317.699951171875,1131.5,1164.050048828125,270533,2025-03-17
2025-03-24,1280.0,1280.0,1358.0,1189.699951171875,1273.3499755859375,336394,2025-03-24
2025-03-31,837.4500122070312,837.4500122070312,1289.0,814.2999877929688,1280.0,1950425,2025-03-31
2025-04-07,830.2999877929688,830.2999877929688,830.2999877929688,722.7000122070312,755.0,649542,2025-04-07
2025-04-14,966.7999877929688,966.7999877929688,977.4000244140625,830.2999877929688,830.2999877929688,563223,2025-04-14
2025-04-21,891.5,891.5,1005.0,885.0,970.0,509656,2025-04-21
2025-04-28,871.5999755859375,871.5999755859375,941.2000122070312,845.0999755859375,882.0,224734,2025-04-28
2025-05-05,927.75,927.75,950.7000122070312,832.2999877929688,868.9000244140625,460379,2025-05-05
2025-05-12,1050.25,1050.25,1072.300048828125,931.0999755859375,950.0,532005,2025-05-12
2025-05-19,1016.1500244140625,1016.1500244140625,1072.0,997.5,1044.5,336756,2025-05-19
2025-05-26,1082.5999755859375,1082.5999755859375,1118.050048828125,1018.7000122070312,1021.2000122070312,665845,2025-05-26
2025-06-02,1083.5,1083.5,1125.0,1000.0,1065.0,698575,2025-06-02
2025-06-09,1125.5,1125.5,1146.0,1035.0,1090.0,693964,2025-06-09
2025-06-16,1037.9000244140625,1037.9000244140625,1136.0999755859375,1025.0,1134.4000244140625,384855,2025-06-16
2025-06-23,1007.2000122070312,1007.2000122070312,1092.0999755859375,1002.5999755859375,1042.5999755859375,421285,2025-06-23
2025-06-30,1065.4000244140625,1065.4000244140625,1110.0,996.4000244140625,1014.0,763823,2025-06-30
2025-07-07,1017.2999877929688,1017.2999877929688,1060.5999755859375,1011.0,1055.699951171875,202812,2025-07-07
2025-07-14,1023.4000244140625,1023.4000244140625,1039.300048828125,1012.0999755859375,1017.5,61796,2025-07-14
