Date,Adj Close_JKCEMENT.NS,Close_JKCEMENT.NS,High_JKCEMENT.NS,Low_JKCEMENT.NS,Open_JKCEMENT.NS,Volume_JKCEMENT.NS,Date
2021-04-12,2830.15185546875,2880.25,2988.89990234375,2800.0,2988.89990234375,83079,2021-04-12
2021-04-19,2755.670654296875,2804.449951171875,2967.60009765625,2725.0,2814.39990234375,156618,2021-04-19
2021-04-26,2757.58642578125,2806.39990234375,2840.0,2750.0,2819.199951171875,305737,2021-04-26
2021-05-03,2731.203369140625,2779.550048828125,2830.0,2726.39990234375,2818.0,388013,2021-05-03
2021-05-10,2712.04248046875,2760.050048828125,2815.10009765625,2750.60009765625,2794.199951171875,234156,2021-05-10
2021-05-17,2865.52587890625,2916.25,2975.0,2745.0,2750.0,340941,2021-05-17
2021-05-24,2759.35498046875,2808.199951171875,2960.0,2768.0,2960.0,157191,2021-05-24
2021-05-31,2789.078857421875,2838.449951171875,2872.699951171875,2820.10009765625,2854.0,250091,2021-05-31
2021-06-07,2800.91943359375,2850.5,2915.0,2834.050048828125,2840.0,404239,2021-06-07
2021-06-14,2775.37158203125,2824.5,2865.0,2701.0,2800.0,642254,2021-06-14
2021-06-21,2805.242431640625,2854.89990234375,2863.89990234375,2800.550048828125,2824.5,273242,2021-06-21
2021-06-28,2815.363525390625,2865.199951171875,2910.0,2805.64990234375,2854.89990234375,239123,2021-06-28
2021-07-05,3019.5,3072.949951171875,3114.0,2825.0,2890.0,769452,2021-07-05
2021-07-12,3103.611083984375,3158.550048828125,3289.0,3085.050048828125,3100.0,437372,2021-07-12
2021-07-19,3023.87255859375,3077.39990234375,3238.0,3060.0,3158.550048828125,210487,2021-07-19
2021-07-26,3202.46142578125,3259.14990234375,3300.0,2985.0,3100.0,317033,2021-07-26
2021-08-02,3299.788330078125,3358.199951171875,3437.60009765625,3192.0,3280.0,389205,2021-08-02
2021-08-09,3070.122314453125,3110.050048828125,3699.89990234375,3055.550048828125,3358.199951171875,536912,2021-08-09
2021-08-16,3073.182373046875,3113.14990234375,3284.050048828125,3071.25,3141.0,239009,2021-08-16
2021-08-23,3085.176513671875,3125.300048828125,3196.0,3005.550048828125,3116.0,469521,2021-08-23
2021-08-30,3454.91796875,3499.85009765625,3540.0,3132.449951171875,3149.64990234375,500497,2021-08-30
2021-09-06,3453.585205078125,3498.5,3598.0,3439.0,3499.85009765625,203518,2021-09-06
2021-09-13,3336.0634765625,3379.449951171875,3516.550048828125,3360.050048828125,3470.0,271243,2021-09-13
2021-09-20,3094.505126953125,3134.75,3369.5,3120.0,3360.0,248908,2021-09-20
2021-09-27,3167.308349609375,3208.5,3224.60009765625,3048.300048828125,3151.199951171875,562574,2021-09-27
2021-10-04,3351.90771484375,3395.5,3459.85009765625,3215.0,3216.0,593150,2021-10-04
2021-10-11,3411.630859375,3456.0,3593.89990234375,3355.0,3412.0,466539,2021-10-11
2021-10-18,3134.287841796875,3175.050048828125,3514.949951171875,3146.050048828125,3425.550048828125,542609,2021-10-18
2021-10-25,3273.181396484375,3315.75,3348.800048828125,3011.0,3175.050048828125,568831,2021-10-25
2021-11-01,3462.074951171875,3507.10009765625,3534.89990234375,3287.64990234375,3334.800048828125,247153,2021-11-01
2021-11-08,3630.23779296875,3677.449951171875,3838.0,3485.14990234375,3510.0,871471,2021-11-08
2021-11-15,3468.442138671875,3513.550048828125,3665.0,3422.300048828125,3626.0,645488,2021-11-15
2021-11-22,3201.168212890625,3242.800048828125,3510.0,3230.0,3470.0,249931,2021-11-22
2021-11-29,3285.471923828125,3328.199951171875,3384.89990234375,3132.10009765625,3211.14990234375,343716,2021-11-29
2021-12-06,3372.885009765625,3416.75,3449.0,3250.0,3354.75,401115,2021-12-06
2021-12-13,3417.5537109375,3462.0,3625.0,3381.14990234375,3461.75,459958,2021-12-13
2021-12-20,3393.615234375,3437.75,3551.050048828125,3275.0,3462.0,353599,2021-12-20
2021-12-27,3355.21484375,3398.85009765625,3488.0,3166.199951171875,3418.0,880686,2021-12-27
2022-01-03,3488.530517578125,3533.89990234375,3575.0,3369.0,3369.0,713894,2022-01-03
2022-01-10,3447.267578125,3492.10009765625,3659.25,3425.449951171875,3513.0,327097,2022-01-10
2022-01-17,3354.27685546875,3397.89990234375,3646.449951171875,3356.39990234375,3493.0,332127,2022-01-17
2022-01-24,3209.70703125,3251.449951171875,3420.0,3197.10009765625,3417.64990234375,346596,2022-01-24
2022-01-31,3294.701904296875,3337.550048828125,3447.5,3102.0,3282.0,267420,2022-01-31
2022-02-07,3155.314697265625,3196.35009765625,3379.949951171875,3145.050048828125,3285.550048828125,309521,2022-02-07
2022-02-14,2939.767578125,2978.0,3200.0,2940.25,3159.85009765625,447452,2022-02-14
2022-02-21,2757.241455078125,2793.10009765625,2999.0,2750.0,2960.0,564440,2022-02-21
2022-02-28,2605.761474609375,2639.64990234375,2860.0,2594.75,2810.0,399567,2022-02-28
2022-03-07,2266.6220703125,2296.10009765625,2580.0,2139.050048828125,2580.0,2762587,2022-03-07
2022-03-14,2482.711669921875,2515.0,2554.550048828125,2250.550048828125,2300.0,1438457,2022-03-14
2022-03-21,2251.66650390625,2280.949951171875,2563.89990234375,2270.0,2543.5,1339397,2022-03-21
2022-03-28,2499.9873046875,2532.5,2544.449951171875,2191.949951171875,2289.949951171875,1608260,2022-03-28
2022-04-04,2761.979736328125,2797.89990234375,2828.0,2508.0,2511.25,1472237,2022-04-04
2022-04-11,2759.956298828125,2795.85009765625,2850.0,2668.89990234375,2806.0,743942,2022-04-11
2022-04-18,2614.0537109375,2648.050048828125,2833.050048828125,2635.25,2755.89990234375,708393,2022-04-18
2022-04-25,2613.115966796875,2647.10009765625,2698.800048828125,2492.050048828125,2644.949951171875,744377,2022-04-25
2022-05-02,2396.927490234375,2428.10009765625,2647.14990234375,2390.0,2600.0,390592,2022-05-02
2022-05-09,2273.334716796875,2302.89990234375,2420.0,2265.050048828125,2403.0,403806,2022-05-09
2022-05-16,2417.707275390625,2449.14990234375,2475.64990234375,2283.050048828125,2329.800048828125,453753,2022-05-16
2022-05-23,2311.636474609375,2341.699951171875,2502.550048828125,2195.050048828125,2470.0,510950,2022-05-23
2022-05-30,2117.41259765625,2144.949951171875,2443.85009765625,2130.0,2349.699951171875,1026650,2022-05-30
2022-06-06,2122.842041015625,2150.449951171875,2177.0,2045.0,2145.699951171875,1258037,2022-06-06
2022-06-13,2013.9580078125,2040.1500244140625,2195.0,2025.0,2120.449951171875,601284,2022-06-13
2022-06-20,2032.7633056640625,2059.199951171875,2086.89990234375,2003.699951171875,2058.0,1025537,2022-06-20
2022-06-27,2119.485595703125,2147.050048828125,2160.89990234375,2040.1500244140625,2080.0,981199,2022-06-27
2022-07-04,2227.38232421875,2256.35009765625,2350.0,2142.14990234375,2147.0,842773,2022-07-04
2022-07-11,2150.581298828125,2178.550048828125,2265.0,2146.10009765625,2262.0,416256,2022-07-11
2022-07-18,2302.5546875,2332.5,2367.800048828125,2188.0,2189.800048828125,826269,2022-07-18
2022-07-25,2472.0009765625,2504.14990234375,2515.0,2321.5,2333.199951171875,875236,2022-07-25
2022-08-01,2588.288818359375,2621.949951171875,2659.75,2486.0,2504.14990234375,607892,2022-08-01
2022-08-08,2629.3916015625,2647.85009765625,2676.85009765625,2568.85009765625,2616.050048828125,324270,2022-08-08
2022-08-15,2689.61865234375,2708.5,2786.0,2610.050048828125,2647.85009765625,790205,2022-08-15
2022-08-22,2632.171630859375,2650.64990234375,2711.0,2609.5,2708.050048828125,599453,2022-08-22
2022-08-29,2686.39111328125,2705.25,2748.0,2572.050048828125,2590.14990234375,309039,2022-08-29
2022-09-05,2820.89697265625,2840.699951171875,2985.0,2676.050048828125,2715.0,1141468,2022-09-05
2022-09-12,2813.598388671875,2833.35009765625,2949.0,2800.0,2844.949951171875,970715,2022-09-12
2022-09-19,2646.322509765625,2664.89990234375,2944.0,2622.050048828125,2840.0,1006593,2022-09-19
2022-09-26,2607.345947265625,2625.64990234375,2664.0,2451.300048828125,2664.0,507475,2022-09-26
2022-10-03,2551.33935546875,2569.25,2653.89990234375,2526.85009765625,2596.5,336311,2022-10-03
2022-10-10,2461.8671875,2479.14990234375,2587.800048828125,2438.0,2555.0,417492,2022-10-10
2022-10-17,2632.66845703125,2651.14990234375,2737.949951171875,2425.25,2479.14990234375,613445,2022-10-17
2022-10-24,2580.335693359375,2598.449951171875,2746.949951171875,2580.14990234375,2651.14990234375,302055,2022-10-24
2022-10-31,2760.86865234375,2780.25,2872.0,2607.5,2611.449951171875,976803,2022-10-31
2022-11-07,2796.86572265625,2816.5,2868.0,2727.0,2809.64990234375,473640,2022-11-07
2022-11-14,2905.10595703125,2925.5,2998.0,2775.050048828125,2783.800048828125,1029503,2022-11-14
2022-11-21,2993.4853515625,3014.5,3025.0,2905.050048828125,2925.0,570618,2022-11-21
2022-11-28,3213.7890625,3236.35009765625,3248.85009765625,3003.25,3039.0,932974,2022-11-28
2022-12-05,3141.744873046875,3163.800048828125,3262.199951171875,3130.39990234375,3243.75,440232,2022-12-05
2022-12-12,3039.661376953125,3061.0,3200.0,3000.0,3188.0,363735,2022-12-12
2022-12-19,2908.0849609375,2928.5,3149.60009765625,2874.60009765625,3070.0,526578,2022-12-19
2022-12-26,2900.240234375,2920.60009765625,3054.10009765625,2887.14990234375,2949.949951171875,470283,2022-12-26
2023-01-02,2853.6171875,2873.64990234375,2988.0,2857.10009765625,2929.800048828125,488027,2023-01-02
2023-01-09,2882.713134765625,2902.949951171875,2972.199951171875,2831.25,2900.0,431371,2023-01-09
2023-01-16,2825.911865234375,2845.75,2975.89990234375,2826.14990234375,2903.0,304346,2023-01-16
2023-01-23,2568.12158203125,2586.14990234375,2860.0,2540.0,2859.0,600098,2023-01-23
2023-01-30,2611.11962890625,2629.449951171875,2764.0,2577.300048828125,2580.0,746844,2023-01-30
2023-02-06,2783.41015625,2802.949951171875,2815.0,2552.89990234375,2570.050048828125,873409,2023-02-06
2023-02-13,2820.89697265625,2840.699951171875,2892.0,2721.949951171875,2780.0,1146553,2023-02-13
2023-02-20,2767.074951171875,2786.5,2970.0,2744.449951171875,2840.699951171875,956142,2023-02-20
2023-02-27,2830.03271484375,2849.89990234375,2892.300048828125,2728.89990234375,2794.0,399214,2023-02-27
2023-03-06,2789.964111328125,2809.550048828125,2905.0,2746.85009765625,2864.14990234375,221209,2023-03-06
2023-03-13,2813.250732421875,2833.0,2847.89990234375,2708.0,2822.199951171875,314532,2023-03-13
2023-03-20,2792.248291015625,2811.85009765625,2873.0,2755.75,2833.0,687265,2023-03-20
2023-03-27,2903.318603515625,2923.699951171875,2986.300048828125,2801.14990234375,2820.85009765625,518307,2023-03-27
2023-04-03,2900.38916015625,2920.75,2962.0,2846.449951171875,2939.10009765625,665324,2023-04-03
2023-04-10,2945.720703125,2966.39990234375,3014.550048828125,2895.0,2920.0,318873,2023-04-10
2023-04-17,2844.53125,2864.5,3036.949951171875,2850.14990234375,2976.0,550135,2023-04-17
2023-04-24,2972.433349609375,2993.300048828125,3000.0,2875.10009765625,2875.10009765625,383583,2023-04-24
2023-05-01,2981.916748046875,3002.85009765625,3069.5,2960.85009765625,2993.300048828125,318449,2023-05-01
2023-05-08,3031.419189453125,3052.699951171875,3095.0,2982.10009765625,3015.0,459196,2023-05-08
2023-05-15,3002.025634765625,3023.10009765625,3089.800048828125,2950.050048828125,3065.14990234375,448408,2023-05-15
2023-05-22,2986.732666015625,3007.699951171875,3036.800048828125,2893.0,3020.0,486689,2023-05-22
2023-05-29,3158.427490234375,3180.60009765625,3290.0,2988.75,3020.0,1036679,2023-05-29
2023-06-05,3204.851806640625,3227.35009765625,3324.0,3173.75,3182.050048828125,1050760,2023-06-05
2023-06-12,3341.045654296875,3364.5,3392.0,3182.39990234375,3248.10009765625,667543,2023-06-12
2023-06-19,3336.676513671875,3360.10009765625,3450.0,3333.0,3382.0,511414,2023-06-19
2023-06-26,3358.323974609375,3381.89990234375,3466.300048828125,3309.550048828125,3350.0,377663,2023-06-26
2023-07-03,3267.41259765625,3290.35009765625,3432.0,3267.300048828125,3371.0,268063,2023-07-03
2023-07-10,3265.128662109375,3288.050048828125,3375.0,3270.85009765625,3284.0,309809,2023-07-10
2023-07-17,3163.29345703125,3185.5,3366.39990234375,3140.0,3290.050048828125,259168,2023-07-17
2023-07-24,3229.826171875,3252.5,3278.5,3139.949951171875,3185.5,442650,2023-07-24
2023-07-31,3186.8779296875,3209.25,3297.60009765625,3161.64990234375,3272.300048828125,423161,2023-07-31
2023-08-07,3244.2900390625,3252.10009765625,3412.0,3181.0,3222.0,719501,2023-08-07
2023-08-14,3069.560546875,3076.949951171875,3350.300048828125,3030.25,3240.0,720753,2023-08-14
2023-08-21,3168.372802734375,3176.0,3187.89990234375,3061.39990234375,3099.14990234375,608767,2023-08-21
2023-08-28,3332.9765625,3341.0,3364.75,3152.10009765625,3177.949951171875,777142,2023-08-28
2023-09-04,3295.915771484375,3303.85009765625,3476.39990234375,3293.550048828125,3345.0,674399,2023-09-04
2023-09-11,3268.9306640625,3276.800048828125,3360.0,3206.449951171875,3310.0,425997,2023-09-11
2023-09-18,3148.32080078125,3155.89990234375,3334.0,3140.5,3300.0,460514,2023-09-18
2023-09-25,3171.814453125,3179.449951171875,3215.25,3106.35009765625,3155.14990234375,371412,2023-09-25
2023-10-02,3153.458740234375,3161.050048828125,3206.949951171875,3120.85009765625,3179.449951171875,143295,2023-10-02
2023-10-09,3242.244873046875,3250.050048828125,3274.0,3071.0,3161.0,322736,2023-10-09
2023-10-16,3293.720947265625,3301.64990234375,3369.75,3213.050048828125,3230.10009765625,664937,2023-10-16
2023-10-23,3068.712646484375,3076.10009765625,3339.89990234375,3052.64990234375,3301.64990234375,224788,2023-10-23
2023-10-30,3124.129150390625,3131.64990234375,3165.0,3065.0,3090.0,413339,2023-10-30
2023-11-06,3455.182373046875,3463.5,3495.0,3231.199951171875,3300.949951171875,2246472,2023-11-06
2023-11-13,3500.72265625,3509.14990234375,3515.39990234375,3413.14990234375,3485.699951171875,310096,2023-11-13
2023-11-20,3519.577392578125,3528.050048828125,3558.550048828125,3473.89990234375,3509.14990234375,512484,2023-11-20
2023-11-27,3652.706787109375,3661.5,3675.0,3522.050048828125,3528.050048828125,449447,2023-11-27
2023-12-04,3788.928955078125,3798.050048828125,3850.0,3630.0,3666.199951171875,784351,2023-12-04
2023-12-11,3912.431640625,3921.85009765625,3996.0,3785.800048828125,3799.75,657724,2023-12-11
2023-12-18,3773.116943359375,3782.199951171875,3978.60009765625,3715.39990234375,3921.85009765625,348689,2023-12-18
2023-12-25,3779.15234375,3788.25,3906.75,3735.0,3782.199951171875,410562,2023-12-25
2024-01-01,3921.16064453125,3930.60009765625,3950.300048828125,3740.0,3788.25,366304,2024-01-01
2024-01-08,4038.228759765625,4047.949951171875,4079.949951171875,3898.35009765625,3954.949951171875,545492,2024-01-08
2024-01-15,4043.51611328125,4053.25,4140.9501953125,3949.89990234375,4031.0,558773,2024-01-15
2024-01-22,4157.44189453125,4167.4501953125,4240.0,3933.25,4053.25,1180767,2024-01-22
2024-01-29,4355.71484375,4366.2001953125,4468.0498046875,4205.0,4275.0,1129290,2024-01-29
2024-02-05,4221.08837890625,4231.25,4406.25,4133.2998046875,4366.39990234375,488038,2024-02-05
2024-02-12,4200.787109375,4210.89990234375,4287.4501953125,4096.0,4250.0,607429,2024-02-12
2024-02-19,4333.21826171875,4343.64990234375,4354.7998046875,4146.89990234375,4249.9501953125,633644,2024-02-19
2024-02-26,4490.19091796875,4501.0,4555.0,4343.64990234375,4370.0,937386,2024-02-26
2024-03-04,4252.36328125,4262.60009765625,4552.35009765625,4251.0,4552.35009765625,345031,2024-03-04
2024-03-11,4060.375244140625,4070.14990234375,4309.5,4010.050048828125,4262.60009765625,831212,2024-03-11
2024-03-18,4093.7451171875,4103.60009765625,4142.0,3976.64990234375,4097.75,612052,2024-03-18
2024-03-25,4066.36083984375,4076.14990234375,4110.0,4025.0,4103.60009765625,449922,2024-03-25
2024-04-01,4348.33203125,4358.7998046875,4408.35009765625,4095.60009765625,4107.0,626326,2024-04-01
2024-04-08,4270.4697265625,4280.75,4410.4501953125,4260.89990234375,4385.14990234375,467314,2024-04-08
2024-04-15,4141.5302734375,4151.5,4295.0,4041.050048828125,4235.10009765625,645714,2024-04-15
2024-04-22,4062.819580078125,4072.60009765625,4225.4501953125,3996.10009765625,4154.89990234375,1388619,2024-04-22
2024-04-29,3967.84814453125,3977.39990234375,4094.85009765625,3926.699951171875,4073.0,544401,2024-04-29
2024-05-06,3831.67578125,3840.89990234375,4010.0,3785.0,3980.0,1041351,2024-05-06
2024-05-13,3893.52685546875,3902.89990234375,4083.949951171875,3790.10009765625,3868.89990234375,1317927,2024-05-13
2024-05-20,3980.86669921875,3990.449951171875,4066.0,3855.300048828125,3896.699951171875,822312,2024-05-20
2024-05-27,3862.95068359375,3872.25,4049.0,3851.14990234375,4022.0,534856,2024-05-27
2024-06-03,4177.04443359375,4187.10009765625,4201.39990234375,3642.0,4002.25,1224671,2024-06-03
2024-06-10,4316.3095703125,4326.7001953125,4365.0,4100.14990234375,4243.0,748476,2024-06-10
2024-06-17,4249.66943359375,4259.89990234375,4445.89990234375,4212.4501953125,4326.7001953125,1149919,2024-06-17
2024-06-24,4378.45947265625,4389.0,4599.9501953125,4152.0,4259.0,1272961,2024-06-24
2024-07-01,4207.720703125,4217.85009765625,4511.64990234375,4179.0,4405.0,472003,2024-07-01
2024-07-08,4328.978515625,4339.39990234375,4420.0,4175.10009765625,4227.2001953125,660770,2024-07-08
2024-07-15,4274.26025390625,4284.5498046875,4440.85009765625,4252.5498046875,4367.5498046875,371299,2024-07-15
2024-07-22,4377.11279296875,4387.64990234375,4527.25,4257.7998046875,4300.85009765625,1066125,2024-07-22
2024-07-29,4274.310546875,4284.60009765625,4590.0,4246.2001953125,4414.14990234375,606983,2024-07-29
2024-08-05,4230.01708984375,4240.2001953125,4325.0,4148.2001953125,4253.7001953125,631137,2024-08-05
2024-08-12,4229.76806640625,4239.9501953125,4250.0,4085.5,4244.75,214400,2024-08-12
2024-08-19,4382.79931640625,4393.35009765625,4440.0498046875,4217.89990234375,4248.14990234375,666805,2024-08-19
2024-08-26,4443.20361328125,4453.89990234375,4575.0,4315.0,4400.0,555474,2024-08-26
2024-09-02,4686.66796875,4697.9501953125,4805.0,4452.89990234375,4452.89990234375,1096045,2024-09-02
2024-09-09,4754.953125,4766.39990234375,4895.5,4550.0,4680.0,918184,2024-09-09
2024-09-16,4621.57470703125,4632.7001953125,4884.25,4581.35009765625,4752.0498046875,640627,2024-09-16
2024-09-23,4625.11572265625,4636.25,4825.85009765625,4536.2001953125,4665.0,998403,2024-09-23
2024-09-30,4554.58544921875,4565.5498046875,4677.0,4467.5,4644.9501953125,255310,2024-09-30
2024-10-07,4228.5703125,4238.75,4616.4501953125,4222.0,4570.0,319312,2024-10-07
2024-10-14,4292.3671875,4302.7001953125,4356.14990234375,4163.14990234375,4245.0,728408,2024-10-14
2024-10-21,4095.1416015625,4105.0,4309.9501953125,4090.0,4275.0,415426,2024-10-21
2024-10-28,4334.81494140625,4345.25,4360.0,3989.949951171875,3999.0,453698,2024-10-28
2024-11-04,4071.498779296875,4081.300048828125,4335.9501953125,4053.949951171875,4325.10009765625,639586,2024-11-04
2024-11-11,3989.695556640625,3999.300048828125,4128.39990234375,3938.449951171875,4050.0,286435,2024-11-11
2024-11-18,4125.91796875,4135.85009765625,4148.89990234375,3891.449951171875,3970.050048828125,376510,2024-11-18
2024-11-25,4267.9755859375,4278.25,4300.2001953125,4097.60009765625,4150.0,621212,2024-11-25
2024-12-02,4585.61083984375,4596.64990234375,4658.75,4260.0,4289.9501953125,923587,2024-12-02
2024-12-09,4737.69482421875,4749.10009765625,4763.85009765625,4536.60009765625,4582.0,685914,2024-12-09
2024-12-16,4506.9501953125,4517.7998046875,4786.85009765625,4500.25,4705.10009765625,318140,2024-12-16
2024-12-23,4561.46923828125,4572.4501953125,4641.2001953125,4485.60009765625,4519.4501953125,185361,2024-12-23
2024-12-30,4715.19873046875,4726.5498046875,4756.60009765625,4512.60009765625,4572.4501953125,378268,2024-12-30
2025-01-06,4532.63818359375,4543.5498046875,4850.0,4481.35009765625,4726.5498046875,708889,2025-01-06
2025-01-13,4530.29443359375,4541.2001953125,4600.7998046875,4343.5,4542.9501953125,271431,2025-01-13
2025-01-20,4744.478515625,4755.89990234375,4841.2001953125,4477.75,4541.2001953125,541480,2025-01-20
2025-01-27,4713.75244140625,4725.10009765625,4970.0,4605.0,4682.0498046875,1218557,2025-01-27
2025-02-03,4867.9814453125,4879.7001953125,4988.9501953125,4700.0,4725.10009765625,589608,2025-02-03
2025-02-10,4646.0654296875,4657.25,4931.7001953125,4587.0498046875,4880.10009765625,659501,2025-02-10
2025-02-17,4569.150390625,4580.14990234375,4700.75,4468.2998046875,4657.25,460752,2025-02-17
2025-02-24,4378.80908203125,4389.35009765625,4637.0,4360.60009765625,4580.0,508561,2025-02-24
2025-03-03,4410.93115234375,4421.5498046875,4528.64990234375,4349.64990234375,4389.35009765625,797683,2025-03-03
2025-03-10,4261.0419921875,4271.2998046875,4441.89990234375,4259.60009765625,4407.5498046875,427440,2025-03-10
2025-03-17,4810.91845703125,4822.5,4857.35009765625,4218.89990234375,4271.0,433010,2025-03-17
2025-03-24,4920.80419921875,4932.64990234375,5112.5,4650.89990234375,4825.0,765397,2025-03-24
2025-03-31,4942.80126953125,4954.7001953125,5084.9501953125,4860.7998046875,4932.64990234375,298612,2025-03-31
2025-04-07,4945.544921875,4957.4501953125,5016.7001953125,4660.7001953125,4799.0,579351,2025-04-07
2025-04-14,5048.64599609375,5060.7998046875,5123.5,4940.10009765625,5097.0,268614,2025-04-14
2025-04-21,5232.703125,5245.2998046875,5323.0,4960.0,5062.0,701955,2025-04-21
2025-04-28,5148.60546875,5161.0,5275.89990234375,5040.0,5275.2998046875,201619,2025-04-28
2025-05-05,5095.73291015625,5108.0,5213.0,4920.0,5135.0,212105,2025-05-05
2025-05-12,5238.88818359375,5251.5,5387.0,5106.0,5162.0,279382,2025-05-12
2025-05-19,5096.23193359375,5108.5,5316.5,5058.0,5279.0,279391,2025-05-19
2025-05-26,5484.29736328125,5497.5,5645.0,5165.0,5300.0,1441961,2025-05-26
2025-06-02,5862.38720703125,5876.5,5900.0,5412.0,5497.5,719691,2025-06-02
2025-06-09,6067.892578125,6082.5,6127.0,5745.5,5940.0,843340,2025-06-09
2025-06-16,5679.82666015625,5693.5,6145.0,5619.5,6095.0,1091329,2025-06-16
2025-06-23,6320.78369140625,6336.0,6513.5,5642.0,5690.5,872135,2025-06-23
2025-06-30,6236.98583984375,6252.0,6400.0,5961.5,6350.0,644640,2025-06-30
2025-07-07,6432.01611328125,6447.5,6594.5,6190.5,6230.0,512524,2025-07-07
2025-07-14,6456.0,6456.0,6545.0,6415.0,6440.5,136702,2025-07-14
