Date,Adj Close_MASKINVEST.NS,Close_MASKINVEST.NS,High_MASKINVEST.NS,Low_MASKINVEST.NS,Open_MASKINVEST.NS,Volume_MASKINVEST.NS,Date
2020-07-13,49.099998474121094,49.099998474121094,56.150001525878906,49.0,56.150001525878906,6334,2020-07-13
2020-07-20,57.349998474121094,57.349998474121094,60.349998474121094,49.0,49.099998474121094,15118,2020-07-20
2020-07-27,59.25,59.25,60.20000076293945,54.5,57.349998474121094,1175,2020-07-27
2020-08-03,50.20000076293945,50.20000076293945,56.29999923706055,48.349998474121094,56.29999923706055,3701,2020-08-03
2020-08-10,57.650001525878906,57.650001525878906,57.650001525878906,45.349998474121094,48.349998474121094,1513,2020-08-10
2020-08-17,57.5,57.5,57.599998474121094,57.5,57.599998474121094,755,2020-08-17
2020-08-24,56.5,56.5,59.5,56.5,57.400001525878906,386,2020-08-24
2020-08-31,56.5,56.5,56.5,56.5,56.5,0,2020-08-31
2020-09-07,59.20000076293945,59.20000076293945,59.20000076293945,56.5,56.5,35,2020-09-07
2020-09-14,53.45000076293945,53.45000076293945,59.20000076293945,53.45000076293945,59.20000076293945,825,2020-09-14
2020-09-21,53.45000076293945,53.45000076293945,53.45000076293945,53.45000076293945,53.45000076293945,0,2020-09-21
2020-09-28,56.099998474121094,56.099998474121094,56.099998474121094,53.45000076293945,53.45000076293945,10,2020-09-28
2020-10-05,53.150001525878906,53.150001525878906,58.900001525878906,50.650001525878906,56.099998474121094,232,2020-10-05
2020-10-12,50.400001525878906,50.400001525878906,58.54999923706055,50.400001525878906,53.150001525878906,6,2020-10-12
2020-10-19,42.5,42.5,47.900001525878906,41.150001525878906,47.900001525878906,27,2020-10-19
2020-10-26,42.349998474121094,42.349998474121094,42.400001525878906,40.400001525878906,40.400001525878906,21564,2020-10-26
2020-11-02,42.349998474121094,42.349998474121094,42.349998474121094,42.349998474121094,42.349998474121094,0,2020-11-02
2020-11-09,40.04999923706055,40.04999923706055,42.150001525878906,38.150001525878906,38.25,243,2020-11-09
2020-11-16,34.349998474121094,34.349998474121094,39.95000076293945,34.349998474121094,38.150001525878906,389,2020-11-16
2020-11-23,36.5,36.5,36.75,32.650001525878906,36.04999923706055,496,2020-11-23
2020-11-30,33.0,33.0,36.5,33.0,36.5,624,2020-11-30
2020-12-07,31.350000381469727,31.350000381469727,33.0,31.25,33.0,1726,2020-12-07
2020-12-14,34.5,34.5,36.20000076293945,31.350000381469727,31.350000381469727,794,2020-12-14
2020-12-21,36.20000076293945,36.20000076293945,36.20000076293945,36.20000076293945,36.20000076293945,2,2020-12-21
2020-12-28,35.75,35.75,36.20000076293945,34.400001525878906,36.20000076293945,733,2020-12-28
2021-01-04,35.650001525878906,35.650001525878906,35.75,35.5,35.75,104,2021-01-04
