Date,Adj Close_RELTD.NS,Close_RELTD.NS,High_RELTD.NS,Low_RELTD.NS,Open_RELTD.NS,Volume_RELTD.NS,Date
2024-07-29,79.3499984741211,79.3499984741211,91.48999786376953,77.98999786376953,91.48999786376953,266286,2024-07-29
2024-08-05,71.83999633789062,71.83999633789062,82.80000305175781,71.13999938964844,75.37999725341797,369470,2024-08-05
2024-08-12,69.16000366210938,69.16000366210938,75.43000030517578,66.01000213623047,75.0,315947,2024-08-12
2024-08-19,75.58000183105469,75.58000183105469,82.80000305175781,66.98999786376953,71.98999786376953,626274,2024-08-19
2024-08-26,69.61000061035156,69.61000061035156,78.0,67.30999755859375,77.94999694824219,362699,2024-08-26
2024-09-02,85.56999969482422,85.56999969482422,85.56999969482422,70.12999725341797,71.0,986685,2024-09-02
2024-09-09,109.18000030517578,109.18000030517578,109.18000030517578,89.83999633789062,89.83999633789062,258185,2024-09-09
2024-09-16,139.30999755859375,139.30999755859375,139.30999755859375,114.62999725341797,114.62999725341797,1960436,2024-09-16
2024-09-23,145.52000427246094,145.52000427246094,166.38999938964844,145.52000427246094,146.27000427246094,4770916,2024-09-23
2024-09-30,144.77000427246094,144.77000427246094,144.77000427246094,124.75,139.35000610351562,2900440,2024-09-30
2024-10-07,134.44000244140625,134.44000244140625,150.0,126.0999984741211,149.38999938964844,1501422,2024-10-07
2024-10-14,136.32000732421875,136.32000732421875,136.32000732421875,119.55000305175781,130.58999633789062,967685,2024-10-14
2024-10-21,128.8300018310547,128.8300018310547,150.27999877929688,128.8300018310547,143.1300048828125,1145081,2024-10-21
2024-10-28,136.19000244140625,136.19000244140625,139.6999969482422,122.19999694824219,123.5,429067,2024-10-28
2024-11-04,128.2100067138672,128.2100067138672,142.39999389648438,126.54000091552734,138.0,276211,2024-11-04
2024-11-11,112.44999694824219,112.44999694824219,130.0,112.44999694824219,129.97999572753906,262066,2024-11-11
2024-11-18,120.05000305175781,120.05000305175781,120.05000305175781,106.81999969482422,107.0,319950,2024-11-18
2024-11-25,135.25,135.25,139.35000610351562,117.0999984741211,124.69999694824219,347847,2024-11-25
2024-12-02,141.6999969482422,141.6999969482422,156.55999755859375,138.00999450683594,139.39999389648438,636446,2024-12-02
2024-12-09,133.6699981689453,133.6699981689453,144.9499969482422,130.0,142.85000610351562,246657,2024-12-09
2024-12-16,132.0,132.0,147.3800048828125,128.60000610351562,133.00999450683594,297463,2024-12-16
2024-12-23,123.43000030517578,123.43000030517578,135.0,122.0999984741211,130.35000610351562,232699,2024-12-23
2024-12-30,133.75,133.75,138.66000366210938,121.5,123.38999938964844,350771,2024-12-30
2025-01-06,122.33000183105469,122.33000183105469,134.08999633789062,120.31999969482422,132.4600067138672,469268,2025-01-06
2025-01-13,124.01000213623047,124.01000213623047,129.5,115.0,118.01000213623047,370006,2025-01-13
2025-01-20,114.8499984741211,114.8499984741211,127.0,113.16000366210938,125.02999877929688,297829,2025-01-20
2025-01-27,127.19000244140625,127.19000244140625,135.1999969482422,104.16000366210938,111.3499984741211,395194,2025-01-27
2025-02-03,134.10000610351562,134.10000610351562,143.0,121.0,126.98999786376953,708850,2025-02-03
2025-02-10,114.31999969482422,114.31999969482422,140.0,110.11000061035156,139.0,575894,2025-02-10
2025-02-17,119.6500015258789,119.6500015258789,124.29000091552734,106.5,119.63999938964844,350794,2025-02-17
2025-02-24,110.56999969482422,110.56999969482422,124.77999877929688,107.5,115.05000305175781,259134,2025-02-24
2025-03-03,115.70999908447266,115.70999908447266,118.80000305175781,101.5999984741211,111.94999694824219,409271,2025-03-03
2025-03-10,108.41999816894531,108.41999816894531,118.19999694824219,106.80999755859375,116.0,245041,2025-03-10
2025-03-17,133.25,133.25,136.8000030517578,107.0,109.9800033569336,556734,2025-03-17
2025-03-24,127.37999725341797,127.37999725341797,135.19000244140625,119.25,127.5,443420,2025-03-24
2025-03-31,126.30999755859375,126.30999755859375,135.0,124.76000213623047,127.0,358675,2025-03-31
2025-04-07,118.79000091552734,118.79000091552734,122.98999786376953,114.58000183105469,116.01000213623047,222632,2025-04-07
2025-04-14,121.77999877929688,121.77999877929688,125.0,118.0,118.0,219394,2025-04-14
2025-04-21,117.55999755859375,117.55999755859375,126.80999755859375,114.20999908447266,122.88999938964844,336209,2025-04-21
2025-04-28,108.25,108.25,118.77999877929688,107.25,116.69999694824219,270582,2025-04-28
2025-05-05,99.25,99.25,111.58000183105469,93.41000366210938,111.58000183105469,903703,2025-05-05
2025-05-12,112.80999755859375,112.80999755859375,113.69000244140625,100.0,102.0,1085616,2025-05-12
2025-05-19,109.3499984741211,109.3499984741211,115.98999786376953,109.01000213623047,112.80999755859375,641994,2025-05-19
2025-05-26,162.32000732421875,162.32000732421875,165.0,107.30999755859375,110.44999694824219,7418428,2025-05-26
2025-06-02,152.44000244140625,152.44000244140625,165.0,149.42999267578125,165.0,2067951,2025-06-02
2025-06-09,150.77000427246094,150.77000427246094,161.8000030517578,143.35000610351562,143.35000610351562,2236392,2025-06-09
2025-06-16,133.52999877929688,133.52999877929688,154.0,130.82000732421875,150.8000030517578,1064274,2025-06-16
2025-06-23,133.5,133.5,138.6999969482422,130.0,132.6999969482422,218252,2025-06-23
2025-06-30,132.5,132.5,136.0,127.55000305175781,136.0,237150,2025-06-30
2025-07-07,127.41999816894531,127.41999816894531,134.5,126.44999694824219,132.5,349480,2025-07-07
2025-07-14,127.87000274658203,127.87000274658203,131.0,127.0,128.0,234820,2025-07-14
