Date,Adj Close_SOUTHWEST.NS,Close_SOUTHWEST.NS,High_SOUTHWEST.NS,Low_SOUTHWEST.NS,Open_SOUTHWEST.NS,Volume_SOUTHWEST.NS,Date
2020-07-13,20.389209747314453,21.149999618530273,22.200000762939453,20.350000381469727,20.75,14147,2020-07-13
2020-07-20,20.05179786682129,20.799999237060547,22.799999237060547,19.649999618530273,20.299999237060547,159354,2020-07-20
2020-07-27,19.52158546447754,20.25,21.950000762939453,20.25,20.299999237060547,281826,2020-07-27
2020-08-03,19.762592315673828,20.5,21.200000762939453,20.25,21.200000762939453,167494,2020-08-03
2020-08-10,19.95539665222168,20.700000762939453,23.899999618530273,20.5,20.5,101209,2020-08-10
2020-08-17,21.497840881347656,22.299999237060547,22.299999237060547,20.5,21.0,491727,2020-08-17
2020-08-24,25.546764373779297,26.5,27.549999237060547,22.5,23.399999618530273,728979,2020-08-24
2020-08-31,23.281295776367188,24.149999618530273,26.549999237060547,22.600000381469727,26.549999237060547,426101,2020-08-31
2020-09-07,25.980575561523438,26.950000762939453,27.149999618530273,23.600000381469727,24.100000381469727,201526,2020-09-07
2020-09-14,25.980575561523438,26.950000762939453,28.299999237060547,25.25,26.25,180891,2020-09-14
2020-09-21,25.88601303100586,26.350000381469727,27.950000762939453,25.25,26.950000762939453,112443,2020-09-21
2020-09-28,26.622804641723633,27.100000381469727,27.100000381469727,24.649999618530273,26.5,230736,2020-09-28
2020-10-05,28.489347457885742,29.0,29.799999237060547,26.0,28.450000762939453,810599,2020-10-05
2020-10-12,32.5662727355957,33.150001525878906,33.54999923706055,28.0,29.0,537803,2020-10-12
2020-10-19,34.92401123046875,35.54999923706055,38.0,34.0,34.45000076293945,488295,2020-10-19
2020-10-26,40.081565856933594,40.79999923706055,41.0,35.0,35.5,317948,2020-10-26
2020-11-02,38.853572845458984,39.54999923706055,44.45000076293945,39.54999923706055,42.5,140498,2020-11-02
2020-11-09,34.776649475097656,35.400001525878906,38.45000076293945,33.099998474121094,38.45000076293945,147730,2020-11-09
2020-11-16,31.436521530151367,32.0,37.0,30.700000762939453,34.20000076293945,155969,2020-11-16
2020-11-23,32.517147064208984,33.099998474121094,34.0,30.0,33.599998474121094,136259,2020-11-23
2020-11-30,34.43281555175781,35.04999923706055,35.400001525878906,32.75,33.099998474121094,101940,2020-11-30
2020-12-07,38.55885696411133,39.25,41.0,34.5,36.79999923706055,368272,2020-12-07
2020-12-14,41.800743103027344,42.54999923706055,42.900001525878906,37.04999923706055,39.849998474121094,173039,2020-12-14
2020-12-21,39.835968017578125,40.54999923706055,43.400001525878906,39.0,43.400001525878906,127671,2020-12-21
2020-12-28,41.555152893066406,42.29999923706055,42.650001525878906,38.25,41.5,150263,2020-12-28
2021-01-04,40.27804183959961,41.0,44.849998474121094,39.75,41.0,119704,2021-01-04
2021-01-11,44.011131286621094,44.79999923706055,46.900001525878906,40.0,42.900001525878906,356977,2021-01-11
2021-01-18,48.43189239501953,49.29999923706055,50.29999923706055,42.0,45.5,194153,2021-01-18
2021-01-25,49.0704460144043,49.95000076293945,50.5,47.45000076293945,48.29999923706055,189026,2021-01-25
2021-02-01,53.00000762939453,53.95000076293945,55.400001525878906,49.099998474121094,50.29999923706055,261384,2021-02-01
2021-02-08,48.579246520996094,49.45000076293945,55.400001525878906,49.150001525878906,55.400001525878906,259716,2021-02-08
2021-02-15,47.940696716308594,48.79999923706055,51.0,46.650001525878906,47.0,87362,2021-02-15
2021-02-22,48.38277053833008,49.25,52.04999923706055,46.75,49.849998474121094,87340,2021-02-22
2021-03-01,44.15848922729492,44.95000076293945,51.20000076293945,44.95000076293945,50.5,107256,2021-03-01
2021-03-08,42.68490219116211,43.45000076293945,47.0,42.75,47.0,84844,2021-03-08
