Date,Adj Close_AAKASH.NS,Close_AAKASH.NS,High_AAKASH.NS,Low_AAKASH.NS,Open_AAKASH.NS,Volume_AAKASH.NS,Date
2020-07-13,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.1500000953674316,3.2049999237060547,600000,2020-07-13
2020-07-20,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.2750000953674316,3.3499999046325684,210000,2020-07-20
2020-07-27,3.9049999713897705,3.9049999713897705,3.9749999046325684,3.765000104904175,3.799999952316284,1140000,2020-07-27
2020-08-03,3.9049999713897705,3.9049999713897705,3.9049999713897705,3.9049999713897705,3.9049999713897705,0,2020-08-03
2020-08-10,3.950000047683716,3.950000047683716,3.950000047683716,3.9049999713897705,3.9049999713897705,30000,2020-08-10
2020-08-17,4.025000095367432,4.025000095367432,4.050000190734863,3.9100000858306885,3.950000047683716,960000,2020-08-17
2020-08-24,4.5,4.5,4.5,3.950000047683716,4.050000190734863,390000,2020-08-24
2020-08-31,5.099999904632568,5.099999904632568,5.099999904632568,4.699999809265137,4.699999809265137,120000,2020-08-31
2020-09-07,5.349999904632568,5.349999904632568,5.349999904632568,5.099999904632568,5.099999904632568,30000,2020-09-07
2020-09-14,5.599999904632568,5.599999904632568,5.599999904632568,5.085000038146973,5.085000038146973,90000,2020-09-14
2020-09-21,5.320000171661377,5.320000171661377,5.599999904632568,5.320000171661377,5.599999904632568,30000,2020-09-21
2020-09-28,5.050000190734863,5.050000190734863,5.579999923706055,4.835000038146973,5.320000171661377,26990,2020-09-28
2020-10-05,5.195000171661377,5.195000171661377,5.440000057220459,5.0,5.300000190734863,2020440,2020-10-05
2020-10-12,5.269999980926514,5.269999980926514,5.465000152587891,5.099999904632568,5.289999961853027,2490360,2020-10-12
2020-10-19,5.289999961853027,5.289999961853027,5.574999809265137,5.159999847412109,5.295000076293945,2208810,2020-10-19
2020-10-26,5.079999923706055,5.079999923706055,5.324999809265137,5.070000171661377,5.324999809265137,2190690,2020-10-26
2020-11-02,5.320000171661377,5.320000171661377,5.570000171661377,5.059999942779541,5.105000019073486,2715980,2020-11-02
2020-11-09,5.320000171661377,5.320000171661377,5.400000095367432,5.235000133514404,5.324999809265137,1678060,2020-11-09
2020-11-16,5.315000057220459,5.315000057220459,5.394999980926514,5.210000038146973,5.320000171661377,2492070,2020-11-16
2020-11-23,5.329999923706055,5.329999923706055,5.400000095367432,5.215000152587891,5.349999904632568,3256520,2020-11-23
2020-11-30,5.289999961853027,5.289999961853027,5.400000095367432,5.085000038146973,5.329999923706055,3153880,2020-11-30
2020-12-07,5.769999980926514,5.769999980926514,5.849999904632568,5.260000228881836,5.400000095367432,3108690,2020-12-07
2020-12-14,6.0,6.0,6.519999980926514,5.699999809265137,5.885000228881836,1774720,2020-12-14
2020-12-21,6.675000190734863,6.675000190734863,6.784999847412109,5.599999904632568,5.920000076293945,1410670,2020-12-21
2020-12-28,7.53000020980835,7.53000020980835,7.650000095367432,6.664999961853027,6.925000190734863,2289540,2020-12-28
2021-01-04,7.855000019073486,7.855000019073486,7.875,7.400000095367432,7.650000095367432,2165610,2021-01-04
2021-01-11,8.53499984741211,8.53499984741211,8.770000457763672,7.699999809265137,7.900000095367432,2830290,2021-01-11
2021-01-18,9.145000457763672,9.145000457763672,9.28499984741211,8.4399995803833,8.75,2581800,2021-01-18
2021-01-25,9.0,9.0,9.270000457763672,8.949999809265137,9.020000457763672,1736760,2021-01-25
2021-02-01,10.539999961853027,10.539999961853027,10.5600004196167,8.954999923706055,9.0,985090,2021-02-01
2021-02-08,11.220000267028809,11.220000267028809,11.595000267028809,10.100000381469727,10.324999809265137,536010,2021-02-08
2021-02-15,11.899999618530273,11.899999618530273,11.899999618530273,11.050000190734863,11.220000267028809,550480,2021-02-15
2021-02-22,12.550000190734863,12.550000190734863,12.710000038146973,11.805000305175781,12.140000343322754,382050,2021-02-22
2021-03-01,12.569999694824219,12.569999694824219,12.789999961853027,12.350000381469727,12.595000267028809,507500,2021-03-01
2021-03-08,12.895000457763672,12.895000457763672,13.100000381469727,12.5,12.779999732971191,338020,2021-03-08
2021-03-15,13.03499984741211,13.03499984741211,13.100000381469727,12.619999885559082,13.100000381469727,969520,2021-03-15
2021-03-22,12.824999809265137,12.824999809265137,13.079999923706055,12.654999732971191,13.079999923706055,397490,2021-03-22
