Date,Adj Close_SPARC.NS,Close_SPARC.NS,High_SPARC.NS,Low_SPARC.NS,Open_SPARC.NS,Volume_SPARC.NS,Date
2020-07-13,168.0,168.0,169.89999389648438,157.0,165.39999389648438,2950298,2020-07-13
2020-07-20,174.39999389648438,174.39999389648438,177.64999389648438,162.0,168.0500030517578,7556739,2020-07-20
2020-07-27,176.10000610351562,176.10000610351562,180.8000030517578,168.0,175.5,8795323,2020-07-27
2020-08-03,180.85000610351562,180.85000610351562,200.0,173.39999389648438,175.8000030517578,13035789,2020-08-03
2020-08-10,178.5500030517578,178.5500030517578,191.6999969482422,175.3000030517578,181.5,5120368,2020-08-10
2020-08-17,182.0500030517578,182.0500030517578,186.5,176.8000030517578,180.0,3189750,2020-08-17
2020-08-24,190.14999389648438,190.14999389648438,195.4499969482422,180.10000610351562,182.75,9326483,2020-08-24
2020-08-31,175.5500030517578,175.5500030517578,193.89999389648438,164.10000610351562,193.0,4138342,2020-08-31
2020-09-07,176.5,176.5,189.39999389648438,172.75,176.10000610351562,4840044,2020-09-07
2020-09-14,179.3000030517578,179.3000030517578,186.8000030517578,175.75,178.0,5025289,2020-09-14
2020-09-21,168.25,168.25,182.0,164.0500030517578,179.9499969482422,3684449,2020-09-21
2020-09-28,172.5,172.5,179.0500030517578,169.1999969482422,169.6999969482422,2710015,2020-09-28
2020-10-05,172.85000610351562,172.85000610351562,179.5,171.5,173.0,2592733,2020-10-05
2020-10-12,167.14999389648438,167.14999389648438,173.8000030517578,165.35000610351562,173.5,1932535,2020-10-12
2020-10-19,171.25,171.25,175.0,166.25,167.35000610351562,1706675,2020-10-19
2020-10-26,163.9499969482422,163.9499969482422,172.9499969482422,161.1999969482422,171.10000610351562,1114453,2020-10-26
2020-11-02,170.1999969482422,170.1999969482422,172.6999969482422,160.1999969482422,165.0,2486514,2020-11-02
2020-11-09,168.0,168.0,173.14999389648438,161.0500030517578,172.60000610351562,2866603,2020-11-09
2020-11-16,165.35000610351562,165.35000610351562,169.6999969482422,165.0,166.64999389648438,1117987,2020-11-16
2020-11-23,181.6999969482422,181.6999969482422,183.8000030517578,165.89999389648438,166.0,6745584,2020-11-23
2020-11-30,191.9499969482422,191.9499969482422,196.5,180.5500030517578,181.6999969482422,6943307,2020-11-30
2020-12-07,188.10000610351562,188.10000610351562,197.3000030517578,185.5500030517578,191.0,4407651,2020-12-07
2020-12-14,186.4499969482422,186.4499969482422,191.89999389648438,182.6999969482422,189.0,2438683,2020-12-14
2020-12-21,185.60000610351562,185.60000610351562,190.5,170.0,187.0,2707940,2020-12-21
2020-12-28,196.60000610351562,196.60000610351562,201.0,180.5500030517578,188.0,12527577,2020-12-28
2021-01-04,200.39999389648438,200.39999389648438,209.6999969482422,191.5,197.6999969482422,12316218,2021-01-04
2021-01-11,191.35000610351562,191.35000610351562,204.6999969482422,188.5,201.0,4100149,2021-01-11
2021-01-18,181.85000610351562,181.85000610351562,192.8000030517578,179.14999389648438,191.10000610351562,2180289,2021-01-18
2021-01-25,179.6999969482422,179.6999969482422,188.4499969482422,176.0,182.0,2827872,2021-01-25
2021-02-01,187.5,187.5,194.89999389648438,178.35000610351562,179.6999969482422,4476127,2021-02-01
2021-02-08,183.39999389648438,183.39999389648438,193.4499969482422,181.3000030517578,188.6999969482422,3306684,2021-02-08
2021-02-15,175.60000610351562,175.60000610351562,184.85000610351562,172.6999969482422,183.89999389648438,1885059,2021-02-15
2021-02-22,163.64999389648438,163.64999389648438,178.6999969482422,163.0,176.0500030517578,2641515,2021-02-22
2021-03-01,169.89999389648438,169.89999389648438,178.0,163.6999969482422,166.5,3520264,2021-03-01
2021-03-08,165.39999389648438,165.39999389648438,173.1999969482422,163.3000030517578,170.0,1894435,2021-03-08
2021-03-15,153.85000610351562,153.85000610351562,166.3000030517578,145.10000610351562,165.8000030517578,1691118,2021-03-15
2021-03-22,148.25,148.25,158.10000610351562,141.5,155.0,2296399,2021-03-22
2021-03-29,152.25,152.25,153.0,141.0,148.25,1988067,2021-03-29
2021-04-05,167.60000610351562,167.60000610351562,170.6999969482422,147.35000610351562,152.0,3839757,2021-04-05
2021-04-12,164.64999389648438,164.64999389648438,167.64999389648438,155.0500030517578,167.60000610351562,2995860,2021-04-12
2021-04-19,175.64999389648438,175.64999389648438,181.64999389648438,157.64999389648438,161.0,6737210,2021-04-19
2021-04-26,174.89999389648438,174.89999389648438,183.39999389648438,169.9499969482422,177.0,4971496,2021-04-26
2021-05-03,184.89999389648438,184.89999389648438,190.4499969482422,170.1999969482422,175.39999389648438,10065677,2021-05-03
2021-05-10,222.1999969482422,222.1999969482422,247.8000030517578,187.0,187.89999389648438,38356707,2021-05-10
2021-05-17,224.39999389648438,224.39999389648438,243.0,216.25,225.0,9027873,2021-05-17
2021-05-24,223.6999969482422,223.6999969482422,239.25,221.3000030517578,225.0,7539574,2021-05-24
2021-05-31,223.60000610351562,223.60000610351562,231.6999969482422,218.75,223.85000610351562,4714075,2021-05-31
2021-06-07,248.5,248.5,264.8999938964844,222.5500030517578,224.75,22410489,2021-06-07
2021-06-14,232.0,232.0,251.8000030517578,216.0500030517578,249.0,5933699,2021-06-14
2021-06-21,229.60000610351562,229.60000610351562,238.89999389648438,223.10000610351562,229.0,3361712,2021-06-21
2021-06-28,238.75,238.75,244.0,227.0,230.60000610351562,6365407,2021-06-28
2021-07-05,247.9499969482422,247.9499969482422,255.0,233.6999969482422,240.10000610351562,9304147,2021-07-05
2021-07-12,247.5500030517578,247.5500030517578,263.0,242.60000610351562,250.0,7132389,2021-07-12
2021-07-19,265.8999938964844,265.8999938964844,268.45001220703125,238.1999969482422,244.5,10214883,2021-07-19
2021-07-26,271.3500061035156,271.3500061035156,277.1000061035156,230.35000610351562,268.0,21972032,2021-07-26
2021-08-02,285.29998779296875,285.29998779296875,294.45001220703125,262.5,269.79998779296875,21543878,2021-08-02
2021-08-09,280.20001220703125,280.20001220703125,294.95001220703125,258.1499938964844,285.0,8053006,2021-08-09
2021-08-16,275.79998779296875,275.79998779296875,312.0,272.54998779296875,280.0,12137775,2021-08-16
2021-08-23,287.6000061035156,287.6000061035156,295.8999938964844,266.75,278.1000061035156,5684175,2021-08-23
2021-08-30,299.79998779296875,299.79998779296875,310.3999938964844,288.0,290.3999938964844,6439966,2021-08-30
2021-09-06,292.45001220703125,292.45001220703125,306.0,289.29998779296875,301.0,2234818,2021-09-06
2021-09-13,290.6499938964844,290.6499938964844,305.8999938964844,287.25,293.0,4354393,2021-09-13
2021-09-20,290.6499938964844,290.6499938964844,294.5,275.04998779296875,287.79998779296875,2342428,2021-09-20
2021-09-27,293.45001220703125,293.45001220703125,309.5,287.04998779296875,292.25,6819766,2021-09-27
2021-10-04,289.3500061035156,289.3500061035156,297.95001220703125,279.5,294.20001220703125,2329737,2021-10-04
2021-10-11,293.70001220703125,293.70001220703125,302.79998779296875,288.79998779296875,290.79998779296875,2374106,2021-10-11
2021-10-18,284.70001220703125,284.70001220703125,305.0,271.0,293.0,3166545,2021-10-18
2021-10-25,262.5,262.5,287.79998779296875,261.0,284.70001220703125,2139424,2021-10-25
2021-11-01,269.70001220703125,269.70001220703125,276.0,263.79998779296875,265.0,1043091,2021-11-01
2021-11-08,264.3999938964844,264.3999938964844,275.70001220703125,261.79998779296875,270.0,882202,2021-11-08
2021-11-15,264.04998779296875,264.04998779296875,279.95001220703125,258.3500061035156,266.0,2048782,2021-11-15
2021-11-22,252.35000610351562,252.35000610351562,266.6499938964844,243.10000610351562,265.0,1650645,2021-11-22
2021-11-29,254.5,254.5,260.8999938964844,241.25,255.0,1889959,2021-11-29
2021-12-06,258.1000061035156,258.1000061035156,262.8500061035156,244.8000030517578,254.5,1845429,2021-12-06
2021-12-13,252.8000030517578,252.8000030517578,284.29998779296875,248.64999389648438,278.1000061035156,5904524,2021-12-13
2021-12-20,246.25,246.25,257.45001220703125,242.60000610351562,252.0,1484655,2021-12-20
2021-12-27,286.8999938964844,286.8999938964844,293.95001220703125,245.4499969482422,246.25,7025824,2021-12-27
2022-01-03,327.1499938964844,327.1499938964844,333.70001220703125,283.3999938964844,286.79998779296875,11056970,2022-01-03
2022-01-10,312.75,312.75,333.70001220703125,307.3500061035156,332.0,7733554,2022-01-10
2022-01-17,322.1499938964844,322.1499938964844,337.8500061035156,310.29998779296875,313.8999938964844,6988992,2022-01-17
2022-01-24,313.8999938964844,313.8999938964844,328.8999938964844,303.0,320.20001220703125,3838420,2022-01-24
2022-01-31,334.8500061035156,334.8500061035156,349.0,311.0,316.70001220703125,7754636,2022-01-31
2022-02-07,319.25,319.25,338.0,316.3999938964844,336.0,2245599,2022-02-07
2022-02-14,305.6499938964844,305.6499938964844,324.0,286.0,316.0,2199620,2022-02-14
2022-02-21,270.0,270.0,304.5,250.10000610351562,304.5,1867369,2022-02-21
2022-02-28,264.20001220703125,264.20001220703125,277.20001220703125,260.1499938964844,265.0,1253052,2022-02-28
2022-03-07,281.3500061035156,281.3500061035156,290.79998779296875,250.0,258.0,4716706,2022-03-07
2022-03-14,272.54998779296875,272.54998779296875,284.1499938964844,265.0,282.0,3261611,2022-03-14
2022-03-21,289.6000061035156,289.6000061035156,301.70001220703125,272.04998779296875,274.79998779296875,6201336,2022-03-21
2022-03-28,300.0,300.0,309.04998779296875,285.1000061035156,291.95001220703125,2891196,2022-03-28
2022-04-04,291.8500061035156,291.8500061035156,305.8500061035156,284.20001220703125,302.3999938964844,2051455,2022-04-04
2022-04-11,289.1499938964844,289.1499938964844,295.5,283.1499938964844,292.70001220703125,1198537,2022-04-11
2022-04-18,275.3500061035156,275.3500061035156,291.3500061035156,265.04998779296875,290.0,1538040,2022-04-18
2022-04-25,265.25,265.25,273.8999938964844,257.04998779296875,273.70001220703125,1238038,2022-04-25
2022-05-02,240.85000610351562,240.85000610351562,267.0,238.14999389648438,260.0,1116909,2022-05-02
2022-05-09,210.0500030517578,210.0500030517578,237.89999389648438,201.0,237.89999389648438,1574461,2022-05-09
2022-05-16,223.5500030517578,223.5500030517578,239.89999389648438,210.14999389648438,211.0500030517578,2680507,2022-05-16
2022-05-23,218.64999389648438,218.64999389648438,227.75,204.5,227.0,2618227,2022-05-23
2022-05-30,219.0,219.0,227.4499969482422,216.5,220.89999389648438,2387027,2022-05-30
2022-06-06,212.1999969482422,212.1999969482422,219.8000030517578,209.0,217.9499969482422,1448331,2022-06-06
2022-06-13,185.14999389648438,185.14999389648438,209.85000610351562,170.4499969482422,208.0,1589517,2022-06-13
2022-06-20,203.1999969482422,203.1999969482422,205.64999389648438,172.0500030517578,186.8000030517578,2647664,2022-06-20
2022-06-27,204.3000030517578,204.3000030517578,217.8000030517578,202.35000610351562,206.6999969482422,1456439,2022-06-27
2022-07-04,211.4499969482422,211.4499969482422,217.4499969482422,200.64999389648438,204.3000030517578,1253606,2022-07-04
2022-07-11,214.35000610351562,214.35000610351562,219.6999969482422,209.3000030517578,210.39999389648438,1368399,2022-07-11
2022-07-18,220.1999969482422,220.1999969482422,226.0,215.3000030517578,215.3000030517578,1270940,2022-07-18
2022-07-25,227.5,227.5,230.85000610351562,214.25,219.8000030517578,1706024,2022-07-25
2022-08-01,223.5500030517578,223.5500030517578,229.3000030517578,217.4499969482422,228.64999389648438,919603,2022-08-01
2022-08-08,217.60000610351562,217.60000610351562,224.35000610351562,214.0,223.5500030517578,808074,2022-08-08
2022-08-15,241.4499969482422,241.4499969482422,244.14999389648438,215.0,217.60000610351562,2870447,2022-08-15
2022-08-22,232.35000610351562,232.35000610351562,244.0,229.0,244.0,1486832,2022-08-22
2022-08-29,226.35000610351562,226.35000610351562,235.8000030517578,225.10000610351562,229.6999969482422,719070,2022-08-29
