Date,Adj Close_JINDRILL.NS,Close_JINDRILL.NS,High_JINDRILL.NS,Low_JINDRILL.NS,Open_JINDRILL.NS,Volume_JINDRILL.NS,Date
2020-07-13,69.57061004638672,70.5999984741211,74.0999984741211,69.4000015258789,74.0999984741211,37528,2020-07-13
2020-07-20,68.38810729980469,69.4000015258789,72.9000015258789,67.0999984741211,70.0,29388,2020-07-20
2020-07-27,64.39715576171875,65.3499984741211,70.8499984741211,64.0,69.4000015258789,18093,2020-07-27
2020-08-03,65.33329772949219,66.30000305175781,67.0,60.099998474121094,65.0,60029,2020-08-03
2020-08-10,69.76769256591797,70.80000305175781,70.80000305175781,64.05000305175781,65.80000305175781,49846,2020-08-10
2020-08-17,78.7842788696289,79.94999694824219,81.80000305175781,71.25,74.30000305175781,151361,2020-08-17
2020-08-24,72.92103576660156,74.0,79.80000305175781,73.4000015258789,79.0,189688,2020-08-24
2020-08-31,68.24030303955078,69.25,76.4000015258789,67.69999694824219,76.4000015258789,66641,2020-08-31
2020-09-07,69.42279052734375,70.44999694824219,71.25,65.1500015258789,69.5,46911,2020-09-07
2020-09-14,69.0779037475586,70.0999984741211,74.9000015258789,68.55000305175781,70.25,69416,2020-09-14
2020-09-21,68.67845153808594,69.19999694824219,71.19999694824219,65.05000305175781,71.0,65533,2020-09-21
2020-09-28,77.6106185913086,78.19999694824219,80.05000305175781,68.5999984741211,71.9000015258789,144207,2020-09-28
2020-10-05,72.15206146240234,72.69999694824219,80.0,70.6500015258789,76.0,46649,2020-10-05
2020-10-12,70.96112060546875,71.5,75.44999694824219,68.8499984741211,74.19999694824219,94227,2020-10-12
2020-10-19,73.88887786865234,74.44999694824219,74.9000015258789,69.19999694824219,72.94999694824219,58250,2020-10-19
2020-10-26,70.06790161132812,70.5999984741211,74.4000015258789,70.05000305175781,74.4000015258789,18657,2020-10-26
2020-11-02,70.56412506103516,71.0999984741211,72.94999694824219,68.6500015258789,70.5999984741211,20586,2020-11-02
2020-11-09,70.76263427734375,71.30000305175781,72.5,69.25,72.5,72743,2020-11-09
2020-11-16,73.78963470458984,74.3499984741211,84.80000305175781,71.0,71.0,396458,2020-11-16
2020-11-23,87.53524780273438,88.19999694824219,95.30000305175781,74.05000305175781,75.55000305175781,785690,2020-11-23
2020-11-30,97.45987701416016,98.19999694824219,105.5,85.05000305175781,88.19999694824219,819637,2020-11-30
2020-12-07,96.26892852783203,97.0,100.80000305175781,92.55000305175781,99.5999984741211,264686,2020-12-07
2020-12-14,93.88701629638672,94.5999984741211,99.9000015258789,93.5,98.0,144137,2020-12-14
2020-12-21,83.26766967773438,83.9000015258789,96.4000015258789,82.0,96.4000015258789,219708,2020-12-21
2020-12-28,86.69165802001953,87.3499984741211,89.6500015258789,83.0999984741211,85.9000015258789,149679,2020-12-28
2021-01-04,88.97432708740234,89.6500015258789,92.5999984741211,86.0999984741211,87.44999694824219,179169,2021-01-04
2021-01-11,86.54277801513672,87.19999694824219,93.30000305175781,86.9000015258789,90.9000015258789,143683,2021-01-11
2021-01-18,83.2180404663086,83.8499984741211,87.94999694824219,82.80000305175781,87.94999694824219,85743,2021-01-18
2021-01-25,81.53084564208984,82.1500015258789,85.8499984741211,79.80000305175781,85.8499984741211,41010,2021-01-25
