Date,Adj Close_TIIL.NS,Close_TIIL.NS,High_TIIL.NS,Low_TIIL.NS,Open_TIIL.NS,Volume_TIIL.NS,Date
2021-04-12,377.5087890625,379.95001220703125,388.04998779296875,363.6499938964844,388.04998779296875,73391,2021-04-12
2021-04-19,366.5794677734375,368.95001220703125,379.1499938964844,355.1000061035156,376.95001220703125,70525,2021-04-19
2021-04-26,388.7858581542969,391.29998779296875,400.0,369.8500061035156,370.04998779296875,66730,2021-04-26
2021-05-03,406.8689270019531,409.5,414.0,380.1000061035156,385.6499938964844,112687,2021-05-03
2021-05-10,400.06292724609375,402.6499938964844,417.95001220703125,397.3500061035156,413.95001220703125,87855,2021-05-10
2021-05-17,402.9939880371094,405.6000061035156,435.0,393.45001220703125,408.0,171684,2021-05-17
2021-05-24,392.5117492675781,395.04998779296875,409.45001220703125,380.1499938964844,406.0,136947,2021-05-24
2021-05-31,451.182373046875,454.1000061035156,495.0,392.20001220703125,402.95001220703125,704650,2021-05-31
2021-06-07,442.83636474609375,445.70001220703125,489.0,437.25,469.45001220703125,234505,2021-06-07
2021-06-14,459.9258117675781,462.8999938964844,484.45001220703125,433.54998779296875,456.0,169001,2021-06-14
2021-06-21,476.96563720703125,480.04998779296875,483.04998779296875,447.29998779296875,449.0,135184,2021-06-21
2021-06-28,547.7081909179688,551.25,564.0,452.8500061035156,490.8999938964844,1247509,2021-06-28
2021-07-05,557.3458862304688,560.9500122070312,582.7999877929688,543.4500122070312,550.0,320602,2021-07-05
2021-07-12,624.1141357421875,628.1500244140625,660.0,557.2999877929688,557.2999877929688,477880,2021-07-12
2021-07-19,615.8673706054688,619.8499755859375,653.0,581.8499755859375,607.0,220375,2021-07-19
2021-07-26,674.7366943359375,679.0999755859375,710.0,606.0,619.8499755859375,362790,2021-07-26
2021-08-02,691.9255981445312,696.4000244140625,745.0,651.7999877929688,689.4000244140625,287809,2021-08-02
2021-08-09,809.2171020507812,814.4500122070312,853.7000122070312,626.8499755859375,702.0,640920,2021-08-09
2021-08-16,759.6376953125,764.5499877929688,832.0,753.6500244140625,818.4500122070312,225070,2021-08-16
2021-08-23,799.8775024414062,805.0499877929688,824.0,710.1500244140625,780.0,165726,2021-08-23
2021-08-30,800.374267578125,805.5499877929688,865.0,796.2000122070312,815.0,199501,2021-08-30
2021-09-06,804.8453369140625,810.0499877929688,825.0,767.2999877929688,806.5499877929688,71258,2021-09-06
2021-09-13,853.0833740234375,858.5999755859375,895.0,804.0,818.0,172234,2021-09-13
2021-09-20,813.4398193359375,818.7000122070312,854.7000122070312,773.25,854.7000122070312,93489,2021-09-20
2021-09-27,809.0680541992188,814.2999877929688,854.0,802.9500122070312,821.0,60919,2021-09-27
2021-10-04,830.7279663085938,836.0999755859375,875.0,809.9500122070312,829.9000244140625,62906,2021-10-04
2021-10-11,898.0426635742188,903.8499755859375,932.0,827.0,827.0,121182,2021-10-11
2021-10-18,871.3155517578125,876.9500122070312,963.0,771.2999877929688,911.9000244140625,116257,2021-10-18
2021-10-25,807.4287109375,812.6500244140625,894.1500244140625,799.0,877.0,50485,2021-10-25
2021-11-01,878.171142578125,883.8499755859375,899.0,806.9000244140625,824.0,29971,2021-11-01
2021-11-08,947.3240356445312,953.4500122070312,994.0,857.5499877929688,885.0,164317,2021-11-08
2021-11-15,871.8123168945312,877.4500122070312,979.9000244140625,845.7000122070312,975.0,111312,2021-11-15
2021-11-22,800.2252807617188,805.4000244140625,899.9000244140625,790.0,877.4500122070312,100614,2021-11-22
2021-11-29,834.7022705078125,840.0999755859375,868.0,769.0,801.0,52640,2021-11-29
2021-12-06,813.9862670898438,819.25,855.0,801.2000122070312,846.75,27669,2021-12-06
2021-12-13,795.754150390625,800.9000244140625,848.0,795.0499877929688,823.9500122070312,32352,2021-12-13
2021-12-20,783.9802856445312,789.0499877929688,826.9000244140625,751.0,778.0,42335,2021-12-20
2021-12-27,776.5284423828125,781.5499877929688,819.9500122070312,773.0,789.0499877929688,41525,2021-12-27
2022-01-03,827.3001708984375,832.6500244140625,843.3499755859375,781.5,781.5499877929688,44843,2022-01-03
2022-01-10,894.7638549804688,900.5499877929688,924.0,810.5499877929688,832.6500244140625,109419,2022-01-10
2022-01-17,861.6778564453125,867.25,947.6500244140625,863.8499755859375,910.5,86065,2022-01-17
2022-01-24,823.5742797851562,828.9000244140625,875.0,807.0,868.0,32582,2022-01-24
2022-01-31,823.2265014648438,828.5499877929688,875.0,818.2000122070312,835.0,30032,2022-01-31
2022-02-07,779.1614379882812,784.2000122070312,858.0,778.7999877929688,833.7999877929688,47055,2022-02-07
2022-02-14,861.92626953125,867.5,921.3499755859375,750.5,779.4000244140625,183734,2022-02-14
2022-02-21,852.189208984375,857.7000122070312,895.0,734.9000244140625,851.0,106346,2022-02-21
2022-02-28,819.5502319335938,824.8499755859375,898.75,817.2999877929688,848.0,53236,2022-02-28
2022-03-07,872.8555908203125,878.5,888.2000122070312,781.0,813.7000122070312,58234,2022-03-07
2022-03-14,1050.3577880859375,1057.1500244140625,1109.9000244140625,890.0,890.0,515079,2022-03-14
2022-03-21,957.2100830078125,963.4000244140625,1111.0,955.0999755859375,1069.9000244140625,113534,2022-03-21
2022-03-28,1005.7462158203125,1012.25,1088.0,910.4000244140625,965.0,143308,2022-03-28
2022-04-04,1150.3114013671875,1157.75,1239.9000244140625,1018.0,1018.0,346580,2022-04-04
2022-04-11,1176.343017578125,1183.949951171875,1235.199951171875,1157.0999755859375,1164.949951171875,205769,2022-04-11
2022-04-18,1088.6600341796875,1095.699951171875,1195.1500244140625,1033.550048828125,1144.0,154637,2022-04-18
2022-04-25,1044.396240234375,1051.1500244140625,1140.0,1000.0499877929688,1072.300048828125,164718,2022-04-25
2022-05-02,1017.8181762695312,1024.4000244140625,1053.449951171875,949.7000122070312,1031.1500244140625,73562,2022-05-02
2022-05-09,943.4987182617188,949.5999755859375,1074.5,920.1500244140625,1018.0,141862,2022-05-09
2022-05-16,959.6940307617188,965.9000244140625,994.3499755859375,920.4000244140625,966.0,62017,2022-05-16
2022-05-23,906.7364501953125,912.5999755859375,985.9500122070312,856.9500122070312,980.4000244140625,99526,2022-05-23
2022-05-30,1054.6798095703125,1061.5,1130.0,967.2000122070312,972.5,281957,2022-05-30
2022-06-06,1004.0074462890625,1010.5,1108.75,1007.0,1090.0,87093,2022-06-06
2022-06-13,874.345947265625,880.0,1000.0,873.0,994.0,62948,2022-06-13
2022-06-20,885.126220703125,890.8499755859375,918.0,804.5999755859375,880.0,59556,2022-06-20
2022-06-27,872.9548950195312,878.5999755859375,922.5,861.0,912.25,25013,2022-06-27
2022-07-04,981.5526733398438,987.9000244140625,1040.699951171875,863.0,881.1500244140625,147977,2022-07-04
2022-07-11,923.3788452148438,929.3499755859375,1011.0,921.0499877929688,984.8499755859375,36896,2022-07-11
2022-07-18,973.1072998046875,979.4000244140625,1014.4500122070312,932.0499877929688,932.0499877929688,50103,2022-07-18
2022-07-25,964.2644653320312,970.5,991.0,942.0,990.0,39598,2022-07-25
2022-08-01,983.63916015625,990.0,1040.0,961.0,987.0,79310,2022-08-01
2022-08-08,919.603271484375,925.5499877929688,1010.0,919.0999755859375,999.9500122070312,59896,2022-08-08
2022-08-15,943.8961791992188,950.0,958.5,901.0,925.5499877929688,64350,2022-08-15
2022-08-22,903.1596069335938,909.0,949.5,886.5499877929688,949.5,47136,2022-08-22
2022-08-29,900.725341796875,906.5499877929688,926.4500122070312,888.8499755859375,900.0,52393,2022-08-29
2022-09-05,862.4230346679688,868.0,915.0499877929688,850.1500244140625,911.0,117284,2022-09-05
2022-09-12,829.5357055664062,834.9000244140625,887.0999755859375,825.0,870.0,120732,2022-09-12
2022-09-19,780.1053466796875,785.1500244140625,850.0,781.0,837.75,41728,2022-09-19
2022-09-26,799.3806762695312,804.5499877929688,819.0,742.4000244140625,785.1500244140625,48617,2022-09-26
2022-10-03,770.1696166992188,775.1500244140625,819.0,743.2000122070312,801.0,82037,2022-10-03
2022-10-10,704.94140625,709.5,783.9500122070312,701.0499877929688,771.2000122070312,67924,2022-10-10
2022-10-17,719.497314453125,724.1500244140625,762.2000122070312,702.5,702.5,35900,2022-10-17
2022-10-24,730.7743530273438,735.5,756.2000122070312,721.0,738.5499877929688,27475,2022-10-24
2022-10-31,756.4085693359375,761.2999877929688,803.9000244140625,739.5999755859375,740.0,61684,2022-10-31
2022-11-07,800.6226806640625,805.7999877929688,825.0,765.0499877929688,780.0,82142,2022-11-07
2022-11-14,844.3399658203125,849.7999877929688,883.4500122070312,815.0999755859375,819.0,124094,2022-11-14
2022-11-21,849.5562133789062,855.0499877929688,860.0,836.0,851.4500122070312,31504,2022-11-21
2022-11-28,879.3137817382812,885.0,894.4500122070312,852.5,855.0499877929688,56192,2022-11-28
2022-12-05,909.1707153320312,915.0499877929688,918.0,872.0,891.0,72311,2022-12-05
2022-12-12,908.1275024414062,914.0,947.0,898.0,915.0,63836,2022-12-12
2022-12-19,870.669677734375,876.2999877929688,930.0,869.0499877929688,904.8499755859375,83835,2022-12-19
2022-12-26,901.6692504882812,907.5,929.4500122070312,879.7000122070312,890.0,68210,2022-12-26
2023-01-02,901.5202026367188,907.3499755859375,922.9000244140625,883.0999755859375,909.0,31513,2023-01-02
2023-01-09,928.4461059570312,934.4500122070312,940.0,900.0,908.0499877929688,61203,2023-01-09
2023-01-16,927.899658203125,933.9000244140625,945.4000244140625,890.0,941.0,28585,2023-01-16
2023-01-23,899.2846069335938,905.0999755859375,943.25,885.0,943.25,25844,2023-01-23
2023-01-30,897.0988159179688,902.9000244140625,952.2000122070312,888.5499877929688,901.0,33044,2023-01-30
2023-02-06,975.2434692382812,981.5499877929688,1024.9000244140625,883.25,907.2999877929688,117521,2023-02-06
2023-02-13,1098.546142578125,1105.6500244140625,1174.0,972.0,988.0,476901,2023-02-13
2023-02-20,1058.0579833984375,1064.9000244140625,1170.0,1040.0,1116.699951171875,301000,2023-02-20
2023-02-27,1093.9757080078125,1101.050048828125,1120.0,1000.0,1064.9000244140625,79810,2023-02-27
2023-03-06,1223.1405029296875,1231.050048828125,1270.0,1100.0,1108.949951171875,266381,2023-03-06
2023-03-13,1157.0677490234375,1164.550048828125,1275.0,1140.800048828125,1220.0,185390,2023-03-13
2023-03-20,1168.9906005859375,1176.550048828125,1214.800048828125,1091.8499755859375,1164.8499755859375,92814,2023-03-20
2023-03-27,1207.04443359375,1214.8499755859375,1225.0,1126.199951171875,1167.0,56506,2023-03-27
2023-04-03,1378.4361572265625,1387.3499755859375,1396.0,1219.800048828125,1225.0,187192,2023-04-03
2023-04-10,1506.5577392578125,1516.300048828125,1541.800048828125,1313.0,1387.3499755859375,403913,2023-04-10
2023-04-17,1463.5855712890625,1473.050048828125,1583.9000244140625,1446.0,1495.3499755859375,154048,2023-04-17
2023-04-24,1518.5799560546875,1528.4000244140625,1635.0,1480.0,1483.25,151419,2023-04-24
2023-05-01,1411.919677734375,1421.050048828125,1549.0,1404.199951171875,1528.4000244140625,106481,2023-05-01
2023-05-08,1434.5731201171875,1443.8499755859375,1548.0,1400.0,1421.050048828125,86009,2023-05-08
2023-05-15,1559.7635498046875,1569.8499755859375,1595.949951171875,1430.0,1456.6500244140625,134221,2023-05-15
2023-05-22,1752.11962890625,1763.449951171875,1797.699951171875,1545.300048828125,1577.699951171875,193538,2023-05-22
2023-05-29,1539.2958984375,1549.25,1819.699951171875,1450.699951171875,1807.949951171875,484798,2023-05-29
2023-06-05,1563.5391845703125,1573.6500244140625,1620.0,1491.6500244140625,1549.949951171875,213653,2023-06-05
2023-06-12,1705.421630859375,1716.449951171875,1728.4000244140625,1572.050048828125,1573.4000244140625,214521,2023-06-12
2023-06-19,1635.921142578125,1646.5,1825.0,1602.0999755859375,1725.550048828125,206665,2023-06-19
2023-06-26,1548.6851806640625,1558.699951171875,1678.3499755859375,1541.5,1656.5,162748,2023-06-26
2023-07-03,1645.6083984375,1656.25,1671.449951171875,1550.0999755859375,1580.3499755859375,156914,2023-07-03
2023-07-10,1655.6435546875,1666.3499755859375,1682.800048828125,1596.300048828125,1676.800048828125,146053,2023-07-10
2023-07-17,1724.6473388671875,1735.800048828125,1790.949951171875,1666.949951171875,1666.949951171875,133238,2023-07-17
2023-07-24,1677.1544189453125,1688.0,1797.0,1665.0,1744.5,67953,2023-07-24
2023-07-31,1573.0775146484375,1583.25,1728.8499755859375,1541.550048828125,1712.0,92119,2023-07-31
2023-08-07,1633.685546875,1644.25,1671.9000244140625,1553.050048828125,1577.699951171875,78822,2023-08-07
2023-08-14,2020.6829833984375,2033.75,2086.550048828125,1730.300048828125,1774.800048828125,787707,2023-08-14
2023-08-21,2070.11328125,2083.5,2145.0,1944.5,2033.75,158213,2023-08-21
2023-08-28,2086.30859375,2099.800048828125,2169.0,1960.0,2090.0,102524,2023-08-28
2023-09-04,2133.801513671875,2147.60009765625,2186.64990234375,2045.050048828125,2071.300048828125,86042,2023-09-04
2023-09-11,2140.756591796875,2154.60009765625,2180.0,1934.0999755859375,2177.0,223674,2023-09-11
2023-09-18,2019.9378662109375,2033.0,2150.0,1977.0999755859375,2150.0,48518,2023-09-18
2023-09-25,1989.7828369140625,2002.6500244140625,2049.64990234375,1956.550048828125,2033.0,86029,2023-09-25
2023-10-02,2005.7794189453125,2018.75,2045.1500244140625,1982.0999755859375,2002.6500244140625,28560,2023-10-02
2023-10-09,2031.115478515625,2044.25,2180.0,1960.0,2002.300048828125,80574,2023-10-09
2023-10-16,2232.3642578125,2246.800048828125,2318.75,2026.5999755859375,2064.5,229289,2023-10-16
2023-10-23,2122.872314453125,2136.60009765625,2279.800048828125,2001.0,2246.800048828125,91711,2023-10-23
2023-10-30,2065.244873046875,2078.60009765625,2200.0,2066.39990234375,2128.35009765625,94516,2023-10-30
2023-11-06,1989.03759765625,2001.9000244140625,2359.699951171875,1956.75,2086.550048828125,134880,2023-11-06
2023-11-13,1968.0235595703125,1980.75,2100.0,1961.5,2094.5,83307,2023-11-13
2023-11-20,2155.90869140625,2169.85009765625,2249.0,1910.0,1999.75,140553,2023-11-20
2023-11-27,2246.224609375,2260.75,2300.0,2080.0,2169.85009765625,55014,2023-11-27
2023-12-04,2289.84228515625,2304.64990234375,2335.0,2253.10009765625,2299.949951171875,39148,2023-12-04
2023-12-11,2654.633544921875,2671.800048828125,2701.35009765625,2297.550048828125,2304.0,161817,2023-12-11
2023-12-18,2537.3916015625,2553.800048828125,2725.0,2476.75,2668.949951171875,99264,2023-12-18
2023-12-25,2520.60009765625,2536.89990234375,2579.14990234375,2423.199951171875,2553.800048828125,39720,2023-12-25
2024-01-01,2509.025146484375,2525.25,2600.0,2460.0,2502.300048828125,31257,2024-01-01
2024-01-08,2367.639404296875,2382.949951171875,2581.75,2366.89990234375,2529.949951171875,43193,2024-01-08
2024-01-15,2198.880859375,2213.10009765625,2467.89990234375,2187.550048828125,2400.0,41094,2024-01-15
2024-01-22,2369.57666015625,2384.89990234375,2524.0,2110.25,2213.10009765625,95672,2024-01-22
2024-01-29,2427.9990234375,2443.699951171875,2465.0,2325.14990234375,2434.10009765625,58980,2024-01-29
2024-02-05,2330.03271484375,2345.10009765625,2489.0,2317.199951171875,2478.5,38657,2024-02-05
2024-02-12,2125.9521484375,2139.699951171875,2458.0,2035.300048828125,2355.300048828125,241426,2024-02-12
2024-02-19,2061.966064453125,2075.300048828125,2139.0,2012.0,2105.0,80938,2024-02-19
2024-02-26,1867.1756591796875,1879.25,2087.949951171875,1865.0,2054.550048828125,112461,2024-02-26
2024-03-04,1792.856201171875,1804.449951171875,1907.050048828125,1730.0999755859375,1907.050048828125,109032,2024-03-04
2024-03-11,1589.123779296875,1599.4000244140625,1815.25,1532.5,1815.25,159919,2024-03-11
2024-03-18,1671.6898193359375,1682.5,1839.949951171875,1554.949951171875,1610.1500244140625,192091,2024-03-18
2024-03-25,1964.39697265625,1977.0999755859375,2016.8499755859375,1682.0,1682.5,282118,2024-03-25
2024-04-01,2265.549560546875,2280.199951171875,2332.0,2022.3499755859375,2080.0,247292,2024-04-01
2024-04-08,2145.47607421875,2159.35009765625,2320.0,2115.0,2312.35009765625,59944,2024-04-08
2024-04-15,2207.872314453125,2222.14990234375,2349.449951171875,2100.0,2150.0,96327,2024-04-15
2024-04-22,2226.849853515625,2241.25,2380.0,2202.35009765625,2268.0,116284,2024-04-22
2024-04-29,2202.358154296875,2216.60009765625,2328.64990234375,2187.75,2309.0,60450,2024-04-29
2024-05-06,2180.15185546875,2194.25,2259.89990234375,2112.25,2234.300048828125,44352,2024-05-06
2024-05-13,2352.28857421875,2367.5,2398.699951171875,2174.449951171875,2174.60009765625,43088,2024-05-13
2024-05-20,2399.135498046875,2414.64990234375,2435.89990234375,2313.800048828125,2372.25,30695,2024-05-20
2024-05-27,2453.086669921875,2468.949951171875,2509.89990234375,2239.60009765625,2420.0,200255,2024-05-27
2024-06-03,2720.95458984375,2738.550048828125,2800.0,2223.300048828125,2600.0,319831,2024-06-03
2024-06-10,2673.064453125,2690.35009765625,2869.0,2637.550048828125,2711.199951171875,139312,2024-06-10
2024-06-17,3062.29736328125,3082.10009765625,3168.800048828125,2674.10009765625,2690.35009765625,455200,2024-06-17
2024-06-24,2868.84814453125,2887.39990234375,3073.300048828125,2841.60009765625,3069.60009765625,123836,2024-06-24
2024-07-01,3063.34033203125,3083.14990234375,3190.0,2822.10009765625,2897.300048828125,127906,2024-07-01
2024-07-08,2837.947998046875,2856.300048828125,3160.25,2815.0,3149.949951171875,151278,2024-07-08
2024-07-15,2709.92578125,2727.449951171875,2915.949951171875,2682.39990234375,2896.5,122021,2024-07-15
2024-07-22,2993.64111328125,3013.0,3051.0,2683.550048828125,2727.449951171875,92898,2024-07-22
2024-07-29,3453.61669921875,3475.949951171875,3865.0,2989.35009765625,3050.0,485771,2024-07-29
2024-08-05,3205.52099609375,3226.25,3455.0,3002.39990234375,3455.0,266071,2024-08-05
2024-08-12,3674.289794921875,3698.050048828125,3840.0,3209.550048828125,3299.0,749035,2024-08-12
2024-08-19,3781.04931640625,3805.5,3933.0,3680.800048828125,3750.0,233809,2024-08-19
2024-08-26,3454.46142578125,3476.800048828125,3905.85009765625,3385.0,3842.0,181682,2024-08-26
2024-09-02,3276.462158203125,3297.64990234375,3537.10009765625,3225.0,3500.0,115439,2024-09-02
2024-09-09,3383.3212890625,3405.199951171875,3634.0,3232.0,3315.0,167790,2024-09-09
2024-09-16,3178.3466796875,3198.89990234375,3438.800048828125,3105.050048828125,3380.0,130584,2024-09-16
2024-09-23,3327.68115234375,3349.199951171875,3379.89990234375,3103.10009765625,3244.699951171875,107809,2024-09-23
2024-09-30,3092.203857421875,3112.199951171875,3425.89990234375,3090.0,3360.0,99434,2024-09-30
2024-10-07,3165.6787109375,3186.14990234375,3247.39990234375,2955.10009765625,3190.0,75770,2024-10-07
2024-10-14,3085.69580078125,3105.64990234375,3220.0,3035.0,3183.64990234375,49404,2024-10-14
2024-10-21,2906.554443359375,2925.35009765625,3165.89990234375,2824.0,3136.699951171875,72661,2024-10-21
2024-10-28,3004.769287109375,3024.199951171875,3050.0,2823.35009765625,2925.39990234375,41779,2024-10-28
2024-11-04,2971.484375,2990.699951171875,3146.0,2915.10009765625,3024.199951171875,48831,2024-11-04
2024-11-11,2510.465576171875,2526.699951171875,3009.300048828125,2491.25,3009.300048828125,123707,2024-11-11
2024-11-18,2480.0625,2496.10009765625,2679.300048828125,2475.0,2526.699951171875,62401,2024-11-18
2024-11-25,2538.5341796875,2554.949951171875,2653.949951171875,2475.0,2532.10009765625,84429,2024-11-25
2024-12-02,2847.8837890625,2866.300048828125,2883.199951171875,2505.5,2540.0,100280,2024-12-02
2024-12-09,3071.736328125,3091.60009765625,3260.0,2870.10009765625,2886.39990234375,154739,2024-12-09
2024-12-16,2905.163330078125,2923.949951171875,3140.0,2901.0,3100.0,73079,2024-12-16
2024-12-23,2757.468505859375,2775.300048828125,2965.10009765625,2766.75,2965.10009765625,28435,2024-12-23
2024-12-30,2924.091064453125,2943.0,2960.0,2680.14990234375,2750.0,56528,2024-12-30
2025-01-06,2776.545166015625,2794.5,2965.5,2742.89990234375,2953.949951171875,74109,2025-01-06
2025-01-13,2778.880126953125,2796.85009765625,2812.550048828125,2655.050048828125,2736.0,78314,2025-01-13
2025-01-20,2595.1181640625,2611.89990234375,2869.25,2594.0,2751.550048828125,95932,2025-01-20
2025-01-27,2660.14794921875,2677.35009765625,2739.89990234375,2474.0,2596.35009765625,88895,2025-01-27
2025-02-03,2662.532470703125,2679.75,2725.0,2540.449951171875,2637.199951171875,36921,2025-02-03
2025-02-10,2621.249267578125,2638.199951171875,2700.0,2174.0,2675.050048828125,121874,2025-02-10
2025-02-17,2596.11181640625,2612.89990234375,2699.0,2560.199951171875,2638.199951171875,23821,2025-02-17
2025-02-24,2459.694091796875,2475.60009765625,2645.949951171875,2412.0,2587.0,23264,2025-02-24
2025-03-03,2448.21826171875,2464.050048828125,2588.0,2425.199951171875,2450.050048828125,40470,2025-03-03
2025-03-10,2425.31640625,2441.0,2494.85009765625,2281.5,2460.0,57758,2025-03-10
2025-03-17,2646.833740234375,2663.949951171875,2677.85009765625,2441.0,2441.0,46501,2025-03-17
2025-03-24,2608.978759765625,2625.85009765625,2749.0,2564.0,2702.050048828125,73580,2025-03-24
2025-03-31,2421.98779296875,2437.64990234375,2742.14990234375,2425.5,2625.85009765625,56445,2025-03-31
2025-04-07,2289.395263671875,2304.199951171875,2387.949951171875,2050.0,2151.0,108820,2025-04-07
2025-04-14,2414.1884765625,2429.800048828125,2510.89990234375,2332.39990234375,2339.39990234375,73864,2025-04-14
2025-04-21,2375.6376953125,2391.0,2625.0,2375.0,2428.0,52209,2025-04-21
2025-04-28,2434.258544921875,2450.0,2459.0,2311.0,2356.0,39547,2025-04-28
2025-05-05,2625.720458984375,2642.699951171875,2699.0,2420.800048828125,2450.0,65413,2025-05-05
2025-05-12,2798.701904296875,2816.800048828125,2900.0,2660.0,2660.10009765625,44210,2025-05-12
2025-05-19,2858.216796875,2876.699951171875,2943.60009765625,2785.10009765625,2844.0,25847,2025-05-19
2025-05-26,3099.0595703125,3119.10009765625,3250.0,2834.5,2910.0,205571,2025-05-26
2025-06-02,3042.127685546875,3061.800048828125,3149.5,2985.300048828125,3140.0,48263,2025-06-02
2025-06-09,2863.10009765625,2863.10009765625,3162.300048828125,2832.39990234375,3080.10009765625,48034,2025-06-09
2025-06-16,3062.5,3062.5,3140.0,2805.0,2821.0,106986,2025-06-16
2025-06-23,3019.199951171875,3019.199951171875,3125.0,2985.699951171875,3040.199951171875,44674,2025-06-23
2025-06-30,3241.300048828125,3241.300048828125,3250.0,3005.0,3020.0,119328,2025-06-30
2025-07-07,3192.5,3192.5,3327.89990234375,3175.0,3254.89990234375,127344,2025-07-07
2025-07-14,3058.60009765625,3058.60009765625,3232.10009765625,3031.0,3194.800048828125,20211,2025-07-14
