Date,Adj Close_CAMLINFINE.NS,Close_CAMLINFINE.NS,High_CAMLINFINE.NS,Low_CAMLINFINE.NS,Open_CAMLINFINE.NS,Volume_CAMLINFINE.NS,Date
2020-07-13,56.75,56.75,58.79999923706055,53.54999923706055,58.0,1146688,2020-07-13
2020-07-20,64.0999984741211,64.0999984741211,64.0999984741211,55.04999923706055,57.0,2530103,2020-07-20
2020-07-27,74.1500015258789,74.1500015258789,74.1500015258789,60.70000076293945,66.0,3433764,2020-07-27
2020-08-03,80.0,80.0,87.69999694824219,70.44999694824219,77.8499984741211,4338303,2020-08-03
2020-08-10,87.4000015258789,87.4000015258789,97.19999694824219,79.9000015258789,79.9000015258789,4801572,2020-08-10
2020-08-17,89.75,89.75,90.0,83.05000305175781,87.0,2333546,2020-08-17
2020-08-24,95.8499984741211,95.8499984741211,101.19999694824219,91.9000015258789,92.9000015258789,6269141,2020-08-24
2020-08-31,87.55000305175781,87.55000305175781,96.0999984741211,85.30000305175781,96.0,2715824,2020-08-31
2020-09-07,89.30000305175781,89.30000305175781,90.6500015258789,80.0999984741211,88.94999694824219,1517180,2020-09-07
2020-09-14,92.30000305175781,92.30000305175781,97.4000015258789,89.0,90.9000015258789,2213811,2020-09-14
2020-09-21,102.1500015258789,102.1500015258789,102.1500015258789,88.94999694824219,92.30000305175781,4000495,2020-09-21
2020-09-28,112.9000015258789,112.9000015258789,120.44999694824219,103.5999984741211,104.30000305175781,4124137,2020-09-28
2020-10-05,110.75,110.75,118.30000305175781,107.3499984741211,113.0,2491868,2020-10-05
2020-10-12,104.0,104.0,111.94999694824219,99.44999694824219,111.0,1432954,2020-10-12
2020-10-19,100.8499984741211,100.8499984741211,105.4000015258789,97.19999694824219,104.9000015258789,1061967,2020-10-19
2020-10-26,96.5999984741211,96.5999984741211,101.5999984741211,92.1500015258789,101.0,1599083,2020-10-26
2020-11-02,107.0,107.0,108.44999694824219,94.19999694824219,97.94999694824219,2416223,2020-11-02
2020-11-09,101.1500015258789,101.1500015258789,109.69999694824219,98.55000305175781,108.19999694824219,2083833,2020-11-09
2020-11-16,96.9000015258789,96.9000015258789,103.0,96.1500015258789,99.9000015258789,930086,2020-11-16
2020-11-23,115.4000015258789,115.4000015258789,115.9000015258789,96.5,98.0,4382258,2020-11-23
2020-11-30,123.4000015258789,123.4000015258789,123.75,110.5,115.4000015258789,5267938,2020-11-30
2020-12-07,116.5,116.5,133.89999389648438,111.0,125.5,5681835,2020-12-07
2020-12-14,121.9000015258789,121.9000015258789,124.0,115.6500015258789,116.5999984741211,2105050,2020-12-14
2020-12-21,124.94999694824219,124.94999694824219,129.39999389648438,110.0999984741211,121.0999984741211,3422484,2020-12-21
2020-12-28,124.5,124.5,128.6999969482422,119.55000305175781,125.80000305175781,1807280,2020-12-28
2021-01-04,123.5,123.5,131.89999389648438,122.0999984741211,126.0,2827727,2021-01-04
2021-01-11,115.4000015258789,115.4000015258789,124.8499984741211,114.25,124.8499984741211,1556256,2021-01-11
2021-01-18,107.3499984741211,107.3499984741211,121.1500015258789,106.1500015258789,116.0,1885508,2021-01-18
2021-01-25,106.69999694824219,106.69999694824219,110.94999694824219,100.4000015258789,109.9000015258789,1361341,2021-01-25
2021-02-01,111.4000015258789,111.4000015258789,114.30000305175781,103.30000305175781,107.0,1757316,2021-02-01
2021-02-08,110.0,110.0,119.0,107.19999694824219,113.4000015258789,3831027,2021-02-08
2021-02-15,117.0999984741211,117.0999984741211,119.4000015258789,104.0,110.80000305175781,4344517,2021-02-15
2021-02-22,134.6999969482422,134.6999969482422,140.0,118.5,118.9000015258789,6784257,2021-02-22
2021-03-01,147.39999389648438,147.39999389648438,160.6999969482422,133.10000610351562,134.89999389648438,8643476,2021-03-01
2021-03-08,140.10000610351562,140.10000610351562,155.4499969482422,138.5,148.35000610351562,3492800,2021-03-08
2021-03-15,140.85000610351562,140.85000610351562,144.0,127.0999984741211,140.5,3158897,2021-03-15
2021-03-22,139.0500030517578,139.0500030517578,146.9499969482422,132.35000610351562,143.0500030517578,3037750,2021-03-22
2021-03-29,139.6999969482422,139.6999969482422,143.85000610351562,136.5,139.0500030517578,785238,2021-03-29
2021-04-05,146.39999389648438,146.39999389648438,151.9499969482422,135.0500030517578,141.3000030517578,1821412,2021-04-05
2021-04-12,138.0500030517578,138.0500030517578,144.39999389648438,133.0,144.39999389648438,1004061,2021-04-12
2021-04-19,137.75,137.75,141.75,132.0,136.85000610351562,943288,2021-04-19
2021-04-26,153.9499969482422,153.9499969482422,161.6999969482422,137.1999969482422,139.89999389648438,5958672,2021-04-26
2021-05-03,173.75,173.75,177.3000030517578,150.89999389648438,152.64999389648438,6750825,2021-05-03
2021-05-10,165.25,165.25,177.8000030517578,162.5,176.3000030517578,2227079,2021-05-10
2021-05-17,162.89999389648438,162.89999389648438,176.0,161.39999389648438,176.0,2106589,2021-05-17
2021-05-24,179.85000610351562,179.85000610351562,195.39999389648438,164.0,165.0500030517578,6340328,2021-05-24
2021-05-31,177.5500030517578,177.5500030517578,184.0,168.39999389648438,180.0,3569181,2021-05-31
2021-06-07,175.35000610351562,175.35000610351562,183.5,168.5500030517578,178.0,3477230,2021-06-07
2021-06-14,170.5500030517578,170.5500030517578,179.75,164.9499969482422,175.35000610351562,2316776,2021-06-14
2021-06-21,171.35000610351562,171.35000610351562,175.5,163.14999389648438,165.60000610351562,1525791,2021-06-21
2021-06-28,194.5500030517578,194.5500030517578,203.39999389648438,171.6999969482422,171.6999969482422,11654878,2021-06-28
2021-07-05,207.5,207.5,216.0,190.9499969482422,195.89999389648438,10270459,2021-07-05
2021-07-12,225.4499969482422,225.4499969482422,228.0,204.0,209.8000030517578,6662902,2021-07-12
2021-07-19,200.1999969482422,200.1999969482422,230.8000030517578,196.5500030517578,225.9499969482422,6330908,2021-07-19
2021-07-26,188.39999389648438,188.39999389648438,206.75,183.0,199.9499969482422,4332023,2021-07-26
2021-08-02,182.25,182.25,194.39999389648438,178.5,189.89999389648438,3585339,2021-08-02
2021-08-09,181.85000610351562,181.85000610351562,187.0,166.3000030517578,180.5500030517578,5251103,2021-08-09
2021-08-16,163.39999389648438,163.39999389648438,184.64999389648438,161.60000610351562,184.0,2725904,2021-08-16
2021-08-23,170.8000030517578,170.8000030517578,176.39999389648438,152.9499969482422,162.6999969482422,2874649,2021-08-23
2021-08-30,170.0500030517578,170.0500030517578,178.64999389648438,165.0,172.0,2840651,2021-08-30
