Date,Adj Close_DIGIDRIVE.NS,Close_DIGIDRIVE.NS,High_DIGIDRIVE.NS,Low_DIGIDRIVE.NS,Open_DIGIDRIVE.NS,Volume_DIGIDRIVE.NS,Date
2024-01-08,88.8499984741211,88.8499984741211,108.69999694824219,88.8499984741211,102.0,394870,2024-01-08
2024-01-15,68.80000305175781,68.80000305175781,88.8499984741211,68.80000305175781,88.8499984741211,48798,2024-01-15
2024-01-22,62.150001525878906,62.150001525878906,71.69999694824219,56.04999923706055,68.80000305175781,5138840,2024-01-22
2024-01-29,64.69999694824219,64.69999694824219,66.0,55.79999923706055,63.0,2138567,2024-01-29
2024-02-05,56.95000076293945,56.95000076293945,66.4000015258789,56.79999923706055,66.4000015258789,1291295,2024-02-05
2024-02-12,56.5,56.5,56.79999923706055,49.79999923706055,56.79999923706055,917694,2024-02-12
2024-02-19,49.04999923706055,49.04999923706055,58.5,48.349998474121094,57.79999923706055,802967,2024-02-19
2024-02-26,46.75,46.75,51.5,46.150001525878906,49.650001525878906,754911,2024-02-26
2024-03-04,42.45000076293945,42.45000076293945,46.650001525878906,39.70000076293945,46.650001525878906,1063215,2024-03-04
2024-03-11,38.349998474121094,38.349998474121094,42.5,34.70000076293945,42.45000076293945,642686,2024-03-11
2024-03-18,36.400001525878906,36.400001525878906,39.400001525878906,34.75,38.0,1105743,2024-03-18
2024-03-25,38.79999923706055,38.79999923706055,41.75,35.70000076293945,36.400001525878906,1084798,2024-03-25
2024-04-01,38.04999923706055,38.04999923706055,41.349998474121094,38.04999923706055,38.79999923706055,191187,2024-04-01
2024-04-08,37.0,37.0,38.79999923706055,37.0,37.5,198297,2024-04-08
2024-04-15,38.45000076293945,38.45000076293945,38.45000076293945,36.900001525878906,37.0,101830,2024-04-15
2024-04-22,42.29999923706055,42.29999923706055,42.29999923706055,39.20000076293945,39.20000076293945,77852,2024-04-22
2024-04-29,39.900001525878906,39.900001525878906,42.04999923706055,39.79999923706055,41.650001525878906,98324,2024-04-29
2024-05-06,39.349998474121094,39.349998474121094,40.04999923706055,38.70000076293945,39.75,92792,2024-05-06
2024-05-13,39.25,39.25,41.0,37.400001525878906,40.95000076293945,257779,2024-05-13
2024-05-20,38.70000076293945,38.70000076293945,40.45000076293945,37.150001525878906,38.650001525878906,301747,2024-05-20
