Date,Adj Close_BANARISUG.NS,Close_BANARISUG.NS,High_BANARISUG.NS,Low_BANARISUG.NS,Open_BANARISUG.NS,Volume_BANARISUG.NS,Date
2020-07-13,988.8878784179688,1013.9500122070312,1088.0,1001.0,1077.050048828125,3716,2020-07-13
2020-07-20,1220.76123046875,1251.699951171875,1277.0,1042.0999755859375,1050.0,13904,2020-07-20
2020-07-27,1244.460693359375,1276.0,1349.0,1250.0,1265.0999755859375,8020,2020-07-27
2020-08-03,1269.037841796875,1301.199951171875,1312.300048828125,1275.0,1276.0,3758,2020-08-03
2020-08-10,1272.0611572265625,1304.300048828125,1375.0,1299.800048828125,1299.800048828125,9938,2020-08-10
2020-08-17,1280.6435546875,1313.0999755859375,1330.050048828125,1260.25,1309.949951171875,6635,2020-08-17
2020-08-24,1276.4986572265625,1308.8499755859375,1359.0,1300.0,1315.050048828125,5466,2020-08-24
2020-08-31,1336.52734375,1360.0999755859375,1559.699951171875,1300.0,1308.0,37303,2020-08-31
2020-09-07,1282.7752685546875,1305.4000244140625,1420.0,1300.0,1398.949951171875,7400,2020-09-07
2020-09-14,1277.960205078125,1300.5,1357.5999755859375,1300.0,1339.0,4735,2020-09-14
2020-09-21,1281.743408203125,1304.3499755859375,1334.4000244140625,1259.0,1301.449951171875,34445,2020-09-21
2020-09-28,1277.4688720703125,1300.0,1319.050048828125,1300.0,1314.949951171875,2805,2020-09-28
2020-10-05,1280.3677978515625,1302.949951171875,1316.0999755859375,1300.0,1315.0,1984,2020-10-05
2020-10-12,1283.7578125,1306.4000244140625,1315.0,1300.0,1300.3499755859375,1777,2020-10-12
2020-10-19,1284.2001953125,1306.8499755859375,1324.0,1300.0,1300.3499755859375,3043,2020-10-19
2020-10-26,1277.51806640625,1300.050048828125,1315.0,1300.0,1301.050048828125,3150,2020-10-26
2020-11-02,1281.4486083984375,1304.050048828125,1342.9000244140625,1298.949951171875,1301.5999755859375,13040,2020-11-02
2020-11-09,1285.182861328125,1307.8499755859375,1320.0,1300.0,1318.0,2872,2020-11-09
2020-11-16,1290.1944580078125,1312.949951171875,1344.0,1300.0,1302.0,1083,2020-11-16
2020-11-23,1322.7208251953125,1346.050048828125,1369.699951171875,1300.0,1310.949951171875,6232,2020-11-23
2020-11-30,1382.319580078125,1406.699951171875,1449.9000244140625,1325.300048828125,1346.050048828125,4713,2020-11-30
2020-12-07,1449.4359130859375,1475.0,1540.0,1407.550048828125,1408.1500244140625,9950,2020-12-07
2020-12-14,1425.851806640625,1451.0,1510.0,1450.0,1499.949951171875,7922,2020-12-14
2020-12-21,1378.0941162109375,1402.4000244140625,1499.0,1388.949951171875,1474.0,5321,2020-12-21
2020-12-28,1410.0799560546875,1434.949951171875,1499.0,1397.0,1488.0,5881,2020-12-28
2021-01-04,1450.3692626953125,1475.949951171875,1574.8499755859375,1401.199951171875,1435.0,14475,2021-01-04
2021-01-11,1477.9332275390625,1504.0,1549.75,1457.3499755859375,1514.949951171875,6905,2021-01-11
2021-01-18,1437.005126953125,1462.3499755859375,1520.050048828125,1442.75,1502.050048828125,2460,2021-01-18
2021-01-25,1434.3519287109375,1459.6500244140625,1499.9000244140625,1442.1500244140625,1474.949951171875,2323,2021-01-25
2021-02-01,1509.03466796875,1535.6500244140625,1620.0,1445.949951171875,1470.050048828125,8726,2021-02-01
2021-02-08,1546.719970703125,1574.0,1675.0,1545.949951171875,1557.199951171875,7158,2021-02-08
2021-02-15,1569.6162109375,1597.300048828125,1649.0,1516.5999755859375,1599.300048828125,10169,2021-02-15
2021-02-22,1716.279541015625,1746.550048828125,1899.199951171875,1575.0999755859375,1616.550048828125,8902,2021-02-22
2021-03-01,1774.6990966796875,1806.0,1890.9000244140625,1718.300048828125,1725.0999755859375,14455,2021-03-01
2021-03-08,1744.9241943359375,1775.699951171875,1856.0,1751.1500244140625,1819.949951171875,13786,2021-03-08
2021-03-15,1705.2734375,1735.3499755859375,1999.0,1680.0,1745.0,15977,2021-03-15
2021-03-22,1500.4364013671875,1526.9000244140625,1765.550048828125,1505.0,1735.050048828125,10779,2021-03-22
2021-03-29,1611.5760498046875,1640.0,1674.0,1505.0,1526.9000244140625,13780,2021-03-29
2021-04-05,1681.689453125,1711.3499755859375,1751.050048828125,1606.050048828125,1653.550048828125,11252,2021-04-05
2021-04-12,1575.6103515625,1603.4000244140625,1780.0,1540.0,1780.0,16047,2021-04-12
2021-04-19,1561.1650390625,1588.699951171875,1644.949951171875,1565.0,1603.449951171875,3281,2021-04-19
2021-04-26,1721.340087890625,1751.699951171875,1885.800048828125,1592.0,1604.050048828125,13366,2021-04-26
2021-05-03,1947.353759765625,1981.699951171875,2145.0,1710.0,1785.0,69130,2021-05-03
2021-05-10,1851.936767578125,1884.5999755859375,2175.0,1865.0,2019.949951171875,38394,2021-05-10
2021-05-17,1806.5374755859375,1838.4000244140625,1928.949951171875,1815.050048828125,1884.5999755859375,29837,2021-05-17
2021-05-24,1687.9293212890625,1717.699951171875,1890.0999755859375,1670.0,1849.0,30935,2021-05-24
2021-05-31,1741.3865966796875,1772.0999755859375,1824.949951171875,1702.1500244140625,1748.0,17209,2021-05-31
2021-06-07,1816.85546875,1848.9000244140625,1948.949951171875,1749.5,1795.0,40860,2021-06-07
2021-06-14,1712.5452880859375,1742.75,1859.0,1710.0,1850.050048828125,12526,2021-06-14
2021-06-21,1788.1614990234375,1819.699951171875,1875.0,1693.0,1711.0,36505,2021-06-21
2021-06-28,1807.4710693359375,1839.3499755859375,2024.0,1809.4000244140625,1830.0,74422,2021-06-28
2021-07-05,1749.1004638671875,1779.949951171875,1883.0,1739.0,1845.0999755859375,26675,2021-07-05
2021-07-12,1768.75390625,1799.949951171875,1864.1500244140625,1764.050048828125,1812.949951171875,25981,2021-07-12
2021-07-19,1773.0775146484375,1804.3499755859375,1850.0,1740.0999755859375,1799.949951171875,19185,2021-07-19
2021-07-26,1772.0457763671875,1803.300048828125,1877.5,1729.5999755859375,1825.0,22813,2021-07-26
2021-08-02,1950.44921875,1984.8499755859375,1999.0,1813.9000244140625,1813.949951171875,48616,2021-08-02
2021-08-09,1791.8465576171875,1823.449951171875,2049.0,1730.449951171875,1986.050048828125,25632,2021-08-09
2021-08-16,1759.6640625,1790.699951171875,1999.949951171875,1777.0,1828.050048828125,30167,2021-08-16
2021-08-23,1782.4129638671875,1813.8499755859375,1864.0,1701.0,1820.0,29906,2021-08-23
2021-08-30,1760.892333984375,1791.949951171875,1848.0,1750.0,1848.0,20156,2021-08-30
2021-09-06,1758.7156982421875,1779.75,1809.949951171875,1740.0,1809.949951171875,5750,2021-09-06
2021-09-13,2168.267333984375,2194.199951171875,2280.0,1755.0999755859375,1794.0,172541,2021-09-13
2021-09-20,2136.10205078125,2161.64990234375,2285.0,2035.5,2219.949951171875,69083,2021-09-20
2021-09-27,2220.739990234375,2247.300048828125,2269.949951171875,2093.949951171875,2234.0,29373,2021-09-27
2021-10-04,2259.031982421875,2286.050048828125,2410.0,2226.050048828125,2264.0,32384,2021-10-04
2021-10-11,2353.699951171875,2381.85009765625,2449.0,2252.0,2298.550048828125,16371,2021-10-11
2021-10-18,2178.742431640625,2204.800048828125,2450.0,2180.0,2330.050048828125,15627,2021-10-18
2021-10-25,2178.099853515625,2204.14990234375,2298.0,2111.300048828125,2169.0,21409,2021-10-25
2021-11-01,2190.303955078125,2216.5,2274.0,2168.800048828125,2168.800048828125,8690,2021-11-01
2021-11-08,2360.271240234375,2388.5,2448.60009765625,2200.449951171875,2250.0,21393,2021-11-08
2021-11-15,2243.56689453125,2270.39990234375,2439.89990234375,2254.89990234375,2439.89990234375,16863,2021-11-15
2021-11-22,2128.592041015625,2154.050048828125,2359.949951171875,2130.0,2301.10009765625,19926,2021-11-22
2021-11-29,2142.130126953125,2167.75,2194.14990234375,2024.050048828125,2120.25,6869,2021-11-29
2021-12-06,2401.231201171875,2429.949951171875,2440.0,2085.85009765625,2205.0,22953,2021-12-06
2021-12-13,2516.65087890625,2546.75,2848.39990234375,2445.0,2450.0,71334,2021-12-13
2021-12-20,2439.1279296875,2468.300048828125,2584.39990234375,2453.449951171875,2540.0,9390,2021-12-20
2021-12-27,2642.792236328125,2674.39990234375,2715.0,2479.800048828125,2500.0,13991,2021-12-27
2022-01-03,2768.636962890625,2801.75,2977.0,2675.0,2700.0,70696,2022-01-03
