Date,Adj Close_SARLAPOLY.NS,Close_SARLAPOLY.NS,High_SARLAPOLY.NS,Low_SARLAPOLY.NS,Open_SARLAPOLY.NS,Volume_SARLAPOLY.NS,Date
2021-01-04,27.919498443603516,29.75,31.549999237060547,24.600000381469727,25.0,3986798,2021-01-04
2021-01-11,27.544109344482422,29.350000381469727,31.350000381469727,27.049999237060547,30.0,1616677,2021-01-11
2021-01-18,25.43255043029785,27.100000381469727,29.75,26.5,29.600000381469727,615801,2021-01-18
2021-01-25,24.024845123291016,25.600000381469727,27.899999618530273,24.75,27.399999618530273,418865,2021-01-25
2021-02-01,27.16872215270996,28.950000762939453,29.899999618530273,25.049999237060547,25.350000381469727,1058855,2021-02-01
2021-02-08,25.573320388793945,27.25,30.399999618530273,27.049999237060547,29.0,879320,2021-02-08
2021-02-15,23.79022789001465,25.350000381469727,27.799999237060547,25.049999237060547,27.25,734267,2021-02-15
2021-02-22,25.338703155517578,27.0,29.399999618530273,24.649999618530273,25.75,1137789,2021-02-22
2021-03-01,24.963315963745117,26.600000381469727,28.299999237060547,26.149999618530273,27.450000762939453,878525,2021-03-01
2021-03-08,26.5587158203125,28.299999237060547,31.25,26.399999618530273,27.049999237060547,2325993,2021-03-08
2021-03-15,23.884075164794922,25.450000762939453,28.450000762939453,24.25,28.450000762939453,911434,2021-03-15
2021-03-22,22.94560432434082,24.450000762939453,25.75,24.100000381469727,25.5,402105,2021-03-22
2021-03-29,25.15100860595703,26.799999237060547,27.5,23.899999618530273,24.450000762939453,358858,2021-03-29
2021-04-05,24.77562141418457,26.399999618530273,28.5,26.0,26.299999237060547,622565,2021-04-05
2021-04-12,23.133296966552734,24.649999618530273,26.0,24.0,26.0,300162,2021-04-12
2021-04-19,23.55560874938965,25.100000381469727,26.0,23.649999618530273,24.100000381469727,468963,2021-04-19
2021-04-26,24.35331153869629,25.950000762939453,26.799999237060547,25.049999237060547,25.25,413538,2021-04-26
2021-05-03,29.374126434326172,31.299999237060547,33.25,24.700000762939453,25.799999237060547,5596263,2021-05-03
2021-05-10,30.687986373901367,32.70000076293945,36.400001525878906,30.649999618530273,32.5,5502690,2021-05-10
2021-05-17,35.8964958190918,38.25,40.400001525878906,33.29999923706055,34.0,6244178,2021-05-17
2021-05-24,32.752620697021484,34.900001525878906,39.599998474121094,34.400001525878906,38.349998474121094,1708323,2021-05-24
2021-05-31,33.69109344482422,35.900001525878906,38.0,33.099998474121094,35.0,1698504,2021-05-31
2021-06-07,32.79954528808594,34.95000076293945,37.650001525878906,34.349998474121094,36.29999923706055,1083448,2021-06-07
2021-06-14,32.70569610595703,34.849998474121094,38.0,32.5,35.099998474121094,1790176,2021-06-14
2021-06-21,35.802650451660156,38.150001525878906,41.650001525878906,33.0,33.0,6043725,2021-06-21
2021-06-28,39.60345458984375,42.20000076293945,42.900001525878906,35.5,37.5,6422458,2021-06-28
2021-07-05,39.60345458984375,42.20000076293945,44.400001525878906,40.0,43.5,4007563,2021-07-05
2021-07-12,39.08729934692383,41.650001525878906,45.29999923706055,41.29999923706055,43.0,2780508,2021-07-12
2021-07-19,37.304203033447266,39.75,44.29999923706055,39.29999923706055,40.849998474121094,1392675,2021-07-19
2021-07-26,38.43037033081055,40.95000076293945,42.54999923706055,39.0,40.150001525878906,1850422,2021-07-26
2021-08-02,42.231170654296875,45.0,51.0,40.79999923706055,41.5,10150398,2021-08-02
2021-08-09,43.404258728027344,46.25,49.5,38.70000076293945,46.79999923706055,5527710,2021-08-09
2021-08-16,40.26038360595703,42.900001525878906,46.900001525878906,42.25,45.349998474121094,1543630,2021-08-16
2021-08-23,40.49500274658203,43.150001525878906,46.25,38.25,43.150001525878906,2152666,2021-08-23
2021-08-30,39.4157600402832,42.0,45.349998474121094,41.400001525878906,43.95000076293945,2172377,2021-08-30
2021-09-06,41.33962631225586,44.04999923706055,45.599998474121094,41.599998474121094,41.599998474121094,2340027,2021-09-06
2021-09-13,45.98505401611328,49.0,54.29999923706055,43.25,44.150001525878906,8982226,2021-09-13
2021-09-20,44.858890533447266,47.79999923706055,50.0,45.75,48.70000076293945,1803116,2021-09-20
2021-09-27,46.31351852416992,49.349998474121094,51.0,47.349998474121094,47.5,2518386,2021-09-27
2021-10-04,50.6304817199707,53.95000076293945,56.349998474121094,50.599998474121094,50.599998474121094,4694693,2021-10-04
2021-10-11,52.178958892822266,55.599998474121094,58.900001525878906,52.900001525878906,54.0,2447254,2021-10-11
2021-10-18,47.67430114746094,50.79999923706055,57.599998474121094,49.29999923706055,55.95000076293945,2071803,2021-10-18
2021-10-25,48.518924713134766,51.70000076293945,55.5,49.25,49.54999923706055,1427421,2021-10-25
2021-11-01,55.79207229614258,59.45000076293945,60.79999923706055,52.400001525878906,53.900001525878906,2594869,2021-11-01
2021-11-08,54.43128967285156,58.0,62.79999923706055,57.04999923706055,60.0,1762210,2021-11-08
2021-11-15,52.69512176513672,56.150001525878906,58.900001525878906,54.29999923706055,58.0,714858,2021-11-15
2021-11-22,52.83589172363281,56.29999923706055,63.349998474121094,51.70000076293945,56.0,3128972,2021-11-22
2021-11-29,53.352046966552734,56.849998474121094,58.849998474121094,53.0,56.900001525878906,896007,2021-11-29
2021-12-06,54.149749755859375,57.70000076293945,59.25,54.54999923706055,56.29999923706055,803875,2021-12-06
2021-12-13,56.073612213134766,59.75,64.4000015258789,57.25,58.20000076293945,2323802,2021-12-13
2021-12-20,57.575164794921875,61.349998474121094,63.20000076293945,55.599998474121094,59.70000076293945,1758490,2021-12-20
2021-12-27,59.874420166015625,63.79999923706055,67.75,59.54999923706055,61.349998474121094,2884570,2021-12-27
2022-01-03,63.53445053100586,67.69999694824219,69.44999694824219,62.650001525878906,63.650001525878906,2274531,2022-01-03
2022-01-10,62.267520904541016,66.3499984741211,70.5,64.5,68.5,2436497,2022-01-10
2022-01-17,66.63140869140625,71.0,75.80000305175781,66.4000015258789,66.4000015258789,4639427,2022-01-17
2022-01-24,69.07142639160156,73.5999984741211,78.5,64.25,71.75,2864279,2022-01-24
2022-01-31,66.34986114501953,70.69999694824219,76.30000305175781,69.3499984741211,74.9000015258789,1982090,2022-01-31
2022-02-07,62.642906188964844,66.75,72.0,65.6500015258789,71.5999984741211,994139,2022-02-07
2022-02-14,58.32594299316406,62.150001525878906,65.0,58.0,64.25,1292524,2022-02-14
2022-02-21,52.83589172363281,56.29999923706055,62.099998474121094,53.29999923706055,62.099998474121094,1091959,2022-02-21
2022-02-28,51.756649017333984,55.150001525878906,57.95000076293945,54.099998474121094,56.0,653241,2022-02-28
2022-03-07,56.63669204711914,60.349998474121094,63.650001525878906,51.79999923706055,54.45000076293945,1710216,2022-03-07
2022-03-14,54.43128967285156,58.0,60.95000076293945,56.650001525878906,60.75,715328,2022-03-14
2022-03-21,53.586666107177734,57.099998474121094,59.5,56.099998474121094,59.0,594194,2022-03-21
2022-03-28,55.83899688720703,59.5,59.900001525878906,54.70000076293945,57.099998474121094,779157,2022-03-28
2022-04-04,57.76285934448242,61.54999923706055,63.0,59.599998474121094,59.79999923706055,957275,2022-04-04
2022-04-11,58.279014587402344,62.099998474121094,63.5,59.20000076293945,61.900001525878906,890365,2022-04-11
2022-04-18,60.95365524291992,64.94999694824219,69.69999694824219,61.75,61.79999923706055,2700952,2022-04-18
2022-04-25,54.33744430541992,57.900001525878906,64.30000305175781,57.349998474121094,63.25,1060065,2022-04-25
2022-05-02,51.61587905883789,55.0,59.04999923706055,54.5,57.599998474121094,630294,2022-05-02
2022-05-09,46.923526763916016,50.0,56.79999923706055,45.29999923706055,53.29999923706055,1106975,2022-05-09
2022-05-16,47.533531188964844,50.650001525878906,52.45000076293945,46.25,50.70000076293945,676250,2022-05-16
2022-05-23,46.125823974609375,49.150001525878906,52.45000076293945,45.400001525878906,50.54999923706055,732677,2022-05-23
2022-05-30,47.955841064453125,51.099998474121094,52.79999923706055,48.150001525878906,49.75,520175,2022-05-30
2022-06-06,44.99966049194336,47.95000076293945,51.04999923706055,47.650001525878906,50.599998474121094,182434,2022-06-06
2022-06-13,42.74732971191406,45.54999923706055,47.849998474121094,42.900001525878906,47.0,340484,2022-06-13
2022-06-20,43.87349319458008,46.75,47.25,40.95000076293945,46.54999923706055,419076,2022-06-20
2022-06-27,43.92041778564453,46.79999923706055,49.0,45.20000076293945,47.5,292901,2022-06-27
2022-07-04,45.093509674072266,48.04999923706055,48.54999923706055,45.45000076293945,46.79999923706055,223692,2022-07-04
2022-07-11,45.187355041503906,48.150001525878906,49.0,47.25,48.0,199228,2022-07-11
2022-07-18,47.627376556396484,50.75,52.70000076293945,47.29999923706055,48.599998474121094,488396,2022-07-18
2022-07-25,46.782752990722656,49.849998474121094,54.400001525878906,49.25,51.650001525878906,487879,2022-07-25
2022-08-01,45.28120040893555,48.25,50.70000076293945,48.099998474121094,50.099998474121094,427849,2022-08-01
2022-08-08,44.295806884765625,47.20000076293945,49.25,46.5,48.849998474121094,429377,2022-08-08
2022-08-15,49.31662368774414,52.54999923706055,53.900001525878906,47.20000076293945,47.20000076293945,847302,2022-08-15
2022-08-22,50.34894561767578,53.650001525878906,54.900001525878906,51.599998474121094,53.0,849472,2022-08-22
2022-08-29,54.008975982666016,57.54999923706055,60.0,52.54999923706055,53.5,1205557,2022-08-29
2022-09-05,54.10282897949219,57.650001525878906,60.0,55.25,57.599998474121094,963579,2022-09-05
2022-09-12,52.085113525390625,55.5,59.5,55.25,57.650001525878906,776091,2022-09-12
2022-09-19,47.90891647338867,51.04999923706055,56.5,49.0,56.29999923706055,1057894,2022-09-19
2022-09-26,46.3405876159668,47.54999923706055,51.900001525878906,47.04999923706055,51.849998474121094,460997,2022-09-26
2022-10-03,47.851165771484375,49.099998474121094,49.900001525878906,46.400001525878906,48.099998474121094,352860,2022-10-03
2022-10-10,46.82787322998047,48.04999923706055,50.29999923706055,47.75,49.70000076293945,235366,2022-10-10
2022-10-17,45.95076370239258,47.150001525878906,49.0,46.70000076293945,48.70000076293945,226171,2022-10-17
2022-10-24,45.95076370239258,47.150001525878906,48.29999923706055,46.20000076293945,47.400001525878906,167554,2022-10-24
2022-10-31,44.294002532958984,45.45000076293945,47.79999923706055,44.650001525878906,47.20000076293945,478431,2022-10-31
2022-11-07,44.78128433227539,45.95000076293945,46.20000076293945,42.349998474121094,44.79999923706055,444876,2022-11-07
2022-11-14,43.0757942199707,44.20000076293945,46.79999923706055,44.0,46.79999923706055,278518,2022-11-14
2022-11-21,43.70926284790039,44.849998474121094,46.349998474121094,43.0,44.20000076293945,363655,2022-11-21
2022-11-28,44.099090576171875,45.25,46.5,44.5,45.150001525878906,421363,2022-11-28
2022-12-05,43.563079833984375,44.70000076293945,46.0,44.20000076293945,45.79999923706055,277864,2022-12-05
2022-12-12,42.880882263183594,44.0,45.29999923706055,43.849998474121094,45.29999923706055,313986,2022-12-12
2022-12-19,38.98262023925781,40.0,44.599998474121094,39.650001525878906,44.599998474121094,472565,2022-12-19
2022-12-26,43.027069091796875,44.150001525878906,45.04999923706055,39.5,39.599998474121094,446553,2022-12-26
2023-01-02,45.41475296020508,46.599998474121094,49.400001525878906,44.900001525878906,47.0,1061454,2023-01-02
2023-01-09,44.78128433227539,45.95000076293945,47.70000076293945,44.5,47.099998474121094,417004,2023-01-09
2023-01-16,44.099090576171875,45.25,47.400001525878906,45.099998474121094,46.650001525878906,544544,2023-01-16
2023-01-23,42.53978729248047,43.650001525878906,45.849998474121094,43.349998474121094,45.5,266000,2023-01-23
2023-01-30,37.52077102661133,38.5,43.0,36.04999923706055,42.599998474121094,1017162,2023-01-30
2023-02-06,37.91059875488281,38.900001525878906,40.45000076293945,38.150001525878906,38.900001525878906,311811,2023-02-06
2023-02-13,37.32585906982422,38.29999923706055,40.099998474121094,37.400001525878906,39.79999923706055,207822,2023-02-13
2023-02-20,36.35129165649414,37.29999923706055,39.400001525878906,36.79999923706055,38.54999923706055,217491,2023-02-20
2023-02-27,36.546207427978516,37.5,38.599998474121094,36.599998474121094,37.79999923706055,226003,2023-02-27
2023-03-06,36.010196685791016,36.95000076293945,38.25,36.79999923706055,37.20000076293945,340879,2023-03-06
2023-03-13,34.84071731567383,35.75,37.54999923706055,34.95000076293945,36.849998474121094,561072,2023-03-13
2023-03-20,33.719966888427734,34.599998474121094,36.599998474121094,34.25,35.900001525878906,282399,2023-03-20
2023-03-27,32.55048751831055,33.400001525878906,34.95000076293945,32.400001525878906,34.599998474121094,656433,2023-03-27
2023-04-03,36.78984832763672,37.75,38.400001525878906,33.5,33.5,229224,2023-04-03
2023-04-10,36.98476028442383,37.95000076293945,38.5,37.0,38.20000076293945,138317,2023-04-10
2023-04-17,38.10551071166992,39.099998474121094,40.54999923706055,37.099998474121094,38.349998474121094,245230,2023-04-17
2023-04-24,37.66695785522461,38.650001525878906,39.70000076293945,37.54999923706055,39.099998474121094,243932,2023-04-24
2023-05-01,39.8597297668457,40.900001525878906,42.849998474121094,38.599998474121094,38.650001525878906,640726,2023-05-01
2023-05-08,40.200828552246094,41.25,42.349998474121094,39.20000076293945,41.20000076293945,379221,2023-05-08
2023-05-15,37.4720458984375,38.45000076293945,40.099998474121094,37.70000076293945,40.099998474121094,406549,2023-05-15
2023-05-22,36.93603515625,37.900001525878906,38.849998474121094,37.75,38.45000076293945,157176,2023-05-22
2023-05-29,38.59279251098633,39.599998474121094,40.5,37.0,38.650001525878906,374968,2023-05-29
2023-06-05,38.544063568115234,39.54999923706055,40.95000076293945,38.900001525878906,40.400001525878906,277611,2023-06-05
2023-06-12,40.05464172363281,41.099998474121094,42.150001525878906,38.75,40.0,492108,2023-06-12
2023-06-19,38.98262023925781,40.0,41.900001525878906,39.29999923706055,41.5,496567,2023-06-19
2023-06-26,47.41261291503906,48.650001525878906,49.0,39.70000076293945,40.5,2603348,2023-06-26
2023-07-03,44.440185546875,45.599998474121094,49.400001525878906,45.349998474121094,49.0,1304849,2023-07-03
2023-07-10,50.579952239990234,51.900001525878906,55.650001525878906,44.349998474121094,45.29999923706055,4697310,2023-07-10
2023-07-17,47.41261291503906,48.650001525878906,55.0,48.04999923706055,52.400001525878906,1347876,2023-07-17
2023-07-24,47.55879592895508,48.79999923706055,52.400001525878906,47.0,48.650001525878906,1333889,2023-07-24
2023-07-31,47.315155029296875,48.54999923706055,50.5,47.599998474121094,48.95000076293945,664671,2023-07-31
2023-08-07,46.29186248779297,47.5,49.75,47.150001525878906,49.45000076293945,489918,2023-08-07
2023-08-14,44.830013275146484,46.0,48.099998474121094,45.400001525878906,48.099998474121094,308339,2023-08-14
2023-08-21,44.440185546875,45.599998474121094,49.79999923706055,44.29999923706055,46.29999923706055,737582,2023-08-21
2023-08-28,46.3405876159668,47.54999923706055,48.849998474121094,45.5,45.95000076293945,841756,2023-08-28
2023-09-04,55.45277786254883,56.900001525878906,59.900001525878906,47.349998474121094,48.0,8048296,2023-09-04
2023-09-11,50.43376541137695,51.75,58.0,50.0,58.0,1508509,2023-09-11
2023-09-18,49.50792694091797,50.79999923706055,52.79999923706055,49.400001525878906,52.45000076293945,523945,2023-09-18
2023-09-25,48.09480667114258,49.349998474121094,51.650001525878906,48.75,51.54999923706055,640723,2023-09-25
2023-10-02,50.872318267822266,52.20000076293945,52.900001525878906,48.150001525878906,49.349998474121094,749429,2023-10-02
2023-10-09,49.02064514160156,50.29999923706055,52.95000076293945,49.0,51.0,779869,2023-10-09
2023-10-16,49.459197998046875,50.75,54.79999923706055,50.0,50.70000076293945,1644957,2023-10-16
2023-10-23,46.68169021606445,47.900001525878906,51.650001525878906,44.25,51.650001525878906,778498,2023-10-23
2023-10-30,45.560935974121094,46.75,48.849998474121094,45.849998474121094,47.900001525878906,393898,2023-10-30
2023-11-06,45.560935974121094,46.75,48.349998474121094,46.150001525878906,47.54999923706055,370902,2023-11-06
2023-11-13,48.82572937011719,50.099998474121094,52.29999923706055,46.900001525878906,48.45000076293945,1225736,2023-11-13
2023-11-20,49.166831970214844,50.45000076293945,52.0,47.900001525878906,50.099998474121094,1212196,2023-11-20
2023-11-27,47.70498275756836,48.95000076293945,51.29999923706055,47.70000076293945,50.45000076293945,719924,2023-11-27
2023-12-04,49.06937026977539,50.349998474121094,53.25,47.5,49.900001525878906,2143639,2023-12-04
2023-12-11,47.80243682861328,49.04999923706055,51.900001525878906,48.5,50.849998474121094,876920,2023-12-11
2023-12-18,52.33416748046875,53.70000076293945,58.79999923706055,49.04999923706055,49.900001525878906,7212595,2023-12-18
2023-12-25,55.25786590576172,56.70000076293945,58.75,50.95000076293945,53.70000076293945,2465179,2023-12-25
2024-01-01,53.50364685058594,54.900001525878906,59.599998474121094,54.29999923706055,56.0,1470039,2024-01-01
2024-01-08,60.764156341552734,62.349998474121094,66.44999694824219,53.75,55.150001525878906,9812797,2024-01-08
2024-01-15,59.1561279296875,60.70000076293945,64.44999694824219,56.79999923706055,63.25,1659405,2024-01-15
2024-01-22,63.29802703857422,64.94999694824219,66.69999694824219,59.5,60.70000076293945,2598474,2024-01-22
2024-01-29,59.838321685791016,61.400001525878906,66.3499984741211,61.0,65.5,1877838,2024-01-29
2024-02-05,68.90177917480469,70.69999694824219,74.0,61.900001525878906,61.900001525878906,10067294,2024-02-05
2024-02-12,65.49079895019531,67.19999694824219,72.30000305175781,59.95000076293945,71.69999694824219,3043769,2024-02-12
2024-02-19,67.63484954833984,69.4000015258789,72.75,65.0999984741211,67.69999694824219,2507559,2024-02-19
2024-02-26,63.492942810058594,65.1500015258789,70.3499984741211,61.70000076293945,69.9000015258789,1339336,2024-02-26
2024-03-04,59.302310943603516,60.849998474121094,66.25,59.400001525878906,65.80000305175781,1075070,2024-03-04
2024-03-11,53.16254806518555,54.54999923706055,61.5,50.54999923706055,61.29999923706055,2149557,2024-03-11
2024-03-18,52.13925552368164,53.5,55.349998474121094,50.29999923706055,54.849998474121094,1216481,2024-03-18
2024-03-25,52.28544235229492,53.650001525878906,54.79999923706055,52.150001525878906,53.5,935517,2024-03-25
2024-04-01,56.86589431762695,58.349998474121094,60.45000076293945,53.400001525878906,53.400001525878906,1062154,2024-04-01
2024-04-08,58.3764762878418,59.900001525878906,64.4000015258789,58.54999923706055,60.349998474121094,1497047,2024-04-08
2024-04-15,55.69641876220703,57.150001525878906,59.5,55.0,58.5,389415,2024-04-15
2024-04-22,56.71971130371094,58.20000076293945,59.95000076293945,57.349998474121094,57.95000076293945,484991,2024-04-22
2024-04-29,67.2450180053711,69.0,70.30000305175781,58.5,58.54999923706055,4369178,2024-04-29
2024-05-06,74.21316528320312,76.1500015258789,81.25,69.1500015258789,70.05000305175781,12275019,2024-05-06
2024-05-13,91.60916137695312,94.0,94.80000305175781,75.5,79.9000015258789,15934397,2024-05-13
2024-05-20,81.03512573242188,83.1500015258789,97.5,82.44999694824219,92.80000305175781,4139719,2024-05-20
2024-05-27,78.2088851928711,80.25,90.0,79.0999984741211,83.5999984741211,5668238,2024-05-27
2024-06-03,84.25118255615234,86.44999694824219,89.6500015258789,74.8499984741211,82.0,4038928,2024-06-03
2024-06-10,94.26972198486328,96.7300033569336,102.0,85.55000305175781,87.5,17011107,2024-06-10
2024-06-17,88.51004028320312,90.81999969482422,99.08999633789062,87.0999984741211,96.7300033569336,3905398,2024-06-17
2024-06-24,100.71159362792969,103.33999633789062,108.0,90.31999969482422,90.69999694824219,18243520,2024-06-24
2024-07-01,101.5594711303711,104.20999908447266,113.0,103.01000213623047,105.0,7777876,2024-07-01
2024-07-08,98.71373748779297,101.29000091552734,110.0,99.6500015258789,104.20999908447266,4562351,2024-07-08
2024-07-15,99.8929672241211,102.5,111.5999984741211,100.05000305175781,103.0,6509917,2024-07-15
2024-07-22,100.74083709716797,103.37000274658203,105.5,93.94999694824219,101.91999816894531,3772438,2024-07-22
2024-07-29,106.99755096435547,109.79000091552734,118.87999725341797,103.66000366210938,103.83999633789062,10977539,2024-07-29
2024-08-05,102.28064727783203,104.94999694824219,110.87999725341797,93.0999984741211,93.0999984741211,5126191,2024-08-05
2024-08-12,86.2490463256836,88.5,104.63999938964844,88.05999755859375,102.98999786376953,2019382,2024-08-12
2024-08-19,94.0748062133789,96.52999877929688,99.0,89.0,89.44999694824219,781823,2024-08-19
2024-08-26,90.05960083007812,92.41000366210938,97.98999786376953,89.44999694824219,97.98999786376953,660895,2024-08-26
2024-09-02,91.62864685058594,94.0199966430664,99.68000030517578,86.51000213623047,92.44999694824219,772942,2024-09-02
2024-09-09,89.68926239013672,92.02999877929688,95.98999786376953,91.5999984741211,95.8499984741211,402489,2024-09-09
2024-09-16,87.2236099243164,89.5,93.80000305175781,83.75,92.0,578102,2024-09-16
2024-09-23,83.67619323730469,85.86000061035156,92.0,85.0,89.98999786376953,402782,2024-09-23
2024-09-30,86.3075180053711,88.55999755859375,89.9000015258789,81.55999755859375,85.01000213623047,669514,2024-09-30
2024-10-07,88.01300811767578,90.30999755859375,93.75,82.9000015258789,90.0,636261,2024-10-07
2024-10-14,85.25499725341797,87.4800033569336,92.44999694824219,86.05999755859375,91.83000183105469,337779,2024-10-14
2024-10-21,82.24358367919922,84.38999938964844,89.5,78.3499984741211,89.1500015258789,474936,2024-10-21
2024-10-28,91.72610473632812,94.12000274658203,96.31999969482422,81.55000305175781,84.38999938964844,610756,2024-10-28
2024-11-04,89.69901275634766,92.04000091552734,96.0,90.25,95.0,563727,2024-11-04
2024-11-11,83.05247497558594,85.22000122070312,92.0,82.0999984741211,92.0,314992,2024-11-11
2024-11-18,84.82617950439453,87.04000091552734,91.98999786376953,85.30000305175781,88.4000015258789,430568,2024-11-18
2024-11-25,102.39759826660156,105.06999969482422,107.55000305175781,88.1500015258789,88.79000091552734,3129497,2024-11-25
2024-12-02,99.50313568115234,102.0999984741211,106.38999938964844,96.3499984741211,105.0,2645831,2024-12-02
2024-12-09,119.61817169189453,122.73999786376953,128.5,102.94000244140625,103.29000091552734,10687529,2024-12-09
2024-12-16,113.80001068115234,116.7699966430664,132.3000030517578,114.11000061035156,123.69999694824219,6009487,2024-12-16
2024-12-23,120.05672454833984,123.19000244140625,129.0,106.2300033569336,117.0,2525699,2024-12-23
2024-12-30,106.72467041015625,109.51000213623047,123.68000030517578,108.80999755859375,123.68000030517578,1902761,2024-12-30
2025-01-06,95.16632080078125,97.6500015258789,109.48999786376953,97.6500015258789,109.48999786376953,706076,2025-01-06
2025-01-13,94.19175720214844,96.6500015258789,99.0,88.12000274658203,92.76000213623047,760467,2025-01-13
2025-01-20,86.13209533691406,88.37999725341797,98.38999938964844,86.5,96.6500015258789,520389,2025-01-20
2025-01-27,85.75201416015625,87.98999786376953,91.4000015258789,76.69999694824219,86.0999984741211,974056,2025-01-27
2025-02-03,85.80075073242188,88.04000091552734,89.80000305175781,83.0,86.01000213623047,416021,2025-02-03
2025-02-10,77.17584228515625,79.19000244140625,89.4000015258789,77.0,89.4000015258789,530009,2025-02-10
2025-02-17,72.12759399414062,74.01000213623047,79.88999938964844,69.0,79.48999786376953,970734,2025-02-17
2025-02-24,71.74751281738281,73.62000274658203,77.91999816894531,73.01000213623047,75.69000244140625,260654,2025-02-24
2025-03-03,79.38810729980469,81.45999908447266,81.45999908447266,68.69999694824219,72.01000213623047,472881,2025-03-03
2025-03-10,73.0436782836914,74.94999694824219,84.87999725341797,74.5,84.87999725341797,246656,2025-03-10
2025-03-17,79.67073059082031,81.75,83.5,71.37000274658203,75.9800033569336,495434,2025-03-17
2025-03-24,72.32250213623047,74.20999908447266,87.72000122070312,73.38999938964844,82.0,844368,2025-03-24
2025-03-31,79.8169174194336,81.9000015258789,87.38999938964844,74.20999908447266,74.20999908447266,747211,2025-03-31
2025-04-07,82.4482421875,84.5999984741211,86.5,71.55999755859375,71.55999755859375,677491,2025-04-07
2025-04-14,92.72991180419922,95.1500015258789,98.5,84.5999984741211,84.5999984741211,861101,2025-04-14
2025-04-21,93.59727478027344,96.04000091552734,103.5,91.6500015258789,95.0,1477383,2025-04-21
2025-04-28,100.82854461669922,103.45999908447266,110.51000213623047,90.95999908447266,92.19999694824219,3555672,2025-04-28
2025-05-05,91.64813995361328,94.04000091552734,106.30000305175781,92.12999725341797,103.88999938964844,1060290,2025-05-05
2025-05-12,102.07598876953125,104.73999786376953,105.94999694824219,98.9000015258789,98.9000015258789,1102617,2025-05-12
2025-05-19,106.33484649658203,109.11000061035156,113.94999694824219,101.80999755859375,104.75,2638613,2025-05-19
2025-05-26,114.04365539550781,117.0199966430664,118.0,104.11000061035156,109.69999694824219,1043132,2025-05-26
2025-06-02,114.95974731445312,117.95999908447266,119.95999908447266,113.0999984741211,117.0,664580,2025-06-02
2025-06-09,111.08097839355469,113.9800033569336,118.98999786376953,109.86000061035156,118.98999786376953,453835,2025-06-09
2025-06-16,108.32295989990234,111.1500015258789,120.0,109.75,114.55000305175781,474460,2025-06-16
2025-06-23,112.69000244140625,112.69000244140625,115.37999725341797,105.58999633789062,109.18000030517578,345264,2025-06-23
