Date,Adj Close_TIMKEN.NS,Close_TIMKEN.NS,High_TIMKEN.NS,Low_TIMKEN.NS,Open_TIMKEN.NS,Volume_TIMKEN.NS,Date
2020-07-13,972.6292114257812,1024.9000244140625,1047.0,1005.0,1024.0,105037,2020-07-13
2020-07-20,921.2407836914062,970.75,1060.800048828125,960.0499877929688,1043.0,231690,2020-07-20
2020-07-27,967.5505981445312,969.9500122070312,989.0,942.0499877929688,970.75,101433,2020-07-27
2020-08-03,1023.7614135742188,1026.300048828125,1046.300048828125,955.2999877929688,974.0,152691,2020-08-03
2020-08-10,953.7847900390625,956.1500244140625,1038.3499755859375,955.0,1015.0,104977,2020-08-10
2020-08-17,980.3688354492188,982.7999877929688,1009.0,927.5,956.1500244140625,128428,2020-08-17
2020-08-24,1137.9281005859375,1140.75,1160.0,975.9000244140625,975.9000244140625,668373,2020-08-24
2020-08-31,1163.5645751953125,1166.449951171875,1224.699951171875,1072.25,1140.0,412610,2020-08-31
2020-09-07,1081.119140625,1083.800048828125,1228.800048828125,1074.5,1170.0,391074,2020-09-07
2020-09-14,1099.024658203125,1101.75,1185.0,1066.0999755859375,1113.0,542854,2020-09-14
2020-09-21,1050.3453369140625,1052.949951171875,1116.1500244140625,1041.0,1110.5999755859375,183822,2020-09-21
2020-09-28,1110.4462890625,1113.199951171875,1118.0,1054.0999755859375,1070.0,138779,2020-09-28
2020-10-05,1036.479736328125,1039.050048828125,1127.4000244140625,1025.0,1103.5,135342,2020-10-05
2020-10-12,1033.3375244140625,1035.9000244140625,1078.0,1011.0999755859375,1055.0,155891,2020-10-12
2020-10-19,1083.01416015625,1085.699951171875,1123.0,1038.0,1043.5999755859375,570007,2020-10-19
2020-10-26,1076.08154296875,1078.75,1124.0,1053.6500244140625,1099.0,81665,2020-10-26
2020-11-02,1088.75,1091.449951171875,1110.0,1054.0,1092.0,121368,2020-11-02
2020-11-09,1146.8558349609375,1149.699951171875,1159.0,1088.0,1113.9000244140625,365960,2020-11-09
2020-11-16,1172.5921630859375,1175.5,1184.0,1100.0,1140.550048828125,200709,2020-11-16
2020-11-23,1198.47802734375,1201.449951171875,1213.9000244140625,1155.449951171875,1161.0,229737,2020-11-23
2020-11-30,1124.511474609375,1127.300048828125,1214.0,1120.0,1201.449951171875,96957,2020-11-30
2020-12-07,1124.0126953125,1126.800048828125,1169.050048828125,1117.050048828125,1140.8499755859375,152336,2020-12-07
2020-12-14,1145.16015625,1148.0,1154.949951171875,1083.0,1125.0,210960,2020-12-14
2020-12-21,1160.9210205078125,1163.800048828125,1169.800048828125,1055.0,1150.0,178150,2020-12-21
2020-12-28,1332.3460693359375,1335.6500244140625,1339.550048828125,1148.9000244140625,1170.0,1224862,2020-12-28
2021-01-04,1278.4296875,1281.5999755859375,1360.0,1275.0,1339.9000244140625,248136,2021-01-04
2021-01-11,1244.1146240234375,1247.199951171875,1295.8499755859375,1220.0,1272.0,262867,2021-01-11
2021-01-18,1220.1243896484375,1223.1500244140625,1273.5999755859375,1200.0,1253.0,138028,2021-01-18
