Date,Adj Close_S&SPOWER.NS,Close_S&SPOWER.NS,High_S&SPOWER.NS,Low_S&SPOWER.NS,Open_S&SPOWER.NS,Volume_S&SPOWER.NS,Date
2020-07-13,15.5,15.5,15.600000381469727,14.25,14.25,6634,2020-07-13
2020-07-20,15.899999618530273,15.899999618530273,16.200000762939453,14.25,16.200000762939453,10333,2020-07-20
2020-07-27,13.800000190734863,13.800000190734863,16.299999237060547,13.75,16.299999237060547,4962,2020-07-27
2020-08-03,15.0,15.0,15.0,13.25,13.75,1641,2020-08-03
2020-08-10,14.350000381469727,14.350000381469727,15.600000381469727,13.949999809265137,14.800000190734863,13079,2020-08-10
2020-08-17,15.699999809265137,15.699999809265137,15.949999809265137,13.449999809265137,15.050000190734863,15375,2020-08-17
2020-08-24,14.800000190734863,14.800000190734863,15.75,14.449999809265137,15.199999809265137,24351,2020-08-24
2020-08-31,15.149999618530273,15.149999618530273,15.600000381469727,14.0,15.449999809265137,9193,2020-08-31
2020-09-07,14.550000190734863,14.550000190734863,15.699999809265137,14.050000190734863,15.699999809265137,6729,2020-09-07
2020-09-14,13.850000381469727,13.850000381469727,14.949999809265137,13.600000381469727,14.199999809265137,7434,2020-09-14
2020-09-21,13.149999618530273,13.149999618530273,14.699999809265137,12.649999618530273,13.300000190734863,7039,2020-09-21
2020-09-28,12.5,12.5,13.949999809265137,12.149999618530273,12.800000190734863,12300,2020-09-28
2020-10-05,11.199999809265137,11.199999809265137,13.100000381469727,11.199999809265137,12.449999809265137,9652,2020-10-05
2020-10-12,10.149999618530273,10.149999618530273,11.199999809265137,10.149999618530273,11.199999809265137,83,2020-10-12
2020-10-19,9.800000190734863,9.800000190734863,10.149999618530273,9.300000190734863,9.75,2093,2020-10-19
2020-10-26,9.350000381469727,9.350000381469727,9.800000190734863,9.350000381469727,9.800000190734863,181,2020-10-26
2020-11-02,8.850000381469727,8.850000381469727,9.899999618530273,8.550000190734863,9.0,3137,2020-11-02
2020-11-09,8.850000381469727,8.850000381469727,8.850000381469727,8.449999809265137,8.449999809265137,2606,2020-11-09
2020-11-16,8.899999618530273,8.899999618530273,8.899999618530273,8.100000381469727,8.850000381469727,3391,2020-11-16
2020-11-23,11.0,11.0,11.0,9.300000190734863,9.300000190734863,2642,2020-11-23
2020-11-30,10.449999809265137,10.449999809265137,12.100000381469727,10.449999809265137,11.0,2354,2020-11-30
2020-12-07,10.199999809265137,10.199999809265137,10.199999809265137,9.949999809265137,9.949999809265137,1885,2020-12-07
2020-12-14,9.300000190734863,9.300000190734863,10.199999809265137,9.25,10.199999809265137,1017,2020-12-14
2020-12-21,9.75,9.75,9.75,9.300000190734863,9.300000190734863,186,2020-12-21
2020-12-28,8.850000381469727,8.850000381469727,9.75,8.850000381469727,9.75,1041,2020-12-28
2021-01-04,9.449999809265137,9.449999809265137,9.449999809265137,8.850000381469727,8.850000381469727,1207,2021-01-04
2021-01-11,11.899999618530273,11.899999618530273,11.899999618530273,9.899999618530273,9.899999618530273,8767,2021-01-11
2021-01-18,15.050000190734863,15.050000190734863,15.050000190734863,12.449999809265137,12.449999809265137,7946,2021-01-18
2021-01-25,13.050000190734863,13.050000190734863,15.800000190734863,12.949999809265137,15.800000190734863,22727,2021-01-25
2021-02-01,14.899999618530273,14.899999618530273,14.949999809265137,12.449999809265137,13.050000190734863,22411,2021-02-01
2021-02-08,15.050000190734863,15.050000190734863,16.149999618530273,14.199999809265137,15.600000381469727,18402,2021-02-08
2021-02-15,15.899999618530273,15.899999618530273,15.949999809265137,14.25,15.800000190734863,12871,2021-02-15
2021-02-22,19.399999618530273,19.399999618530273,19.399999618530273,15.149999618530273,16.649999618530273,17128,2021-02-22
2021-03-01,24.350000381469727,24.350000381469727,24.649999618530273,20.350000381469727,20.350000381469727,32452,2021-03-01
2021-03-08,21.049999237060547,21.049999237060547,24.350000381469727,20.049999237060547,24.350000381469727,26473,2021-03-08
2021-03-15,19.350000381469727,19.350000381469727,21.799999237060547,18.549999237060547,21.049999237060547,207806,2021-03-15
2021-03-22,19.399999618530273,19.399999618530273,21.799999237060547,18.399999618530273,18.399999618530273,9089,2021-03-22
