Date,Adj Close_MOLDTKPAC.NS,Close_MOLDTKPAC.NS,High_MOLDTKPAC.NS,Low_MOLDTKPAC.NS,Open_MOLDTKPAC.NS,Volume_MOLDTKPAC.NS,Date
2020-07-13,191.29873657226562,198.81594848632812,203.484619140625,194.34593200683594,201.4482879638672,41038,2020-07-13
2020-07-20,208.02481079101562,216.1992950439453,218.43431091308594,204.52761840820312,210.4876251220703,244018,2020-07-20
2020-07-27,219.58970642089844,228.21865844726562,231.84432983398438,211.58029174804688,218.48397827148438,281038,2020-07-27
2020-08-03,264.1767578125,274.5577087402344,278.13372802734375,215.3052978515625,221.86131286621094,576624,2020-08-03
2020-08-10,271.0105285644531,281.6600646972656,297.007080078125,271.57769775390625,279.9217224121094,422194,2020-08-10
2020-08-17,281.04620361328125,292.090087890625,296.80841064453125,278.3323974609375,282.1070556640625,190830,2020-08-17
2020-08-24,282.95770263671875,294.0767517089844,302.71875,285.0870666503906,291.1960754394531,344036,2020-08-24
2020-08-31,276.8885498046875,287.7690734863281,299.88775634765625,279.67340087890625,299.88775634765625,255406,2020-08-31
2020-09-07,265.61041259765625,276.0477294921875,295.9144287109375,266.5613708496094,288.06707763671875,143941,2020-09-07
2020-09-14,275.4070739746094,286.2294006347656,293.5303955078125,277.1900634765625,280.1203918457031,138733,2020-09-14
2020-09-21,260.0669250488281,270.286376953125,295.0204162597656,254.84002685546875,286.0804138183594,189231,2020-09-21
2020-09-28,271.583984375,282.2560729980469,290.0537414550781,274.6073913574219,278.08404541015625,111801,2020-09-28
2020-10-05,268.764404296875,279.3257141113281,290.94775390625,274.5577087402344,282.2560729980469,135882,2020-10-05
2020-10-12,259.30224609375,269.49169921875,284.8883972167969,264.77337646484375,283.05072021484375,133149,2020-10-12
2020-10-19,249.49586486816406,259.29998779296875,277.9847106933594,256.6499938964844,270.9320373535156,148817,2020-10-19
2020-10-26,250.8429412841797,260.70001220703125,265.0,257.0,261.8500061035156,87380,2020-10-26
2020-11-02,247.9082794189453,257.6499938964844,262.8500061035156,255.0500030517578,261.0,83783,2020-11-02
2020-11-09,285.5299072265625,296.75,303.45001220703125,256.1499938964844,262.5,284831,2020-11-09
2020-11-16,283.3649597167969,294.5,304.70001220703125,290.0,293.3500061035156,182772,2020-11-16
2020-11-23,275.47503662109375,286.29998779296875,299.0,280.04998779296875,292.25,143355,2020-11-23
2020-11-30,279.6605224609375,290.6499938964844,295.0,286.0,286.29998779296875,105987,2020-11-30
2020-12-07,279.13134765625,290.1000061035156,294.3999938964844,284.1499938964844,290.6499938964844,146161,2020-12-07
2020-12-14,276.38909912109375,287.25,291.95001220703125,280.54998779296875,290.04998779296875,106026,2020-12-14
2020-12-21,271.1451721191406,281.79998779296875,288.04998779296875,262.0,287.20001220703125,156560,2020-12-21
2020-12-28,270.56787109375,281.20001220703125,285.8999938964844,277.6499938964844,284.79998779296875,92358,2020-12-28
2021-01-04,304.7737121582031,316.75,337.0,278.5,285.3500061035156,738609,2021-01-04
2021-01-11,308.67059326171875,320.79998779296875,330.0,308.54998779296875,311.54998779296875,249832,2021-01-11
2021-01-18,331.8112487792969,344.8500061035156,348.8999938964844,320.54998779296875,322.0,989392,2021-01-18
2021-01-25,318.7254943847656,331.25,346.0,312.04998779296875,343.1000061035156,234860,2021-01-25
2021-02-01,332.7734375,345.8500061035156,350.0,331.3500061035156,339.0,208721,2021-02-01
2021-02-08,379.6802062988281,394.6000061035156,412.54998779296875,328.0,349.0,699354,2021-02-08
2021-02-15,380.0650634765625,395.0,406.5,374.95001220703125,394.6000061035156,273922,2021-02-15
2021-02-22,375.3022155761719,390.04998779296875,404.0,374.1499938964844,400.95001220703125,193829,2021-02-22
2021-03-01,394.59417724609375,410.1000061035156,422.0,383.6000061035156,405.0,342548,2021-03-01
2021-03-08,388.7728576660156,404.04998779296875,429.75,400.8999938964844,413.8999938964844,224825,2021-03-08
2021-03-15,379.9207763671875,394.8500061035156,420.95001220703125,385.5,405.0,174326,2021-03-15
2021-03-22,377.9475402832031,389.79998779296875,409.70001220703125,382.3999938964844,390.75,204711,2021-03-22
2021-03-29,382.79547119140625,394.79998779296875,405.0,389.79998779296875,389.79998779296875,68921,2021-03-29
2021-04-05,402.33282470703125,414.95001220703125,434.45001220703125,386.20001220703125,390.1000061035156,188307,2021-04-05
2021-04-12,398.16351318359375,410.6499938964844,428.0,389.3500061035156,410.79998779296875,163251,2021-04-12
2021-04-19,393.6064453125,405.95001220703125,418.5,390.70001220703125,403.0,163841,2021-04-19
2021-04-26,432.00238037109375,445.54998779296875,460.0,403.0,407.8500061035156,511518,2021-04-26
2021-05-03,439.2257995605469,453.0,490.0,435.54998779296875,445.5,244613,2021-05-03
2021-05-10,450.0367431640625,464.1499938964844,485.54998779296875,448.3500061035156,453.0,247251,2021-05-10
2021-05-17,457.21173095703125,471.54998779296875,490.3500061035156,463.6000061035156,474.70001220703125,219711,2021-05-17
2021-05-24,465.0655212402344,479.6499938964844,524.7000122070312,464.70001220703125,484.0,955337,2021-05-24
2021-05-31,483.1968994140625,498.3500061035156,509.5,477.0,479.0,307175,2021-05-31
2021-06-07,484.7967529296875,500.0,511.8999938964844,483.1499938964844,507.0,464725,2021-06-07
2021-06-14,467.0047302246094,481.6499938964844,503.8999938964844,467.0,500.0,363970,2021-06-14
2021-06-21,471.8526611328125,486.6499938964844,499.0,467.0,481.0,127080,2021-06-21
2021-06-28,471.07696533203125,485.8500061035156,516.5,464.8500061035156,489.70001220703125,217396,2021-06-28
2021-07-05,491.77777099609375,507.20001220703125,529.0,485.0,489.0,436507,2021-07-05
2021-07-12,504.43096923828125,520.25,546.0,510.20001220703125,513.8499755859375,292678,2021-07-12
2021-07-19,509.2305908203125,525.2000122070312,534.0999755859375,500.3500061035156,529.7000122070312,146531,2021-07-19
2021-07-26,511.26666259765625,527.2999877929688,540.0,502.75,530.0,548268,2021-07-26
2021-08-02,502.2009582519531,517.9500122070312,543.0,505.6499938964844,535.0,993237,2021-08-02
2021-08-09,483.7786560058594,498.95001220703125,532.5,475.20001220703125,532.5,410294,2021-08-09
2021-08-16,466.568359375,481.20001220703125,500.0,476.6499938964844,500.0,182239,2021-08-16
2021-08-23,466.9562072753906,481.6000061035156,495.0,445.3999938964844,495.0,220671,2021-08-23
2021-08-30,473.64642333984375,488.5,494.8999938964844,469.29998779296875,490.0,169996,2021-08-30
2021-09-06,484.4573974609375,499.6499938964844,504.25,473.6499938964844,494.70001220703125,283350,2021-09-06
2021-09-13,547.5778198242188,564.75,602.2000122070312,505.0,509.8999938964844,1133919,2021-09-13
2021-09-20,515.3388671875,531.5,570.9500122070312,510.0,553.8499755859375,564107,2021-09-20
2021-09-27,573.24560546875,586.9000244140625,603.75,542.1500244140625,548.0,894445,2021-09-27
2021-10-04,725.8115234375,743.0999755859375,774.0,594.0,594.9000244140625,979197,2021-10-04
2021-10-11,713.065185546875,730.0499877929688,768.0,692.8499755859375,764.7999877929688,431214,2021-10-11
2021-10-18,680.7841186523438,697.0,745.1500244140625,650.5499877929688,739.7000122070312,456638,2021-10-18
2021-10-25,649.5286254882812,665.0,702.6500244140625,651.0,695.2000122070312,400090,2021-10-25
2021-11-01,709.7442626953125,726.6500244140625,746.7000122070312,662.0499877929688,674.5999755859375,318118,2021-11-01
2021-11-08,700.2699584960938,716.9500122070312,778.9000244140625,708.7000122070312,737.0,201777,2021-11-08
2021-11-15,692.2118530273438,708.7000122070312,736.9000244140625,685.0499877929688,716.9500122070312,175690,2021-11-15
2021-11-22,662.6167602539062,678.4000244140625,739.8499755859375,675.0,736.0,201560,2021-11-22
2021-11-29,691.3328247070312,707.7999877929688,728.0,645.1500244140625,673.0,215180,2021-11-29
2021-12-06,750.3275146484375,768.2000122070312,782.0,674.0499877929688,718.0,695066,2021-12-06
2021-12-13,738.8021850585938,756.4000244140625,861.7000122070312,736.0,782.0,650028,2021-12-13
